Store Name,Store ID,Order ID,Dining Mode,Order Channel,Order Status,Order Date / Refund date,Order Accept Time,Food Sales (excluding tax),Tax on Food Sales,Food sales (including tax),Adjustments (excluding tax),Tax on Adjustments,Promo Spend on food,Tax on Promotion on Food,Promo Spend on Delivery,Tax on Promo Spend on Delivery,Bag Fee,Marketing Service Fee Adjustment,Total Sales after Adjustments (including tax),Uber Service Fee,Delivery Network Fee,Order Processing Fee,Dispatch Fee,Tax on Dispatch Fee,Gratuity,Misc Payment Description,Miscellaneous Payments,Marketplace Facilitator Tax,Backup Withholding Tax,Payout,Payout Date
Aroma Pizza,,#A3D16,Delivery - Partner Using Uber App,iOS,Completed,2020-11-20,14:06,35.57,2.76,38.33,0,0,0,0,0,0,0,0,38.33,-6.76,0,0,0,0,0,,0,0,0,31.57,2020-11-23
Aroma Pizza,,#E6B6F,Delivery - Partner Using Uber App,iOS,Completed,2020-11-20,15:36,49.56,3.84,53.4,0,0,0,0,0,0,0,0,53.4,-9.42,0,0,0,0,0,,0,0,0,43.98,2020-11-23
Aroma Pizza,,#C9F82,Delivery - Partner Using Uber App,iOS,Completed,2020-11-20,19:11,45.71,3.54,49.25,0,0,0,0,0,0,0,0,49.25,-8.68,0,0,0,0,0,,0,0,0,40.57,2020-11-23
Aroma Pizza,,#D437B,Pickup,iOS,Completed,2020-11-20,19:49,12.99,1.01,14,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,,0,0,0,14,2020-11-23
Aroma Pizza,,#9F093,Delivery - Partner Using Uber App,iOS,Completed,2020-11-20,21:39,15.74,1.22,16.96,0,0,0,0,0,0,0,0,16.96,-2.99,0,0,0,0,0,,0,0,0,13.97,2020-11-23
Aroma Pizza,,#18399,Delivery - Partner Using Uber App,iOS,Completed,2020-11-21,17:43,51.31,3.98,55.29,0,0,0,0,0,0,0,0,55.29,-9.75,0,0,0,0,0,,0,0,0,45.54,2020-11-23
Aroma Pizza,,#51CF9,Delivery - Partner Using Uber App,iOS,Completed,2020-11-21,17:54,18.48,1.43,19.91,0,0,0,0,0,0,0,0,19.91,-3.51,0,0,0,0,0,,0,0,0,16.4,2020-11-23
Aroma Pizza,,#049AA,Delivery - Partner Using Uber App,iOS,Completed,2020-11-22,14:03,26.72,2.07,28.79,0,0,0,0,0,0,0,0,28.79,-5.08,0,0,0,0,0,,0,0,0,23.71,2020-11-23
Aroma Pizza,,#FB64C,Delivery - Partner Using Uber App,iOS,Completed,2020-11-22,18:28,55.95,4.34,60.29,0,0,0,0,0,0,0,0,60.29,-10.63,0,0,0,0,0,,0,0,0,49.66,2020-11-23
Aroma Pizza,,#6412D,Delivery - Partner Using Uber App,iOS,Completed,2020-11-22,19:46,23.73,1.84,25.57,0,0,0,0,0,0,0,0,25.57,-4.51,0,0,0,0,0,,0,0,0,21.06,2020-11-23
Aroma Pizza,,#9BDAC,Pickup,iOS,Completed,2020-11-23,15:59,10.48,0.81,11.29,0,0,0,0,0,0,0,0,11.29,0,0,0,0,0,0,,0,0,0,11.29,2020-11-30
Aroma Pizza,,#0991F,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-24,20:12,22.48,1.74,24.22,0,0,0,0,0,0,0,0,24.22,-4.27,0,0,0,0,0,,0,0,0,19.95,2020-11-30
Aroma Pizza,,#9B573,Delivery - Partner Using Uber App,iOS,Completed,2020-11-24,20:23,29.34,2.27,31.61,0,0,0,0,0,0,0,0,31.61,-5.57,0,0,0,0,0,,0,0,0,26.04,2020-11-30
Aroma Pizza,,#D739B,Delivery - Partner Using Uber App,iOS,Completed,2020-11-25,16:56,40.47,3.14,43.61,0,0,0,0,0,0,0,0,43.61,-7.69,0,0,0,0,0,,0,0,0,35.92,2020-11-30
Aroma Pizza,,#9BCD2,Delivery - Partner Using Uber App,iOS,Completed,2020-11-25,18:53,30.97,2.4,33.37,0,0,0,0,0,0,0,0,33.37,-5.88,0,0,0,0,0,,0,0,0,27.49,2020-11-30
Aroma Pizza,,#7A27B,Delivery - Partner Using Uber App,iOS,Completed,2020-11-27,17:34,13.99,1.08,15.07,0,0,0,0,0,0,0,0,15.07,-2.66,0,0,0,0,0,,0,0,0,12.41,2020-11-30
Aroma Pizza,,#8A62F,Delivery - Partner Using Uber App,iOS,Completed,2020-11-27,18:16,12.38,0.96,13.34,0,0,0,0,0,0,0,0,13.34,-2.35,0,0,0,0,0,,0,0,0,10.99,2020-11-30
Aroma Pizza,,#F85D8,Delivery - Partner Using Uber App,iOS,Completed,2020-11-27,19:49,28.97,2.25,31.22,0,0,0,0,0,0,0,0,31.22,-5.5,0,0,0,0,0,,0,0,0,25.72,2020-11-30
Aroma Pizza,,#84314,Delivery - Partner Using Uber App,Android,Completed,2020-11-27,21:56,20.98,1.63,22.61,0,0,0,0,0,0,0,0,22.61,-3.99,0,0,0,0,0,,0,0,0,18.62,2020-11-30
Aroma Pizza,,#1EDF5,Delivery - Partner Using Uber App,iOS,Completed,2020-11-28,15:50,40.96,3.17,44.13,0,0,0,0,0,0,0,0,44.13,-7.78,0,0,0,0,0,,0,0,0,36.35,2020-11-30
Aroma Pizza,,#3D2AA,Delivery - Partner Using Uber App,iOS,Completed,2020-11-28,16:54,55.44,4.3,59.74,0,0,0,0,0,0,0,0,59.74,-10.53,0,0,0,0,0,,0,0,0,49.21,2020-11-30
Aroma Pizza,,#7EE2B,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-28,17:30,53.57,4.15,57.72,0,0,0,0,0,0,0,0,57.72,-10.18,0,0,0,0,0,,0,0,0,47.54,2020-11-30
Aroma Pizza,,#C4B9B,Pickup,iOS,Completed,2020-11-28,18:51,28.47,2.21,30.68,0,0,0,0,0,0,0,0,30.68,0,0,0,0,0,0,,0,0,0,30.68,2020-11-30
Aroma Pizza,,#8A397,Delivery - Partner Using Uber App,iOS,Completed,2020-11-28,19:15,21.98,1.7,23.68,0,0,0,0,0,0,0,0,23.68,-4.18,0,0,0,0,0,,0,0,0,19.5,2020-11-30
Aroma Pizza,,#3B325,Delivery - Partner Using Uber App,iOS,Completed,2020-11-28,19:44,23.48,1.82,25.3,0,0,0,0,0,0,0,0,25.3,-4.46,0,0,0,0,0,,0,0,0,20.84,2020-11-30
Aroma Pizza,,#471F9,Delivery - Partner Using Uber App,iOS,Completed,2020-11-28,21:51,11.49,0.89,12.38,0,0,0,0,0,0,0,0,12.38,-2.18,0,0,0,0,0,,0,0,0,10.2,2020-11-30
Aroma Pizza,,#CDC8E,Delivery - Partner Using Uber App,iOS,Completed,2020-11-29,14:50,27.98,2.17,30.15,0,0,0,0,0,0,0,0,30.15,-5.32,0,0,0,0,0,,0,0,0,24.83,2020-11-30
Aroma Pizza,,#2BC93,Delivery - Partner Using Uber App,iOS,Completed,2020-11-29,15:59,41.98,3.25,45.23,0,0,0,0,0,0,0,0,45.23,-7.98,0,0,0,0,0,,0,0,0,37.25,2020-11-30
Aroma Pizza,,#102FD,Delivery - Partner Using Uber App,iOS,Completed,2020-11-29,17:19,21.33,1.65,22.98,0,0,0,0,0,0,0,0,22.98,-4.05,0,0,0,0,0,,0,0,0,18.93,2020-11-30
Aroma Pizza,,#9BD58,Delivery - Partner Using Uber App,Android,Completed,2020-11-29,18:17,15.58,1.21,16.79,0,0,0,0,0,0,0,0,16.79,-2.96,0,0,0,0,0,,0,0,0,13.83,2020-11-30
Aroma Pizza,,#9EB57,Delivery - Partner Using Uber App,Android,Completed,2020-11-29,19:50,94.16,7.3,101.46,0,0,0,0,0,0,0,0,101.46,-17.89,0,0,0,0,0,,0,0,0,83.57,2020-11-30
Aroma Pizza,,#6F928,Delivery - Partner Using Uber App,iOS,Completed,2020-11-30,18:45,23.98,1.86,25.84,0,0,0,0,0,0,0,0,25.84,-4.56,0,0,0,0,0,,0,0,0,21.28,
Aroma Pizza,,#EF63F,Delivery - Partner Using Uber App,iOS,Completed,2020-11-30,20:03,17.49,1.36,18.85,0,0,0,0,0,0,0,0,18.85,-3.32,0,0,0,0,0,,0,0,0,15.53,
Trattoria Contadina ,,#147A1,Delivery - Partner Using Uber App,iOS,Completed,2020-11-04,13:17,11.99,0.97,12.96,0,0,0,0,0,0,0,0,12.96,-3,0,0,0,0,0,,0,0,0,9.96,2020-11-09
Trattoria Contadina ,,#FF61D,Delivery - Partner Using Uber App,iOS,Completed,2020-11-04,17:35,35.96,2.9,38.86,0,0,0,0,0,0,0,0,38.86,-8.99,0,0,0,0,0,,0,0,0,29.87,2020-11-09
Trattoria Contadina ,,#CFF03,Delivery - Partner Using Uber App,iOS,Completed,2020-11-04,19:42,19.97,1.62,21.59,0,0,0,0,0,0,0,0,21.59,-4.99,0,0,0,0,0,,0,0,0,16.6,2020-11-09
Trattoria Contadina ,,#97746,Delivery - Partner Using Uber App,iOS,Completed,2020-11-04,20:11,47.68,3.74,51.42,0,0,0,0,0,0,0,0,51.42,-11.92,0,0,0,0,0,,0,0,0,39.5,2020-11-09
Trattoria Contadina ,,#A44F7,Delivery - Partner Using Uber App,iOS,Completed,2020-11-05,18:19,16.98,1.36,18.34,0,0,0,0,0,0,0,0,18.34,-4.25,0,0,0,0,0,,0,0,0,14.09,2020-11-09
Trattoria Contadina ,,#757E3,Delivery - Partner Using Uber App,iOS,Completed,2020-11-05,19:05,32.97,2.68,35.65,0,0,0,0,0,0,0,0,35.65,-8.24,0,0,0,0,0,,0,0,0,27.41,2020-11-09
Trattoria Contadina ,,#65289,Delivery - Partner Using Uber App,iOS,Completed,2020-11-06,15:22,25.96,2.11,28.07,0,0,0,0,0,0,0,0,28.07,-6.49,0,0,0,0,0,,0,0,0,21.58,2020-11-09
Trattoria Contadina ,,#D5B03,Delivery - Partner Using Uber App,iOS,Completed,2020-11-06,18:47,34.7,2.73,37.43,0,0,0,0,0,0,0,0,37.43,-8.68,0,0,0,0,0,,0,0,0,28.75,2020-11-09
Trattoria Contadina ,,#6CA2E,Delivery - Partner Using Uber App,Android,Completed,2020-11-06,19:35,23.72,1.91,25.63,0,0,0,0,0,0,0,0,25.63,-5.93,0,0,0,0,0,,0,0,0,19.7,2020-11-09
Trattoria Contadina ,,#7CBA4,Delivery - Partner Using Uber App,iOS,Completed,2020-11-06,19:50,11.48,0.89,12.37,0,0,0,0,0,0,0,0,12.37,-2.87,0,0,0,0,0,,0,0,0,9.5,2020-11-09
Trattoria Contadina ,,#F15AA,Delivery - Partner Using Uber App,iOS,Completed,2020-11-07,20:20,44.4,3.44,47.84,0,0,0,0,0,0,0,0,47.84,-11.1,0,0,0,0,0,,0,0,0,36.74,2020-11-09
Trattoria Contadina ,,#2996D,Delivery - Partner Using Uber App,Android,Completed,2020-11-08,13:52,23.98,1.91,25.89,0,0,0,0,0,0,0,0,25.89,-6,0,0,0,0,0,,0,0,0,19.89,2020-11-09
Trattoria Contadina ,,#C0F5B,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-10,18:09,23.98,1.95,25.93,0,0,0,0,0,0,0,0,25.93,-6,0,0,0,0,0,,0,0,0,19.93,2020-11-16
Trattoria Contadina ,,#EFC12,Delivery - Partner Using Uber App,Android,Completed,2020-11-11,17:29,38.2,3.01,41.21,0,0,0,0,0,0,0,0,41.21,-9.55,0,0,0,0,0,,0,0,0,31.66,2020-11-16
Trattoria Contadina ,,#DCAA5,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-11,18:55,62.93,5.06,67.99,0,0,0,0,0,0,0,0,67.99,-15.73,0,0,0,0,0,,0,0,0,52.26,2020-11-16
Trattoria Contadina ,,#F9E1D,Delivery - Partner Using Uber App,iOS,Completed,2020-11-11,19:14,21.98,1.79,23.77,0,0,0,0,0,0,0,0,23.77,-5.5,0,0,0,0,0,,0,0,0,18.27,2020-11-16
Trattoria Contadina ,,#EDADF,Delivery - Partner Using Uber App,iOS,Completed,2020-11-12,13:51,7.99,0.62,8.61,0,0,0,0,0,0,0,0,8.61,-2,0,0,0,0,0,,0,0,0,6.61,2020-11-16
Trattoria Contadina ,,#62193,Delivery - Partner Using Uber App,iOS,Completed,2020-11-13,12:27,19.98,1.62,21.6,0,0,0,0,0,0,0,0,21.6,-5,0,0,0,0,0,,0,0,0,16.6,2020-11-16
Trattoria Contadina ,,#5FE6A,Delivery - Partner Using Uber App,Android,Completed,2020-11-13,18:02,17.98,1.44,19.42,0,0,0,0,0,0,0,0,19.42,-4.5,0,0,0,0,0,,0,0,0,14.92,2020-11-16
Trattoria Contadina ,,#A6DD4,Delivery - Partner Using Uber App,iOS,Completed,2020-11-14,16:34,49.66,3.95,53.61,0,0,0,0,0,0,0,0,53.61,-12.42,0,0,0,0,0,,0,0,0,41.19,2020-11-16
Trattoria Contadina ,,#05D2A,Delivery - Partner Using Uber App,iOS,Completed,2020-11-14,18:24,15.97,1.3,17.27,0,0,0,0,0,0,0,0,17.27,-3.99,0,0,0,0,0,,0,0,0,13.28,2020-11-16
Trattoria Contadina ,,#C11B2,Delivery - Partner Using Uber App,iOS,Completed,2020-11-15,21:10,15.98,1.3,17.28,0,0,0,0,0,0,0,0,17.28,-4,0,0,0,0,0,,0,0,0,13.28,2020-11-16
Trattoria Contadina ,,#A1624,Delivery - Partner Using Uber App,iOS,Completed,2020-11-16,19:28,19.98,1.62,21.6,0,0,0,0,0,0,0,0,21.6,-5,0,0,0,0,0,,0,0,0,16.6,2020-11-23
Trattoria Contadina ,,#6A9C7,Delivery - Partner Using Uber App,iOS,Completed,2020-11-17,15:23,11.99,0.97,12.96,0,0,0,0,0,0,0,0,12.96,-3,0,0,0,0,0,,0,0,0,9.96,2020-11-23
Trattoria Contadina ,,#CC1A3,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-17,16:33,30.97,2.48,33.45,0,0,0,0,0,0,0,0,33.45,-7.74,0,0,0,0,0,,0,0,0,25.71,2020-11-23
Trattoria Contadina ,,#CAB44,Delivery - Partner Using Uber App,iOS,Completed,2020-11-17,18:02,21.98,1.79,23.77,0,0,0,0,0,0,0,0,23.77,-5.5,0,0,0,0,0,,0,0,0,18.27,2020-11-23
Trattoria Contadina ,,#47DF6,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-17,18:37,24.97,1.98,26.95,0,0,0,0,0,0,0,0,26.95,-6.24,0,0,0,0,0,,0,0,0,20.71,2020-11-23
Trattoria Contadina ,,#A2FA0,Delivery - Partner Using Uber App,iOS,Completed,2020-11-17,18:57,25.97,2.11,28.08,0,0,0,0,0,0,0,0,28.08,-6.49,0,0,0,0,0,,0,0,0,21.59,2020-11-23
Trattoria Contadina ,,#A47C9,Delivery - Partner Using Uber App,Android,Completed,2020-11-17,19:20,27.97,2.25,30.22,0,0,0,0,0,0,0,0,30.22,-6.99,0,0,0,0,0,,0,0,0,23.23,2020-11-23
Trattoria Contadina ,,#776D6,Delivery - Partner Using Uber App,iOS,Completed,2020-11-18,17:23,73.91,5.95,79.86,0,0,0,0,0,0,0,0,79.86,-18.48,0,0,0,0,0,,0,0,0,61.38,2020-11-23
Trattoria Contadina ,,#BF91F,Delivery - Partner Using Uber App,iOS,Completed,2020-11-18,18:37,10.99,0.89,11.88,0,0,0,0,0,0,0,0,11.88,-2.75,0,0,0,0,0,,0,0,0,9.13,2020-11-23
Trattoria Contadina ,,#C3708,Delivery - Partner Using Uber App,iOS,Completed,2020-11-18,19:01,11.74,0.95,12.69,0,0,0,0,0,0,0,0,12.69,-2.94,0,0,0,0,0,,0,0,0,9.75,2020-11-23
Trattoria Contadina ,,#768E8,Delivery - Partner Using Uber App,iOS,Completed,2020-11-18,19:52,15.72,1.22,16.94,0,0,0,0,0,0,0,0,16.94,-3.93,0,0,0,0,0,,0,0,0,13.01,2020-11-23
Trattoria Contadina ,,#7B6AA,Delivery - Partner Using Uber App,iOS,Completed,2020-11-19,21:23,29.96,2.42,32.38,0,0,0,0,0,0,0,0,32.38,-7.49,0,0,0,0,0,,0,0,0,24.89,2020-11-23
Trattoria Contadina ,,#E5511,Delivery - Partner Using Uber App,iOS,Completed,2020-11-20,19:21,41.16,3.24,44.4,0,0,0,0,0,0,0,0,44.4,-10.29,0,0,0,0,0,,0,0,0,34.11,2020-11-23
Trattoria Contadina ,,#2F297,Delivery - Partner Using Uber App,iOS,Completed,2020-11-21,14:25,10.98,0.85,11.83,0,0,0,0,0,0,0,0,11.83,-2.75,0,0,0,0,0,,0,0,0,9.08,2020-11-23
Trattoria Contadina ,,#4F63F,Delivery - Partner Using Uber App,iOS,Completed,2020-11-21,17:29,29.7,2.3,32,0,0,0,0,0,0,0,0,32,-7.43,0,0,0,0,0,,0,0,0,24.57,2020-11-23
Trattoria Contadina ,,#FAB57,Delivery - Partner Using Uber App,iOS,Completed,2020-11-21,17:47,30.2,2.38,32.58,0,0,0,0,0,0,0,0,32.58,-7.55,0,0,0,0,0,,0,0,0,25.03,2020-11-23
Trattoria Contadina ,,#0714D,Delivery - Partner Using Uber App,Android,Completed,2020-11-22,18:01,15.97,1.26,17.23,0,0,0,0,0,0,0,0,17.23,-3.99,0,0,0,0,0,,0,0,0,13.24,2020-11-23
