"ID","Restaurant","Type","Description","Date","Time","Subtotal","Service","Delivery","Tax","Tip","Restaurant Total","Commission","Processing Fee","Withheld Tax"
"O-164813765999241","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/19/20","8:32 PM","18.97","0","0.00","1.47","0","20.44","-2.37","-0.92","0"
"O-082913625827256","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/6/20","2:11 PM","44.23","0","4.99","3.82","5.30","58.34","-6.15","-2.08","0"
"O-276313596950594","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/3/20","3:30 PM","18.98","0","2.99","1.70","2.37","26.04","-2.75","-1.09","0"
"W-672413682648115","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/11/20","5:32 PM","38.25","0","0.00","2.96","4.12","45.33","0","-1.68","0"
"O-164813845924062","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/27/20","5:55 PM","32.46","0","2.99","2.75","5.73","43.93","-4.43","-1.64","0"
"O-864513630777549","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/6/20","7:04 PM","33.20","0","2.99","2.80","4.00","42.99","-4.52","-1.61","0"
"O-446913643774716","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/8/20","1:56 PM","21.24","0","2.99","1.88","3.91","30.02","-3.03","-1.22","0"
"W-869613588203506","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/1/20","5:56 PM","21.98","0","0.00","1.70","4.00","27.68","0","-1.14","0"
"W-191413788708665","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/22/20","2:16 PM","27.98","0","2.99","2.40","3.00","36.37","0","-1.41","0"
"T-AwAABNXpWsNOADWKEeuoN01hOODk7w","Ameci Pizza & Pasta - Trabuco Rd","Account Adjustment","JO 62191358-4887173","12/3/20","9:09 AM","0","0","0.00","0.00","0","0.75","0","0","0"
"O-782713838320163","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/26/20","6:07 PM","18.77","0","2.99","1.68","3.00","26.44","-2.72","-1.11","0"
"O-642813686094362","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/11/20","8:57 PM","24.98","0","2.99","2.17","6.03","36.17","-3.50","-1.40","0"
"O-191413768786965","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/19/20","7:09 PM","39.93","0","2.99","3.32","4.00","50.24","-5.37","-1.83","0"
"O-122113883286817","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/31/20","6:59 PM","38.72","0","0.00","3.00","0","41.72","-4.84","-1.57","0"
"O-197913613307568","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/4/20","5:46 PM","20.02","0","2.99","1.78","3.72","28.51","-2.88","-1.17","0"
"W-655213606340715","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/3/20","6:00 PM","26.93","0","2.99","2.32","6.45","38.69","0","-1.48","0"
"O-865213588111837","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/1/20","9:49 PM","15.48","0","2.99","1.43","2.99","22.89","-2.31","-1.00","0"
"W-865713649884652","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/7/20","5:44 PM","39.97","0","0.00","3.10","4.31","47.38","0","-1.75","0"
"O-205813859563607","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/28/20","7:25 PM","43.48","0","2.99","3.60","10.01","60.08","-5.81","-2.13","0"
"O-786113759327437","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/18/20","5:33 PM","30.97","0","2.99","2.63","7.31","43.90","-4.25","-1.64","0"
"W-501313691906635","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/13/20","1:05 PM","27.73","0","2.99","2.38","6.62","39.72","0","-1.51","0"
"O-122113803216851","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/24/20","12:45 PM","26.72","0","2.99","2.30","4.80","36.81","-3.71","-1.42","0"
"W-291313606783154","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/3/20","5:56 PM","54.71","0","0.00","4.24","0","58.95","0","-2.10","0"
"O-989613605567988","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/3/20","6:06 PM","23.97","0","2.99","2.09","2.91","31.96","-3.37","-1.27","0"
"W-510913581431429","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/1/20","4:53 PM","20.96","0","2.99","1.85","5.16","30.96","0","-1.24","0"
"O-517313672382842","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/10/20","5:20 PM","25.74","0","2.99","2.22","4.64","35.59","-3.59","-1.39","0"
"O-511113682792172","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/11/20","7:30 PM","24.97","0","0.00","1.94","5.38","32.29","-3.12","-1.28","0"
"W-235013851267308","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/28/20","6:38 PM","17.17","0","2.99","1.56","6.00","27.72","0","-1.15","0"
"W-882513656168599","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/8/20","5:42 PM","28.73","0","2.99","2.46","5.13","39.31","0","-1.50","0"
"O-960013694099800","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/12/20","6:10 PM","40.72","0","2.99","3.39","7.06","54.16","-5.46","-1.95","0"
"W-686613690937924","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/12/20","7:14 PM","41.96","0","0.00","3.25","6.78","51.99","0","-1.89","0"
"O-082913615804281","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/5/20","4:37 PM","17.47","0","2.99","1.58","4.41","26.45","-2.56","-1.11","0"
"O-655213636348145","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/6/20","4:58 PM","22.95","0","2.99","2.01","4.19","32.14","-3.24","-1.28","0"
"O-741813759649039","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/18/20","6:27 PM","31.26","0","2.99","2.65","3.69","40.59","-4.28","-1.54","0"
"O-976713621093455","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/5/20","9:29 PM","29.05","0","2.99","2.48","3.50","38.02","-4.01","-1.46","0"
"O-169513721752157","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/15/20","4:52 PM","21.98","0","2.99","1.93","4.04","30.94","-3.12","-1.24","0"
"W-408913622316322","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/5/20","7:58 PM","78.92","0","2.99","6.35","5.00","93.26","0","-3.14","0"
"O-658113617843776","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/4/20","5:48 PM","29.23","0","2.99","2.50","2.00","36.72","-4.03","-1.42","0"
"O-812113670324955","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/11/20","12:00 PM","26.95","0","2.99","2.32","6.45","38.71","-3.74","-1.48","0"
"O-191413888773479","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/31/20","5:45 PM","47.43","0","4.99","4.07","14.12","70.61","-6.55","-2.45","0"
"O-286013628433955","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/6/20","3:08 PM","22.98","0","2.99","2.01","5.60","33.58","-3.25","-1.32","0"
"O-864513590788958","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/3/20","4:44 PM","23.97","0","2.99","2.09","4.36","33.41","-3.37","-1.32","0"
"O-011413599397008","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/2/20","7:42 PM","32.47","0","0.00","2.52","0","34.99","-4.06","-1.37","0"
"O-786113849321440","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/27/20","5:08 PM","55.52","0","4.99","4.69","5.00","70.20","-7.56","-2.44","0"
"O-077713612304938","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/4/20","9:01 PM","27.97","0","2.99","2.40","1.50","34.86","-3.87","-1.36","0"
"O-408713693232830","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/12/20","5:46 PM","12.28","0","0.00","0.95","0","13.23","-1.54","-0.70","0"
"O-992413717158599","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/14/20","7:34 PM","29.24","0","4.99","2.66","7.38","44.27","-4.28","-1.65","0"
"O-640013819148111","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/24/20","7:47 PM","27.56","0","2.99","2.37","4.94","37.86","-3.82","-1.45","0"
"O-045113755467775","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/18/20","5:44 PM","25.26","0","2.99","2.19","5.40","35.84","-3.53","-1.39","0"
"O-077713612395171","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/4/20","6:24 PM","17.99","0","2.99","1.62","3.39","25.99","-2.62","-1.09","0"
"W-516813810701270","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/24/20","6:15 PM","40.96","0","2.99","3.40","7.10","54.45","0","-1.96","0"
"O-727413833581984","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/27/20","12:27 PM","18.98","0","0.00","1.47","0","20.45","-2.37","-0.92","0"
"O-610313756500551","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/19/20","1:19 PM","46.96","0","2.99","3.87","10.76","64.58","-6.24","-2.27","0"
"O-920113821102634","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/26/20","2:06 PM","52.97","0","0.00","4.11","0","57.08","-6.62","-2.04","0"
"O-918613578053124","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/1/20","4:30 PM","26.48","0","2.99","2.28","6.35","38.10","-3.68","-1.46","0"
"W-755513651219562","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/8/20","6:55 PM","10.99","0","0.00","0.85","0","11.84","0","-0.66","0"
"O-166713814707367","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/24/20","5:57 PM","30.98","0","0.00","2.40","5.01","38.39","-3.87","-1.47","0"
"O-992413717173115","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/15/20","2:36 PM","26.06","0","2.99","2.25","3.00","34.30","-3.63","-1.35","0"
"O-281313650849370","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/8/20","5:46 PM","28.46","0","4.99","2.60","5.41","41.46","-4.18","-1.56","0"
"O-208713766256725","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/20/20","4:35 PM","34.50","0","2.99","2.90","8.08","48.47","-4.69","-1.78","0"
"O-741813809684218","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/24/20","12:50 PM","40.56","0","2.99","3.37","0","46.92","-5.44","-1.73","0"
"O-571913719145035","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/14/20","5:27 PM","18.97","0","0.00","1.47","0","20.44","-2.37","-0.92","0"
"O-120013723366605","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/16/20","12:00 PM","45.94","0","2.99","3.79","10.54","63.26","-6.12","-2.23","0"
"O-973013586241118","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/1/20","5:32 PM","36.35","0","2.99","3.05","4.24","46.63","-4.92","-1.72","0"
"O-743313870475342","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/30/20","6:53 PM","18.98","0","2.99","1.70","2.37","26.04","-2.75","-1.09","0"
"O-166713754778618","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/18/20","7:55 PM","32.96","0","2.99","2.78","10.00","48.73","-4.49","-1.79","0"
"O-686613680991082","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/12/20","4:26 PM","22.27","0","2.99","1.96","5.44","32.66","-3.16","-1.30","0"
"O-741813769654470","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/20/20","3:10 PM","23.97","0","2.99","2.09","4.35","33.40","-3.37","-1.32","0"
"W-394913887683472","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/31/20","6:03 PM","21.49","0","2.99","1.90","5.00","31.38","0","-1.26","0"
"O-277013797859950","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/22/20","6:08 PM","42.73","0","2.99","3.54","7.39","56.65","-5.72","-2.03","0"
"O-474913671789105","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/10/20","6:12 PM","27.23","0","2.99","2.34","4.88","37.44","-3.78","-1.44","0"
"O-205813869536237","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/30/20","12:57 PM","38.21","0","2.99","3.19","0","44.39","-5.15","-1.65","0"
"O-741813809649827","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/23/20","7:05 PM","30.48","0","2.99","2.59","7.21","43.27","-4.18","-1.62","0"
"O-291313616786973","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/4/20","6:21 PM","56.48","0","2.99","4.61","9.61","73.69","-7.43","-2.55","0"
"O-122113813235429","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/24/20","6:17 PM","57.03","0","2.99","4.65","12.93","77.60","-7.50","-2.67","0"
"O-960013694031624","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/12/20","6:31 PM","10.99","0","0.00","0.85","0","11.84","-1.37","-0.66","0"
"O-658513721223905","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/15/20","8:02 PM","32.92","0","2.99","2.78","5.80","44.49","-4.49","-1.66","0"
"W-077713592399247","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/2/20","5:13 PM","62.47","0","0.00","4.84","10.10","77.41","0","-2.66","0"
"W-235013801269753","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/23/20","6:06 PM","59.02","0","2.99","4.80","13.36","80.17","0","-2.75","0"
"O-235013881264390","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/31/20","4:58 PM","27.97","0","2.99","2.40","5.00","38.36","-3.87","-1.47","0"
"O-122113883280512","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/31/20","7:23 PM","21.97","0","2.99","1.93","2.00","28.89","-3.12","-1.18","0"
"O-610313786571664","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/22/20","1:19 PM","16.49","0","0.00","1.28","0","17.77","-2.06","-0.84","0"
"O-829013672849943","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/10/20","6:47 PM","23.27","0","2.99","2.03","4.24","32.53","-3.28","-1.29","0"
"O-122113873218425","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/31/20","1:39 PM","29.95","0","4.99","2.71","5.65","43.30","-4.37","-1.62","0"
"O-122113803280162","Ameci Pizza & Pasta - Trabuco Rd","Cash Order",,"12/23/20","7:38 PM","19.98","0","0.00","1.55","0","21.53","-2.50","0","0"
"O-419613706430519","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/14/20","12:16 PM","19.98","0","2.99","1.78","3.71","28.46","-2.87","-1.17","0"
"O-938213698775417","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/12/20","5:49 PM","18.46","0","4.99","1.82","5.05","30.32","-2.93","-1.22","0"
"O-595513767473413","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/19/20","6:55 PM","26.91","0","0.00","2.09","4.00","33.00","-3.36","-1.31","0"
"W-741813749649269","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/17/20","7:01 PM","26.57","0","2.99","2.29","4.78","36.63","0","-1.42","0"
"O-226513744050822","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/17/20","5:58 PM","41.48","0","2.99","3.44","7.18","55.09","-5.56","-1.98","0"
"O-205813769558640","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/19/20","9:03 PM","46.14","0","2.99","3.81","7.94","60.88","-6.14","-2.16","0"
"O-164813765927856","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/19/20","6:44 PM","22.95","0","2.99","2.01","4.19","32.14","-3.24","-1.28","0"
"O-938213688774958","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/11/20","5:34 PM","44.84","0","2.99","3.71","7.73","59.27","-5.98","-2.11","0"
"O-164813765954173","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/20/20","3:15 PM","64.46","0","0.00","5.00","0","69.46","-8.06","-2.42","0"
"O-166713764776508","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/19/20","7:29 PM","39.09","0","2.99","3.26","9.07","54.41","-5.26","-1.96","0"
"O-166713834701622","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/26/20","5:08 PM","20.98","0","0.00","1.63","2.26","24.87","-2.62","-1.06","0"
"O-394913747686438","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/17/20","6:07 PM","14.74","0","0.00","1.14","0","15.88","-1.84","-0.78","0"
"W-122113753235441","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/18/20","5:30 PM","43.55","0","2.99","3.61","8.00","58.15","0","-2.07","0"
"O-516813850772221","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/29/20","4:41 PM","16.98","0","4.99","1.71","2.37","26.05","-2.75","-1.09","0"
"O-595513797425863","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/22/20","6:53 PM","15.56","0","2.99","1.44","3.00","22.99","-2.32","-1.00","0"
"O-043413679100122","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/10/20","5:00 PM","31.05","0","2.99","2.64","3.50","40.18","-4.26","-1.53","0"
"W-077713592306543","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/2/20","9:27 PM","16.49","0","2.99","1.51","4.20","25.19","0","-1.07","0"
"W-640013759141734","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/18/20","5:55 PM","43.74","0","2.99","3.62","10.07","60.42","0","-2.14","0"
"O-166713784741320","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/22/20","1:49 PM","41.71","0","2.99","3.46","9.63","57.79","-5.59","-2.06","0"
"O-474913691787599","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/12/20","5:04 PM","47.73","0","2.99","3.93","6.00","60.65","-6.34","-2.15","0"
"W-829013702843353","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/13/20","5:50 PM","41.33","0","2.99","3.43","9.55","57.30","0","-2.05","0"
"O-782713868318633","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/29/20","7:51 PM","28.79","0","2.99","2.46","5.14","39.38","-3.97","-1.50","0"
"O-960013684098381","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/11/20","5:49 PM","38.74","0","2.99","3.23","6.74","51.70","-5.22","-1.88","0"
"O-215513645631665","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/7/20","7:12 PM","83.67","0","4.99","6.87","14.33","109.86","-11.08","-3.65","0"
"O-226513874089056","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/31/20","2:16 PM","11.78","0","0.00","0.91","0","12.69","-1.47","-0.69","0"
"O-853813697004957","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/12/20","6:12 PM","18.77","0","4.99","1.84","3.00","28.60","-2.97","-1.17","0"
"O-279613836980515","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/26/20","9:50 PM","34.20","0","2.99","2.88","0","40.07","-4.65","-1.52","0"
"O-741813759603211","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/19/20","4:27 PM","34.48","0","4.99","3.06","8.51","51.04","-4.93","-1.86","0"
"O-786113879351769","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/30/20","7:38 PM","49.08","0","2.99","4.03","8.41","64.51","-6.51","-2.27","0"
"W-814813610628508","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/4/20","6:00 PM","30.97","0","0.00","2.40","5.01","38.38","0","-1.47","0"
"O-786113849322233","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/27/20","6:52 PM","24.98","0","0.00","1.94","0","26.92","-3.12","-1.12","0"
"O-120013703340979","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/14/20","1:08 PM","15.23","0","4.99","1.57","0","21.79","-2.53","-0.96","0"
"O-281313650848400","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/8/20","6:33 PM","21.74","0","2.99","1.91","5.33","31.97","-3.09","-1.28","0"
"O-658113617895870","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/5/20","4:19 PM","25.14","0","2.99","2.18","6.06","36.37","-3.52","-1.41","0"
"O-864513620772255","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/5/20","6:08 PM","46.05","0","2.99","3.80","10.57","63.41","-6.13","-2.23","0"
"O-655213626395491","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/6/20","3:16 PM","17.99","0","0.00","1.39","0","19.38","-2.25","-0.89","0"
"W-617913680981011","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/11/20","6:37 PM","43.21","0","2.99","3.58","9.96","59.74","0","-2.12","0"
"O-972813843776275","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/28/20","3:21 PM","33.96","0","2.99","2.86","5.97","45.78","-4.62","-1.70","0"
"W-166713884777500","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/31/20","8:09 PM","32.96","0","0.00","2.55","3.55","39.06","0","-1.49","0"
"O-095013629480518","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/5/20","6:55 PM","16.98","0","2.99","1.55","3.22","24.74","-2.50","-1.05","0"
"O-205813789566146","Ameci Pizza & Pasta - Trabuco Rd","Cash Order",,"12/21/20","5:06 PM","16.49","0","0.00","1.28","0","17.77","-2.06","0","0"
"O-920113791198812","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/23/20","4:10 PM","27.48","0","4.99","2.52","5.25","40.24","-4.06","-1.53","0"
"O-279613746997981","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/17/20","5:05 PM","28.31","0","2.99","2.42","6.74","40.46","-3.91","-1.53","0"
"O-164813735991245","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/17/20","4:15 PM","30.97","0","2.99","2.63","9.15","45.74","-4.25","-1.70","0"
"O-640013789147231","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/21/20","6:25 PM","47.49","0","2.99","3.91","8.15","62.54","-6.31","-2.21","0"
"O-226513754058615","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/18/20","5:57 PM","36.31","0","2.99","3.04","6.35","48.69","-4.91","-1.79","0"
"O-045113765465747","Ameci Pizza & Pasta - Trabuco Rd","Cash Order",,"12/19/20","5:46 PM","10.96","0","0.00","0.85","0","13.58","-1.37","0","0"
"W-972813833705518","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/26/20","5:51 PM","38.97","0","2.99","3.25","0","45.21","0","-1.68","0"
"W-920113851189721","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/28/20","5:57 PM","28.84","0","2.99","2.47","5.76","40.06","0","-1.52","0"
"O-920113871186442","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/30/20","6:11 PM","30.47","0","4.99","2.75","5.73","43.94","-4.43","-1.64","0"
"W-122113853219789","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/29/20","1:31 PM","21.98","0","2.99","1.93","6.00","32.90","0","-1.30","0"
"O-595513887424986","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/31/20","5:58 PM","22.97","0","2.99","2.01","4.20","32.17","-3.25","-1.28","0"
"W-139913702788821","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/13/20","6:44 PM","28.73","0","2.99","2.46","6.84","41.02","0","-1.55","0"
"O-511113682732862","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/12/20","2:53 PM","58.00","0","4.99","4.89","7.00","74.88","-7.87","-2.58","0"
"O-640013889146446","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"12/31/20","6:28 PM","47.50","0","4.99","4.07","8.48","65.04","-6.56","-2.28","0"
