Store Name,Store ID,Order ID,Workflow ID,Dining Mode,Order Channel,Order Status,Order Date / Refund date,Order Accept Time,Food Sales (excluding tax),Tax on Food Sales,Food sales (including tax),Adjustments (excluding tax),Tax on Adjustments,Promo Spend on food,Tax on Promotion on Food,Promo Spend on Delivery,Tax on Promo Spend on Delivery,Bag Fee,Marketing Service Fee Adjustment,Total Sales after Adjustments (including tax),Uber Service Fee,Delivery Network Fee,Order Processing Fee,Dispatch Fee,Tax on Dispatch Fee,Gratuity,Misc Payment Description,Miscellaneous Payments,Marketplace Facilitator Tax,Backup Withholding Tax,Payout,Payout Date
Ameci Pizza & Pasta - Lake Forest,,#A8E16,278b1ad7-bee4-4e4b-8ad8-7b0042ba8e16,Delivery - Partner Using Uber App,iOS,Completed,2020-12-01,20:55,17.24,1.34,18.58,0,0,0,0,0,0,0,0,18.58,-3.28,0,0,0,0,0,,0,0,0,15.3,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#59A78,84de7f4a-e6fa-4c2a-8dba-ab54d4259a78,Delivery - Partner Using Uber App,iOS,Completed,2020-12-01,22:30,23.97,1.86,25.83,0,0,0,0,0,0,0,0,25.83,-4.55,0,0,0,0,0,,0,0,0,21.28,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#2B2E3,43a52ca1-d86a-4a10-8762-dceb7452b2e3,Delivery - Partner Using Uber App,iOS,Completed,2020-12-02,11:54,84.9,6.58,91.48,0,0,0,0,0,0,0,0,91.48,-16.13,0,0,0,0,0,,0,0,0,75.35,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#77C66,9810d104-d7eb-45b1-8792-370eb0577c66,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-12-02,12:13,83.9,6.5,90.4,0,0,0,0,0,0,0,0,90.4,-15.94,0,0,0,0,0,,0,0,0,74.46,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#A991D,e1b9a9d0-089c-4f1b-9aa7-00302b6a991d,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-12-02,12:44,138.86,10.76,149.62,0,0,0,0,0,0,0,0,149.62,-26.38,0,0,0,0,0,,0,0,0,123.24,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#D1062,08ad0062-9488-47e1-bc1f-843da5ed1062,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-12-02,16:52,66.68,5.17,71.85,0,0,0,0,0,0,0,0,71.85,-12.67,0,0,0,0,0,,0,0,0,59.18,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#999C2,f54a5923-e48f-4356-a503-b3cd86a999c2,Delivery - Partner Using Uber App,iOS,Completed,2020-12-02,19:22,48.71,3.78,52.49,0,0,0,0,0,0,0,0,52.49,-9.25,0,0,0,0,0,,0,0,0,43.24,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#46C80,d4b9935c-49be-4a24-aff2-aab465d46c80,Delivery - Partner Using Uber App,iOS,Completed,2020-12-02,20:23,16.98,1.32,18.3,0,0,0,0,0,0,0,0,18.3,-3.23,0,0,0,0,0,,0,0,0,15.07,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#CBCC3,cf704eb9-0198-482b-a17b-ccf051ccbcc3,Delivery - Partner Using Uber App,iOS,Completed,2020-12-02,20:49,38.46,2.98,41.44,0,0,0,0,0,0,0,0,41.44,-7.31,0,0,0,0,0,,0,0,0,34.13,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#A5F99,b83cfeaf-8eaf-40c7-b72a-a1eb35fa5f99,Delivery - Partner Using Uber App,iOS,Completed,2020-12-02,21:16,12.99,1.01,14,0,0,0,0,0,0,0,0,14,-2.47,0,0,0,0,0,,0,0,0,11.53,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#943D1,29d47119-f626-411f-a057-4fef1e0943d1,Delivery - Partner Using Uber App,iOS,Completed,2020-12-03,12:58,34.43,2.67,37.1,0,0,0,0,0,0,0,0,37.1,-6.54,0,0,0,0,0,,0,0,0,30.56,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#366F3,ecdc1d91-acc1-48bd-a72e-b83fb82366f3,Delivery - Partner Using Uber App,iOS,Completed,2020-12-03,14:19,21.99,1.7,23.69,0,0,0,0,0,0,0,0,23.69,-4.18,0,0,0,0,0,,0,0,0,19.51,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#16F4B,ce8bffea-77dc-41e4-b2f7-8bfd12416f4b,Delivery - Partner Using Uber App,iOS,Completed,2020-12-03,18:39,20.47,1.59,22.06,0,0,0,0,0,0,0,0,22.06,-3.89,0,0,0,0,0,,0,0,0,18.17,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#02926,2be70115-1bba-4f32-af3c-a68155c02926,Delivery - Partner Using Uber App,Android,Completed,2020-12-03,18:51,23.57,1.83,25.4,0,0,0,0,0,0,0,0,25.4,-4.48,0,0,0,0,0,,0,0,0,20.92,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#18BAA,4a457524-dff7-4b6a-9483-05f650218baa,Delivery - Partner Using Uber App,iOS,Completed,2020-12-03,19:10,24.97,1.94,26.91,0,0,0,0,0,0,0,0,26.91,-4.74,0,0,0,0,0,,0,0,0,22.17,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#3FA26,6a1966e0-ef67-4fee-9106-a3bfa423fa26,Delivery - Partner Using Uber App,iOS,Completed,2020-12-03,19:29,37.7,2.92,40.62,0,0,0,0,0,0,0,0,40.62,-7.16,0,0,0,0,0,,0,0,0,33.46,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#94E3A,a6b3adac-612e-4507-9e17-7e1c9b394e3a,Delivery - Partner Using Uber App,iOS,Completed,2020-12-03,19:35,25.48,1.97,27.45,0,0,0,0,0,0,0,0,27.45,-4.84,0,0,0,0,0,,0,0,0,22.61,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#4F2BD,82e1a3fe-3580-4758-90ed-3e3b1154f2bd,Delivery - Partner Using Uber App,iOS,Completed,2020-12-03,19:38,40.92,3.17,44.09,0,0,0,0,0,0,0,0,44.09,-7.77,0,0,0,0,0,,0,0,0,36.32,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#2FA1C,91aef2e3-94da-4130-801a-186d4aa2fa1c,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-12-03,20:06,16.98,1.32,18.3,0,0,0,0,0,0,0,0,18.3,-3.23,0,0,0,0,0,,0,0,0,15.07,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#D9FA3,dc96b700-0522-4822-bfb4-5106856d9fa3,Delivery - Partner Using Uber App,iOS,Completed,2020-12-03,21:05,23.73,1.84,25.57,0,0,0,0,0,0,0,0,25.57,-4.51,0,0,0,0,0,,0,0,0,21.06,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#DAB54,3ef25e5c-d921-4403-bfa2-d9e6e14dab54,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-12-03,21:15,30.98,2.4,33.38,0,0,0,0,0,0,0,0,33.38,-5.89,0,0,0,0,0,,0,0,0,27.49,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#A084F,b4192140-a671-4a03-b39d-a6d7190a084f,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-12-04,12:03,35.71,2.77,38.48,0,0,0,0,0,0,0,0,38.48,-6.78,0,0,0,0,0,,0,0,0,31.7,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#62D43,60da3c23-fe60-4245-81b3-caf9f4862d43,Delivery - Partner Using Uber App,Uber Eats Web,Canceled,2020-12-04,13:05,23.74,1.84,25.58,0,0,0,0,0,0,0,0,25.58,-4.51,0,0,0,0,0,,0,0,0,21.07,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#73C73,47195fc9-f38e-4693-9f4b-50fa3a773c73,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-12-04,13:24,21.98,1.7,23.68,0,0,0,0,0,0,0,0,23.68,-4.18,0,0,0,0,0,,0,0,0,19.5,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#674CB,6c74aeb6-a6f1-4594-88fc-b118b87674cb,Delivery - Partner Using Uber App,iOS,Completed,2020-12-04,14:15,19.74,1.53,21.27,0,0,0,0,0,0,0,0,21.27,-3.75,0,0,0,0,0,,0,0,0,17.52,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#91D3B,94d4b86d-878c-4c21-a71e-123b63b91d3b,Delivery - Partner Using Uber App,iOS,Completed,2020-12-04,16:13,16.23,1.26,17.49,0,0,0,0,0,0,0,0,17.49,-3.08,0,0,0,0,0,,0,0,0,14.41,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#57F4D,bfe1269c-1cc2-4716-9200-c534eaf57f4d,Delivery - Partner Using Uber App,iOS,Completed,2020-12-04,17:22,20.99,1.63,22.62,0,0,0,0,0,0,0,0,22.62,-3.99,0,0,0,0,0,,0,0,0,18.63,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#D4114,79af1f61-1c34-473e-8de9-b4f904ed4114,Delivery - Partner Using Uber App,Android,Completed,2020-12-04,17:45,26.74,2.07,28.81,0,0,0,0,0,0,0,0,28.81,-5.08,0,0,0,0,0,,0,0,0,23.73,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#FCA62,e34c2fdc-9e2b-4693-ae9d-0f38569fca62,Delivery - Partner Using Uber App,iOS,Completed,2020-12-04,18:10,30.17,2.34,32.51,0,0,0,0,0,0,0,0,32.51,-5.73,0,0,0,0,0,,0,0,0,26.78,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#6B2FF,37a4ad28-c3c5-41a0-bcb9-b63e8026b2ff,Delivery - Partner Using Uber App,Android,Completed,2020-12-04,18:45,28.07,2.18,30.25,0,0,0,0,0,0,0,0,30.25,-5.33,0,0,0,0,0,,0,0,0,24.92,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#165B1,e5431b26-045d-4509-912a-2c342a5165b1,Delivery - Partner Using Uber App,iOS,Completed,2020-12-04,19:15,32.23,2.5,34.73,0,0,0,0,0,0,0,0,34.73,-6.12,0,0,0,0,0,,0,0,0,28.61,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#766DD,3031aae7-d713-4536-8efa-bf8cd00766dd,Delivery - Partner Using Uber App,iOS,Completed,2020-12-04,19:22,25.48,1.97,27.45,0,0,0,0,0,0,0,0,27.45,-4.84,0,0,0,0,0,,0,0,0,22.61,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#2E3F1,2f475564-2fc8-4efe-a5d7-f8b3db62e3f1,Delivery - Partner Using Uber App,iOS,Completed,2020-12-04,19:42,33.15,2.57,35.72,0,0,0,0,0,0,0,0,35.72,-6.3,0,0,0,0,0,,0,0,0,29.42,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#D6445,2ffd11cb-7e27-42c3-a340-5ebe6d3d6445,Delivery - Partner Using Uber App,iOS,Completed,2020-12-04,20:50,10.28,0.8,11.08,0,0,0,0,0,0,0,0,11.08,-1.95,0,0,0,0,0,,0,0,0,9.13,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#EDC23,47a64fcf-04cd-47d8-8b1a-513aebdedc23,Delivery - Partner Using Uber App,Android,Completed,2020-12-05,12:31,34.48,2.67,37.15,0,0,0,0,0,0,0,0,37.15,-6.55,0,0,0,0,0,,0,0,0,30.6,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#A4BE4,f888c1b8-6c7c-48e6-a278-cc4a825a4be4,Delivery - Partner Using Uber App,Android,Completed,2020-12-05,14:16,52.7,4.08,56.78,0,0,0,0,0,0,0,0,56.78,-10.01,0,0,0,0,0,,0,0,0,46.77,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#6AF29,6de547e9-c7f8-4610-8322-e12f88f6af29,Delivery - Partner Using Uber App,iOS,Completed,2020-12-05,15:32,20.47,1.59,22.06,0,0,0,0,0,0,0,0,22.06,-3.89,0,0,0,0,0,,0,0,0,18.17,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#9DDBC,1b55aa10-8ef0-40aa-945f-4c28a319ddbc,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-12-05,16:30,20.98,1.63,22.61,0,0,0,0,0,0,0,0,22.61,-3.99,0,0,0,0,0,,0,0,0,18.62,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#8C7F5,b5f8ef7b-8063-456d-8511-c7af8dc8c7f5,Delivery - Partner Using Uber App,iOS,Completed,2020-12-05,19:07,20.99,1.63,22.62,0,0,0,0,0,0,0,0,22.62,-3.99,0,0,0,0,0,,0,0,0,18.63,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#DD37A,4425befc-15e0-4c3f-9c42-10a1184dd37a,Delivery - Partner Using Uber App,Android,Completed,2020-12-05,19:33,34.94,2.71,37.65,0,0,0,0,0,0,0,0,37.65,-6.64,0,0,0,0,0,,0,0,0,31.01,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#5512C,e027b290-1955-4b33-8467-227f0165512c,Delivery - Partner Using Uber App,Android,Completed,2020-12-05,19:37,26.96,2.09,29.05,0,0,0,0,0,0,0,0,29.05,-5.12,0,0,0,0,0,,0,0,0,23.93,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#A6678,eca625b2-4677-4216-9b44-bcb6043a6678,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-12-05,19:53,19.98,1.55,21.53,0,0,0,0,0,0,0,0,21.53,-3.8,0,0,0,0,0,,0,0,0,17.73,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#EF4AF,7cbe92ce-2f31-491b-b746-bd3a11aef4af,Delivery - Partner Using Uber App,iOS,Completed,2020-12-05,20:20,17.99,1.39,19.38,0,0,0,0,0,0,0,0,19.38,-3.42,0,0,0,0,0,,0,0,0,15.96,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#0C9CB,afbaf3e1-3cc1-4df4-9e5d-a14dfeb0c9cb,Delivery - Partner Using Uber App,iOS,Completed,2020-12-05,21:07,27.49,2.13,29.62,0,0,0,0,0,0,0,0,29.62,-5.22,0,0,0,0,0,,0,0,0,24.4,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#3A1A5,f0331fa7-f3f7-48ef-9971-d2461e53a1a5,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-12-05,21:12,18.98,1.47,20.45,0,0,0,0,0,0,0,0,20.45,-3.61,0,0,0,0,0,,0,0,0,16.84,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#9995B,ca6eeaf8-1903-44d4-9cd8-8d21f9b9995b,Delivery - Partner Using Uber App,iOS,Completed,2020-12-05,21:23,40.22,3.12,43.34,0,0,0,0,0,0,0,0,43.34,-7.64,0,0,0,0,0,,0,0,0,35.7,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#8A708,b88f854f-8c96-48fc-9dc8-a0526de8a708,Delivery - Partner Using Uber App,iOS,Completed,2020-12-05,21:59,29.76,2.31,32.07,0,0,0,0,0,0,0,0,32.07,-5.65,0,0,0,0,0,,0,0,0,26.42,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#CCEE4,6e20e88a-def4-476f-8234-591da58ccee4,Delivery - Partner Using Uber App,iOS,Completed,2020-12-06,13:14,23.49,1.82,25.31,0,0,0,0,0,0,0,0,25.31,-4.46,0,0,0,0,0,,0,0,0,20.85,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#D0812,f4638e6d-638c-4971-8f18-1fec2e7d0812,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-12-06,17:25,53.42,4.14,57.56,0,0,0,0,0,0,0,0,57.56,-10.15,0,0,0,0,0,,0,0,0,47.41,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#12621,f56cf3de-485e-49bc-b94d-cbdce9312621,Delivery - Partner Using Uber App,iOS,Completed,2020-12-06,17:30,105.95,8.21,114.16,0,0,0,0,0,0,0,0,114.16,-20.13,0,0,0,0,0,,0,0,0,94.03,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#2F552,2b6571bf-7126-4ca5-849f-c00f5d02f552,Delivery - Partner Using Uber App,iOS,Completed,2020-12-06,19:06,12.99,1.01,14,0,0,0,0,0,0,0,0,14,-2.47,0,0,0,0,0,,0,0,0,11.53,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#C29F9,bc27e652-528f-4aca-bef8-5f9e61dc29f9,Delivery - Partner Using Uber App,iOS,Completed,2020-12-06,19:07,29.97,2.32,32.29,0,0,0,0,0,0,0,0,32.29,-5.69,0,0,0,0,0,,0,0,0,26.6,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#C29F9,bc27e652-528f-4aca-bef8-5f9e61dc29f9,,Unknown,Refund,2020-12-06,19:07,-3.99,-0.31,-4.3,0,0,0,0,0,0,0,,0,0,,,0,0,0,,0,0,0,-4.3,2020-12-14
Ameci Pizza & Pasta - Lake Forest,,#A90B0,be9fcacb-f13f-4c89-9b89-c1b6183a90b0,Delivery - Partner Using Uber App,iOS,Completed,2020-12-06,19:24,44.98,3.49,48.47,0,0,0,0,0,0,0,0,48.47,-8.55,0,0,0,0,0,,0,0,0,39.92,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#C6CE4,25e651f5-e5c4-4836-a299-009152ec6ce4,Delivery - Partner Using Uber App,iOS,Completed,2020-12-06,20:27,38.96,3.02,41.98,0,0,0,0,0,0,0,0,41.98,-7.4,0,0,0,0,0,,0,0,0,34.58,2020-12-07
Ameci Pizza & Pasta - Lake Forest,,#C6CE4,25e651f5-e5c4-4836-a299-009152ec6ce4,,Unknown,Refund,2020-12-06,20:27,-8.99,-0.7,-9.69,0,0,0,0,0,0,0,,0,0,,,0,0,0,,0,0,0,-9.69,2020-12-14
Ameci Pizza & Pasta - Lake Forest,,#7D03C,51664eb3-4faa-470d-a4f7-3d203997d03c,Delivery - Partner Using Uber App,Android,Completed,2020-12-07,17:44,44.7,3.46,48.16,0,0,0,0,0,0,0,0,48.16,-8.49,0,0,0,0,0,,0,0,0,39.67,2020-12-14
Ameci Pizza & Pasta - Lake Forest,,#F468C,599f20a7-ad1b-4a2e-a787-a2d1f18f468c,Delivery - Partner Using Uber App,iOS,Completed,2020-12-07,20:53,38.23,2.96,41.19,0,0,0,0,0,0,0,0,41.19,-7.26,0,0,0,0,0,,0,0,0,33.93,2020-12-14
Ameci Pizza & Pasta - Lake Forest,,#75DFE,7ad8ac5b-347b-4924-ae46-44ec33475dfe,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-12-08,12:44,115.08,8.92,124,0,0,0,0,0,0,0,0,124,-21.87,0,0,0,0,0,,0,0,0,102.13,2020-12-14
Ameci Pizza & Pasta - Lake Forest,,#5A772,29d8dbaa-3aaa-416d-aef1-07adbec5a772,Delivery - Partner Using Uber App,Android,Completed,2020-12-08,17:57,40.23,3.12,43.35,0,0,0,0,0,0,0,0,43.35,-7.64,0,0,0,0,0,,0,0,0,35.71,2020-12-14
Ameci Pizza & Pasta - Lake Forest,,#70B01,d706b490-07b9-4963-9a6b-aaf7f8970b01,Delivery - Partner Using Uber App,iOS,Completed,2020-12-08,17:58,20.57,1.59,22.16,0,0,0,0,0,0,0,0,22.16,-3.91,0,0,0,0,0,,0,0,0,18.25,2020-12-14
Ameci Pizza & Pasta - Lake Forest,,#9CE09,be4b1dd5-67e8-41e0-bbf9-7b3e8709ce09,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-12-08,18:18,23.46,1.82,25.28,0,0,0,0,0,0,0,0,25.28,-4.46,0,0,0,0,0,,0,0,0,20.82,2020-12-14
Ameci Pizza & Pasta - Lake Forest,,#89B1E,a73e31da-f8e4-4d2d-aeb8-7d83c8a89b1e,Delivery - Partner Using Uber App,iOS,Completed,2020-12-08,19:01,34.48,2.67,37.15,0,0,0,0,0,0,0,0,37.15,-6.55,0,0,0,0,0,,0,0,0,30.6,2020-12-14
Ameci Pizza & Pasta - Lake Forest,,#E3AA8,0f12efe0-ba2b-4bc0-81f6-1607dc4e3aa8,Delivery - Partner Using Uber App,Android,Completed,2020-12-08,19:15,19.22,1.49,20.71,0,0,0,0,0,0,0,0,20.71,-3.65,0,0,0,0,0,,0,0,0,17.06,2020-12-14
Ameci Pizza & Pasta - Lake Forest,,#1596F,098cfb78-97ce-45d0-bf73-29c75161596f,Delivery - Partner Using Uber App,iOS,Completed,2020-12-08,20:02,21.73,1.68,23.41,0,0,0,0,0,0,0,0,23.41,-4.13,0,0,0,0,0,,0,0,0,19.28,2020-12-14
Ameci Pizza & Pasta - Lake Forest,,#F2D70,98cde6db-82e2-40b6-a93a-3159ba7f2d70,Delivery - Partner Using Uber App,iOS,Completed,2020-12-09,12:31,13.99,1.08,15.07,0,0,0,0,0,0,0,0,15.07,-2.66,0,0,0,0,0,,0,0,0,12.41,2020-12-14
Ameci Pizza & Pasta - Lake Forest,,#B74B4,26e40178-bcdd-4dbd-aa20-8dbe8cfb74b4,Delivery - Partner Using Uber App,Android,Completed,2020-12-09,12:39,20.98,1.63,22.61,0,0,0,0,0,0,0,0,22.61,-3.99,0,0,0,0,0,,0,0,0,18.62,2020-12-14
Ameci Pizza & Pasta - Lake Forest,,#65A4B,13c06440-f0dc-4591-9787-0175d8f65a4b,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-12-09,17:18,25.96,2.01,27.97,0,0,0,0,0,0,0,0,27.97,-4.93,0,0,0,0,0,,0,0,0,23.04,2020-12-14
Ameci Pizza & Pasta - Lake Forest,,#7979F,53853c41-add6-453e-8e62-759f3177979f,Delivery - Partner Using Uber App,Android,Completed,2020-12-09,17:35,41.45,3.21,44.66,0,0,0,0,0,0,0,0,44.66,-7.88,0,0,0,0,0,,0,0,0,36.78,2020-12-14
Ameci Pizza & Pasta - Lake Forest,,#6DD90,29d079d5-2323-4c54-a653-5743ee26dd90,Delivery - Partner Using Uber App,iOS,Completed,2020-12-09,18:22,39.22,3.04,42.26,0,0,0,0,0,0,0,0,42.26,-7.45,0,0,0,0,0,,0,0,0,34.81,2020-12-14
Ameci Pizza & Pasta - Lake Forest,,#838BB,13b1ae82-1468-498c-b43e-b17c2e7838bb,Delivery - Partner Using Uber App,iOS,Completed,2020-12-09,19:23,52.67,4.08,56.75,0,0,0,0,0,0,0,0,56.75,-10.01,0,0,0,0,0,,0,0,0,46.74,2020-12-14
Ameci Pizza & Pasta - Lake Forest,,#58091,e63d501e-a09c-49fe-8634-d0cc18258091,Pickup,iOS,Completed,2020-12-09,19:27,9.99,0.77,10.76,0,0,0,0,0,0,0,0,10.76,0,0,0,0,0,0,,0,0,0,10.76,2020-12-14
Ameci Pizza & Pasta - Lake Forest,,#343CB,4efdfadd-51ed-4f0d-a8fb-846f796343cb,Pickup,Uber Eats Web,Completed,2020-12-09,20:20,10.98,0.85,11.83,0,0,0,0,0,0,0,0,11.83,0,0,0,0,0,0,,0,0,0,11.83,2020-12-14
Ameci Pizza & Pasta - Lake Forest,,#D4F32,805af2ff-513b-4a8f-bb86-45c7fe1d4f32,Delivery - Partner Using Uber App,iOS,Completed,2020-12-10,11:26,24.48,1.9,26.38,0,0,0,0,0,0,0,0,26.38,-4.65,0,0,0,0,0,,0,0,0,21.73,2020-12-14
Ameci Pizza & Pasta - Lake Forest,,#D53E8,f7f62994-4ede-415e-9cbb-845fe75d53e8,Delivery - Partner Using Uber App,iOS,Completed,2020-12-10,13:27,21.97,1.7,23.67,0,0,0,0,0,0,0,0,23.67,-4.17,0,0,0,0,0,,0,0,0,19.5,2020-12-14
Ameci Pizza & Pasta - Lake Forest,,#9DFDD,a198f784-1c29-4f62-89a2-cd9a2829dfdd,Delivery - Partner Using Uber App,iOS,Completed,2020-12-10,13:44,20.99,1.63,22.62,0,0,0,0,0,0,0,0,22.62,-3.99,0,0,0,0,0,,0,0,0,18.63,2020-12-14
