"ID","Restaurant","Type","Description","Date","Time","Subtotal","Service","Delivery","Tax","Tip","Restaurant Total","Commission","Delivery Commission","Processing Fee","Withheld Tax","Targeted Promotion"
"O-197913623303306","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"12/5/20","6:35 PM","96.88","0","0.00","7.51","0","104.39","-19.38","-9.69","-3.48","0","0"
"O-095013639422633","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"12/6/20","5:25 PM","70.93","0","0.00","5.50","0","76.43","-14.19","-7.09","-2.63","0","0"
"O-882513656136980","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"12/8/20","8:40 PM","19.46","0","0.00","1.51","0","20.97","-3.89","-1.95","-0.94","0","0"
"O-617913660985775","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"12/9/20","9:50 PM","133.88","0","0.00","10.38","0","144.26","-26.78","-13.39","-4.70","0","0"
"O-205813749530561","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"12/18/20","1:00 PM","194.26","0","0.00","15.06","0","209.32","-38.85","-19.43","-6.68","0","0"
"O-777613701876788","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"12/13/20","8:00 PM","22.47","0","0.00","1.74","0","24.21","-4.49","-2.25","-1.04","0","0"
"O-741813769621983","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/20/20","3:00 PM","51.06","0","0.00","3.96","0","55.02","-12.77","0","-1.98","0","0"
"O-727413883561374","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/31/20","5:13 PM","26.57","0","1.99","2.21","3.00","33.77","-7.14","0","-1.33","0","0"
"O-938213688766384","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/11/20","6:39 PM","27.24","0","0.00","2.11","0","29.35","-6.81","0","-1.20","0","0"
"O-610313746523204","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/17/20","8:30 PM","26.73","0","6.99","2.22","7.19","43.13","-8.43","0","-1.46","0","-5.00"
"O-120013733346714","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/16/20","6:13 PM","28.97","0","6.99","2.40","7.67","46.03","-8.99","0","-1.55","0","-5.00"
"T-AwAAD06ib40xQEe8EeuEqXf9gUqOVg","Aroma Pizza & Pasta - Alton Pkwy","Account Adjustment","12211380-3216215.mm","12/26/20","12:53 PM","0","0","0.00","0.00","0","15.72","0","0","0","0","0"
"O-191413798703661","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/23/20","1:43 PM","27.94","0","1.99","1.93","1.00","32.86","-7.48","0","-1.15","0","-5.00"
"O-743313870414000","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/31/20","2:26 PM","49.98","0","8.99","4.57","0","63.54","-14.74","0","-2.24","0","0"
"O-164813855953617","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/29/20","4:28 PM","53.54","0","1.99","4.30","8.97","68.80","-13.88","0","-2.40","0","0"
"O-516813860739319","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/30/20","11:59 AM","49.66","0","2.99","4.08","8.51","65.24","-13.16","0","-2.29","0","0"
"O-976713611024615","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/4/20","5:54 PM","23.27","0","0.00","1.80","5.01","30.08","-5.82","0","-1.22","0","0"
"O-394913877666794","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/31/20","1:23 PM","24.99","0","0.00","1.94","1.35","28.28","-6.25","0","-1.16","0","0"
"O-782713758312299","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/18/20","6:51 PM","49.97","0","6.99","4.41","10.66","72.03","-14.24","0","-2.50","0","0"
"O-516813830705328","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/26/20","5:36 PM","39.15","0","0.00","3.03","0","42.18","-9.79","0","-1.59","0","0"
"O-279613796993290","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/22/20","7:35 PM","37.95","0","4.99","3.33","3.00","49.27","-10.74","0","-1.80","0","0"
"O-002913721310150","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/15/20","8:45 PM","29.75","0","2.99","2.54","5.23","40.51","-8.19","0","-1.54","0","0"
"O-768813631135432","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/6/20","5:31 PM","28.47","0","2.99","2.44","5.09","38.99","-7.87","0","-1.49","0","0"
"O-920113781104369","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/21/20","8:45 PM","15.46","0","0.00","1.20","1.00","17.66","-3.87","0","-0.84","0","0"
"T-AwAAD06i7vZ6UDTOEeuX9SnytP4dxQ","Aroma Pizza & Pasta - Alton Pkwy","Account Adjustment","GH Credit for Smart Promotions","12/2/20","10:48 AM","0","0","0.00","0.00","0","99.00","0","0","0","0","0"
"O-610313776527500","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/21/20","11:45 AM","15.72","0","4.99","1.61","4.46","26.78","-5.18","0","-1.12","0","0"
"O-966913795321747","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/22/20","5:39 PM","12.72","0","0.00","0.99","0","13.71","-3.18","0","-0.72","0","0"
"O-741813819646695","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/24/20","6:17 PM","24.99","0","2.99","1.78","4.46","34.22","-7.00","0","-1.19","0","-5.00"
"O-920113871182876","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/30/20","6:40 PM","13.99","0","0.00","1.08","0","15.07","-3.50","0","-0.76","0","0"
"O-743313760498041","Aroma Pizza & Pasta - Alton Pkwy","Cash Order",,"12/19/20","7:29 PM","8.99","0","0.00","0.70","0","9.69","-2.25","0","0","0","0"
"O-229713683207884","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/11/20","6:32 PM","18.98","0","0.00","1.47","2.00","22.45","-4.75","0","-0.98","0","0"
"O-768813611134343","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/4/20","5:03 PM","30.95","0","1.99","2.55","5.32","40.81","-8.24","0","-1.54","0","0"
"O-208713856291168","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/28/20","5:05 PM","62.20","0","1.99","4.97","5.00","74.16","-16.05","0","-2.56","0","0"
"O-976713631026756","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/6/20","5:15 PM","24.98","0","1.99","2.09","4.35","33.41","-6.74","0","-1.32","0","0"
"O-205813789562570","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/21/20","5:00 PM","53.20","0","0.00","4.12","0","57.32","-13.30","0","-2.05","0","0"
"O-208713746254563","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/18/20","4:45 PM","65.71","0","0.00","5.09","0","70.80","-16.43","0","-2.46","0","0"
"O-229713653210614","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/9/20","11:51 AM","26.98","0","0.00","2.09","0","29.07","-6.75","0","-1.19","0","0"
"O-511113662711380","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/9/20","5:41 PM","53.95","0","4.99","4.57","9.53","73.04","-14.74","0","-2.53","0","0"
"O-205813759561016","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/18/20","5:58 PM","18.24","0","1.99","1.56","3.26","25.05","-5.06","0","-1.06","0","0"
"O-341213729214078","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/16/20","12:21 PM","13.98","0","0.00","0.70","0","14.68","-3.50","0","-0.60","0","-5.00"
"O-082913625838756","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/5/20","5:10 PM","24.73","0","0.00","1.92","0","26.65","-6.18","0","-1.11","0","0"
"O-208713746254563","Aroma Pizza & Pasta - Alton Pkwy","Adjustment of O-208713746254563","Ordered By Mistake (e.g. duplicate order)","12/18/20","4:45 PM","-65.71","0","0.00","-5.09","0","-70.80","16.43","0","2.46","0","0"
"O-640013759130812","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/18/20","6:45 PM","36.97","0","8.99","3.18","4.91","54.05","-11.49","0","-1.80","0","-5.00"
"O-011413629399636","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/5/20","7:43 PM","19.98","0","0.00","1.55","0","21.53","-5.00","0","-0.96","0","0"
"O-713513607353239","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/4/20","4:09 PM","28.34","0","6.99","2.74","4.50","42.57","-8.83","0","-1.60","0","0"
"O-722613737986545","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/16/20","6:27 PM","23.22","0","4.99","2.19","3.40","33.80","-7.05","0","-1.33","0","0"
"O-120013713340874","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/14/20","7:38 PM","25.97","0","8.99","2.33","3.73","41.02","-8.74","0","-1.40","0","-5.00"
"W-394913747686529","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/17/20","6:43 PM","20.99","0","4.99","2.02","4.20","32.20","-6.50","0","-1.28","0","0"
"O-675813581823899","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/1/20","8:00 PM","30.73","0","2.99","2.61","5.45","41.78","-8.43","0","-1.57","0","0"
"O-356213620511731","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/6/20","3:20 PM","36.95","0","2.99","2.71","8.53","51.18","-9.99","0","-1.71","0","-5.00"
"O-595513857424746","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/28/20","7:00 PM","40.91","0","4.99","3.56","6.00","55.46","-11.48","0","-1.99","0","0"
"O-516813880729798","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/31/20","6:58 PM","22.98","0","8.99","2.48","10.34","44.79","-7.99","0","-1.67","0","0"
"O-164813875927638","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/30/20","6:56 PM","54.95","0","8.99","4.96","10.33","79.23","-15.99","0","-2.72","0","0"
"O-127713613371457","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/4/20","5:13 PM","24.48","0","0.00","1.90","0","26.38","-6.12","0","-1.10","0","0"
"O-454813700055339","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/18/20","1:00 PM","214.96","0","29.99","18.98","56.03","319.96","-42.87","0","-10.06","0","0"
"O-741813769622541","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/19/20","9:29 PM","42.96","0","0.00","3.33","0","46.29","-10.74","0","-1.71","0","0"
"O-972813843707382","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/27/20","6:31 PM","17.99","0","1.99","1.54","4.30","25.82","-5.00","0","-1.09","0","0"
"O-655213636302379","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/6/20","8:24 PM","18.31","0","0.00","1.42","2.95","22.68","-4.58","0","-0.99","0","0"
"O-640013839146772","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/26/20","6:25 PM","51.96","0","0.00","4.03","0","55.99","-12.99","0","-2.01","0","0"
"O-786113789345277","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/22/20","3:21 PM","13.99","0","0.00","0.70","0","14.69","-3.50","0","-0.60","0","-5.00"
"O-741313668942476","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/9/20","8:17 PM","15.98","0","0.00","1.24","0","17.22","-4.00","0","-0.83","0","0"
"O-208713886277853","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/31/20","8:24 PM","25.22","0","2.99","2.18","4.56","34.95","-7.05","0","-1.37","0","0"
"O-356213610549958","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/4/20","5:30 PM","26.98","0","6.99","2.63","5.49","42.09","-8.49","0","-1.58","0","0"
"O-642813666093260","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/9/20","8:43 PM","15.23","0","8.99","1.49","2.57","28.28","-6.06","0","-1.01","0","-5.00"
"O-139913692703939","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/13/20","11:52 AM","57.18","0","0.00","4.04","0","61.22","-14.30","0","-2.01","0","-5.00"
"O-291313636760305","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/6/20","7:44 PM","42.24","0","2.99","3.50","4.87","53.60","-11.31","0","-1.93","0","0"
"O-191413868786030","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/29/20","8:53 PM","15.98","0","0.00","1.24","1.72","18.94","-4.00","0","-0.88","0","0"
"O-743313780403025","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/22/20","2:51 PM","36.72","0","1.99","2.61","8.26","49.58","-9.68","0","-1.66","0","-5.00"
"O-313913644065186","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/7/20","4:45 PM","12.72","0","0.00","0.99","0","13.71","-3.18","0","-0.72","0","0"
"O-640013769196144","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/20/20","4:32 PM","35.97","0","4.99","3.18","0","44.14","-10.24","0","-1.65","0","0"
"O-920113791189629","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/22/20","5:48 PM","25.47","0","1.99","2.12","10.00","39.58","-6.87","0","-1.51","0","0"
"O-156513705450114","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/13/20","7:27 PM","15.73","0","2.99","1.45","4.03","24.20","-4.68","0","-1.04","0","0"
"O-122113803216215","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/24/20","1:02 PM","15.72","0","1.99","1.37","1.00","20.08","-4.43","0","-0.91","0","0"
"O-741313678961357","Aroma Pizza & Pasta - Alton Pkwy","Adjustment of O-741313678961357","Refund for missing item(s)
Small Caesar Salad
Extra Side Marinara Sauce
","12/10/20","7:52 PM","-3.74","0","0.00","-0.29","0","-4.03","0","0","0","0","0"
"O-640013749148016","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/17/20","6:22 PM","53.92","0","1.99","4.33","6.02","66.26","-13.98","0","-2.32","0","0"
"O-166713794734418","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/23/20","4:10 PM","19.17","0","1.99","1.64","4.56","27.36","-5.29","0","-1.13","0","0"
"O-610313856538248","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/28/20","6:32 PM","25.23","0","6.99","2.50","5.33","40.05","-8.06","0","-1.52","0","0"
"O-658513711249926","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/14/20","5:25 PM","21.49","0","1.99","1.82","3.80","29.10","-5.87","0","-1.19","0","0"
"O-966913765396943","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/19/20","9:55 PM","17.98","0","1.99","1.16","3.17","24.30","-4.99","0","-0.89","0","-5.00"
"O-197913623301462","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/5/20","6:10 PM","25.98","0","4.99","2.02","4.00","36.99","-7.74","0","-1.28","0","-5.00"
"O-235013851233901","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/28/20","9:06 PM","23.31","0","8.99","2.51","5.22","40.03","-8.08","0","-1.52","0","0"
"O-610313776574581","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/21/20","12:17 PM","17.99","0","0.00","1.39","0","19.38","-4.50","0","-0.89","0","0"
"O-335313720821389","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/15/20","9:22 PM","15.98","0","2.99","1.47","4.09","24.53","-4.74","0","-1.05","0","0"
"O-658113627807720","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/6/20","1:34 PM","9.99","0","0.00","0.77","0","10.76","-2.50","0","-0.63","0","0"
"O-408713663259919","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/10/20","12:39 PM","21.98","0","6.99","2.24","4.68","35.89","-7.24","0","-1.39","0","0"
"O-782713808392490","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/24/20","12:21 PM","40.47","0","8.99","3.45","7.94","60.85","-12.37","0","-2.00","0","-5.00"
"O-966913755320768","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/18/20","4:59 PM","48.47","0","1.99","3.91","8.15","62.52","-12.62","0","-2.21","0","0"
"O-394913877610320","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/31/20","4:25 PM","33.47","0","2.99","2.82","5.89","45.17","-9.12","0","-1.68","0","0"
"O-235013771233143","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/20/20","8:51 PM","24.98","0","6.99","2.09","2.00","36.06","-7.99","0","-1.25","0","-5.00"
"O-743313730472273","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/17/20","11:53 AM","26.48","0","0.00","2.05","0","28.53","-6.62","0","-1.17","0","0"
"O-010113649961826","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/7/20","7:52 PM","55.96","0","1.99","4.49","6.24","68.68","-14.49","0","-2.39","0","0"
"O-164813755995574","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/18/20","7:10 PM","24.57","0","4.99","2.29","3.19","35.04","-7.39","0","-1.37","0","0"
"O-226513784044437","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/22/20","12:27 PM","16.98","0","6.99","1.47","3.82","29.26","-5.99","0","-1.04","0","-5.00"
"O-164813765993242","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/19/20","7:10 PM","18.31","0","4.99","1.81","3.77","28.88","-5.83","0","-1.18","0","0"
"O-122113773236606","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/20/20","5:28 PM","37.98","0","4.99","2.95","8.00","53.92","-10.74","0","-1.79","0","-5.00"
"O-226513864095579","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/29/20","8:51 PM","15.74","0","0.00","1.22","1.70","18.66","-3.94","0","-0.87","0","0"
"O-474913681752256","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/12/20","12:44 PM","27.98","0","0.00","2.17","3.85","34.00","-7.00","0","-1.34","0","0"
"O-394913887686386","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/31/20","6:23 PM","33.96","0","4.99","3.02","8.39","50.36","-9.74","0","-1.84","0","0"
"O-164813745924839","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/17/20","5:50 PM","17.98","0","6.99","1.93","3.77","30.67","-6.24","0","-1.24","0","0"
"O-166713764749789","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/20/20","1:09 PM","79.17","0","4.99","6.14","18.06","108.36","-21.04","0","-3.45","0","-5.00"
"O-743313730498566","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/17/20","2:16 PM","40.96","0","4.99","3.56","7.43","56.94","-11.49","0","-2.04","0","0"
"O-122113733284951","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/17/20","3:47 PM","28.98","0","4.99","2.25","8.78","45.00","-8.49","0","-1.52","0","-5.00"
"O-814813610640990","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/4/20","7:16 PM","16.47","0","2.99","1.12","4.12","24.70","-4.87","0","-0.90","0","-5.00"
"O-229713693210176","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/12/20","6:18 PM","27.98","0","6.99","2.32","4.00","41.29","-8.74","0","-1.41","0","-5.00"
"O-713513617338431","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/4/20","7:12 PM","35.96","0","4.99","3.18","6.62","50.75","-10.24","0","-1.85","0","0"
"O-782513708862761","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/14/20","12:40 PM","35.98","0","8.99","3.10","7.21","55.28","-11.24","0","-1.83","0","-5.00"
"O-279613796987509","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/22/20","8:44 PM","12.99","0","0.00","0.62","0","13.61","-3.25","0","-0.56","0","-5.00"
"O-741813859620836","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/28/20","7:52 PM","40.96","0","6.99","3.71","3.00","54.66","-11.99","0","-1.97","0","0"
"O-356213580596130","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/2/20","2:03 PM","15.96","0","4.99","1.24","0","22.19","-5.24","0","-0.82","0","-5.00"
"O-640013809132021","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/23/20","9:19 PM","20.97","0","0.00","1.63","0","22.60","-5.24","0","-0.99","0","0"
"O-339413720089795","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/15/20","6:02 PM","49.51","0","2.99","4.07","11.31","67.88","-13.13","0","-2.37","0","0"
"T-AwAAD06iUYFuQEe9EeurOHkitHAUFg","Aroma Pizza & Pasta - Alton Pkwy","Account Adjustment","12211380-3216215 - MF ","12/26/20","1:00 PM","0","0","0.00","0.00","0","15.72","0","0","0","0","0"
"O-517313682350884","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/12/20","12:32 PM","57.97","0","1.99","4.64","9.69","74.29","-14.99","0","-2.57","0","0"
"O-727413773560115","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/20/20","6:40 PM","36.22","0","4.99","3.20","4.59","49.00","-10.30","0","-1.79","0","0"
"O-279613806989431","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/23/20","7:31 PM","17.99","0","2.99","1.24","2.22","24.44","-5.25","0","-0.89","0","-5.00"
"O-229713693215619","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/12/20","5:38 PM","16.98","0","4.99","1.32","3.49","26.78","-5.49","0","-0.96","0","-5.00"
"O-782713868358884","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/30/20","2:56 PM","10.99","0","0.00","0.85","0","11.84","-2.75","0","-0.66","0","0"
"O-727413883514384","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/31/20","6:48 PM","17.99","0","0.00","1.39","0","19.38","-4.50","0","-0.89","0","0"
"O-741813779646138","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/20/20","5:57 PM","72.12","0","1.99","5.35","11.92","91.38","-18.53","0","-2.93","0","-5.00"
"O-095013619488499","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/4/20","8:00 PM","31.23","0","0.00","2.42","6.73","40.38","-7.81","0","-1.53","0","0"
"O-743313830473819","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/26/20","6:06 PM","29.71","0","4.99","2.31","5.55","42.56","-8.68","0","-1.45","0","-5.00"
"O-122113833289868","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/26/20","9:34 PM","24.06","0","6.99","2.40","6.69","40.14","-7.76","0","-1.52","0","0"
"O-741813869648959","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/29/20","6:50 PM","29.96","0","1.99","2.47","10.00","44.42","-7.99","0","-1.65","0","0"
"O-571913739176056","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/16/20","9:38 PM","17.98","0","1.99","1.54","2.15","23.66","-4.99","0","-1.02","0","0"
"O-166713844774075","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/27/20","8:29 PM","20.99","0","0.00","1.63","3.39","26.01","-5.25","0","-1.09","0","0"
"T-AwAAD06i4DxjYEPzEeugtAVUDbK3Mg","Aroma Pizza & Pasta - Alton Pkwy","Account Adjustment","16481375-5923759-AQ","12/21/20","5:20 PM","0","0","0.00","0.00","0","49.73","0","0","0","0","0"
"O-516813810709881","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/24/20","7:00 PM","57.97","0","4.99","4.50","9.00","76.46","-15.74","0","-2.48","0","-5.00"
"O-741813799642544","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/22/20","6:16 PM","28.73","0","1.99","2.38","6.54","39.64","-7.68","0","-1.51","0","0"
