Store Name,Store ID,Order ID,Workflow ID,Dining Mode,Order Channel,Order Status,Order Date / Refund date,Order Accept Time,Food Sales (excluding tax),Tax on Food Sales,Food sales (including tax),Adjustments (excluding tax),Tax on Adjustments,Promo Spend on food,Tax on Promotion on Food,Promo Spend on Delivery,Tax on Promo Spend on Delivery,Bag Fee,Marketing Service Fee Adjustment,Total Sales after Adjustments (including tax),Uber Service Fee,Delivery Network Fee,Order Processing Fee,Dispatch Fee,Tax on Dispatch Fee,Gratuity,Misc Payment Description,Miscellaneous Payments,Marketplace Facilitator Tax,Backup Withholding Tax,Payout,Payout Date
Aroma Pizza,,#604CC,91d4a804-df28-4654-88ed-a90971b604cc,Delivery - Partner Using Uber App,iOS,Completed,2020-12-13,18:58,24.23,1.88,26.11,0,0,0,0,0,0,0,0,26.11,-4.6,0,0,0,0,0,,0,0,0,21.51,2020-12-14
Aroma Pizza,,#7C406,0f00df87-eb86-4736-a755-021abd47c406,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-12-13,21:06,40.04,3.1,43.14,0,0,0,0,0,0,0,0,43.14,-7.61,0,0,0,0,0,,0,0,0,35.53,2020-12-14
Aroma Pizza,,#0FF41,ae836622-29de-4dfc-9770-f49b7330ff41,Delivery - Partner Using Uber App,iOS,Completed,2020-12-14,16:21,43.19,3.35,46.54,0,0,0,0,0,0,0,0,46.54,-8.21,0,0,0,0,0,,0,0,0,38.33,2020-12-21
Aroma Pizza,,#043E7,28ff0be5-6cdb-4b6d-b389-f1caf06043e7,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-12-14,19:25,30.56,2.37,32.93,0,0,0,0,0,0,0,0,32.93,-5.81,0,0,0,0,0,,0,0,0,27.12,2020-12-21
Aroma Pizza,,#C3A2F,8ca2c68c-e23e-4474-a00b-090a087c3a2f,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-12-15,12:59,13.99,1.08,15.07,0,0,0,0,0,0,0,0,15.07,-2.66,0,0,0,0,0,,0,0,0,12.41,2020-12-21
Aroma Pizza,,#F4B3B,84c23d92-d682-481d-bdbd-693f01ff4b3b,Delivery - Partner Using Uber App,iOS,Completed,2020-12-15,14:52,17.98,1.39,19.37,0,0,0,0,0,0,0,0,19.37,-3.42,0,0,0,0,0,,0,0,0,15.95,2020-12-21
Aroma Pizza,,#C0105,8abfd7b4-3966-4ba8-9e6d-f7cec91c0105,Delivery - Partner Using Uber App,iOS,Completed,2020-12-15,18:20,56.82,4.4,61.22,0,0,0,0,0,0,0,0,61.22,-10.8,0,0,0,0,0,,0,0,0,50.42,2020-12-21
Aroma Pizza,,#E061D,146b37a0-febd-4d5e-8e89-d48f78ae061d,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-12-16,16:42,41.65,3.23,44.88,0,0,0,0,0,0,0,0,44.88,-7.91,0,0,0,0,0,,0,0,0,36.97,2020-12-21
Aroma Pizza,,#2A590,5219a52f-d361-47e1-9862-d1956572a590,Delivery - Partner Using Uber App,iOS,Completed,2020-12-17,18:21,25.98,2.01,27.99,0,0,0,0,0,0,0,0,27.99,-4.94,0,0,0,0,0,,0,0,0,23.05,2020-12-21
Aroma Pizza,,#282EE,0c6699ba-45e9-43e1-8a35-69c832c282ee,Delivery - Partner Using Uber App,iOS,Completed,2020-12-17,20:22,21.33,1.65,22.98,0,0,0,0,0,0,0,0,22.98,-4.05,0,0,0,0,0,,0,0,0,18.93,2020-12-21
Aroma Pizza,,#DE1C2,d48262b0-6149-4852-920f-5e00426de1c2,Pickup,iOS,Completed,2020-12-18,17:39,37.71,2.92,40.63,0,0,0,0,0,0,0,0,40.63,0,0,0,0,0,0,,0,0,0,40.63,2020-12-21
Aroma Pizza,,#54322,7049c1cd-c8f0-4e95-bdc5-c99bc6e54322,Pickup,iOS,Completed,2020-12-18,18:16,16.49,1.28,17.77,0,0,0,0,0,0,0,0,17.77,0,0,0,0,0,0,,0,0,0,17.77,2020-12-21
Aroma Pizza,,#9D250,92fb3a3e-e49c-4561-a905-09f9c059d250,Delivery - Partner Using Uber App,Android,Completed,2020-12-18,18:22,21.74,1.68,23.42,0,0,0,0,0,0,0,0,23.42,-4.13,0,0,0,0,0,,0,0,0,19.29,2020-12-21
Aroma Pizza,,#8616C,673a8585-9ba9-4f40-b75f-51180888616c,Delivery - Partner Using Uber App,iOS,Completed,2020-12-18,18:23,21.57,1.67,23.24,0,0,0,0,0,0,0,0,23.24,-4.1,0,0,0,0,0,,0,0,0,19.14,2020-12-21
Aroma Pizza,,#52972,ce301c81-4cba-4f10-aafb-a2c2b8252972,Delivery - Partner Using Uber App,iOS,Completed,2020-12-18,18:42,25.94,2.01,27.95,0,0,0,0,0,0,0,0,27.95,-4.93,0,0,0,0,0,,0,0,0,23.02,2020-12-21
Aroma Pizza,,#38081,80d4d950-e6c7-46c8-b09e-b0116e938081,Delivery - Partner Using Uber App,iOS,Completed,2020-12-19,17:20,50.81,3.94,54.75,0,0,0,0,0,0,0,0,54.75,-9.65,0,0,0,0,0,,0,0,0,45.1,2020-12-21
Aroma Pizza,,#9FAA1,66278f18-0fbc-4849-9eae-a51153b9faa1,Delivery - Partner Using Uber App,Android,Completed,2020-12-19,18:39,21.34,1.65,22.99,0,0,0,0,0,0,0,0,22.99,-4.05,0,0,0,0,0,,0,0,0,18.94,2020-12-21
Aroma Pizza,,#008E3,83b5e237-75b2-4daa-b891-8f0cbed008e3,Delivery - Partner Using Uber App,iOS,Completed,2020-12-19,19:24,22.46,1.74,24.2,0,0,0,0,0,0,0,0,24.2,-4.27,0,0,0,0,0,,0,0,0,19.93,2020-12-21
Aroma Pizza,,#C36A2,dd52d534-7fd9-4639-8556-8830c2bc36a2,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-12-19,21:45,20.24,1.57,21.81,0,0,0,0,0,0,0,0,21.81,-3.85,0,0,0,0,0,,0,0,0,17.96,2020-12-21
Aroma Pizza,,#8C807,4dea80f7-76a7-4d39-b3b7-d4a1ba88c807,Pickup,iOS,Completed,2020-12-20,19:48,36.97,2.87,39.84,0,0,0,0,0,0,0,0,39.84,0,0,0,0,0,0,,0,0,0,39.84,2020-12-21
Aroma Pizza,,#50FDB,cc9ef1e0-78aa-48ee-b377-38f454d50fdb,Delivery - Partner Using Uber App,iOS,Completed,2020-12-22,16:54,20.98,1.63,22.61,0,0,0,0,0,0,0,0,22.61,-3.99,0,0,0,0,0,,0,0,0,18.62,2020-12-28
Aroma Pizza,,#8F633,686ae355-50f3-4881-9d7a-2999c578f633,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-12-23,19:45,22.01,1.71,23.72,0,0,0,0,0,0,0,0,23.72,-4.18,0,0,0,0,0,,0,0,0,19.54,2020-12-28
Aroma Pizza,,#BD2A2,bcc00abe-5e64-4719-9c95-eac5b7fbd2a2,Delivery - Partner Using Uber App,Android,Completed,2020-12-23,21:47,21.99,1.7,23.69,0,0,0,0,0,0,0,0,23.69,-4.18,0,0,0,0,0,,0,0,0,19.51,2020-12-28
Aroma Pizza,,#10CF0,0ce09fbb-bf0f-494d-ac70-edf2e4b10cf0,Delivery - Partner Using Uber App,Android,Completed,2020-12-24,13:09,26.47,2.05,28.52,0,0,0,0,0,0,0,0,28.52,-5.03,0,0,0,0,0,,0,0,0,23.49,2020-12-28
Aroma Pizza,,#AA521,96a34429-f0af-4f93-8263-6159a6faa521,Delivery - Partner Using Uber App,iOS,Completed,2020-12-26,12:04,26.31,2.04,28.35,0,0,0,0,0,0,0,0,28.35,-5,0,0,0,0,0,,0,0,0,23.35,2020-12-28
Aroma Pizza,,#53C1E,ce3e54e4-8e6c-4c70-aacc-b3a676153c1e,Delivery - Partner Using Uber App,iOS,Completed,2020-12-26,12:17,28.98,2.25,31.23,0,0,0,0,0,0,0,0,31.23,-5.51,0,0,0,0,0,,0,0,0,25.72,2020-12-28
Aroma Pizza,,#A1DBD,c1e22d22-ce4f-4bdb-8866-bab17baa1dbd,Delivery - Partner Using Uber App,iOS,Completed,2020-12-26,14:52,16.47,1.28,17.75,0,0,0,0,0,0,0,0,17.75,-3.13,0,0,0,0,0,,0,0,0,14.62,2020-12-28
Aroma Pizza,,#31118,917ec9e5-e58a-44cf-adf2-564743f31118,Delivery - Partner Using Uber App,iOS,Completed,2020-12-26,17:37,20.99,1.63,22.62,0,0,0,0,0,0,0,0,22.62,-3.99,0,0,0,0,0,,0,0,0,18.63,2020-12-28
Aroma Pizza,,#B6EA7,2645ba6b-5020-4495-b1c2-626884eb6ea7,Delivery - Partner Using Uber App,iOS,Canceled,2020-12-26,18:13,35.98,2.79,38.77,0,0,0,0,0,0,0,0,38.77,-6.84,0,0,0,0,0,,0,0,0,31.93,2020-12-28
Aroma Pizza,,#B52FB,c0676a97-9249-4eb1-8da8-3f3fa42b52fb,Delivery - Partner Using Uber App,Android,Completed,2020-12-26,20:44,24.98,1.94,26.92,0,0,0,0,0,0,0,0,26.92,-4.75,0,0,0,0,0,,0,0,0,22.17,2020-12-28
Aroma Pizza,,#4062B,cb50cd1d-4470-4e7b-a8d9-71677194062b,Delivery - Partner Using Uber App,iOS,Completed,2020-12-26,20:58,16.98,1.32,18.3,0,0,0,0,0,0,0,0,18.3,-3.23,0,0,0,0,0,,0,0,0,15.07,2020-12-28
Aroma Pizza,,#455D8,2c2b01fb-50b0-4ab5-868e-a6546ce455d8,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-12-27,13:45,44.41,3.44,47.85,0,0,0,0,0,0,0,0,47.85,-8.44,0,0,0,0,0,,0,0,0,39.41,2020-12-28
Aroma Pizza,,#D6B82,d4c4f334-9b8f-485d-b080-84c58a9d6b82,Delivery - Partner Using Uber App,Android,Completed,2020-12-27,17:05,24.98,1.94,26.92,0,0,0,0,0,0,0,0,26.92,-4.75,0,0,0,0,0,,0,0,0,22.17,2020-12-28
Aroma Pizza,,#24A0B,a110c9ec-a54d-430b-9745-bf13efa24a0b,Delivery - Partner Using Uber App,iOS,Completed,2020-12-27,20:30,58.91,4.57,63.48,0,0,0,0,0,0,0,0,63.48,-11.19,0,0,0,0,0,,0,0,0,52.29,2020-12-28
Aroma Pizza,,#6CBDA,64ec92d6-4fdb-48b3-baf6-6692bd56cbda,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-12-27,21:03,20.24,1.57,21.81,0,0,0,0,0,0,0,0,21.81,-3.85,0,0,0,0,0,,0,0,0,17.96,2020-12-28
Aroma Pizza,,#A5691,00890d41-df50-4943-a30d-0d8f01ea5691,Delivery - Partner Using Uber App,iOS,Completed,2020-12-28,20:01,21.97,1.7,23.67,0,0,0,0,0,0,0,0,23.67,-4.17,0,0,0,0,0,,0,0,0,19.5,2021-01-04
Aroma Pizza,,#1CB8B,9eb274c9-48d6-430c-afed-912d9781cb8b,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-12-29,18:43,39.55,3.07,42.62,0,0,0,0,0,0,0,0,42.62,-7.51,0,0,0,0,0,,0,0,0,35.11,2021-01-04
Aroma Pizza,,#7D24D,8c281599-e97f-45f6-af9f-6c54d527d24d,Delivery - Partner Using Uber App,iOS,Completed,2020-12-29,19:41,28.73,2.23,30.96,0,0,0,0,0,0,0,0,30.96,-5.46,0,0,0,0,0,,0,0,0,25.5,2021-01-04
Aroma Pizza,,#74E9E,8686b234-1ff6-4ee1-a07d-ddd4b0174e9e,Delivery - Partner Using Uber App,iOS,Completed,2020-12-30,16:54,35.23,2.73,37.96,0,0,0,0,0,0,0,0,37.96,-6.69,0,0,0,0,0,,0,0,0,31.27,2021-01-04
Aroma Pizza,,#31AF8,1bdfb701-1805-4dd5-a7ee-1686c5131af8,Delivery - Partner Using Uber App,iOS,Completed,2020-12-30,18:21,32.56,2.52,35.08,0,0,0,0,0,0,0,0,35.08,-6.19,0,0,0,0,0,,0,0,0,28.89,2021-01-04
Aroma Pizza,,#DA96F,c153c848-e0f9-444b-af7b-57899d0da96f,Delivery - Partner Using Uber App,iOS,Completed,2020-12-30,19:10,31.96,2.48,34.44,0,0,0,0,0,0,0,0,34.44,-6.07,0,0,0,0,0,,0,0,0,28.37,2021-01-04
Aroma Pizza,,#4975F,3e2b4e27-610d-4d62-a722-7f847254975f,Delivery - Partner Using Uber App,Android,Completed,2020-12-31,15:18,35.32,2.74,38.06,0,0,0,0,0,0,0,0,38.06,-6.71,0,0,0,0,0,,0,0,0,31.35,2021-01-04
Aroma Pizza,,#3A28A,e9a68d37-2592-4bd6-a025-df04c9f3a28a,Delivery - Partner Using Uber App,iOS,Completed,2020-12-31,15:36,26.85,2.08,28.93,0,0,0,0,0,0,0,0,28.93,-5.1,0,0,0,0,0,,0,0,0,23.83,2021-01-04
Aroma Pizza,,#EBE49,0da0a8d6-d247-4bdc-99c1-d4cdd7debe49,Delivery - Partner Using Uber App,Android,Completed,2020-12-31,16:39,23.98,1.86,25.84,0,0,0,0,0,0,0,0,25.84,-4.56,0,0,0,0,0,,0,0,0,21.28,2021-01-04
Aroma Pizza,,#517D5,f1174746-cd3c-4af2-ac7a-3b7f7cf517d5,Pickup,iOS,Completed,2020-12-31,18:05,20.24,1.57,21.81,0,0,0,0,0,0,0,0,21.81,0,0,0,0,0,0,,0,0,0,21.81,2021-01-04
Aroma Pizza,,#616E2,599a5da6-d174-4a6b-bbdf-5c29938616e2,Delivery - Partner Using Uber App,iOS,Completed,2020-12-31,20:01,19.47,1.51,20.98,0,0,0,0,0,0,0,0,20.98,-3.7,0,0,0,0,0,,0,0,0,17.28,2021-01-04
Aroma Pizza,,#2F0FC,c41e7fb1-bacc-4da6-a71d-b7e69302f0fc,Pickup,Uber Eats Web,Completed,2020-12-31,21:22,26.47,2.05,28.52,0,0,0,0,0,0,0,0,28.52,0,0,0,0,0,0,,0,0,0,28.52,2021-01-04
Trattoria Contadina ,,#8DA5A,c7efbe49-fda2-4f9d-abf9-e2ca5c58da5a,Delivery - Partner Using Uber App,iOS,Completed,2020-12-01,14:38,23.98,1.95,25.93,0,0,0,0,0,0,0,0,25.93,-6,0,0,0,0,0,,0,0,0,19.93,2020-12-07
Trattoria Contadina ,,#13187,8d5dbc52-5157-4eee-bd9b-b60518e13187,Delivery - Partner Using Uber App,iOS,Completed,2020-12-01,18:04,18.47,1.43,19.9,0,0,0,0,0,0,0,0,19.9,-4.62,0,0,0,0,0,,0,0,0,15.28,2020-12-07
Trattoria Contadina ,,#88412,284c81fa-ebb5-47f8-95ca-ce3c95988412,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-12-02,11:59,21.46,1.71,23.17,0,0,0,0,0,0,0,0,23.17,-5.37,0,0,0,0,0,,0,0,0,17.8,2020-12-07
Trattoria Contadina ,,#D7EB4,5c0a77d5-d310-42a6-9715-5f9fd49d7eb4,Delivery - Partner Using Uber App,iOS,Completed,2020-12-02,18:59,15.98,1.28,17.26,0,0,0,0,0,0,0,0,17.26,-4,0,0,0,0,0,,0,0,0,13.26,2020-12-07
Trattoria Contadina ,,#601E3,e7e60032-6827-44de-8e32-b271086601e3,Delivery - Partner Using Uber App,iOS,Completed,2020-12-07,17:14,10.99,0.89,11.88,0,0,0,0,0,0,0,0,11.88,-2.75,0,0,0,0,0,,0,0,0,9.13,2020-12-14
Trattoria Contadina ,,#7D9A0,08b35878-ab5d-4c8d-a7ae-8edfad57d9a0,Delivery - Partner Using Uber App,iOS,Completed,2020-12-07,20:13,40.96,3.29,44.25,0,0,0,0,0,0,0,0,44.25,-10.24,0,0,0,0,0,,0,0,0,34.01,2020-12-14
Trattoria Contadina ,,#0A23C,fcc0bf77-e050-41f7-9caf-5684c770a23c,Delivery - Partner Using Uber App,iOS,Completed,2020-12-08,17:27,37.71,3,40.71,0,0,0,0,0,0,0,0,40.71,-9.43,0,0,0,0,0,,0,0,0,31.28,2020-12-14
Trattoria Contadina ,,#018C6,8510348d-e2d3-4643-ac9b-c6934e6018c6,Delivery - Partner Using Uber App,Android,Completed,2020-12-08,20:53,15.98,1.28,17.26,0,0,0,0,0,0,0,0,17.26,-4,0,0,0,0,0,,0,0,0,13.26,2020-12-14
Trattoria Contadina ,,#0792B,9a698ff5-caa4-4afd-b1f8-4c44d5c0792b,Delivery - Partner Using Uber App,iOS,Completed,2020-12-09,20:08,36.46,2.94,39.4,0,0,0,0,0,0,0,0,39.4,-9.12,0,0,0,0,0,,0,0,0,30.28,2020-12-14
Trattoria Contadina ,,#7FC5E,b5ae45d1-1356-4a4c-844d-ccc07997fc5e,Delivery - Partner Using Uber App,iOS,Completed,2020-12-10,20:33,32.44,2.56,35,0,0,0,0,0,0,0,0,35,-8.11,0,0,0,0,0,,0,0,0,26.89,2020-12-14
Trattoria Contadina ,,#7AC42,6ca3e6a0-4ae5-4669-bba6-100ab627ac42,Delivery - Partner Using Uber App,iOS,Completed,2020-12-12,17:09,52.44,4.2,56.64,0,0,0,0,0,0,0,0,56.64,-13.11,0,0,0,0,0,,0,0,0,43.53,2020-12-14
Trattoria Contadina ,,#1208A,7da22792-3597-4a01-af47-b4733c61208a,Delivery - Partner Using Uber App,iOS,Completed,2020-12-12,21:24,15.98,1.28,17.26,0,0,0,0,0,0,0,0,17.26,-4,0,0,0,0,0,,0,0,0,13.26,2020-12-14
Trattoria Contadina ,,#CBA20,4765915b-4c29-4870-8803-02bc305cba20,Delivery - Partner Using Uber App,iOS,Completed,2020-12-13,16:17,19.98,1.62,21.6,0,0,0,0,0,0,0,0,21.6,-5,0,0,0,0,0,,0,0,0,16.6,2020-12-14
Trattoria Contadina ,,#332BE,b179245e-74f6-487c-8cf5-0fea82a332be,Delivery - Partner Using Uber App,iOS,Completed,2020-12-14,17:33,42.95,3.41,46.36,0,0,0,0,0,0,0,0,46.36,-10.74,0,0,0,0,0,,0,0,0,35.62,2020-12-21
Trattoria Contadina ,,#D33D1,8ee07cce-db3f-48db-ba71-093c346d33d1,Delivery - Partner Using Uber App,iOS,Completed,2020-12-14,17:57,17.47,1.42,18.89,0,0,0,0,0,0,0,0,18.89,-4.37,0,0,0,0,0,,0,0,0,14.52,2020-12-21
Trattoria Contadina ,,#87C2B,b0c79f80-2ee5-4c68-af47-bf5bc6887c2b,Delivery - Partner Using Uber App,iOS,Completed,2020-12-16,14:06,35.96,2.9,38.86,0,0,0,0,0,0,0,0,38.86,-8.99,0,0,0,0,0,,0,0,0,29.87,2020-12-21
Trattoria Contadina ,,#8B39F,7e1d7261-5f3f-4e75-97e3-c74ddd78b39f,Delivery - Partner Using Uber App,iOS,Completed,2020-12-17,20:38,28.21,2.19,30.4,0,0,0,0,0,0,0,0,30.4,-7.05,0,0,0,0,0,,0,0,0,23.35,2020-12-21
Trattoria Contadina ,,#F8270,e921d917-008c-4db6-b149-41fc323f8270,Delivery - Partner Using Uber App,Android,Completed,2020-12-17,20:57,16.98,1.38,18.36,0,0,0,0,0,0,0,0,18.36,-4.25,0,0,0,0,0,,0,0,0,14.11,2020-12-21
Trattoria Contadina ,,#995D6,294a0e64-b098-4744-9094-ade4b0b995d6,Pickup,iOS,Completed,2020-12-18,13:06,19.98,1.59,21.57,0,0,0,0,0,0,0,0,21.57,0,0,0,0,0,0,,0,0,0,21.57,2020-12-21
Trattoria Contadina ,,#6DFDA,8d0c0da8-30b2-49ff-b879-3f82bee6dfda,Delivery - Partner Using Uber App,iOS,Completed,2020-12-18,20:08,48.69,3.89,52.58,0,0,0,0,0,0,0,0,52.58,-12.17,0,0,0,0,0,,0,0,0,40.41,2020-12-21
Trattoria Contadina ,,#BCFBA,896d8528-b4a1-4a60-a6b5-840fbabbcfba,Delivery - Partner Using Uber App,iOS,Completed,2020-12-19,20:05,82.91,6.62,89.53,0,0,0,0,0,0,0,0,89.53,-20.73,0,0,0,0,0,,0,0,0,68.8,2020-12-21
Trattoria Contadina ,,#C1B29,ad8426a9-a5b9-4888-8e15-2dadfe7c1b29,Delivery - Partner Using Uber App,iOS,Completed,2020-12-20,17:24,17.98,1.44,19.42,0,0,0,0,0,0,0,0,19.42,-4.5,0,0,0,0,0,,0,0,0,14.92,2020-12-21
Trattoria Contadina ,,#1CB53,0ecdf444-d628-4c32-aa45-ca4a5f31cb53,Delivery - Partner Using Uber App,iOS,Completed,2020-12-20,20:33,51.71,4.09,55.8,0,0,0,0,0,0,0,0,55.8,-12.93,0,0,0,0,0,,0,0,0,42.87,2020-12-21
Trattoria Contadina ,,#F6863,2ddad400-218e-495e-970f-b4fea22f6863,Delivery - Partner Using Uber App,Android,Completed,2020-12-21,19:18,42.7,3.45,46.15,0,0,0,0,0,0,0,0,46.15,-10.68,0,0,0,0,0,,0,0,0,35.47,2020-12-28
