"Mar 06, 2021
Saturday
5:26pm",12005822,Phone,-,-,-,-,-,-,-,-$2.25,-
"Mar 06, 2021
Saturday
5:27pm",42594320,Credit,Delivery,$19.00,$2.99,-$0.01,$1.76,$5.00,$28.74,-$2.25,-$1.15
"Mar 06, 2021
Saturday
5:33pm",42594964,Credit,Delivery,$43.98,$1.99,-$0.01,$3.68,$5.00,$54.71,-$2.25,-$2.19
"Mar 06, 2021
Saturday
9:26pm",12006863,Phone,-,-,-,-,-,-,-,-$2.25,-
"Mar 07, 2021
Sunday
11:32am",12007886,Phone,-,-,-,-,-,-,-,-$2.25,-
"Mar 07, 2021
Sunday
5:40pm",42651832,Credit,Pickup,$31.57,$0.00,$0.00,$2.53,$4.74,$38.91,-$2.25,-$1.56
"Mar 07, 2021",,,,,,,,,,,
Sunday,42652260,Credit,Delivery,$24.96,$1.99,$0.00,$2.16,$5.00,$34.11,-$2.25,-$1.36
5:48pm,,,,,,,,,,,

"Mar 07, 2021
Sunday
7:00pm",42654600,Credit,Pickup,$44.96,$0.00,$0.00,$3.60,$6.74,$55.37,-$2.25,-$2.21
"Mar 07, 2021
Sunday
7:05pm",42654717,Credit,Pickup,$26.98,$0.00,$0.00,$2.16,$0.00,$29.21,-$2.25,-$1.17
"Mar 08, 2021
Monday
6:41pm",42687620,Credit,Delivery,$18.95,$1.99,$0.00,$1.68,$5.00,$27.69,-$2.25,-$1.11
"Mar 09, 2021
Tuesday
5:06pm",42722006,Credit,Delivery,$29.06,$1.99,$0.00,$2.48,$4.36,$37.89,-$2.25,-$1.52
"Mar 09, 2021
Tuesday
5:55pm",42724480,Credit,Delivery,$18.99,$2.99,$0.00,$1.76,$2.85,$26.66,-$2.25,-$1.07
"Mar 10, 2021
Wednesday
12:43pm",42738049,Credit,Delivery,$38.76,$2.99,$0.00,$3.34,$5.81,$50.98,-$2.25,-$2.04
"Mar 10, 2021
Wednesday
3:54pm",42757653,Credit,Delivery,$39.47,$1.99,$0.00,$3.32,$5.20,$50.05,-$2.25,-$2.00
"Mar 10, 2021
Wednesday
5:18pm",42765344,Credit,Delivery,$32.48,$2.99,$0.00,$2.84,$4.87,$43.25,-$2.25,-$1.73
"Mar 10, 2021
Wednesday
6:28pm",42768645,Credit,Pickup,$22.58,$0.00,$0.00,$1.81,$0.00,$24.39,-$2.25,-$0.98
"Mar 11, 2021
Thursday
4:50pm",42811224,Credit,Delivery,$16.99,$2.99,$0.00,$1.60,$4.00,$25.58,-$2.25,-$0.90
"Mar 11, 2021
Thursday
5:35pm",42814638,Credit,Delivery,$43.70,$4.99,$0.00,$3.90,$5.00,$57.59,-$2.25,-$2.30
"Mar 12, 2021
Friday
3:26pm",42874536,Credit,Delivery,$48.46,$1.99,$0.00,$4.04,$7.27,$61.83,-$2.25,-$2.47
"Mar 12, 2021
Friday
3:46pm",42880987,Credit,Pickup,$60.50,$0.00,$0.00,$4.84,$6.05,$71.47,-$2.25,-$2.86
"Mar 12, 2021
Friday
3:46pm",42881052,Credit,Delivery,$31.96,$2.99,$0.00,$2.80,$6.39,$44.14,-$2.25,-$1.77
"Mar 12, 2021
Friday
3:52pm",42882715,Credit,Delivery,$20.98,$1.99,$0.00,$1.84,$3.15,$27.96,-$2.25,-$1.12
"Mar 12, 2021
Friday
4:43pm",42895175,Credit,Pickup,$25.47,$0.00,$0.00,$2.04,$5.09,$32.67,-$2.25,-$1.31
"Mar 12, 2021
Friday
6:09pm",12039943,Phone,-,-,-,-,-,-,-,-$2.25,-

"Mar 12, 2021
Friday6:12pm",42907079,Credit,Delivery,$40.99,$1.99,-$0.01,$3.44,$6.15,$52.56,-$2.25,-$2.10
"Mar 12, 2021
Friday
6:46pm",42909508,Credit,Pickup,$26.99,$0.00,$0.00,$2.16,$0.00,$29.15,-$2.25,-$1.17
"Mar 12, 2021
Friday
7:04pm",42910495,Credit,Pickup,$38.97,$0.00,$0.00,$3.12,$5.85,$48.01,-$2.25,-$1.80
"Mar 12, 2021
Friday
7:05pm",42910506,Credit,Delivery,$48.96,$2.99,$0.00,$4.16,$7.34,$63.45,-$2.25,-$2.54
"Mar 12, 2021
Friday
7:38pm",42911763,Credit,Delivery,$37.21,$4.99,$0.00,$3.38,$7.44,$53.02,-$2.25,-$2.12
"Mar 13, 2021
Saturday
4:00pm",42962794,Credit,Delivery,$29.98,$2.99,$0.00,$2.64,$4.50,$40.11,-$2.25,-$1.60
"Mar 13, 2021
Saturday
5:14pm",42975520,Credit,Delivery,$53.26,$1.99,$0.00,$4.42,$7.99,$67.66,-$2.25,-$2.71
"Mar 13, 2021
Saturday
5:44pm",42978886,Credit,Delivery,$26.72,$2.99,$0.00,$2.38,$5.34,$37.43,-$2.25,-$1.50
"Mar 13, 2021
Saturday
6:51pm",12047571,Phone,-,-,-,-,-,-,-,-$2.25,-
"Mar 13, 2021
Saturday
6:56pm",42984003,Credit,Delivery,$43.92,$4.99,$0.00,$3.91,$5.00,$57.82,-$2.25,-$2.31
"Mar 13, 2021
Saturday
8:59pm",42987142,Credit,Delivery,$45.93,$1.99,-$0.01,$3.83,$7.46,$59.28,-$2.25,-$2.37
"Mar 14, 2021
Sunday
3:11pm",43017908,Credit,Delivery,$51.20,$2.99,$0.00,$4.34,$10.24,$68.84,-$2.25,-$2.75
"Mar 14, 2021
Sunday
6:25pm",43040279,Credit,Pickup,$26.99,$0.00,$0.00,$2.16,$0.00,$29.23,-$2.25,-$1.17
"Mar 16, 2021
Tuesday
2:34pm",43100549,Credit,Delivery,$39.47,$1.99,$0.00,$3.32,$5.92,$50.77,-$2.25,-$2.03
"Mar 16, 2021
Tuesday
4:03pm",43111190,Credit,Delivery,$45.85,$2.99,$0.00,$3.91,$6.00,$58.82,-$2.25,-$2.35
"Mar 16, 2021
Tuesday
5:14pm",43118152,Credit,Delivery,$18.97,$2.99,$0.00,$1.76,$3.79,$27.51,-$2.25,-$1.10
"Mar 16, 2021
Tuesday
6:24pm",43122163,Credit,Pickup,$50.96,$0.00,$0.00,$4.08,$7.64,$62.75,-$2.25,-$2.51

"Mar 17, 2021
Wednesday
11:58am",12064239,Phone,-,-,-,-,-,-,-,-$2.25,-
"Mar 17, 2021
Wednesday
3:19pm",43152293,Credit,Delivery,$45.43,$2.99,-$0.01,$3.87,$8.00,$60.36,-$2.25,-$2.41
"Mar 17, 2021
Wednesday
7:19pm",43172362,Credit,Delivery,$18.95,$1.99,$0.00,$1.68,$5.00,$27.69,-$2.25,-$1.11
"Mar 18, 2021
Thursday
10:23am",43182700,Credit,Pickup,$29.58,$0.00,$0.00,$2.37,$0.00,$32.02,-$2.25,-$1.28
"Mar 18, 2021
Thursday
11:32am",43185498,Credit,Pickup,$33.47,$0.00,$0.00,$2.68,$3.00,$39.22,-$2.25,-$1.29
"Mar 18, 2021
Thursday
7:24pm",43232331,Credit,Delivery,$18.97,$2.99,$0.00,$1.76,$0.00,$23.79,-$2.25,-$0.95
"Mar 19, 2021
Friday
2:48pm",43276269,Credit,Pickup,$26.99,$0.00,$0.00,$2.16,$0.00,$29.15,-$2.25,-$1.17
"Mar 19, 2021
Friday
4:40pm",43308779,Credit,Delivery,$25.98,$2.99,$0.00,$2.32,$5.00,$36.29,-$2.25,-$1.45
"Mar 19, 2021
Friday
6:49pm",43327397,Credit,Delivery,$33.56,$1.99,$0.00,$2.84,$5.03,$43.42,-$2.25,-$1.74
"Mar 19, 2021
Friday
7:38pm",43330083,Credit,Pickup,$24.96,$0.00,$0.00,$2.00,$3.74,$30.70,-$2.25,-$1.23
"Mar 20, 2021
Saturday
3:36pm",43373616,Credit,Pickup,$50.96,$0.00,-$0.01,$4.08,$0.00,$55.10,-$2.25,-$2.20
"Mar 20, 2021
Saturday
4:17pm",43381957,Credit,Delivery,$47.46,$1.99,$0.00,$3.96,$6.57,$60.05,-$2.25,-$2.40
"Mar 20, 2021
Saturday
4:34pm",12091107,Phone,-,-,-,-,-,-,-,-$2.25,-
"Mar 20, 2021
Saturday
7:39pm",43405023,Credit,Delivery,$47.14,$4.99,$0.00,$4.17,$5.00,$61.38,-$2.25,-$2.46
"Mar 20, 2021
Saturday
8:02pm",43405836,Credit,Delivery,$36.96,$2.99,$0.00,$3.20,$7.39,$50.54,-$2.25,-$2.02
"Mar 21, 2021
Sunday
3:16pm",43438652,Credit,Pickup,$47.96,$0.00,$0.00,$3.84,$0.00,$51.80,-$2.25,-$2.07
"Mar 21, 2021",,,,,,,,,,,
Sunday,43445954,Credit,Delivery,$41.76,$2.99,$0.00,$3.58,$6.69,$55.02,-$2.25,-$2.20
4:05pm,,,,,,,,,,,

"Mar 21, 2021
Sunday
5:05pm",43453430,Credit,Pickup,$21.99,$0.00,$0.00,$1.76,$0.00,VOIDED,-$2.25,
"Mar 22, 2021
Monday
7:07pm",43498099,Credit,Delivery,$15.98,$2.99,$0.00,$1.52,$3.20,$23.69,-$2.25,-$0.95
"Mar 22, 2021
Monday
7:47pm",43498862,Credit,Delivery,$48.44,$2.99,$0.00,$4.11,$7.27,$62.89,-$2.25,-$2.52
"Mar 23, 2021
Tuesday
6:12pm",43539593,Credit,Pickup,$65.53,$0.00,$0.00,$5.24,$14.00,$84.85,-$2.25,-$3.39
"Mar 23, 2021
Tuesday
6:15pm",43539683,Credit,Delivery,$36.95,$2.99,$0.00,$3.20,$7.39,$50.53,-$2.25,-$2.02
"Mar 24, 2021
Wednesday
5:48pm",43589838,Credit,Pickup,$19.00,$0.00,-$0.01,$1.52,$0.00,$20.51,-$2.25,-$0.82
"Mar 24, 2021
Wednesday
6:27pm",43591836,Credit,Delivery,$39.76,$2.99,$0.00,$3.42,$5.96,$52.13,-$2.25,-$2.09
"Mar 24, 2021
Wednesday
7:23pm",43593390,Credit,Pickup,$41.99,$0.00,-$0.01,$3.36,$4.20,$49.54,-$2.25,-$1.70
"Mar 25, 2021
Thursday
10:13am",43602168,Credit,Pickup,$11.99,$0.00,$0.00,$0.96,$1.20,$14.23,-$2.25,-$0.57
"Mar 25, 2021
Thursday
4:32pm",43635834,Credit,Delivery,$31.50,$4.99,-$0.01,$2.92,$4.72,$44.12,-$2.25,-$1.76
"Mar 25, 2021
Thursday
5:43pm",43642893,Credit,Delivery,$18.97,$2.99,$0.00,$1.76,$0.00,$23.72,-$2.25,-$0.95
"Mar 25, 2021
Thursday
6:37pm",12120418,Phone,-,-,-,-,-,-,-,-$2.25,-
"Mar 25, 2021
Thursday
6:38pm",43645812,Credit,Delivery,$23.45,$4.99,$0.00,$2.28,$3.52,$34.31,-$2.25,-$1.37
"Mar 26, 2021
Friday
10:28am",43658764,Credit,Pickup,$96.86,$0.00,$0.00,$7.75,$0.00,$104.68,-$2.25,-$4.19
"Mar 26, 2021
Friday
2:40pm",43688614,Credit,Pickup,$26.99,$0.00,$0.00,$2.16,$0.00,$29.15,-$2.25,-$1.17
"Mar 26, 2021
Friday
5:44pm",43735022,Credit,Delivery,$30.00,$2.99,-$0.01,$2.64,$4.50,$40.12,-$2.25,-$1.60
"Mar 26, 2021
Friday
6:22pm",43739427,Credit,Delivery,$41.47,$2.99,$0.00,$3.56,$6.22,$54.24,-$2.25,-$2.17

"Mar 26, 2021
Friday
6:54pm",43741974,Credit,Pickup,$76.97,$0.00,-$0.01,$6.16,$11.55,$94.74,-$2.25,-$3.79
"Mar 26, 2021
Friday
9:16pm",43746690,Credit,Pickup,$19.99,$0.00,$0.00,$1.60,$0.00,$21.67,-$2.25,-$0.87
"Mar 27, 2021
Saturday
1:51pm",43767944,Credit,Delivery,$110.97,$2.99,-$0.01,$9.12,$11.10,$134.24,-$2.25,-$5.37
"Mar 27, 2021
Saturday
7:53pm",43818343,Credit,Pickup,$19.12,$0.00,$0.00,$1.53,$2.87,$23.52,-$2.25,-$0.94
"Mar 27, 2021
Saturday
8:10pm",43818906,Credit,Delivery,$18.95,$1.99,$0.00,$1.68,$5.00,$27.69,-$2.25,-$1.11
"Mar 29, 2021
Monday
3:42pm",12148105,Phone,-,-,-,-,-,-,-,-$2.25,-
"Mar 29, 2021
Monday
4:34pm",43905429,Credit,Delivery,$89.17,$1.99,$0.00,$7.29,$6.52,$105.05,-$2.25,-$4.20
"Mar 29, 2021
Monday
5:26pm",43909656,Credit,Delivery,$33.34,$2.99,$0.00,$2.91,$6.67,$45.91,-$2.25,-$1.84
"Mar 29, 2021
Monday
5:55pm",43911393,Credit,Delivery,$39.55,$2.99,$0.00,$3.40,$5.93,$51.95,-$2.25,-$2.08
"Mar 30, 2021
Tuesday
9:51am",43920918,Credit,Delivery,$23.98,$1.99,$0.00,$2.08,$3.60,$31.72,-$2.25,-$1.27
"Mar 30, 2021
Tuesday
5:18pm",43953397,Credit,Delivery,$29.13,$6.99,$0.00,$2.89,$5.83,$44.84,-$2.25,-$1.79
"Mar 31, 2021
Wednesday
6:47pm",44009494,Credit,Delivery,$35.72,$2.99,$0.00,$3.10,$5.36,$47.17,-$2.25,-$1.89
"Mar 31, 2021
Wednesday
7:04pm",44009985,Credit,Pickup,$22.58,$0.00,$0.00,$1.81,$0.00,$24.39,-$2.25,-$0.98
"Mar 31, 2021
Wednesday9:20pm",44011931,Credit,Pickup,$29.98,$0.00,$0.00,$2.40,$0.00,$32.45,-$2.25,-$1.30
Adjustments,,,,,,,,,,,
Date & Time,Order ID,Adjustment Value,,,Description,,,,,,
"Mar 23, 2021",,,,,,,,,,,
Tuesday,43453430,$21.99,,,COF Reimbursement,,,,,,
12:43pm,,,,,,,,,,,

"Mar 01, 2021",,,
Monday,42307361,$5.00,Credit Slice Promo Code
7:03pm,,,
"Mar 06, 2021",,,
Saturday,42594197,$5.00,Credit Slice Promo Code
5:26pm,,,
"Mar 11, 2021",,,
Thursday,42811224,$3.00,Credit Slice Promo Code
4:50pm,,,
"Mar 12, 2021",,,
Friday,42910495,$3.00,Credit Slice Promo Code
7:04pm,,,
"Mar 18, 2021",,,
Thursday,43185498,$7.00,Credit Slice Promo Code
11:32am,,,
"Mar 24, 2021",,,
Wednesday,43593390,$7.00,credit slicecredit amount for order #43593390
7:23pm,,,

"902 Broadway New York, NY 10010",Ameci Pizza & Pasta
"Activity Period: Mon Mar 1, 2021 to Wed","25431 Trabuco Rd, Lake Forest CA, 92630"
"Mar 31, 2021",Account ID: 3057
FAQ,Questions? Feedback?
How is the Slice Partnership Fee Charged?,We’re here to help! Call us at 855-237-4992
The Slice Partnership Fee is a per order charge and is,or email us at Partner@SliceLife.com
charged on the pre-tax amount of the total product sold.,
When is payment authorized for each order?,
Payment is authorized at the time the order is accepted,
"and set with a prep time. If the order cannot be confirmed,",
we will not authorize payment for it.,
Have you checked your Pizzeria Score?,Want an extra $250?
,Connect w ith your Account Manager today.
"Find your Pizzeria Score, plus tips on how to improve it, in",
"your Owner's Portal. Remember, the higher your score, the",Our referral program is back. Refer pizzerias to us and earn
more orders you can expect.,$250 for every shop that signs up. Email
,ShopReferrals@SliceLife.com. Together we can keep local
,pizzerias thriving.
