"ID","Restaurant","Type","Description","Date","Time","Subtotal","Service","Delivery","Tax","Tip","Restaurant Total","Commission","Processing Fee","Withheld Tax"
"O-494514804663988","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/2/21","8:11 PM","11.99","0","0.00","0.93","0","12.92","-1.50","-0.69","0"
"O-407414858411231","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/7/21","8:22 PM","37.46","0","2.99","3.13","6.54","50.12","-5.06","-1.83","0"
"O-124215019966630","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/23/21","7:33 PM","35.96","0","2.99","3.02","6.30","48.27","-4.87","-1.77","0"
"W-586814848611749","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/7/21","1:03 PM","29.98","0","2.99","2.55","3.00","38.52","0","-1.47","0"
"O-054414932370682","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/15/21","7:57 PM","20.98","0","0.00","1.63","0","22.61","-2.62","-0.99","0"
"W-408214812692936","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/3/21","6:59 PM","51.10","0","2.99","4.19","8.74","67.02","0","-2.34","0"
"O-185014979776376","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/20/21","1:35 PM","23.33","0","4.99","2.20","4.57","35.09","-3.54","-1.37","0"
"O-014114929039803","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/14/21","7:56 PM","35.27","0","2.99","2.96","4.12","45.34","-4.78","-1.68","0"
"O-420314947585879","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/16/21","8:38 PM","26.57","0","0.00","2.06","5.38","34.01","-3.32","-1.34","0"
"O-628715038457118","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/25/21","9:03 PM","11.74","0","0.00","0.91","0","12.65","-1.47","-0.69","0"
"O-082714928504220","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/14/21","6:42 PM","31.27","0","2.99","2.65","5.05","41.96","-4.28","-1.58","0"
"O-987214938702755","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/15/21","8:18 PM","29.98","0","0.00","2.32","4.85","37.15","-3.75","-1.43","0"
"O-873515021220152","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/25/21","5:41 PM","30.05","0","2.99","2.56","3.56","39.16","-4.13","-1.49","0"
"O-461815046643241","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/26/21","8:02 PM","31.31","0","0.00","2.43","0","33.74","-3.91","-1.33","0"
"O-545514954965856","Ameci Pizza & Pasta - Trabuco Rd","Cash Order",,"4/17/21","5:57 PM","21.98","0","0.00","1.70","0","23.68","-2.75","0","0"
"O-385215089395821","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/30/21","5:52 PM","34.26","0","2.99","2.89","10.00","50.14","-4.66","-1.83","0"
"W-987214958704525","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/17/21","7:55 PM","18.99","0","2.99","1.70","3.00","26.68","0","-1.11","0"
"O-055914893664749","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/11/21","9:14 PM","57.92","0","2.99","4.72","9.36","74.99","-7.61","-2.59","0"
"O-247115043294591","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/26/21","8:55 PM","18.99","0","2.99","1.70","2.05","25.73","-2.75","-1.08","0"
"O-628715078453264","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/29/21","5:49 PM","44.51","0","2.99","3.68","7.67","58.85","-5.94","-2.09","0"
"O-117015081995029","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/30/21","8:01 PM","58.49","0","2.99","4.76","13.25","79.49","-7.69","-2.72","0"
"O-743514876911106","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/10/21","3:19 PM","29.58","0","2.99","2.52","5.26","40.35","-4.07","-1.53","0"
"O-438915063586336","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/28/21","6:44 PM","89.86","0","2.99","7.19","25.01","125.05","-11.61","-4.11","0"
"O-241814889949543","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/11/21","3:31 PM","20.98","0","4.99","2.02","4.20","32.19","-3.25","-1.28","0"
"O-496415015111091","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/23/21","5:52 PM","45.19","0","2.99","3.73","7.79","59.70","-6.02","-2.12","0"
"O-358814888421828","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/10/21","7:15 PM","26.98","0","0.00","2.09","4.36","33.43","-3.37","-1.32","0"
"O-756714808885923","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/2/21","6:44 PM","40.75","0","2.99","3.39","7.07","54.20","-5.47","-1.95","0"
"W-881414862014978","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/9/21","12:44 PM","10.99","0","0.00","0.85","1.18","13.02","0","-0.70","0"
"W-014615068627375","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/28/21","7:24 PM","31.98","0","2.99","2.71","0","37.68","0","-1.45","0"
"O-035714832331146","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/6/21","12:15 PM","27.97","0","2.99","2.40","6.03","39.39","-3.87","-1.50","0"
"W-124215059931250","Ameci Pizza & Pasta - Trabuco Rd","Cash Order",,"4/28/21","3:53 PM","34.54","0","0.00","2.68","0","37.22","0","0","0"
"W-633114947317157","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/17/21","12:49 PM","19.99","0","0.00","1.55","3.23","24.77","0","-1.06","0"
"O-437514965950724","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/18/21","8:02 PM","16.98","0","2.99","1.55","3.66","25.18","-2.50","-1.07","0"
"O-545514964965540","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/18/21","6:32 PM","49.20","0","2.99","4.04","8.43","64.66","-6.52","-2.27","0"
"O-247115033247615","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/26/21","6:15 PM","33.98","0","2.99","2.86","7.97","47.80","-4.62","-1.76","0"
"W-496415085118028","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/30/21","7:35 PM","28.97","0","2.99","2.48","6.89","41.33","0","-1.56","0"
"O-063815054316146","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/27/21","6:34 PM","31.14","0","0.00","2.41","0","33.55","-3.89","-1.32","0"
"O-397415054539747","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/28/21","5:00 PM","53.96","0","2.99","4.41","6.14","67.50","-7.12","-2.36","0"
"O-063815004346426","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/23/21","1:32 PM","24.56","0","4.99","2.29","4.50","36.34","-3.69","-1.41","0"
"O-443014951331233","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/18/21","5:05 PM","53.93","0","2.99","4.41","9.20","70.53","-7.12","-2.45","0"
"W-643915072356629","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/29/21","6:53 PM","39.56","0","2.99","3.30","8.53","54.38","0","-1.96","0"
"W-705514811053046","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/4/21","3:32 PM","45.96","0","0.00","3.56","3.00","52.52","0","-1.90","0"
"W-054414942377660","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/16/21","6:08 PM","22.98","0","0.00","1.78","2.24","27.00","0","-1.12","0"
"O-496415015117385","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/23/21","7:47 PM","32.70","0","4.99","2.92","6.09","46.70","-4.71","-1.72","0"
"O-035714812351602","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/3/21","7:53 PM","33.97","0","2.99","2.86","7.96","47.78","-4.62","-1.76","0"
"O-150314876138682","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/9/21","5:54 PM","15.17","0","4.99","1.57","3.27","25.00","-2.52","-1.06","0"
"O-303115081952213","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/30/21","6:12 PM","43.46","0","2.99","3.60","10.01","60.06","-5.81","-2.13","0"
"O-705514871009182","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/9/21","7:06 PM","32.70","0","4.99","2.92","6.09","46.70","-4.71","-1.72","0"
"W-825314940090421","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/16/21","6:12 PM","21.22","0","2.99","1.87","3.92","30.00","0","-1.22","0"
"W-744214821528720","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/5/21","4:46 PM","34.51","0","2.99","2.90","6.06","46.46","0","-1.72","0"
"O-852414971294976","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/19/21","9:08 PM","20.47","0","0.00","1.59","0","22.06","-2.56","-0.97","0"
"W-150314896138343","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/11/21","5:55 PM","37.97","0","2.99","3.17","8.83","52.96","0","-1.92","0"
"O-686215051348426","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/27/21","7:00 PM","16.98","0","0.00","1.32","0","18.30","-2.12","-0.86","0"
"O-744214781589745","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/1/21","5:07 PM","30.31","0","4.99","2.74","6.53","44.57","-4.41","-1.66","0"
"W-903714808993398","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/2/21","7:43 PM","100.42","0","2.99","8.01","22.28","133.70","0","-4.38","0"
"O-443014951331233","Ameci Pizza & Pasta - Trabuco Rd","Adjustment of O-443014951331233","Additional charge due to special instructions request // extra ranch","4/19/21","7:15 AM","0.75","0","0.00","0.06","0","0.81","0","0","0"
"W-886414855012479","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/7/21","5:47 PM","48.20","0","0.00","3.74","7.79","59.73","0","-2.12","0"
"O-873515021219214","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/24/21","5:53 PM","20.56","0","2.99","1.82","2.54","27.91","-2.94","-1.15","0"
"O-247115063299630","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/28/21","6:00 PM","22.98","0","4.99","2.17","4.52","34.66","-3.50","-1.36","0"
"W-705514821002758","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/4/21","7:19 PM","25.17","0","0.00","1.95","0","27.12","0","-1.13","0"
"W-303115081955531","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/30/21","6:20 PM","56.44","0","0.00","4.37","9.12","69.93","0","-2.43","0"
"O-976514794818241","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/1/21","7:05 PM","23.96","0","2.99","2.09","4.36","33.40","-3.37","-1.32","0"
"W-054414952324730","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/18/21","5:17 PM","34.97","0","0.00","2.71","0","37.68","0","-1.45","0"
"W-919514988579642","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/20/21","8:29 PM","25.98","0","0.00","2.01","2.59","30.58","0","-1.23","0"
"O-919515068579599","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/28/21","8:45 PM","32.97","0","0.00","2.56","0","35.53","-4.12","-1.38","0"
"W-881414832019280","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/6/21","4:30 PM","16.98","0","0.00","1.32","1.00","19.30","0","-0.89","0"
"W-303115021953944","Ameci Pizza & Pasta - Trabuco Rd","Cash Order",,"4/24/21","7:16 PM","29.91","0","0.00","2.32","0","32.23","0","0","0"
"O-117015081990652","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/30/21","6:55 PM","30.95","0","2.99","2.63","3.00","39.57","-4.24","-1.51","0"
"O-852415011253765","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/24/21","5:36 PM","22.35","0","2.99","1.96","6.83","34.13","-3.17","-1.34","0"
"O-825314950090451","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/17/21","6:14 PM","19.48","0","4.99","1.90","2.00","28.37","-3.06","-1.17","0"
"O-385215019391419","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/23/21","7:34 PM","40.45","0","2.99","3.36","6.42","53.22","-5.43","-1.92","0"
"O-150314846155275","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/7/21","12:45 PM","15.57","0","0.00","1.21","0","16.78","-1.95","-0.81","0"
"O-303115011990859","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/24/21","3:01 PM","24.04","0","2.99","2.09","5.82","34.94","-3.38","-1.37","0"
"O-499514954212865","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/18/21","2:01 PM","19.28","0","2.99","1.72","3.59","27.58","-2.78","-1.14","0"
"O-407414898417447","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/11/21","8:47 PM","22.48","0","2.99","1.97","4.12","31.56","-3.18","-1.26","0"
"W-471014814020404","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/3/21","7:55 PM","46.70","0","2.99","3.85","4.00","57.54","0","-2.05","0"
"W-643914972357225","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/19/21","8:11 PM","23.48","0","0.00","1.82","0","25.30","0","-1.07","0"
"O-496415035110549","Ameci Pizza & Pasta - Trabuco Rd","Cash Order",,"4/25/21","6:19 PM","46.40","0","0.00","3.60","0","57.50","-5.80","0","0"
"O-886414805011622","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/2/21","6:08 PM","65.25","0","0.00","5.06","0","70.31","-8.16","-2.44","0"
"W-903714808996101","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/2/21","5:25 PM","67.43","0","0.00","5.23","10.90","83.56","0","-2.85","0"
"O-385215009310034","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/23/21","5:08 PM","14.99","0","0.00","1.16","0","16.15","-1.87","-0.79","0"
"W-430314800195071","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/2/21","6:01 PM","58.92","0","2.99","4.80","10.01","76.72","0","-2.64","0"
"O-705514881006394","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/10/21","6:36 PM","25.77","0","2.99","2.23","6.20","37.19","-3.60","-1.43","0"
"W-286514967867876","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/18/21","5:52 PM","46.21","0","2.99","3.81","10.60","63.61","0","-2.24","0"
"O-247415028255842","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/24/21","5:59 PM","26.99","0","2.99","2.32","4.84","37.14","-3.75","-1.43","0"
"W-456914851706918","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/8/21","12:01 PM","53.74","0","0.00","4.16","2.90","60.80","0","-2.15","0"
"W-443014931387195","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/15/21","7:51 PM","79.61","0","2.99","6.40","8.90","97.90","0","-3.29","0"
"W-420314967520316","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/18/21","5:25 PM","22.98","0","0.00","1.78","2.48","27.24","0","-1.13","0"
"O-420314937550896","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/16/21","2:35 PM","33.96","0","0.00","2.63","0","36.59","-4.25","-1.42","0"
"O-756714808829705","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/2/21","8:35 PM","28.98","0","2.99","2.48","5.17","39.62","-4.00","-1.51","0"
"W-434714801162949","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/3/21","5:15 PM","25.98","0","2.99","2.24","3.00","34.21","0","-1.34","0"
"O-643915052392247","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/28/21","2:35 PM","18.23","0","2.99","1.64","1.96","24.82","-2.65","-1.06","0"
"O-471014864027401","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/8/21","6:37 PM","41.70","0","2.99","3.46","7.22","55.37","-5.59","-1.99","0"
"O-443014961388685","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/18/21","10:05 PM","40.54","0","2.99","3.37","10.00","56.90","-5.44","-2.04","0"
"O-610715068235269","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/29/21","6:15 PM","25.17","0","4.99","2.34","4.07","36.57","-3.77","-1.42","0"
"O-425914945406508","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/17/21","1:19 PM","31.56","0","4.99","2.84","10.00","49.39","-4.57","-1.81","0"
"O-496414985112101","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/20/21","6:00 PM","46.70","0","0.00","3.62","10.06","60.38","-5.84","-2.14","0"
"O-813914914463170","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/13/21","8:45 PM","15.73","0","2.99","1.45","3.03","23.20","-2.34","-1.01","0"
"W-471014894026620","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/11/21","6:41 PM","29.97","0","0.00","2.32","1.00","33.29","0","-1.32","0"
"O-947315043125485","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/26/21","8:14 PM","32.70","0","0.00","2.53","5.28","40.51","-4.09","-1.54","0"
"O-438915013528990","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/24/21","3:45 PM","58.74","0","2.99","4.78","13.30","79.81","-7.72","-2.73","0"
"O-247115013259361","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/23/21","8:32 PM","43.76","0","2.99","3.62","7.56","57.93","-5.84","-2.07","0"
"O-185015069784274","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/29/21","5:15 PM","41.95","0","0.00","3.25","5.00","50.20","-5.24","-1.83","0"
"O-615215062700901","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/28/21","7:07 PM","48.43","0","2.99","3.98","4.00","59.40","-6.43","-2.11","0"
"W-743514886905298","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/10/21","7:12 PM","41.76","0","2.99","3.47","9.64","57.86","0","-2.06","0"
"O-247115063295515","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/28/21","9:44 PM","16.99","0","2.99","1.55","4.31","25.84","-2.50","-1.09","0"
"O-947314993149664","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/22/21","5:00 PM","64.92","0","2.99","5.26","0","73.17","-8.49","-2.53","0"
"O-976514844815885","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/6/21","6:16 PM","28.56","0","2.99","2.44","8.50","42.49","-3.94","-1.60","0"
"O-873515001219150","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/22/21","5:46 PM","57.49","0","2.99","4.69","8.83","74.00","-7.56","-2.56","0"
"O-210014957842729","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/18/21","3:38 PM","18.99","0","2.99","1.70","3.55","27.23","-2.75","-1.13","0"
"W-286514937874039","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/16/21","5:45 PM","43.96","0","2.99","3.64","5.06","55.65","0","-2.00","0"
"O-054414952372131","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/17/21","7:36 PM","19.47","0","2.99","1.74","3.63","27.83","-2.81","-1.15","0"
"W-425914945486229","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/16/21","6:37 PM","81.67","0","0.00","6.33","13.20","101.20","0","-3.39","0"
"O-976514804863743","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/3/21","1:42 PM","27.97","0","0.00","2.17","4.51","34.65","-3.50","-1.36","0"
"O-430314880121465","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/11/21","2:03 PM","20.98","0","2.99","1.86","5.16","30.99","-3.00","-1.25","0"
"O-425914935428336","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/16/21","5:33 PM","32.06","0","4.99","2.87","7.98","47.90","-4.63","-1.76","0"
"O-852415001263864","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/23/21","3:19 PM","37.91","0","0.00","2.94","0","40.85","-4.74","-1.55","0"
"O-430314800194589","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/2/21","7:00 PM","20.03","0","2.99","1.78","4.32","29.12","-2.88","-1.19","0"
"O-886414805060925","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/3/21","5:31 PM","30.98","0","4.99","2.79","3.88","42.64","-4.50","-1.60","0"
"W-864714968761894","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/18/21","6:00 PM","57.59","0","0.00","4.46","6.21","68.26","0","-2.38","0"
"O-226814923730108","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/14/21","5:59 PM","37.71","0","2.99","3.15","6.58","50.43","-5.09","-1.84","0"
"O-292314949808802","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/17/21","12:05 PM","10.99","0","0.00","0.85","0","11.84","-1.37","-0.66","0"
"O-471014804036601","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/3/21","12:47 PM","49.57","0","2.99","4.07","5.66","62.29","-6.57","-2.20","0"
"O-792114898280924","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/11/21","6:03 PM","33.34","0","4.99","2.97","6.20","47.50","-4.79","-1.75","0"
"W-633114957374300","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/17/21","8:16 PM","59.91","0","0.00","4.64","0","64.55","0","-2.27","0"
"O-150314796128239","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/2/21","5:11 PM","37.73","0","4.99","3.31","11.51","57.54","-5.34","-2.05","0"
"O-385215019310352","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/24/21","4:45 PM","41.27","0","0.00","3.20","0","44.47","-5.16","-1.66","0"
"O-667714918620416","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/14/21","4:35 PM","26.26","0","0.00","2.04","0","28.30","-3.28","-1.16","0"
"O-615215042763936","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/27/21","1:02 PM","30.98","0","2.99","2.63","3.00","39.60","-4.25","-1.51","0"
"O-150314836185674","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"4/6/21","5:10 PM","31.45","0","2.99","2.67","4.11","41.22","-4.31","-1.56","0"
