"Apr 09, 2021
Friday
9:21am",44460136,Credit,Delivery,$157.90,$2.99,$0.00,$12.87,$23.68,$197.52,-$2.25,-$7.90
"Apr 09, 2021
Friday
12:57pm",44471331,Credit,Pickup,$40.74,$0.00,-$0.01,$3.26,$3.00,$47.06,-$2.25,-$1.88
"Apr 09, 2021
Friday
5:23pm",44536830,Credit,Delivery,$30.00,$2.99,-$0.01,$2.64,$4.50,$40.12,-$2.25,-$1.60
"Apr 09, 2021
Friday
5:58pm",44541959,Credit,Pickup,$41.77,$0.00,$0.00,$3.34,$6.27,$51.46,-$2.25,-$2.06
"Apr 09, 2021
Friday
6:34pm",44545531,Credit,Delivery,$17.36,$2.99,$0.00,$1.63,$2.60,$24.58,-$2.25,-$0.98
"Apr 09, 2021
Friday
8:33pm",44550823,Credit,Delivery,$20.03,$4.99,$0.00,$2.00,$3.00,$30.02,-$2.25,-$0.92
"Apr 10, 2021
Saturday
3:49pm",44599450,Credit,Pickup,$22.98,$0.00,$0.00,$1.84,$3.45,$28.34,-$2.25,-$1.13
"Apr 10, 2021",,,,,,,,,,,
Saturday,12231828,Phone,-,-,-,-,-,-,-,-$2.25,-
5:34pm,,,,,,,,,,,

"Apr 10, 2021
Saturday
7:13pm",44627493,Credit,Pickup,$19.00,$0.00,-$0.01,$1.52,$3.80,$24.39,-$2.25,-$0.98
"Apr 10, 2021
Saturday
7:56pm",12233083,Phone,-,-,-,-,-,-,-,-$2.25,-
"Apr 11, 2021
Sunday
12:37pm",44646208,Credit,Delivery,$22.58,$1.99,$0.00,$1.97,$3.39,$30.00,-$2.25,-$1.20
"Apr 11, 2021
Sunday
12:52pm",44647411,Credit,Pickup,$30.00,$0.00,-$0.01,$2.40,$0.00,$32.39,-$2.25,-$1.30
"Apr 11, 2021
Sunday
3:33pm",12237110,Phone,-,-,-,-,-,-,-,-$2.25,-
"Apr 11, 2021
Sunday
5:10pm",12238490,Phone,-,-,-,-,-,-,-,-$2.25,-
"Apr 11, 2021
Sunday
6:08pm",44687260,Credit,Delivery,$19.28,$6.99,$0.00,$2.10,$4.82,$33.19,-$2.25,-$1.33
"Apr 11, 2021
Sunday
6:31pm",12239054,Phone,-,-,-,-,-,-,-,-$2.25,-
"Apr 11, 2021
Sunday
8:03pm",44690674,Credit,Pickup,$31.31,$0.00,$0.00,$2.50,$0.00,$33.89,-$2.25,-$1.36
"Apr 12, 2021
Monday
11:34am",44699268,Credit,Delivery,$15.57,$4.99,$0.00,$1.64,$3.11,$25.39,-$2.25,-$1.02
"Apr 12, 2021
Monday
11:48am",44699670,Credit,Pickup,$21.98,$0.00,$0.00,$1.76,$0.00,$23.81,-$2.25,-$0.95
"Apr 12, 2021
Monday
2:14pm",44706526,Credit,Pickup,$63.44,$0.00,$0.00,$5.08,$9.52,$78.11,-$2.25,-$3.12
"Apr 12, 2021
Monday
8:40pm",44729404,Credit,Delivery,$21.98,$2.99,$0.00,$2.00,$3.30,$30.34,-$2.25,-$1.21
"Apr 14, 2021
Wednesday
9:01am",44775835,Credit,Delivery,$468.47,$2.99,$0.00,$37.72,$74.32,$583.57,-$2.25,-$23.34
"Apr 14, 2021
Wednesday
6:54pm",44818035,Credit,Delivery,$21.48,$2.99,$0.00,$1.96,$4.30,$30.73,-$2.25,-$1.23
"Apr 15, 2021
Thursday
11:33am",44830063,Credit,Delivery,$46.57,$4.99,-$0.01,$4.12,$10.00,$65.75,-$2.25,-$2.63
"Apr 15, 2021
Thursday
4:39pm",44865263,Credit,Pickup,$19.00,$0.00,-$0.01,$1.52,$3.80,$24.39,-$2.25,-$0.98

"Apr 15, 2021
Thursday5:18pm",44869608,Credit,Pickup,$30.00,$0.00,-$0.01,$2.40,$0.00,$32.47,-$2.25,-$0.90
"Apr 15, 2021
Thursday
5:49pm",44872089,Credit,Delivery,$20.98,$2.99,$0.00,$1.92,$5.25,$31.14,-$2.25,-$0.85
"Apr 16, 2021
Friday
12:38am",44878138,Credit,Pickup,$45.16,$0.00,$0.00,$3.61,$0.00,$48.85,-$2.25,-$1.95
"Apr 16, 2021
Friday
4:10pm",44946780,Credit,Pickup,$26.99,$0.00,$0.00,$2.16,$0.00,$29.15,-$2.25,-$0.89
"Apr 16, 2021
Friday
4:20pm",44949376,Credit,Delivery,$21.73,$4.99,$0.00,$2.14,$4.35,$33.29,-$2.25,-$1.33
"Apr 16, 2021
Friday
4:41pm",12271001,Phone,-,-,-,-,-,-,-,-$2.25,-
"Apr 16, 2021
Friday
5:22pm",44962355,Credit,Pickup,$28.94,$0.00,$0.00,$2.32,$4.34,$35.67,-$2.25,-$1.43
"Apr 16, 2021
Friday
6:46pm",44971931,Credit,Pickup,$29.74,$0.00,-$1.01,$2.30,$2.97,$34.08,-$2.25,-$1.36
"Apr 16, 2021
Friday
6:46pm",44971997,Credit,Pickup,$29.96,$0.00,$0.00,$2.40,$0.00,$32.44,-$2.25,-$1.30
"Apr 16, 2021
Friday
7:01pm",12273087,Phone,-,-,-,-,-,-,-,-$2.25,-
"Apr 16, 2021
Friday
7:10pm",12273152,Phone,-,-,-,-,-,-,-,-$2.25,-
"Apr 16, 2021
Friday
8:26pm",44976093,Credit,Pickup,$51.50,$0.00,$0.00,$4.12,$0.00,$55.70,-$2.25,-$2.11
"Apr 17, 2021
Saturday
12:12pm",12275106,Phone,-,-,-,-,-,-,-,-$2.25,-
"Apr 17, 2021
Saturday
4:38pm",45035431,Credit,Delivery,$55.47,$4.99,-$1.01,$4.76,$10.89,$75.10,-$2.25,-$3.00
"Apr 17, 2021
Saturday
6:14pm",45048876,Credit,Delivery,$30.99,$1.99,-$1.01,$2.56,$4.50,$39.03,-$2.25,-$1.56
"Apr 17, 2021
Saturday
9:57pm",45056822,Credit,Pickup,$25.98,$0.00,$0.00,$2.08,$0.00,$28.14,-$2.25,-$1.13
"Apr 18, 2021
Sunday
4:17pm",45099618,Credit,Delivery,$41.99,$2.99,-$2.01,$3.44,$6.00,$52.41,-$2.25,-$2.10

"Apr 18, 2021
Sunday
5:26pm",45107172,Credit,Pickup,$33.56,$0.00,$0.00,$2.68,$0.00,$36.32,-$2.25,-$1.45
"Apr 18, 2021
Sunday
6:44pm",45111572,Credit,Delivery,$21.57,$2.99,$0.00,$1.96,$5.39,$31.91,-$2.25,-$1.28
"Apr 18, 2021
Sunday
6:57pm",45111991,Credit,Delivery,$29.47,$1.99,$0.00,$2.52,$4.42,$38.48,-$2.25,-$1.54
"Apr 19, 2021
Monday
5:58pm",45148749,Credit,Pickup,$34.47,$0.00,$0.00,$2.76,$0.00,$37.31,-$2.25,-$1.49
"Apr 19, 2021
Monday
7:15pm",45151092,Credit,Pickup,$10.99,$0.00,$0.00,$0.88,$1.10,$13.05,-$2.25,-$0.52
"Apr 20, 2021
Tuesday
5:03pm",45189703,Credit,Delivery,$15.72,$2.99,$0.00,$1.50,$2.36,$22.57,-$2.25,-$0.90
"Apr 20, 2021
Tuesday
5:44pm",45193003,Credit,Delivery,$49.72,$2.99,$0.00,$4.22,$4.97,$61.90,-$2.25,-$2.48
"Apr 20, 2021
Tuesday
6:44pm",45195801,Credit,Delivery,$30.06,$1.99,$0.00,$2.56,$6.01,$40.62,-$2.25,-$1.62
"Apr 21, 2021
Wednesday
11:00am",12300687,Phone,-,-,-,-,-,-,-,-$2.25,-
"Apr 21, 2021
Wednesday
12:59pm",45211987,Credit,Delivery,$20.98,$2.99,$0.00,$1.92,$3.15,$29.12,-$2.25,-$1.16
"Apr 21, 2021
Wednesday
3:52pm",45232214,Credit,Pickup,$41.95,$0.00,$0.00,$3.36,$8.39,$53.70,-$2.25,-$2.15
"Apr 21, 2021
Wednesday
5:14pm",45241005,Credit,Delivery,$15.74,$1.99,$0.00,$1.42,$2.36,$21.59,-$2.25,-$0.86
"Apr 21, 2021
Wednesday
5:14pm",45241009,Credit,Delivery,$17.36,$2.99,$0.00,$1.63,$3.47,$25.45,-$2.25,-$1.02
"Apr 21, 2021
Wednesday
5:31pm",12304840,Phone,-,-,-,-,-,-,-,-$2.25,-
"Apr 21, 2021
Wednesday
5:48pm",45243491,Credit,Delivery,$20.00,$2.99,-$1.01,$1.76,$4.75,$28.49,-$2.25,-$1.14
"Apr 21, 2021
Wednesday
5:57pm",12305030,Phone,-,-,-,-,-,-,-,-$2.25,-
"Apr 21, 2021",,,,,,,,,,,
Wednesday,45244306,Credit,Delivery,$64.19,$2.99,$0.00,$5.37,$9.63,$82.18,-$2.25,-$3.29
6:03pm,,,,,,,,,,,

"Apr 21, 2021
Wednesday
7:49pm",45247294,Credit,Delivery,$30.47,$2.99,$0.00,$2.68,$6.09,$42.31,-$2.25,-$1.69
"Apr 22, 2021
Thursday
12:57pm",45261794,Credit,Pickup,$25.21,$0.00,$0.00,$2.02,$0.00,$27.31,-$2.25,-$1.09
"Apr 22, 2021
Thursday
5:33pm",45297957,Credit,Delivery,$32.00,$4.99,-$2.01,$2.80,$3.00,$40.78,-$2.25,-$1.63
"Apr 23, 2021
Friday
4:13pm",12319932,Phone,-,-,-,-,-,-,-,-$2.25,-
"Apr 23, 2021
Friday
4:29pm",12320392,Phone,-,-,-,-,-,-,-,-$2.25,-
"Apr 23, 2021
Friday
5:25pm",45388288,Credit,Delivery,$49.45,$2.99,$0.00,$4.20,$7.42,$64.06,-$2.25,-$2.56
"Apr 23, 2021
Friday
6:53pm",45398150,Credit,Delivery,$29.35,$2.99,$0.00,$2.59,$5.00,$40.01,-$2.25,-$1.60
"Apr 23, 2021
Friday
8:09pm",45401528,Credit,Delivery,$32.00,$2.99,-$2.01,$2.64,$4.50,$40.12,-$2.25,-$1.60
"Apr 24, 2021
Saturday
12:19pm",12325089,Phone,-,-,-,-,-,-,-,-$2.25,-
"Apr 24, 2021
Saturday
1:09pm",45420491,Credit,Pickup,$52.98,$0.00,-$0.01,$4.24,$10.59,$67.80,-$2.25,-$2.71
"Apr 24, 2021
Saturday
3:59pm",45453594,Credit,Delivery,$31.46,$2.99,$0.00,$2.76,$6.29,$43.50,-$2.25,-$1.74
"Apr 24, 2021
Saturday
6:41pm",45477083,Credit,Pickup,$66.94,$0.00,$0.00,$5.36,$0.00,$72.37,-$2.25,-$2.89
"Apr 24, 2021
Saturday
7:01pm",45478296,Credit,Delivery,$36.98,$4.99,-$0.01,$3.36,$5.55,$50.87,-$2.25,-$2.03
"Apr 24, 2021
Saturday
7:57pm",45480746,Credit,Delivery,$32.97,$1.99,$0.00,$2.80,$4.95,$42.71,-$2.25,-$1.71
"Apr 24, 2021
Saturday
8:19pm",45481348,Credit,Delivery,$32.00,$1.99,-$0.01,$2.72,$3.20,$39.98,-$2.25,-$1.60
"Apr 24, 2021
Saturday
8:50pm",45481970,Credit,Delivery,$42.04,$4.99,$0.00,$3.76,$8.41,$59.28,-$2.25,-$2.37
"Apr 25, 2021
Sunday
1:43pm",45502812,Credit,Pickup,$22.95,$0.00,$0.00,$1.84,$0.00,$24.79,-$2.25,-$0.99

"Apr 25, 2021
Sunday
4:53pm",45531516,Credit,Delivery,$41.26,$2.99,$0.00,$3.54,$6.19,$54.06,-$2.25,-$2.16
"Apr 25, 2021
Sunday
5:54pm",45537025,Credit,Delivery,$30.02,$2.99,$0.00,$2.64,$4.50,$40.15,-$2.25,-$1.21
"Apr 25, 2021
Sunday
6:20pm",45538420,Credit,Pickup,$22.58,$0.00,$0.00,$1.81,$0.00,$24.39,-$2.25,-$0.98
"Apr 25, 2021
Sunday
6:53pm",45539669,Credit,Delivery,$30.71,$2.99,$0.00,$2.70,$4.61,$41.09,-$2.25,-$1.64
"Apr 25, 2021
Sunday
7:10pm",45540151,Credit,Delivery,$22.48,$1.99,$0.00,$1.96,$3.37,$29.80,-$2.25,-$1.19
"Apr 25, 2021
Sunday
7:45pm",45541005,Credit,Pickup,$20.00,$0.00,-$0.01,$1.60,$0.00,$21.59,-$2.25,-$0.86
"Apr 27, 2021
Tuesday
11:52am",45588135,Credit,Delivery,$49.57,$2.99,$0.00,$4.20,$7.44,$64.28,-$2.25,-$2.57
"Apr 27, 2021
Tuesday
3:26pm",45603599,Credit,Pickup,$29.58,$0.00,$0.00,$2.37,$0.00,$32.03,-$2.25,-$1.28
"Apr 28, 2021
Wednesday
10:44am",45629486,Credit,Pickup,$14.99,$0.00,$0.00,$1.20,$0.00,$16.27,-$2.25,-$0.65
"Apr 28, 2021
Wednesday
4:59pm",45661802,Credit,Pickup,$39.96,$0.00,$0.00,$3.20,$6.00,$49.24,-$2.25,-$1.97
"Apr 28, 2021
Wednesday
7:03pm",12355374,Phone,-,-,-,-,-,-,-,-$2.25,-
"Apr 29, 2021
Thursday
3:07pm",45702061,Credit,Delivery,$126.95,$2.99,$0.00,$10.40,$10.00,$150.41,-$2.25,-$6.02
"Apr 29, 2021
Thursday
7:02pm",12362282,Phone,-,-,-,-,-,-,-,-$2.25,-
"Apr 29, 2021
Thursday7:37pm",45728533,Credit,Delivery,$37.77,$2.99,$0.00,$3.26,$3.78,$47.88,-$2.25,-$1.92
"Apr 30, 2021
Friday
10:53am",45741021,Credit,Delivery,$25.72,$2.99,$0.00,$2.30,$4.00,$35.09,-$2.25,-$1.40
"Apr 30, 2021
Friday
3:22pm",45783021,Credit,Delivery,$19.28,$4.99,$0.00,$1.94,$5.00,$31.29,-$2.25,-$1.25
"Apr 30, 2021
Friday
4:43pm",45804735,Credit,Delivery,$32.00,$2.99,-$0.01,$2.80,$6.40,$44.18,-$2.25,-$1.77

"Apr 30, 2021",,,,,,,,,,,
Friday,45810240,Credit,Delivery,$40.41,$2.99,$0.00,$3.47,$5.08,$51.95,-$2.25,-$1.48
5:10pm,,,,,,,,,,,
"Apr 30, 2021",,,,,,,,,,,
Friday,45824131,Credit,Delivery,$32.00,$2.99,-$0.01,$2.80,$4.80,$42.58,-$2.25,-$1.70
7:15pm,,,,,,,,,,,
"Apr 30, 2021",,,,,,,,,,,
Friday,45827015,Credit,Delivery,$47.96,$1.99,$0.00,$4.00,$7.19,$61.22,-$2.25,-$2.45
8:48pm,,,,,,,,,,,
Adjustments,,,,,,,,,,,
Date & Time,Order ID,,Adjustment Value,,,Description,,,,,
"Apr 01, 2021
Thursday
5:23pm",44063802,,$3.00,,,Credit Slice Promo Code,,,,,
"Apr 02, 2021
Friday
5:49pm",44156579,,$5.00,,,Credit Slice Promo Code,,,,,
"Apr 03, 2021
Saturday
5:16pm",44224175,,$15.00,,,Credit Slice Promo Code,,,,,
"Apr 04, 2021
Sunday
7:27pm",44259994,,$15.00,,,Credit Slice Promo Code,,,,,
"Apr 09, 2021
Friday
8:33pm",44550823,,$7.00,,,Credit Slice Promo Code,,,,,
"Apr 15, 2021
Thursday
5:18pm",44869608,,$10.00,,,Credit Slice Promo Code,,,,,
"Apr 15, 2021
Thursday
5:49pm",44872089,,$10.00,,,Credit Slice Promo Code,,,,,
"Apr 16, 2021
Friday
4:10pm",44946780,,$7.00,,,Credit Slice Promo Code,,,,,
"Apr 16, 2021
Friday
8:26pm",44976093,,$3.00,,,Credit Slice Promo Code,,,,,
"Apr 25, 2021
Sunday
5:54pm",45537025,,$10.00,,,Credit Slice Promo Code,,,,,
"Apr 30, 2021
Friday
5:10pm",45810240,,$14.99,,,Credit Loyalty Rew ard,,,,,

"902 Broadway New York, NY 10010",Ameci Pizza & Pasta
"Activity Period: Thu Apr 1, 2021 to Fri Apr","25431 Trabuco Rd, Lake Forest CA, 92630"
"30, 2021",Account ID: 3057
FAQ,Questions? Feedback?
How is the Slice Partnership Fee Charged?,We’re here to help! Call us at 855-237-4992
The Slice Partnership Fee is a per order charge and is,or email us at Partner@SliceLife.com
charged on the pre-tax amount of the total product sold.,
When is payment authorized for each order?,
Payment is authorized at the time the order is accepted,
"and set with a prep time. If the order cannot be confirmed,",
we will not authorize payment for it.,
Have you checked your Pizzeria Score?,Want an extra $250?
,Connect w ith your Account Manager today.
"Find your Pizzeria Score, plus tips on how to improve it, in",
"your Owner's Portal. Remember, the higher your score, the",Our referral program is back. Refer pizzerias to us and earn
more orders you can expect.,$250 for every shop that signs up. Email
,ShopReferrals@SliceLife.com. Together we can keep local
,pizzerias thriving.
