Transaction Type,Date,Order Number,Store,Location,Delivery Platform,Subtotal,Commission,Adjustments,Taxes,Tip,Other,You earned,Notes
Delivery,3/30/21,#AB6AE,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$50.00,-$20.00,$0.00,$3.88,,,$33.88,
Delivery,3/30/21,#a56117e2,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.95,-$6.38,$0.00,$1.24,,,$10.81,
Delivery,3/30/21,#792114768278461,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$12.99,-$5.20,$0.00,$1.01,,,$8.80,
Delivery,3/30/21,#285,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$12.95,-$5.18,$0.00,$1.01,,,$8.78,
Delivery,3/30/21,#e17ea687,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.99,-$5.60,$0.00,$1.08,,,$9.47,
Delivery,3/29/21,#D9822,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$18.98,-$7.59,$0.00,$1.47,,,$12.86,
Delivery,3/29/21,#792114768288672,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$36.93,-$14.77,$0.00,$2.86,,,$25.02,
Delivery,3/29/21,#fa6e6984,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$28.90,-$11.56,$0.00,$2.24,,,$19.58,
Delivery,3/29/21,#586814768657052,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$22.00,-$8.80,$0.00,$1.71,,,$14.91,
Delivery,3/29/21,#66FF6,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$12.99,-$5.20,$0.00,$1.01,,,$8.80,
Delivery,3/29/21,#E4200,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$35.96,-$14.38,$0.00,$2.55,,,$24.13,
Delivery,3/29/21,#77F86,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$38.97,-$15.59,$0.00,$2.79,,,$26.17,
Delivery,3/29/21,#24aa2f28,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$18.98,-$7.58,$0.00,$1.47,,,$12.87,
Delivery,3/29/21,#c9dc1289,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$33.47,-$13.39,$0.00,$2.59,,,$22.67,
Delivery,3/29/21,#439d0deb,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$28.90,-$11.56,$0.00,$2.24,,,$19.58,
Delivery,3/29/21,#1849089d,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$51.97,-$20.79,$0.00,$4.03,,,$35.21,
Delivery,3/29/21,#AC0F8,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$30.98,-$12.39,$0.00,$2.17,,,$20.76,
Delivery,3/29/21,#191,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$25.94,-$10.38,$0.00,$2.02,,,$17.58,
Delivery,3/29/21,#87691,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$20.49,-$8.20,$0.00,$1.59,,,$13.88,
Delivery,3/29/21,#cad54bf4,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$41.85,-$16.74,$0.00,$3.24,,,$28.35,
Delivery,3/29/21,#1285A,Cupid's Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$27.40,-$9.86,$0.00,$1.80,,,$19.34,
Delivery,3/29/21,#23ae61f1,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$31.97,-$12.78,$0.00,$2.48,,,$21.67,
Delivery,3/29/21,#B7FF2,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.00,-$6.00,$0.00,$1.16,,,$10.16,
Delivery,3/29/21,#221,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$11.99,-$4.80,$0.00,$0.93,,,$8.12,
Delivery,3/29/21,#b0f1a7fb,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$17.99,-$7.20,$0.00,$1.39,,,$12.18,
Delivery,3/28/21,#e7252c15,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$26.90,-$10.76,$0.00,$2.08,,,$18.22,
Delivery,3/28/21,#a01a373a,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$44.98,-$17.99,$0.00,$3.49,,,$30.49,
Delivery,3/28/21,#208,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$19.99,-$8.00,$0.00,$1.55,,,$13.54,
Delivery,3/28/21,#d72a6136,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$18.99,-$4.75,$0.00,$1.47,,,$15.71,
Delivery,3/28/21,#207,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$21.00,-$8.40,$0.00,$1.63,,,$14.23,
Delivery,3/28/21,#e1bb8308,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$27.98,-$11.19,$0.00,$2.17,,,$18.96,
Delivery,3/28/21,#252,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$15.49,-$6.20,$0.00,$1.21,,,$10.50,
Delivery,3/28/21,#73e22e8d,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$51.45,-$20.58,$0.00,$3.99,,,$34.86,
Delivery,3/28/21,#251,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$15.49,-$6.20,$0.00,$1.21,,,$10.50,
Delivery,3/28/21,#d7a8dfff,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$38.00,-$15.20,$0.00,$2.95,,,$25.75,
Delivery,3/28/21,#6496b0c9,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$25.98,-$10.39,$0.00,$2.01,,,$17.60,
Delivery,3/28/21,#849AF,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$24.99,-$10.00,$0.00,$1.55,,,$16.54,
Delivery,3/28/21,#220,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$17.98,-$7.19,$0.00,$1.40,,,$12.19,
Delivery,3/28/21,#a95ee0f3,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$22.49,-$8.99,$0.00,$1.74,,,$15.24,
Delivery,3/28/21,#93576803,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$33.47,-$13.38,$0.00,$2.59,,,$22.68,
Delivery,3/28/21,#7204F,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$16.00,-$6.40,$0.00,$1.24,,,$10.84,
Delivery,3/28/21,#95f6facf,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$1.00,,,$8.77,
Delivery,3/28/21,#177,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$23.00,-$9.20,$0.00,$1.79,,,$15.59,
Delivery,3/28/21,#206,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$35.98,-$14.39,$0.00,$2.79,,,$24.38,
Delivery,3/28/21,#D80F3,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$22.97,-$9.19,$0.00,$1.78,,,$15.56,
Delivery,3/28/21,#4A0CB,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$35.97,-$14.39,$0.00,$2.79,,,$24.37,
Delivery,3/28/21,#df3ec54a,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$1.01,,,$8.80,
Delivery,3/28/21,#190,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$37.99,-$15.20,$0.00,$2.95,,,$25.74,
Delivery,3/28/21,#3cd4ce07,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$38.00,-$15.20,$0.00,$2.95,,,$25.75,
Delivery,3/28/21,#31078,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$25.98,-$10.39,$0.00,$1.78,,,$17.37,
Delivery,3/28/21,#257,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$33.47,-$13.39,$0.00,$2.60,,,$22.68,
Delivery,3/27/21,#d98030ec,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$17.98,-$7.19,$0.00,$1.39,,,$12.18,
Delivery,3/27/21,#c5c835de,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$20.99,-$8.39,$0.00,$1.63,,,$14.23,
Delivery,3/27/21,#842614749468871,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$30.90,-$12.36,$0.00,$2.39,,,$20.93,
Delivery,3/27/21,#345a586d,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$30.97,-$12.38,$0.00,$2.40,,,$20.99,
Delivery,3/27/21,#284,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$12.95,-$5.18,$0.00,$1.01,,,$8.78,
Delivery,3/27/21,#640814743540520,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$27.90,-$11.16,$0.00,$2.16,,,$18.90,
Delivery,3/27/21,#51526c5b,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$19.98,-$7.98,$0.00,$1.55,,,$13.55,
Delivery,3/27/21,#709f59f4,Cupid's Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$20.95,-$8.38,$0.00,$1.62,,,$14.19,
Delivery,3/27/21,#a24f0f74,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.45,-$6.18,$0.00,$1.20,,,$10.47,
Delivery,3/27/21,#5959e655,Cupid's Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$26.95,-$10.78,$0.00,$2.09,,,$18.26,
Delivery,3/27/21,#fecb81b5,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$41.98,-$16.79,$0.00,$3.25,,,$28.45,
Delivery,3/27/21,#82599,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$22.98,-$9.19,$0.00,$1.42,,,$15.21,
Delivery,3/27/21,#283,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$28.90,-$11.56,$0.00,$2.24,,,$19.58,
Delivery,3/27/21,#68168ebc,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$14.98,-$3.30,$0.00,$1.16,,,$12.84,
Delivery,3/27/21,#17BA4,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$37.00,-$14.80,$0.00,$2.87,,,$25.07,
Delivery,3/27/21,#250,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$17.98,-$7.19,$0.00,$1.40,,,$12.19,
Delivery,3/27/21,#3eff26b7,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$2.85,$0.00,$1.00,,,$11.11,
Delivery,3/27/21,#775a79d5,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$16.45,-$3.62,$0.00,$1.27,,,$14.11,
Delivery,3/26/21,#f417a682,Cupid's Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.95,-$5.58,$0.00,$1.08,,,$9.45,
Delivery,3/26/21,#7e437759,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$25.98,-$10.39,$0.00,$2.01,,,$17.60,
Delivery,3/26/21,#249,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$25.48,-$10.19,$0.00,$1.98,,,$17.27,
Delivery,3/26/21,#233,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$17.99,-$7.20,$0.00,$1.40,,,$12.19,
Delivery,3/26/21,#4eb227ab,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$52.23,-$20.89,$0.00,$4.05,,,$35.39,
Delivery,3/26/21,#133,The United Pepperonis of Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$20.49,-$8.20,$0.00,$1.59,,,$13.88,
Delivery,3/26/21,#f165514e,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$84.94,-$33.97,$0.00,$6.58,,,$57.55,
Delivery,3/26/21,#132,The United Pepperonis of Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$27.00,-$10.80,$0.00,$2.10,,,$18.30,
Delivery,3/26/21,#52698ca1,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$42.00,-$16.80,$0.00,$3.26,,,$28.46,
Delivery,3/26/21,#2500d494,The United Pepperonis of Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$19.24,-$7.69,$0.00,$1.49,,,$13.04,
Delivery,3/26/21,#27802,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$20.50,-$8.20,$0.00,$1.59,,,$13.89,
Delivery,3/26/21,#5276706a,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$20.99,-$8.39,$0.00,$1.63,,,$14.23,
Delivery,3/26/21,#340b3761,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$14.95,-$5.98,$0.00,$1.16,,,$10.13,
Delivery,3/26/21,#533fd54c,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$21.99,-$8.79,$0.00,$1.70,,,$14.90,
Delivery,3/26/21,#127,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates,$49.95,-$19.97,$0.00,$3.87,,,$33.85,
Delivery,3/26/21,#47aa60da,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.49,-$5.00,$0.00,$0.97,,,$8.46,
Delivery,3/26/21,#232,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$43.97,-$17.59,$0.00,$3.41,,,$29.79,
Delivery,3/26/21,#C0657,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$13.99,-$4.90,$0.00,$1.08,,,$10.17,
Delivery,3/26/21,#96e96863,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$1.01,,,$8.80,
Payment,3/26/21,,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,,,,,,,-$13.21,Uber Eats direct payment debit
Payment,3/26/21,,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,,,,,,,-$80.37,Uber Eats direct payment debit
Payment,3/26/21,,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,,,,,,,-$14.76,Uber Eats direct payment debit
Payment,3/26/21,,Cupid's Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,,,,,,,-$27.15,Uber Eats direct payment debit
Payment,3/26/21,,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,,,,,,,-$33.69,Uber Eats direct payment debit
Payment,3/26/21,,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,,,,,,,-$142.13,Uber Eats direct payment debit
Payment,3/26/21,,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,,,,,,,-$262.75,Uber Eats direct payment debit
Payment,3/26/21,,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,,,,,,,-$10.10,Uber Eats direct payment debit
Payment,3/26/21,,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,,,,,,,-$53.22,Uber Eats direct payment debit
Delivery,3/26/21,#f4362834,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$14.95,-$5.98,$0.00,$1.16,,,$10.13,
Delivery,3/26/21,#5566b868,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.45,-$6.18,$0.00,$1.20,,,$10.47,
Delivery,3/26/21,#0AAA7,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$17.98,-$7.19,$0.00,$1.39,,,$12.18,
Delivery,3/26/21,#be1e88d2,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$19.98,-$7.98,$0.00,$1.55,,,$13.55,
Delivery,3/26/21,#B3936,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$94.96,-$37.98,$0.00,$7.36,,,$64.34,
Delivery,3/25/21,#f7ef0794,The United Pepperonis of Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.49,-$6.20,$0.00,$1.20,,,$10.49,
Delivery,3/25/21,#611e9e13,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$31.90,-$12.76,$0.00,$2.47,,,$21.61,
