"Mar 12, 2021
Friday
4:43pm",42895325,Credit,Pickup,$11.99,$0.00,$0.00,$0.93,$1.20,$14.19,-$2.25,-$0.57
"Mar 12, 2021
Friday
4:46pm",42895783,Credit,Pickup,$80.50,$0.00,$0.00,$6.24,$12.07,$98.88,-$2.25,-$3.96
"Mar 12, 2021
Friday
5:06pm",42899334,Credit,Delivery,$31.56,$1.99,$0.00,$2.60,$4.73,$40.88,-$2.25,-$1.64
"Mar 12, 2021
Friday
5:49pm",42904915,Credit,Delivery,$88.92,$1.99,-$0.01,$7.04,$15.00,$112.94,-$2.25,-$4.52
"Mar 12, 2021
Friday
5:52pm",42905201,Credit,Pickup,$25.00,$0.00,-$0.01,$1.94,$0.00,$26.93,-$2.25,-$0.96
"Mar 12, 2021
Friday
5:58pm",42905865,Credit,Delivery,$38.97,$4.99,$0.00,$3.41,$5.85,$53.29,-$2.25,-$2.13
"Mar 12, 2021
Friday
7:01pm",42910312,Credit,Delivery,$40.70,$1.99,$0.00,$3.31,$8.14,$54.21,-$2.25,-$2.17
"Mar 12, 2021
Friday
7:21pm",42911178,Credit,Pickup,$31.97,$0.00,$0.00,$2.48,$0.00,$34.52,-$2.25,-$1.38
"Mar 13, 2021
Saturday
11:55am",42925550,Credit,Pickup,$25.00,$0.00,-$0.01,$1.94,$0.00,$27.00,-$2.25,-$1.08
"Mar 13, 2021
Saturday
4:29pm",42968708,Credit,Pickup,$26.47,$0.00,$0.00,$2.05,$0.00,$28.60,-$2.25,-$1.14
"Mar 13, 2021
Saturday
5:21pm",42976279,Credit,Pickup,$53.94,$0.00,$0.00,$4.18,$8.09,$66.28,-$2.25,-$2.65
"Mar 13, 2021
Saturday
6:04pm",42980667,Credit,Delivery,$77.00,$2.99,$0.00,$6.20,$11.55,$97.74,-$2.25,-$3.91
"Mar 13, 2021
Saturday
6:48pm",42983592,Credit,Pickup,$65.91,$0.00,$0.00,$5.11,$6.59,$77.68,-$2.25,-$3.11
"Mar 13, 2021
Saturday
6:59pm",42984148,Credit,Delivery,$28.49,$1.99,-$0.01,$2.36,$5.70,$38.53,-$2.25,-$1.54
"Mar 13, 2021
Saturday
9:13pm",42987303,Credit,Delivery,$30.23,$6.99,-$2.25,$2.71,$4.53,$42.21,-$2.25,-$1.69

"Mar 14, 2021
Sunday
11:42am",42996871,Credit,Pickup,$19.99,$0.00,$0.00,$1.55,$2.00,$23.61,-$2.25,-$0.94
"Mar 14, 2021
Sunday
1:50pm",43006271,Credit,Pickup,$49.93,$0.00,-$0.01,$3.87,$0.00,$53.86,-$2.25,-$2.15
"Mar 14, 2021
Sunday
5:13pm",43035248,Credit,Pickup,$24.98,$0.00,$0.00,$1.94,$0.00,$26.99,-$2.25,-$1.08
"Mar 14, 2021
Sunday
5:50pm",43038172,Credit,Pickup,$29.58,$0.00,$0.00,$2.29,$0.00,$31.87,-$2.25,-$1.07
"Mar 14, 2021
Sunday
7:06pm",43041892,Credit,Pickup,$28.32,$0.00,$0.00,$2.19,$4.25,$34.84,-$2.25,-$1.39
"Mar 14, 2021
Sunday
7:14pm",43042138,Credit,Delivery,$23.98,$6.99,$0.00,$2.40,$3.60,$37.04,-$2.25,-$1.48
"Mar 15, 2021
Monday
12:36pm",43052896,Credit,Pickup,$36.93,$0.00,$0.00,$2.86,$0.00,$39.79,-$2.25,-$1.59
"Mar 15, 2021
Monday
2:53pm",43061599,Credit,Pickup,$11.97,$0.00,$0.00,$0.93,$1.80,$14.70,-$2.25,-$0.59
"Mar 16, 2021
Tuesday
5:17pm",43118353,Credit,Pickup,$12.99,$0.00,$0.00,$1.01,$0.00,$14.00,-$2.25,-$0.56
"Mar 16, 2021
Tuesday
5:37pm",43119759,Credit,Delivery,$103.12,$6.99,$0.00,$8.53,$15.47,$134.11,-$2.25,-$5.36
"Mar 17, 2021
Wednesday
7:49pm",43173046,Credit,Delivery,$15.23,$1.99,$0.00,$1.33,$2.28,$20.83,-$2.25,-$0.83
"Mar 17, 2021
Wednesday
7:55pm",43173171,Credit,Delivery,$47.98,$6.99,-$0.01,$4.26,$5.00,$64.22,-$2.25,-$2.57
"Mar 18, 2021
Thursday
4:38pm",43220658,Credit,Delivery,$38.27,$1.99,-$0.01,$3.12,$5.74,$49.11,-$2.25,-$1.96
"Mar 18, 2021
Thursday
5:19pm",43225304,Credit,Delivery,$21.78,$6.99,$0.00,$2.23,$4.36,$35.36,-$2.25,-$1.41
"Mar 18, 2021
Thursday
5:34pm",43226732,Credit,Pickup,$21.98,$0.00,$0.00,$1.70,$3.30,$27.06,-$2.25,-$1.08
"Mar 18, 2021
Thursday
5:43pm",43227388,Credit,Pickup,$48.96,$0.00,$0.00,$3.79,$4.90,$57.73,-$2.25,-$2.31
"Mar 18, 2021",,,,,,,,,,,
Thursday,43228947,Credit,Pickup,$12.99,$0.00,$0.00,$1.01,$1.95,$16.02,-$2.25,-$0.44
6:05pm,,,,,,,,,,,

"Mar 18, 2021
Thursday
6:37pm",43230727,Credit,Pickup,$32.77,$0.00,$0.00,$2.54,$0.00,$35.38,-$2.25,-$1.42
"Mar 18, 2021
Thursday
7:24pm",43232325,Credit,Delivery,$23.98,$1.99,$0.00,$2.01,$3.30,$31.28,-$2.25,-$1.25
"Mar 18, 2021
Thursday
8:58pm",43233909,Credit,Delivery,$40.00,$2.99,-$0.01,$3.33,$4.00,$50.31,-$2.25,-$2.01
"Mar 19, 2021
Friday
4:46pm",43310164,Credit,Delivery,$21.98,$1.99,$0.00,$1.86,$3.30,$29.13,-$2.25,-$1.17
"Mar 19, 2021
Friday
4:55pm",43311928,Credit,Pickup,$11.99,$0.00,$0.00,$0.93,$1.20,$14.19,-$2.25,-$0.57
"Mar 19, 2021
Friday
5:28pm",43318144,Credit,Delivery,$40.97,$6.99,$0.00,$3.72,$5.00,$56.75,-$2.25,-$2.15
"Mar 19, 2021
Friday
5:52pm",43321809,Credit,Delivery,$85.92,$6.99,$0.00,$7.20,$12.89,$113.00,-$2.25,-$4.52
"Mar 19, 2021
Friday
6:30pm",43325880,Credit,Delivery,$17.16,$1.99,$0.00,$1.48,$2.57,$23.20,-$2.25,-$0.93
"Mar 19, 2021
Friday
6:55pm",43327742,Credit,Delivery,$32.47,$1.99,$0.00,$2.67,$4.87,$42.07,-$2.25,-$1.68
"Mar 19, 2021
Friday
6:58pm",43327986,Credit,Delivery,$18.53,$2.99,$0.00,$1.67,$3.71,$26.90,-$2.25,-$1.08
"Mar 20, 2021
Saturday
6:20pm",43400305,Credit,Pickup,$74.95,$0.00,$0.00,$5.81,$11.24,$92.07,-$2.25,-$3.68
"Mar 20, 2021
Saturday
6:58pm",43403023,Credit,Pickup,$37.57,$0.00,$0.00,$2.91,$3.00,$43.48,-$2.25,-$1.74
"Mar 21, 2021
Sunday
11:09am",43415745,Credit,Delivery,$18.99,$2.99,$0.00,$1.70,$2.85,$26.53,-$2.25,-$1.06
"Mar 21, 2021
Sunday
3:19pm",43439113,Credit,Delivery,$41.20,$1.99,$0.00,$3.35,$6.18,$52.72,-$2.25,-$2.11
"Mar 21, 2021
Sunday
5:40pm",43456289,Credit,Delivery,$22.99,$1.99,$0.00,$1.94,$3.45,$30.37,-$2.25,-$1.21
"Mar 21, 2021
Sunday
5:45pm",43456642,Credit,Pickup,$18.99,$0.00,$0.00,$1.47,$0.00,$20.46,-$2.25,-$0.62
"Mar 22, 2021
Monday
12:07pm",43470490,Credit,Pickup,$38.98,$0.00,$0.00,$3.02,$3.90,$45.97,-$2.25,-$1.84

"Mar 22, 2021
Monday
5:46pm",43495278,Credit,Pickup,$42.42,$0.00,$0.00,$3.29,$4.24,$50.02,-$2.25,-$2.00
"Mar 22, 2021
Monday
7:48pm",43498873,Credit,Pickup,$21.48,$0.00,$0.00,$1.66,$0.00,$23.14,-$2.25,-$0.93
"Mar 23, 2021
Tuesday
11:17am",43507810,Credit,Pickup,$14.97,$0.00,$0.00,$1.16,$2.99,$19.19,-$2.25,-$0.77
"Mar 25, 2021
Thursday
4:54pm",43638463,Credit,Pickup,$41.92,$0.00,$0.00,$3.25,$0.00,$45.17,-$2.25,-$1.81
"Mar 25, 2021
Thursday
6:47pm",43646113,Credit,Pickup,$38.54,$0.00,$0.00,$2.99,$7.71,$49.31,-$2.25,-$1.97
"Mar 25, 2021
Thursday
7:28pm",43647329,Credit,Pickup,$16.77,$0.00,$0.00,$1.30,$0.00,$18.14,-$2.25,-$0.73
"Mar 26, 2021
Friday
4:06pm",43714811,Credit,Delivery,$59.22,$4.99,$0.00,$4.98,$0.00,$69.26,-$2.25,-$2.17
"Mar 26, 2021
Friday
4:22pm",43718907,Credit,Pickup,$31.97,$0.00,$0.00,$2.48,$3.20,$37.72,-$2.25,-$1.51
"Mar 26, 2021
Friday
4:27pm",43720170,Credit,Delivery,$32.71,$1.99,$0.00,$2.69,$4.91,$42.30,-$2.25,-$1.69
"Mar 26, 2021
Friday
5:08pm",43729183,Credit,Pickup,$11.99,$0.00,$0.00,$0.93,$1.20,$14.19,-$2.25,-$0.57
"Mar 26, 2021
Friday
5:11pm",43729796,Credit,Pickup,$16.75,$0.00,$0.00,$1.30,$1.68,$19.80,-$2.25,-$0.79
"Mar 26, 2021
Friday
5:42pm",43734809,Credit,Pickup,$25.00,$0.00,-$0.01,$1.94,$0.00,$27.00,-$2.25,-$1.08
"Mar 26, 2021
Friday
5:51pm",43735997,Credit,Delivery,$33.72,$6.99,$0.00,$3.16,$5.06,$48.93,-$2.25,-$1.96
"Mar 26, 2021
Friday6:53pm",43741913,Credit,Delivery,$100.47,$6.99,$0.00,$8.33,$15.07,$130.86,-$2.25,-$5.23
"Mar 26, 2021
Friday
6:53pm",43741943,Credit,Delivery,$16.98,$6.99,$0.00,$1.86,$2.55,$28.38,-$2.25,-$1.14
"Mar 26, 2021
Friday
7:55pm",43744915,Credit,Delivery,$32.82,$2.99,$0.00,$2.78,$4.92,$43.51,-$2.25,-$1.74
"Mar 27, 2021
Saturday
1:14pm",43763639,Credit,Delivery,$24.97,$2.99,$0.00,$2.17,$3.75,$33.95,-$2.25,-$1.36

"Mar 27, 2021
Saturday
6:04pm",43811829,Credit,Pickup,$14.99,$0.00,$0.00,$1.16,$0.00,$16.23,-$2.25,-$0.65
"Mar 27, 2021
Saturday
6:12pm",43812620,Credit,Delivery,$25.77,$2.99,$0.00,$2.23,$3.87,$34.86,-$2.25,-$1.39
"Mar 27, 2021
Saturday
6:48pm",43815349,Credit,Pickup,$28.46,$0.00,$0.00,$2.21,$4.27,$35.01,-$2.25,-$0.80
"Mar 28, 2021
Sunday
12:55pm",43836022,Credit,Delivery,$17.98,$1.99,$0.00,$1.55,$3.60,$25.12,-$2.25,-$1.00
"Mar 28, 2021
Sunday
5:11pm",43869241,Credit,Pickup,$28.21,$0.00,$0.00,$2.19,$4.23,$34.63,-$2.25,-$1.39
"Mar 28, 2021
Sunday
6:30pm",43874156,Credit,Pickup,$19.98,$0.00,$0.00,$1.55,$0.00,$21.53,-$2.25,-$0.86
"Mar 28, 2021
Sunday
8:08pm",43876728,Credit,Pickup,$15.75,$0.00,-$0.01,$1.22,$0.00,$16.96,-$2.25,-$0.68
"Mar 29, 2021
Monday
7:21pm",43914197,Credit,Delivery,$77.48,$1.99,$0.00,$6.16,$11.62,$97.25,-$2.25,-$3.89
"Mar 29, 2021
Monday
8:06pm",43914901,Credit,Pickup,$12.97,$0.00,$0.00,$1.01,$0.00,$14.05,-$2.25,-$0.56
"Mar 30, 2021
Tuesday
10:53am",43923112,Credit,Pickup,$18.98,$0.00,$0.00,$1.47,$3.80,$24.32,-$2.25,-$0.97
"Mar 30, 2021
Tuesday
3:11pm",43938988,Credit,Pickup,$18.71,$0.00,$0.00,$1.45,$2.81,$23.04,-$2.25,-$0.92
"Mar 30, 2021
Tuesday
4:34pm",43949299,Credit,Pickup,$31.97,$0.00,$0.00,$2.48,$0.00,$34.52,-$2.25,-$1.38
"Mar 30, 2021
Tuesday
6:20pm",43957002,Credit,Delivery,$31.77,$1.99,$0.00,$2.62,$5.00,$41.45,-$2.25,-$1.66
"Mar 30, 2021
Tuesday
6:56pm",43958327,Credit,Pickup,$32.97,$0.00,$0.00,$2.56,$0.00,$35.60,-$2.25,-$1.42
"Mar 31, 2021
Wednesday
5:00pm",44002867,Credit,Pickup,$38.97,$0.00,$0.00,$3.02,$3.90,$45.89,-$2.25,-$1.84
"Mar 31, 2021
Wednesday
6:27pm",44008754,Credit,Delivery,$18.98,$6.99,$0.00,$2.01,$3.80,$31.78,-$2.25,-$1.27
"Mar 31, 2021
Wednesday
6:48pm",44009535,Credit,Delivery,$57.36,$1.99,-$0.01,$4.60,$11.47,$75.41,-$2.25,-$3.02

"Mar 31, 2021",,,,,,,,,,,
Wednesday,44010626,Credit,Pickup,$16.98,$0.00,$0.00,$1.32,$0.00,$18.37,-$2.25,-$0.73
7:31pm,,,,,,,,,,,
Adjustments,,,,,,,,,,,
Date & Time,Order ID,,Adjustment Value,,,Description,,,,,
"Mar 20, 2021
Saturday
6:57am",42636908,,-$29.58,,,Chargeback Dispute,,,,,
"Mar 12, 2021
Friday
9:42am",42654317,,$26.99,,,COF Reimbursement,,,,,
"Mar 03, 2021
Wednesday
4:02pm",42377588,,$5.00,,,Credit Slice Promo Code,,,,,
"Mar 04, 2021
Thursday
7:00pm",42436245,,$5.00,,,Credit Slice Promo Code,,,,,
"Mar 07, 2021
Sunday
3:19pm",42636908,,$5.00,,,Credit Slice Promo Code,,,,,
"Mar 11, 2021
Thursday
7:58pm",42818929,,$5.00,,,Credit Slice Promo Code,,,,,
"Mar 12, 2021
Friday
5:52pm",42905201,,$3.00,,,Credit Slice Promo Code,,,,,
"Mar 14, 2021
Sunday
5:50pm",43038172,,$5.00,,,Credit Slice Promo Code,,,,,
"Mar 18, 2021
Thursday
6:05pm",43228947,,$5.00,,,Credit Slice Promo Code,,,,,
"Mar 19, 2021
Friday
5:28pm",43318144,,$3.00,,,Credit Slice Promo Code,,,,,
"Mar 21, 2021
Sunday
5:45pm",43456642,,$5.00,,,Credit Slice Promo Code,,,,,
"Mar 26, 2021
Friday
4:06pm",43714811,,$15.00,,,Credit Slice Promo Code,,,,,
"Mar 27, 2021
Saturday
6:48pm",43815349,,$15.00,,,Credit Slice Promo Code,,,,,

"902 Broadway New York, NY 10010",Aroma Pizza & Pasta
"Activity Period: Mon Mar 1, 2021 to Wed","20491 Alton Pkwy, Lake Forest CA, 92630"
"Mar 31, 2021",Account ID: 15639
FAQ,Questions? Feedback?
How is the Slice Partnership Fee Charged?,We’re here to help! Call us at 855-237-4992
The Slice Partnership Fee is a per order charge and is,or email us at Partner@SliceLife.com
charged on the pre-tax amount of the total product sold.,
When is payment authorized for each order?,
Payment is authorized at the time the order is accepted,
"and set with a prep time. If the order cannot be confirmed,",
we will not authorize payment for it.,
Have you checked your Pizzeria Score?,Want an extra $250?
,Connect w ith your Account Manager today.
"Find your Pizzeria Score, plus tips on how to improve it, in",
"your Owner's Portal. Remember, the higher your score, the",Our referral program is back. Refer pizzerias to us and earn
more orders you can expect.,$250 for every shop that signs up. Email
,ShopReferrals@SliceLife.com. Together we can keep local
,pizzerias thriving.
