Store ID,Store Name,Business ID,Merchant Store ID,Payout Date,Currency,Subtotal,Tax Subtotal,Commission,Commission Tax,Drive Charge,Marketing Fees,Tips,Error Charges,Adjustments,Total Before Adjustments,Net Payout,Transactions Start Local Date,Transactions End Local Date,Transactions Start UTC Date,Transactions End UTC Date,Payout ID,Payout Status,Tax Remitted by DoorDash to State
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-03-15,USD,2921.74,263.0,700.74,0.0,0.0,0.0,0.0,21.87,0.0,2412.77,2412.77,2022-03-07,2022-03-11,2022-03-07,2022-03-11,209384712,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-03-11,USD,795.55,71.62,198.94,0.0,0.0,0.0,0.0,0.0,0.0,717.59,717.59,2022-03-07,2022-03-07,2022-03-07,2022-03-07,208389234,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-03-10,USD,880.14,79.23,220.09,0.0,0.0,0.0,0.0,9.91,0.0,729.37,729.37,2022-03-06,2022-03-06,2022-03-06,2022-03-06,208008846,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-03-09,USD,1035.68,93.24,258.99,0.0,0.0,0.0,0.0,4.2,0.0,865.73,865.73,2022-03-05,2022-03-05,2022-03-05,2022-03-06,207949184,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-03-08,USD,971.55,87.49,228.13,0.0,0.0,0.0,2.28,0.0,0.0,833.19,833.19,2022-03-04,2022-03-04,2022-03-04,2022-03-05,207914649,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-03-07,USD,2402.16,216.25,584.53,0.0,0.0,0.0,2.39,31.92,0.0,2004.35,2004.35,2022-03-01,2022-03-03,2022-03-01,2022-03-04,206934397,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-03-04,USD,457.02,41.15,110.63,0.0,0.0,0.0,0.0,8.61,0.0,378.93,378.93,2022-02-28,2022-02-28,2022-02-28,2022-03-01,206858090,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-03-03,USD,791.51,71.27,189.3,0.0,0.0,0.0,4.95,0.0,0.0,678.43,678.43,2022-02-27,2022-02-27,2022-02-27,2022-02-28,206482011,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-03-02,USD,1038.9,93.51,246.2,0.0,0.0,0.0,4.0,0.38,0.0,889.83,889.83,2022-02-26,2022-02-26,2022-02-26,2022-02-27,206420455,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-03-01,USD,1471.48,132.47,364.94,0.0,0.0,0.0,0.0,3.15,0.0,1235.86,1235.86,2022-02-25,2022-02-25,2022-02-25,2022-02-26,206377091,paid,0.0
