"ID","Restaurant","Type","Description","Date","Time","Subtotal","Delivery Fee","Service Fee","Tax","Tip","Restaurant Total","Commission","Processing Fee","Withheld Tax"
"O-774917946369129","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/10/22","7:43 PM","33.96","2.99","0","2.86","7.96","47.77","-4.62","-1.76","0"
"W-944817917541599","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/7/22","5:26 PM","39.36","2.99","0","3.28","9.13","54.76","0","-1.97","0"
"O-859117907403049","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/6/22","5:38 PM","23.98","2.99","0","2.09","4.35","33.41","-3.37","-1.32","0"
"W-961517912880108","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/8/22","12:53 PM","32.98","2.99","0","2.79","11.63","50.39","0","-1.84","0"
"O-980417950662321","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/11/22","7:04 PM","32.44","2.99","0","2.74","5.00","43.17","-4.43","-1.62","0"
"O-985118129921139","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/28/22","5:43 PM","22.98","2.99","0","2.01","3.71","31.69","-3.25","-1.27","0"
"O-604417912970704","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/7/22","7:34 PM","56.44","2.99","0","4.60","12.16","76.19","-7.43","-2.62","0"
"O-558417962333385","Ameci Pizza & Pasta - Trabuco Rd","Adjustment of O-558417962333385","Tip increased by diner via self-service - Tip updated by diner via help interaction","2/13/22","1:58 PM","0","0.00","0","0.00","0","0.00","0","0","0"
"O-038118102173935","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/27/22","1:30 PM","133.53","2.99","0","10.58","10.00","157.10","-17.07","-5.09","0"
"O-534118025324276","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/18/22","4:55 PM","26.99","2.99","0","2.32","3.00","35.30","-3.75","-1.38","0"
"O-874117970991602","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/13/22","8:25 PM","52.93","2.99","0","4.33","8.55","68.80","-6.99","-2.40","0"
"O-514518035999761","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/20/22","11:30 AM","34.97","0.00","0","2.71","0","37.68","-4.37","-1.45","0"
"O-514518085985498","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/24/22","7:06 PM","36.77","0.00","0","2.85","0","39.62","-4.60","-1.51","0"
"O-719617870147112","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/3/22","9:13 PM","31.96","0.00","0","2.48","3.75","38.19","-4.00","-1.46","0"
"W-410617917685909","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/8/22","12:15 PM","172.50","2.99","0","13.60","28.36","217.45","0","-6.93","0"
"W-604418072973007","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/23/22","7:05 PM","33.45","0.00","0","2.59","2.00","38.04","0","-1.46","0"
"W-359117960597111","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/13/22","4:11 PM","31.98","2.99","0","2.71","7.54","45.22","0","-1.68","0"
"O-774918096367493","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/25/22","5:09 PM","16.99","0.00","0","1.32","0","18.31","-2.12","-0.86","0"
"O-126917960286199","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/12/22","6:02 PM","24.73","2.99","0","2.15","4.48","34.35","-3.47","-1.35","0"
"O-781818075035274","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/23/22","6:36 PM","20.36","0.00","0","1.58","0","21.94","-2.55","-0.97","0"
"O-753318030921127","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/19/22","7:08 PM","26.98","0.00","0","2.09","4.36","33.43","-3.37","-1.32","0"
"O-753317950922186","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/11/22","5:22 PM","45.46","0.00","0","3.52","10.00","58.98","-5.68","-2.10","0"
"O-062118027366050","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/18/22","6:26 PM","56.45","4.99","0","4.76","13.24","79.44","-7.68","-2.72","0"
"O-010618055858545","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/21/22","9:07 PM","39.09","0.00","0","3.03","0","42.12","-4.89","-1.58","0"
"O-392817860755814","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/2/22","7:19 PM","41.97","2.99","0","3.48","14.53","62.97","-5.62","-2.22","0"
"O-003417890668020","Ameci Pizza & Pasta - Trabuco Rd","Adjustment of O-003417890668020","MISSING_ITEM - Refund requested by diner via help interaction","2/5/22","5:56 PM","-4.99","0.00","0","-0.38","0","-5.37","0","0","0"
"O-003417870615796","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/4/22","5:30 PM","42.57","4.99","0","3.69","7.69","58.94","-5.95","-2.10","0"
"O-874117960950937","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/13/22","3:30 PM","42.16","2.99","0","3.50","7.30","55.95","-5.64","-2.01","0"
"O-010617945885052","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/11/22","5:30 PM","68.81","0.00","0","5.33","0","74.14","-8.60","-2.56","0"
"O-985117999910166","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/16/22","4:42 PM","52.24","4.99","0","4.44","8.44","70.11","-7.15","-2.44","0"
"O-118618020804875","Ameci Pizza & Pasta - Trabuco Rd","Adjustment of O-118618020804875","Restaurant closed","2/18/22","9:41 PM","-27.48","-4.99","0","-2.52","-7.00","-41.99","4.06","1.58","0"
"W-949417889821850","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/4/22","8:00 PM","43.74","0.00","0","3.39","7.07","54.20","0","-1.95","0"
"W-685617963343026","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/13/22","12:59 PM","33.97","0.00","0","2.63","0","36.60","0","-1.42","0"
"O-874117980996536","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/14/22","7:11 PM","33.97","0.00","0","2.63","5.49","42.09","-4.25","-1.58","0"
"O-720018046234206","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/20/22","7:56 PM","27.97","2.99","0","2.40","4.52","37.88","-3.87","-1.46","0"
"O-985118099926216","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/25/22","8:27 PM","40.55","2.99","0","3.37","7.03","53.94","-5.44","-1.95","0"
"O-558417962333385","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/13/22","1:08 PM","97.16","0.00","0","7.53","0","104.69","-12.15","-3.49","0"
"W-230317926164105","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/8/22","6:52 PM","14.98","0.00","0","1.16","1.61","17.75","0","-0.84","0"
"O-902618077550842","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/24/22","12:29 PM","11.78","0.00","0","0.91","0","12.69","-1.47","-0.69","0"
"W-757517960159432","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/13/22","1:30 PM","91.44","0.00","0","7.09","4.93","103.46","0","-3.46","0"
"W-985118099924749","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/25/22","6:08 PM","68.91","2.99","0","5.57","7.00","84.47","0","-2.88","0"
"W-944817967577804","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/13/22","1:01 PM","19.53","2.99","0","1.74","4.85","29.11","0","-1.19","0"
"O-902617967552067","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/12/22","5:36 PM","22.58","2.99","0","1.98","0","27.55","-3.20","-1.14","0"
"O-126917930288556","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/9/22","7:07 PM","17.07","0.00","0","1.32","1.84","20.23","-2.13","-0.92","0"
"O-862118062794846","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/22/22","9:32 PM","20.98","0.00","0","1.63","0","22.61","-2.62","-0.99","0"
"W-520317899977079","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/5/22","6:30 PM","47.23","2.99","0","3.89","8.12","62.23","0","-2.20","0"
"O-514518075987901","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/23/22","5:56 PM","11.99","0.00","0","0.93","0","12.92","-1.50","-0.69","0"
"O-980117985746498","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/14/22","5:15 PM","27.56","2.99","0","2.37","4.93","37.85","-3.82","-1.45","0"
"O-980118015747230","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/17/22","6:00 PM","26.99","2.99","0","2.32","4.36","36.66","-3.75","-1.42","0"
"O-604418032946126","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/20/22","12:55 PM","25.98","0.00","0","2.01","0","27.99","-3.25","-1.15","0"
"W-210117875614924","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/4/22","12:28 PM","27.74","2.99","0","2.38","3.00","36.11","0","-1.40","0"
"O-962617915364821","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/7/22","7:36 PM","21.98","0.00","0","1.70","0","23.68","-2.75","-1.02","0"
"O-952217894152861","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/5/22","5:25 PM","50.55","2.99","0","4.15","8.65","66.34","-6.69","-2.32","0"
"O-786017868694780","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/3/22","11:30 AM","172.98","7.99","0","14.03","35.00","230.00","-31.67","-7.32","0"
"O-558418042378408","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/20/22","8:42 PM","37.97","0.00","0","2.94","6.14","47.05","-4.75","-1.74","0"
"O-962618035365609","Ameci Pizza & Pasta - Trabuco Rd","Adjustment of O-962618035365609","Refund for missing item(s)
Small Dinner Salad
","2/19/22","8:12 PM","-3.99","0.00","0","-0.31","0","-4.30","0","0","0"
"O-118618090804700","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/25/22","8:51 PM","46.98","4.99","0","4.03","5.00","61.00","-6.50","-2.16","0"
"W-985117999927042","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/15/22","7:07 PM","16.98","0.00","0","1.32","0","18.30","0","-0.86","0"
"W-359118070532888","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/23/22","6:41 PM","32.97","0.00","0","2.56","0","35.53","0","-1.38","0"
"O-514517935985356","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/9/22","6:14 PM","34.26","4.99","0","3.05","7.38","49.68","-4.91","-1.82","0"
"O-520317869976431","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/2/22","9:17 PM","33.72","2.99","0","2.84","3.63","43.18","-4.59","-1.62","0"
"O-126918070280178","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/24/22","12:27 PM","26.15","2.99","0","2.26","4.71","36.11","-3.64","-1.40","0"
"O-973818027850992","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/19/22","2:55 PM","32.98","2.99","0","2.79","7.75","46.51","-4.50","-1.72","0"
"O-534117925329340","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/8/22","5:36 PM","15.47","2.99","0","1.43","3.98","23.87","-2.31","-1.03","0"
"O-117017909791080","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/6/22","6:30 PM","36.56","2.99","0","3.06","7.88","50.49","-4.94","-1.84","0"
"O-980118005769380","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/17/22","12:25 PM","19.28","2.99","0","1.72","3.12","27.11","-2.78","-1.13","0"
"O-228318101286607","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/26/22","6:23 PM","154.94","2.99","0","12.24","25.53","195.70","-19.74","-6.27","0"
"O-685618043329460","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/20/22","5:30 PM","20.98","0.00","0","1.63","4.51","27.12","-2.62","-1.13","0"
"W-685617963325031","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/12/22","6:33 PM","32.97","0.00","0","2.56","5.33","40.86","0","-1.55","0"
"O-837017885087329","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/5/22","4:10 PM","22.58","2.99","0","1.98","0","27.55","-3.20","-1.14","0"
"W-985118099914099","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/26/22","1:31 PM","15.74","2.99","0","1.45","4.04","24.22","0","-1.04","0"
"O-962618035365609","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/19/22","7:55 PM","34.96","2.99","0","2.94","5.65","46.54","-4.74","-1.72","0"
"O-962618065318398","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/23/22","2:46 PM","18.95","0.00","0","1.47","4.08","24.50","-2.37","-1.05","0"
"O-774918106363423","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/26/22","5:06 PM","22.58","2.99","0","1.98","0","27.55","-3.20","-1.14","0"
"O-126917930286762","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/9/22","6:19 PM","63.40","2.99","0","5.14","5.00","76.53","-8.30","-2.63","0"
"O-726817893323184","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/5/22","6:20 PM","33.96","2.99","0","2.86","5.49","45.30","-4.62","-1.68","0"
"O-534117985328475","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/14/22","6:23 PM","26.99","0.00","0","2.09","0","29.08","-3.37","-1.19","0"
"O-534118065320656","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/22/22","9:17 PM","44.75","4.99","0","3.86","7.23","60.83","-6.22","-2.16","0"
"O-902618027550732","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/18/22","7:58 PM","36.16","0.00","0","2.80","0","38.96","-4.52","-1.49","0"
"W-902617967527471","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/13/22","3:30 PM","54.72","2.99","0","4.47","12.44","74.62","0","-2.58","0"
"W-595018086946573","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/24/22","7:50 PM","18.98","2.99","0","1.70","4.73","28.40","0","-1.17","0"
"O-230318066166531","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/22/22","5:51 PM","51.92","0.00","0","4.02","0","55.94","-6.49","-2.01","0"
"O-038118122130133","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/28/22","9:13 PM","26.96","2.99","0","2.32","5.00","37.27","-3.74","-1.44","0"
"O-534117985351807","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/15/22","11:15 AM","11.99","0.00","0","0.93","1.29","14.21","-1.50","-0.73","0"
"O-210117895638827","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/5/22","7:12 PM","17.36","4.99","0","1.74","2.81","26.90","-2.79","-1.12","0"
"O-311517875674380","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/4/22","1:05 PM","70.95","2.99","0","5.73","4.00","83.67","-9.24","-2.85","0"
"O-392817880759869","Ameci Pizza & Pasta - Trabuco Rd","Adjustment of O-392817880759869","Order not received","2/4/22","7:27 PM","-25.72","-2.99","0","-2.22","-4.63","-35.56","3.59","1.38","0"
"O-595018056940990","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/22/22","1:11 PM","11.99","0.00","0","0.93","0","12.92","-1.50","-0.69","0"
"W-944817917577621","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/8/22","1:39 PM","31.46","0.00","0","2.44","0","33.90","0","-1.33","0"
"O-962618025362550","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/18/22","6:10 PM","45.85","0.00","0","3.55","0","49.40","-5.73","-1.81","0"
"O-514518115985842","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/27/22","6:54 PM","15.57","4.99","0","1.60","3.32","25.48","-2.57","-1.08","0"
"O-118618020804875","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/18/22","9:15 PM","27.48","4.99","0","2.52","7.00","41.99","-4.06","-1.58","0"
"O-558418042370286","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/20/22","7:01 PM","59.68","0.00","0","4.63","0","64.31","-7.46","-2.26","0"
"W-940317941161960","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/11/22","11:15 AM","14.99","0.00","0","1.16","0","16.15","0","-0.79","0"
"O-558417912375506","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/7/22","5:15 PM","87.31","2.99","0","7.00","10.00","107.30","-11.29","-3.57","0"
"O-874118000996497","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/16/22","9:05 PM","26.47","2.99","0","2.28","7.13","38.87","-3.68","-1.49","0"
"O-392817880759869","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/4/22","7:11 PM","25.72","2.99","0","2.22","4.63","35.56","-3.59","-1.38","0"
"O-534117975327497","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/13/22","8:06 PM","21.98","2.99","0","1.93","0","26.90","-3.12","-1.12","0"
"O-010618015857129","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/17/22","6:39 PM","54.45","0.00","0","4.22","0","58.67","-6.81","-2.09","0"
"O-940318091166742","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/25/22","5:26 PM","23.36","4.99","0","2.20","4.58","35.13","-3.54","-1.37","0"
"O-980117945740862","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/10/22","6:57 PM","35.96","4.99","0","3.18","7.75","51.88","-5.12","-1.88","0"
"O-235718097065808","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/25/22","7:33 PM","27.16","0.00","0","2.10","5.85","35.11","-3.40","-1.37","0"
"W-020618076400703","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/24/22","2:33 PM","86.95","2.99","0","6.97","14.54","111.45","0","-3.70","0"
"O-944817967547255","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/12/22","7:03 PM","36.25","2.99","0","3.04","0","42.28","-4.91","-1.59","0"
"O-781818075035274","Ameci Pizza & Pasta - Trabuco Rd","Adjustment of O-781818075035274","Tip increased by diner via self-service - Tip updated by diner via help interaction","2/23/22","6:36 PM","0","0.00","0","0.00","0","0.00","0","0","0"
"O-230318036137967","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/20/22","4:31 PM","30.98","2.99","0","2.63","5.01","41.61","-4.25","-1.57","0"
"O-902618117554819","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/27/22","8:14 PM","18.99","2.99","0","1.70","4.74","28.42","-2.75","-1.17","0"
"O-003417890661012","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/5/22","7:01 PM","39.33","0.00","0","3.05","0","42.38","-4.92","-1.59","0"
"O-985118039927723","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/19/22","6:53 PM","76.95","2.99","0","6.19","17.23","103.36","-9.99","-3.45","0"
"O-126918000228169","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/17/22","1:57 PM","24.06","0.00","0","1.86","0","25.92","-3.01","-1.09","0"
"W-786017858699791","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/1/22","5:17 PM","50.29","0.00","0","3.90","8.13","62.32","0","-2.20","0"
"O-265517878425059","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/4/22","1:02 PM","16.55","0.00","0","1.28","0","17.83","-2.07","-0.84","0"
"W-126918000226130","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/18/22","12:30 PM","48.98","4.99","0","4.19","17.45","75.61","0","-2.61","0"
"O-230318066160181","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/22/22","7:24 PM","21.47","2.99","0","1.89","4.63","30.98","-3.06","-1.24","0"
"O-604418002942899","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/17/22","4:14 PM","41.80","0.00","0","3.24","0","45.04","-5.23","-1.67","0"
"O-311517885643406","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/4/22","5:18 PM","41.98","2.99","0","3.48","4.50","52.95","-5.62","-1.91","0"
"O-038118022175396","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/18/22","9:19 PM","59.16","2.99","0","4.81","5.00","71.96","-7.77","-2.49","0"
"O-595018106947564","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/26/22","5:12 PM","62.66","0.00","0","4.86","13.50","81.02","-7.83","-2.77","0"
"O-720517898025843","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/5/22","8:52 PM","15.98","2.99","0","1.47","3.06","23.50","-2.37","-1.02","0"
"O-230318036137954","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/20/22","4:29 PM","21.57","2.99","0","1.90","5.00","31.46","-3.07","-1.26","0"
"W-010617965852794","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/12/22","5:58 PM","36.27","2.99","0","3.04","6.35","48.65","0","-1.78","0"
"W-985118089929682","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/25/22","11:45 AM","166.59","0.00","0","12.91","0","179.50","0","-5.77","0"
"O-359118070532888","Ameci Pizza & Pasta - Trabuco Rd","Adjustment of O-359118070532888","Tip increased by diner via self-service - Tip updated by diner via help interaction","2/23/22","6:41 PM","0","0.00","0","0.00","0","0.00","0","0","0"
"O-720017986252947","Ameci Pizza & Pasta - Trabuco Rd","Adjustment of O-720017986252947","Tip increased by diner via self-service - Tip updated by diner via help interaction","2/15/22","4:21 PM","0","0.00","0","0.00","0","0.00","0","0","0"
"O-595018066946307","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/22/22","7:23 PM","17.23","0.00","0","1.34","0","18.57","-2.15","-0.87","0"
"O-940318081168123","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/24/22","6:14 PM","41.83","2.99","0","3.47","5.50","53.79","-5.60","-1.94","0"
"O-020618126469419","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/28/22","7:32 PM","21.98","0.00","0","1.70","0","23.68","-2.75","-1.02","0"
"O-952217894108281","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"2/5/22","7:35 PM","48.18","2.99","0","3.96","8.26","63.39","-6.40","-2.23","0"
