"ID","Restaurant","Type","Description","Date","Time","Subtotal","Service","Delivery","Tax","Tip","Restaurant Total","Commission","Processing Fee","Withheld Tax"
"W-369315515111822","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/12/21","8:13 PM","23.98","0","0.00","1.86","1.29","27.13","0","-1.13","0"
"O-920915522663611","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/13/21","5:39 PM","18.99","0","0.00","1.47","0","20.46","-2.37","-0.92","0"
"O-521615621848981","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/23/21","6:26 PM","35.80","0","0.00","2.77","0","38.57","-4.48","-1.48","0"
"O-869115643182023","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/25/21","7:17 PM","56.43","0","0.00","4.37","0","60.80","-7.05","-2.15","0"
"O-786215543146815","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/16/21","5:07 PM","52.62","0","4.99","4.47","12.42","74.50","-7.20","-2.57","0"
"O-654615669653097","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/27/21","9:34 PM","16.78","0","2.99","1.53","2.71","24.01","-2.47","-1.03","0"
"W-191415426022672","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/4/21","5:08 PM","57.44","0","0.00","4.45","9.28","71.17","0","-2.47","0"
"W-855715480837866","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/10/21","11:45 AM","95.53","0","2.99","7.63","15.92","122.07","0","-4.02","0"
"O-762715627333590","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/23/21","7:42 PM","15.57","0","0.00","1.21","0","16.78","-1.95","-0.81","0"
"O-065915668485661","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/28/21","4:39 PM","9.74","0","0.00","0.75","2.10","12.59","-1.22","-0.68","0"
"W-287915576061802","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/19/21","2:10 PM","25.48","0","2.99","2.20","6.13","36.80","0","-1.42","0"
"O-486615556444713","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/16/21","6:51 PM","54.90","0","4.99","4.64","16.13","80.66","-7.49","-2.76","0"
"O-710215683155152","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/29/21","5:54 PM","21.98","0","2.99","1.93","5.38","32.28","-3.12","-1.28","0"
"O-175815568124771","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/17/21","8:43 PM","51.44","0","2.99","4.22","8.79","67.44","-6.80","-2.36","0"
"O-803415426427111","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/3/21","6:48 PM","20.98","0","2.99","1.86","3.87","29.70","-3.00","-1.21","0"
"O-065915678424551","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/29/21","4:38 PM","54.93","0","2.99","4.49","4.00","66.41","-7.24","-2.33","0"
"O-278215687603337","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/29/21","7:44 PM","21.98","0","2.99","1.93","4.04","30.94","-3.12","-1.24","0"
"O-155215481565868","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/9/21","7:17 PM","27.96","0","2.99","2.40","4.00","37.35","-3.87","-1.44","0"
"W-574215554616624","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/16/21","8:20 PM","23.98","0","2.99","2.09","4.36","33.42","0","-1.32","0"
"O-684215697763464","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/30/21","7:06 PM","37.94","0","0.00","2.94","0","40.88","-4.74","-1.55","0"
"O-267015685047143","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/30/21","4:06 PM","31.97","0","2.99","2.71","4.00","41.67","-4.37","-1.57","0"
"O-497815438033892","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/5/21","3:16 PM","61.74","0","2.99","5.01","13.95","83.69","-8.09","-2.85","0"
"W-752515470118376","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/8/21","6:56 PM","33.96","0","0.00","2.63","0","36.59","0","-1.42","0"
"O-591815668776912","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/27/21","6:03 PM","45.65","0","2.99","3.77","7.86","60.27","-6.08","-2.14","0"
"O-817615678133582","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/28/21","8:41 PM","32.96","0","2.99","2.78","3.55","42.28","-4.49","-1.59","0"
"W-175815548177621","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/16/21","5:08 PM","41.97","0","2.99","3.48","9.69","58.13","0","-2.07","0"
"W-719115682362290","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/29/21","8:45 PM","21.98","0","0.00","1.70","2.37","26.05","0","-1.09","0"
"O-654615649650163","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/25/21","7:25 PM","53.35","0","2.99","4.36","9.10","69.80","-7.04","-2.43","0"
"W-711515578289916","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/18/21","8:00 PM","33.45","0","0.00","2.59","0","36.04","0","-1.40","0"
"O-265615633335037","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/25/21","5:42 PM","23.52","0","2.99","2.05","4.28","32.84","-3.31","-1.30","0"
"O-307615527063466","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/13/21","7:04 PM","16.77","0","2.99","1.53","3.19","24.48","-2.47","-1.05","0"
"O-791815583924279","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/20/21","1:36 PM","38.56","0","2.99","3.22","0","44.77","-5.19","-1.67","0"
"W-519215441666747","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/6/21","12:44 PM","11.99","0","0.00","0.93","1.29","14.21","0","-0.73","0"
"W-051315457881830","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/7/21","1:39 PM","16.98","0","2.99","1.55","4.30","25.82","0","-1.09","0"
"O-574215554613889","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/16/21","8:10 PM","61.81","0","2.99","5.02","13.32","83.14","-8.10","-2.84","0"
"W-953715646548049","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/25/21","6:01 PM","31.77","0","2.99","2.69","5.62","43.07","0","-1.61","0"
"O-823115540378183","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/15/21","8:02 PM","20.77","0","2.99","1.84","2.56","28.16","-2.97","-1.16","0"
"O-291415471394644","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/8/21","9:41 PM","11.99","0","0.00","0.93","0","12.92","-1.50","-0.69","0"
"W-497815458063388","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/6/21","8:10 PM","35.55","0","0.00","2.76","0","38.31","0","-1.47","0"
"O-935715569964332","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/18/21","5:00 PM","32.06","0","4.99","2.87","5.99","45.91","-4.63","-1.70","0"
"O-920915532680733","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/15/21","1:00 PM","52.55","0","2.99","4.30","3.00","62.84","-6.94","-2.22","0"
"W-364815633812065","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/24/21","7:15 PM","77.18","0","0.00","5.98","8.32","91.48","0","-3.09","0"
"O-261115658885739","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/27/21","4:56 PM","60.33","0","2.99","4.91","6.00","74.23","-7.92","-2.56","0"
"O-604515445227377","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/6/21","2:54 PM","9.99","0","0.00","0.77","0","10.76","-1.25","-0.63","0"
"O-737415517005923","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/13/21","5:31 PM","23.47","0","2.99","2.05","4.28","32.79","-3.31","-1.30","0"
"O-287915586047508","Ameci Pizza & Pasta - Trabuco Rd","Cash Order",,"6/19/21","6:12 PM","26.98","0","0.00","2.09","0","29.07","-3.37","0","0"
"O-123115653766777","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/26/21","6:00 PM","10.99","0","0.00","0.85","0","11.84","-1.37","-0.66","0"
"O-737415507024387","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/12/21","3:46 PM","15.74","0","2.99","1.45","4.04","24.22","-2.34","-1.04","0"
"W-633915573247117","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/19/21","12:12 PM","37.46","0","0.00","2.90","4.04","44.40","0","-1.65","0"
"O-699815501972437","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/11/21","9:28 PM","45.27","0","4.99","3.90","7.00","61.16","-6.28","-2.17","0"
"O-823115500378276","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/11/21","7:13 PM","31.73","0","2.99","2.69","3.74","41.15","-4.34","-1.56","0"
"W-957915411202914","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/2/21","6:47 PM","39.97","0","0.00","3.10","2.00","45.07","0","-1.67","0"
"O-803415456421248","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/6/21","7:22 PM","39.96","0","2.99","3.33","6.46","52.74","-5.37","-1.91","0"
"O-823115480379171","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/9/21","6:09 PM","33.55","0","2.99","2.83","9.84","49.21","-4.57","-1.80","0"
"W-330915685593737","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/29/21","7:02 PM","43.55","0","2.99","3.61","7.52","57.67","0","-2.06","0"
"W-873515634046660","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/24/21","5:50 PM","46.47","0","2.99","3.83","5.00","58.29","0","-2.08","0"
"O-604515415287458","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/3/21","6:15 PM","15.96","0","0.00","1.24","0","17.20","-2.00","-0.82","0"
"O-146715593752974","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/20/21","5:48 PM","32.44","0","2.99","2.74","3.00","41.17","-4.43","-1.56","0"
"O-221415510302966","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/12/21","7:32 PM","28.77","0","2.99","2.46","4.65","38.87","-3.97","-1.49","0"
"O-798415485354228","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/9/21","9:20 PM","49.71","0","0.00","3.85","0","53.56","-6.21","-1.93","0"
"O-535915446395616","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/5/21","7:29 PM","32.46","0","0.00","2.52","6.99","41.97","-4.06","-1.58","0"
"O-390215610619284","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/23/21","12:26 PM","44.95","0","2.99","3.71","5.17","56.82","-5.99","-2.03","0"
"O-776615634388681","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/25/21","5:36 PM","46.44","0","2.99","3.83","4.00","57.26","-6.18","-2.05","0"
"O-517015392700471","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/1/21","11:45 AM","27.75","0","4.99","2.54","4.46","39.74","-4.09","-1.51","0"
"W-812015668948746","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/27/21","6:09 PM","30.98","0","4.99","2.79","5.81","44.57","0","-1.66","0"
"W-575815643452070","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/25/21","5:33 PM","57.42","0","0.00","4.45","9.28","71.15","0","-2.47","0"
"O-574215544610057","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/16/21","11:45 AM","25.96","0","4.99","2.40","4.67","38.02","-3.87","-1.46","0"
"O-364815643844371","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/26/21","4:38 PM","35.96","0","2.99","3.02","8.39","50.36","-4.87","-1.84","0"
"W-823815638744317","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/25/21","4:16 PM","34.57","0","2.99","2.91","6.07","46.54","0","-1.72","0"
"O-880115407371320","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/2/21","5:45 PM","35.54","0","2.99","2.98","6.23","47.74","-4.82","-1.76","0"
"W-305715411877386","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/3/21","5:00 PM","41.97","0","2.99","3.48","8.00","56.44","0","-2.02","0"
"W-872815453088020","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/7/21","12:04 PM","82.69","0","2.99","6.64","10.00","102.32","0","-3.42","0"
"W-368815466140130","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/8/21","12:00 PM","25.58","0","2.99","2.21","4.62","35.40","0","-1.38","0"
"O-065915602447711","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/22/21","5:36 PM","18.99","0","2.99","1.70","3.55","27.23","-2.75","-1.13","0"
"W-625215565068781","Ameci Pizza & Pasta - Trabuco Rd","Cash Order",,"6/17/21","8:03 PM","18.99","0","0.00","1.47","0","20.46","0","0","0"
"O-803415466428790","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/7/21","6:16 PM","25.17","0","4.99","2.34","5.42","37.92","-3.77","-1.46","0"
"W-823115470379784","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/8/21","6:14 PM","23.98","0","2.99","2.09","3.59","32.65","0","-1.30","0"
"O-812515652597690","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/27/21","3:58 PM","15.74","0","2.99","1.45","4.04","24.22","-2.34","-1.04","0"
"O-191415426027363","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/4/21","5:05 PM","18.99","0","0.00","1.47","0","20.46","-2.37","-0.92","0"
"O-402415447748957","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/6/21","4:45 PM","46.95","0","0.00","3.64","0","50.59","-5.87","-1.84","0"
"O-251215435691561","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/4/21","6:54 PM","42.31","0","4.99","3.67","7.65","58.62","-5.91","-2.09","0"
"W-165215486669598","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/10/21","2:24 PM","42.94","0","2.99","3.56","6.44","55.93","0","-2.01","0"
"W-497815438067940","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/4/21","7:07 PM","45.16","0","0.00","3.50","0","48.66","0","-1.78","0"
"O-574215554616940","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/16/21","8:40 PM","38.46","0","2.99","3.21","4.47","49.13","-5.18","-1.80","0"
"W-428915568498654","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/18/21","1:53 PM","15.98","0","2.99","1.47","4.09","24.53","0","-1.05","0"
"O-233715620779960","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/24/21","12:00 PM","65.97","0","2.99","5.34","7.00","81.30","-8.62","-2.78","0"
"O-439515636304102","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/25/21","4:21 PM","32.98","0","2.99","2.79","7.75","46.51","-4.50","-1.72","0"
"O-994115439307501","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/4/21","5:38 PM","35.97","0","0.00","2.79","0","38.76","-4.50","-1.48","0"
"W-251215465695743","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/7/21","9:04 PM","33.98","0","2.99","2.86","5.97","45.80","0","-1.70","0"
"O-535915426350083","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/4/21","2:30 PM","11.74","0","0.00","0.91","0","12.65","-1.47","-0.69","0"
"O-953715626517060","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/24/21","2:54 PM","16.37","0","4.99","1.66","2.65","25.67","-2.67","-1.08","0"
"W-023815440884285","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/5/21","9:22 PM","76.67","0","0.00","5.94","0","82.61","0","-2.82","0"
"O-307615507045335","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/12/21","2:40 PM","26.99","0","0.00","2.09","0","29.08","-3.37","-1.19","0"
"O-390215640616497","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/25/21","6:44 PM","21.99","0","2.99","1.93","5.00","31.91","-3.12","-1.27","0"
"O-633915583272139","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/19/21","7:00 PM","33.70","0","2.99","2.84","5.93","45.46","-4.59","-1.69","0"
"O-307615517042041","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/13/21","1:21 PM","11.99","0","0.00","0.93","1.29","14.21","-1.50","-0.73","0"
"O-245215572245399","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/19/21","4:49 PM","31.47","0","2.99","2.67","7.43","44.56","-4.31","-1.66","0"
"O-591815628743427","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/24/21","3:10 PM","27.44","0","2.99","2.36","4.92","37.71","-3.80","-1.45","0"
"W-855715520882695","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/13/21","8:31 PM","22.95","0","2.99","2.01","5.59","33.54","0","-1.32","0"
"O-497815448021479","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/6/21","5:38 PM","16.98","0","2.99","1.55","3.23","24.75","-2.50","-1.05","0"
"O-402415417724467","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/3/21","11:30 AM","21.98","0","0.00","1.70","0","23.68","-2.75","-1.02","0"
"O-912915560216387","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/17/21","6:55 PM","31.98","0","2.99","2.71","2.00","39.68","-4.37","-1.51","0"
"O-287915576053050","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/18/21","9:09 PM","38.95","0","2.99","3.25","5.00","50.19","-5.24","-1.83","0"
"O-774515413708367","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/2/21","6:32 PM","20.98","0","2.99","1.86","3.00","28.83","-3.00","-1.18","0"
"W-752515520173697","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/14/21","2:30 PM","48.97","0","0.00","3.80","3.23","56.00","0","-2.01","0"
"O-895215452591210","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/6/21","6:24 PM","43.46","0","2.99","3.60","10.01","60.06","-5.81","-2.13","0"
"W-435915557831282","Ameci Pizza & Pasta - Trabuco Rd","Cash Order",,"6/16/21","5:57 PM","11.99","0","0.00","0.93","0","12.92","0","0","0"
"O-881215619540219","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/22/21","6:15 PM","25.17","0","4.99","2.34","5.42","37.92","-3.77","-1.46","0"
"W-233715640768061","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/25/21","7:56 PM","57.92","0","4.99","4.88","10.17","77.96","0","-2.68","0"
"O-873515644061051","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/26/21","1:32 PM","26.95","0","2.99","2.32","5.81","38.07","-3.74","-1.46","0"
"W-064515675805235","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/29/21","5:15 PM","41.97","0","2.99","3.48","9.69","58.13","0","-2.07","0"
"W-123115643721920","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/26/21","4:45 PM","39.97","0","2.99","3.33","3.71","50.00","0","-1.83","0"
"O-449015477109503","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"6/8/21","7:54 PM","25.98","0","2.99","2.24","6.24","37.45","-3.62","-1.44","0"
