"Feb 12, 2021
Friday
5:23pm",41397892,Credit,Pickup,$10.99,$0.00,$0.00,$0.85,$1.10,$13.02,-$2.25,-$0.52
"Feb 12, 2021
Friday
6:12pm",41402389,Credit,Delivery,$53.96,$1.99,$0.00,$4.34,$10.79,$71.08,-$2.25,-$2.84
"Feb 12, 2021
Friday
6:24pm",41403179,Credit,Delivery,$56.44,$2.99,$0.00,$4.61,$2.00,$66.04,-$2.25,-$2.64
"Feb 12, 2021
Friday
6:32pm",41403661,Credit,Pickup,$41.65,$0.00,$0.00,$3.23,$6.25,$51.20,-$2.25,-$2.05
"Feb 13, 2021
Saturday
1:45pm",41427604,Credit,Pickup,$9.99,$0.00,$0.00,$0.77,$1.50,$12.26,-$2.25,-$0.49
"Feb 13, 2021
Saturday
4:23pm",41456973,Credit,Pickup,$26.98,$0.00,$0.00,$2.09,$1.91,$31.05,-$2.25,-$1.24

"Feb 13, 2021
Saturday
4:59pm",41461593,Credit,Pickup,$16.74,$0.00,$0.00,$1.30,$0.00,$18.04,-$2.25,-$0.72
"Feb 13, 2021
Saturday
6:09pm",41467943,Credit,Pickup,$40.73,$0.00,$0.00,$3.16,$0.00,$43.96,-$2.25,-$1.76
"Feb 13, 2021
Saturday
7:04pm",41470594,Credit,Pickup,$22.92,$0.00,$0.00,$1.78,$3.44,$28.14,-$2.25,-$1.13
"Feb 13, 2021
Saturday
8:33pm",41472522,Credit,Delivery,$26.57,$2.99,$0.00,$2.29,$3.99,$35.84,-$2.25,-$1.43
"Feb 13, 2021
Saturday
8:41pm",41472626,Credit,Delivery,$16.63,$1.99,$0.00,$1.44,$5.00,$25.14,-$2.25,-$1.01
"Feb 13, 2021
Saturday
8:43pm",41472663,Credit,Pickup,$37.82,$0.00,$0.00,$2.93,$0.00,$40.82,-$2.25,-$1.63
"Feb 14, 2021
Sunday
12:54pm",41488401,Credit,Delivery,$21.24,$6.99,$0.00,$2.19,$3.19,$33.61,-$2.25,-$1.34
"Feb 14, 2021
Sunday
4:24pm",41519249,Credit,Delivery,$15.74,$1.99,$0.00,$1.37,$2.36,$21.46,-$2.25,-$0.66
"Feb 14, 2021
Sunday
5:13pm",41523546,Credit,Delivery,$34.97,$2.99,$0.00,$2.94,$5.25,$46.15,-$2.25,-$1.73
"Feb 14, 2021
Sunday
5:44pm",41525446,Credit,Pickup,$21.98,$0.00,$0.00,$1.70,$0.00,$23.76,-$2.25,-$0.95
"Feb 14, 2021
Sunday
6:21pm",41527170,Credit,Pickup,$18.49,$0.00,$0.00,$1.43,$0.00,$20.00,-$2.25,-$0.80
"Feb 15, 2021
Monday
11:08am",41536576,Credit,Pickup,$16.98,$0.00,$0.00,$1.32,$2.55,$20.92,-$2.25,-$0.84
"Feb 15, 2021
Monday
11:28am",41537161,Credit,Delivery,$24.77,$4.99,$0.00,$2.31,$0.00,$32.14,-$2.25,-$1.29
"Feb 15, 2021
Monday
12:13pm",41538483,Credit,Pickup,$28.49,$0.00,-$0.01,$2.21,$0.00,$30.76,-$2.25,-$1.23
"Feb 15, 2021
Monday
5:27pm",41560613,Credit,Delivery,$33.98,$1.99,-$0.01,$2.79,$5.10,$43.85,-$2.25,-$1.75
"Feb 17, 2021
Wednesday
11:09am",41606765,Credit,Pickup,$9.99,$0.00,$0.00,$0.77,$2.00,$12.84,-$2.25,-$0.51
"Feb 17, 2021
Wednesday
5:14pm",41636834,Credit,Pickup,$37.98,$0.00,$0.00,$2.94,$0.00,$40.92,-$2.25,-$1.64

"Feb 17, 2021
Wednesday
6:14pm",41639494,Credit,Pickup,$45.23,$0.00,$0.00,$3.51,$0.00,$48.81,-$2.25,-$1.95
"Feb 17, 2021
Wednesday
8:13pm",41641430,Credit,Delivery,$24.74,$1.99,$0.00,$2.07,$6.19,$34.99,-$2.25,-$1.40
"Feb 18, 2021
Thursday
11:13am",41648967,Credit,Delivery,$21.99,$6.99,$0.00,$2.25,$3.30,$34.60,-$2.25,-$1.38
"Feb 18, 2021
Thursday
11:18am",41649135,Credit,Delivery,$19.98,$1.99,$0.00,$1.70,$5.00,$28.67,-$2.25,-$1.15
"Feb 18, 2021
Thursday
5:09pm",41677720,Credit,Delivery,$33.98,$2.99,$0.00,$2.87,$3.40,$43.24,-$2.25,-$1.73
"Feb 18, 2021
Thursday
5:57pm",41680288,Credit,Pickup,$14.98,$0.00,$0.00,$1.16,$1.50,$17.71,-$2.25,-$0.71
"Feb 18, 2021
Thursday
7:17pm",41682632,Credit,Pickup,$11.99,$0.00,$0.00,$0.93,$1.20,$14.19,-$2.25,-$0.57
"Feb 18, 2021
Thursday
7:41pm",41682972,Credit,Pickup,$45.17,$0.00,$0.00,$3.50,$0.00,$48.67,-$2.25,-$1.95
"Feb 19, 2021
Friday
11:12am",41694664,Credit,Delivery,$23.99,$2.99,-$0.01,$2.09,$3.60,$32.73,-$2.25,-$1.31
"Feb 19, 2021
Friday
11:18am",41694929,Credit,Pickup,$46.65,$0.00,$0.00,$3.62,$0.00,$50.34,-$2.25,-$2.01
"Feb 19, 2021
Friday
11:23am",41695127,Credit,Pickup,$15.00,$0.00,-$0.01,$1.16,$0.00,$16.23,-$2.25,-$0.65
"Feb 19, 2021
Friday
11:45am",41696142,Credit,Pickup,$15.00,$0.00,-$0.01,$1.16,$0.00,$16.23,-$2.25,-$0.65
"Feb 19, 2021
Friday
12:36pm",41699171,Credit,Pickup,$22.98,$0.00,$0.00,$1.78,$0.00,$24.83,-$2.25,-$0.99
"Feb 19, 2021
Friday
1:11pm",41702672,Credit,Pickup,$17.47,$0.00,$0.00,$1.35,$4.37,$23.27,-$2.25,-$0.93
"Feb 19, 2021
Friday
3:34pm",41742374,Credit,Delivery,$32.56,$1.99,$0.00,$2.68,$3.26,$40.56,-$2.25,-$1.62
"Feb 19, 2021
Friday
4:37pm",41757324,Credit,Delivery,$15.99,$4.99,$0.00,$1.63,$1.60,$24.28,-$2.25,-$0.97
"Feb 19, 2021",,,,,,,,,,,
Friday,41758562,Credit,Pickup,$34.47,$0.00,$0.00,$2.67,$6.89,$44.11,-$2.25,-$1.76
4:45pm,,,,,,,,,,,

"Feb 19, 2021
Friday
5:24pm",41764023,Credit,Pickup,$11.99,$0.00,$0.00,$0.93,$1.20,$14.19,-$2.25,-$0.57
"Feb 19, 2021
Friday
5:26pm",41764291,Credit,Pickup,$16.75,$0.00,$0.00,$1.30,$1.68,$19.80,-$2.25,-$0.79
"Feb 19, 2021
Friday
6:29pm",41769705,Credit,Pickup,$25.00,$0.00,-$0.01,$1.94,$0.00,$26.93,-$2.25,-$1.08
"Feb 19, 2021
Friday
7:01pm",41771212,Credit,Pickup,$15.00,$0.00,-$0.01,$1.16,$2.25,$18.40,-$2.25,-$0.74
"Feb 20, 2021
Saturday
11:37am",41783897,Credit,Pickup,$33.97,$0.00,$0.00,$2.63,$5.10,$41.70,-$2.25,-$1.67
"Feb 20, 2021
Saturday
5:28pm",41834091,Credit,Delivery,$45.08,$6.99,$0.00,$4.04,$6.76,$62.87,-$2.25,-$2.51
"Feb 20, 2021
Saturday
6:14pm",41837753,Credit,Delivery,$38.97,$4.99,$0.00,$3.41,$5.85,$53.29,-$2.25,-$2.13
"Feb 20, 2021
Saturday
9:10pm",41842580,Credit,Pickup,$31.97,$0.00,$0.00,$2.48,$0.00,$34.45,-$2.25,-$1.38
"Feb 21, 2021
Sunday
1:14pm",41857538,Credit,Pickup,$39.96,$0.00,$0.00,$3.10,$5.99,$49.12,-$2.25,-$1.96
"Feb 21, 2021
Sunday
5:30pm",41886458,Credit,Delivery,$31.90,$1.99,$0.00,$2.63,$6.38,$42.90,-$2.25,-$1.72
"Feb 22, 2021
Monday
3:54pm",41912816,Credit,Delivery,$18.97,$2.99,$0.00,$1.70,$0.00,$23.74,-$2.25,-$0.95
"Feb 22, 2021
Monday
4:53pm",41917056,Credit,Delivery,$42.82,$2.99,$0.00,$3.55,$4.28,$53.64,-$2.25,-$2.15
"Feb 22, 2021
Monday
5:17pm",41918254,Credit,Pickup,$12.99,$0.00,$0.00,$1.01,$0.00,$14.07,-$2.25,-$0.56
"Feb 22, 2021
Monday
6:46pm",41921099,Credit,Pickup,$13.78,$0.00,$0.00,$1.07,$0.00,$14.92,-$2.25,-$0.60
"Feb 22, 2021
Monday
7:51pm",41921839,Credit,Delivery,$34.95,$2.99,$0.00,$2.94,$5.24,$46.19,-$2.25,-$1.85
"Feb 23, 2021
Tuesday
3:55pm",41948318,Credit,Delivery,$48.21,$6.99,$0.00,$4.28,$7.23,$66.71,-$2.25,-$2.67
"Feb 24, 2021
Wednesday
12:18pm",41968963,Credit,Pickup,$12.99,$0.00,$0.00,$1.01,$1.95,$15.95,-$2.25,-$0.64

"Feb 24, 2021
Wednesday
3:40pm",41987530,Credit,Delivery,$40.84,$1.99,$0.00,$3.32,$6.13,$52.28,-$2.25,-$2.09
"Feb 24, 2021
Wednesday
4:16pm",41991622,Credit,Pickup,$46.75,$0.00,$0.00,$3.62,$0.00,$50.45,-$2.25,-$2.02
"Feb 24, 2021
Wednesday
4:51pm",41994695,Credit,Pickup,$16.99,$0.00,$0.00,$1.32,$2.55,$20.86,-$2.25,-$0.83
"Feb 24, 2021
Wednesday
5:33pm",41997309,Credit,Pickup,$51.84,$0.00,$0.00,$4.02,$5.18,$61.11,-$2.25,-$2.44
"Feb 24, 2021
Wednesday
6:14pm",41999085,Credit,Pickup,$12.99,$0.00,$0.00,$1.01,$0.00,$14.07,-$2.25,-$0.56
"Feb 24, 2021
Wednesday
6:56pm",42000208,Credit,Delivery,$33.98,$1.99,$0.00,$2.79,$5.10,$43.93,-$2.25,-$1.76
"Feb 24, 2021
Wednesday
9:03pm",42001445,Credit,Pickup,$26.70,$0.00,$0.00,$2.07,$0.00,$28.77,-$2.25,-$1.15
"Feb 25, 2021
Thursday
12:20pm",42011886,Credit,Pickup,$12.99,$0.00,$0.00,$1.01,$1.30,$15.37,-$2.25,-$0.61
"Feb 25, 2021
Thursday
4:09pm",42038406,Credit,Delivery,$21.78,$6.99,$0.00,$2.23,$4.36,$35.36,-$2.25,-$1.41
"Feb 25, 2021
Thursday
4:20pm",42039827,Credit,Delivery,$48.98,$1.99,-$0.01,$3.95,$7.35,$62.26,-$2.25,-$2.49
"Feb 25, 2021
Thursday
6:35pm",42049087,Credit,Delivery,$30.98,$1.99,$0.00,$2.56,$6.20,$41.73,-$2.25,-$1.67
"Feb 25, 2021
Thursday
8:20pm",42050877,Credit,Delivery,$22.98,$1.99,$0.00,$1.94,$3.45,$30.36,-$2.25,-$1.21
"Feb 26, 2021
Friday
11:34am",42063428,Credit,Pickup,$40.89,$0.00,$0.00,$3.17,$6.13,$50.26,-$2.25,-$2.01
"Feb 26, 2021
Friday
12:52pm",42067941,Credit,Pickup,$56.68,$0.00,$0.00,$4.39,$1.90,$63.05,-$2.25,-$2.52
"Feb 26, 2021
Friday
3:16pm",42106054,Credit,Delivery,$18.97,$2.99,$0.00,$1.70,$3.79,$27.45,-$2.25,-$1.10
"Feb 26, 2021
Friday
3:37pm",42112758,Credit,Pickup,$66.98,$0.00,$0.00,$5.19,$0.00,$72.17,-$2.25,-$2.89
"Feb 26, 2021
Friday
5:04pm",42132549,Credit,Pickup,$25.00,$0.00,-$0.01,$1.94,$2.50,$29.50,-$2.25,-$1.18

"Feb 26, 2021
Friday
5:11pm",42133687,Credit,Pickup,$11.99,$0.00,$0.00,$0.93,$1.20,$14.19,-$2.25,-$0.57
"Feb 26, 2021
Friday
6:24pm",42141533,Credit,Delivery,$18.53,$2.99,$0.00,$1.67,$2.78,$25.97,-$2.25,-$1.04
"Feb 26, 2021
Friday
6:30pm",42141970,Credit,Delivery,$26.98,$14.99,$0.00,$3.25,$4.05,$49.27,-$2.25,-$1.97
"Feb 26, 2021
Friday
6:41pm",42142692,Credit,Delivery,$63.14,$1.99,-$0.01,$5.04,$9.47,$79.63,-$2.25,-$3.18
"Feb 27, 2021
Saturday
11:52am",42158351,Credit,Delivery,$26.98,$1.99,$0.00,$2.25,$2.70,$33.92,-$2.25,-$1.36
"Feb 27, 2021
Saturday
5:45pm",42212927,Credit,Pickup,$29.98,$0.00,$0.00,$2.32,$0.00,$32.38,-$2.25,-$1.30
"Feb 27, 2021
Saturday
5:59pm",42214217,Credit,Pickup,$41.96,$0.00,$0.00,$3.25,$0.00,$45.21,-$2.25,-$1.81
"Feb 27, 2021
Saturday
6:08pm",42214969,Credit,Pickup,$21.98,$0.00,$0.00,$1.70,$2.20,$25.96,-$2.25,-$1.04
"Feb 27, 2021
Saturday
6:20pm",42215872,Credit,Delivery,$35.55,$2.99,$0.00,$2.99,$5.33,$46.86,-$2.25,-$1.87
"Feb 27, 2021
Saturday
6:23pm",42216104,Credit,Delivery,$36.97,$4.99,$4.99,$3.64,$9.24,$59.83,-$2.25,-$2.38
"Feb 27, 2021
Saturday
6:49pm",42217599,Credit,Pickup,$38.97,$0.00,$0.00,$3.02,$0.00,$42.06,-$2.25,-$1.68
"Feb 28, 2021
Sunday
3:22pm",42257393,Credit,Pickup,$36.77,$0.00,$0.00,$2.85,$3.00,$42.69,-$2.25,-$1.71
"Feb 28, 2021
Sunday
6:27pm",42273438,Credit,Pickup,$30.96,$0.00,$0.00,$2.40,$6.19,$39.62,-$2.25,-$1.58
"Feb 28, 2021
Sunday
7:24pm",42274741,Credit,Delivery,$39.50,$2.99,$0.00,$3.29,$5.92,$51.78,-$2.25,-$2.07
"Feb 28, 2021
Sunday
8:32pm",42275413,Credit,Delivery,$31.61,$6.99,$0.00,$2.99,$3.16,$44.75,-$2.25,-$1.39
Adjustments,,,,,,,,,,,
Date & Time,Order ID,,Adjustment Value,,,Description,,,,,
"Feb 02, 2021",,,,,,,,,,,
Tuesday,40739501,,$25.14,,,COF Reimbursement,,,,,
3:39pm,,,,,,,,,,,

"Feb 05, 2021
Friday
5:27pm",41023960,$5.00,Credit Slice Promo Code
"Feb 05, 2021
Friday
5:39pm",41025191,$10.00,Credit Slice Promo Code
"Feb 05, 2021
Friday
6:59pm",41030844,$5.00,Credit Slice Promo Code
"Feb 05, 2021
Friday
8:22pm",41032908,$5.00,Credit Slice Promo Code
"Feb 14, 2021
Sunday
4:24pm",41519249,$5.00,Credit Slice Promo Code
"Feb 14, 2021
Sunday
5:13pm",41523546,$3.00,Credit Slice Promo Code
"Feb 28, 2021
Sunday
8:32pm",42275413,$10.00,Credit Slice Promo Code

"902 Broadway New York, NY 10010",Aroma Pizza & Pasta
"Activity Period: Mon Feb 1, 2021 to Sun","20491 Alton Pkwy, Lake Forest CA, 92630"
"Feb 28, 2021",Account ID: 15639
FAQ,Questions? Feedback?
How is the Slice Partnership Fee Charged?,We’re here to help! Call us at 855-237-4992
The Slice Partnership Fee is a per order charge and is,or email us at Partner@SliceLife.com
charged on the pre-tax amount of the total product sold.,
When is payment authorized for each order?,
Payment is authorized at the time the order is accepted,
"and set with a prep time. If the order cannot be confirmed,",
we will not authorize payment for it.,
Have you checked your Pizzeria Score?,Want an extra $250?
,Connect w ith your Account Manager today.
"Find your Pizzeria Score, plus tips on how to improve it, in",
"your Owner's Portal. Remember, the higher your score, the",Our referral program is back. Refer pizzerias to us and earn
more orders you can expect.,$250 for every shop that signs up. Email
,ShopReferrals@SliceLife.com. Together we can keep local
,pizzerias thriving.
