"ID","Restaurant","Type","Description","Date","Time","Subtotal","Service","Delivery","Tax","Tip","Restaurant Total","Commission","Delivery Commission","Processing Fee","Withheld Tax"
"O-481314475346407","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/28/21","6:57 PM","40.56","0","8.99","3.84","7.00","60.39","-12.39","0","-2.14","0"
"O-341914358969994","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/16/21","6:45 PM","36.56","0","1.99","2.98","6.22","47.75","-9.64","0","-1.76","0"
"O-158814335197718","Aroma Pizza & Pasta - Alton Pkwy","Cash Order",,"2/14/21","7:21 PM","20.99","0","0.00","1.63","0","22.62","-5.25","0","0","0"
"O-763014390145480","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/20/21","6:14 PM","24.98","0","4.99","2.33","3.00","35.30","-7.49","0","-1.38","0"
"O-116314380947848","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/19/21","6:29 PM","34.97","0","4.99","3.10","4.00","47.06","-9.99","0","-1.74","0"
"O-977914383280901","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/20/21","3:08 PM","15.74","0","0.00","1.22","2.54","19.50","-3.94","0","-0.89","0"
"O-454814302823884","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/12/21","3:18 PM","15.38","0","1.99","1.34","1.87","20.58","-4.34","0","-0.93","0"
"O-138614449958033","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/25/21","6:56 PM","46.71","0","4.99","4.01","11.14","66.85","-12.93","0","-2.34","0"
"O-541514242601625","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/5/21","5:32 PM","21.94","0","0.00","1.70","0","23.64","-5.49","0","-1.02","0"
"O-376714457894886","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/26/21","7:09 PM","66.01","0","1.99","5.27","7.33","80.60","-17.00","0","-2.76","0"
"O-909614273594851","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/8/21","6:43 PM","22.98","0","4.99","2.17","4.00","34.14","-6.99","0","-1.34","0"
"O-219414407554000","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/21/21","6:30 PM","47.53","0","1.99","3.83","5.34","58.69","-12.38","0","-2.09","0"
"O-027714336868705","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/14/21","7:35 PM","53.90","0","4.99","4.57","12.69","76.15","-14.72","0","-2.62","0"
"O-345114242871874","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/5/21","8:59 PM","37.97","0","0.00","2.94","0","40.91","-9.49","0","-1.55","0"
"O-454814292895592","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/10/21","6:05 PM","25.41","0","0.00","1.97","0","27.38","-6.35","0","-1.14","0"
"O-985114384685993","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/20/21","1:15 PM","48.82","0","1.99","3.93","8.00","62.74","-12.70","0","-2.21","0"
"O-935814242795731","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/5/21","5:34 PM","74.21","0","6.99","6.29","17.50","104.99","-20.30","0","-3.50","0"
"O-648014396254265","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/21/21","6:30 PM","17.98","0","0.00","1.39","0","19.37","-4.50","0","-0.89","0"
"O-219414397554648","Aroma Pizza & Pasta - Alton Pkwy","Cash Order",,"2/20/21","5:27 PM","20.73","0","0.00","1.61","0","22.34","-5.18","0","0","0"
"O-960214385520595","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/19/21","7:41 PM","49.44","0","6.99","4.37","10.00","70.80","-14.11","0","-2.46","0"
"O-971814239059533","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/4/21","7:07 PM","38.29","0","8.99","3.67","5.10","56.05","-11.82","0","-2.01","0"
"O-292814258291136","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/7/21","1:51 PM","22.49","0","1.99","1.89","3.96","30.33","-6.12","0","-1.23","0"
"O-068014360668959","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/17/21","7:42 PM","31.06","0","2.99","2.64","5.50","42.19","-8.51","0","-1.59","0"
"O-481314435343251","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/24/21","7:35 PM","43.76","0","8.99","4.09","8.53","65.37","-13.19","0","-2.29","0"
"O-215914332203293","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/15/21","11:30 AM","369.98","0","29.99","30.99","68.83","499.79","-69.99","0","-15.54","0"
"O-121414372640730","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/18/21","5:54 PM","13.98","0","0.00","1.08","0","15.06","-3.50","0","-0.76","0"
"O-092514255410321","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/6/21","7:09 PM","34.56","0","2.99","2.91","6.07","46.53","-9.39","0","-1.72","0"
"O-856914440130143","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/25/21","5:42 PM","20.98","0","4.99","2.02","2.50","30.49","-6.49","0","-1.23","0"
"O-390714455472546","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/27/21","6:00 PM","16.98","0","0.00","1.32","0","18.30","-4.25","0","-0.86","0"
"O-283914456106220","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/26/21","8:43 PM","26.55","0","2.99","2.29","6.36","38.19","-7.39","0","-1.46","0"
"O-341914418965203","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/22/21","5:13 PM","22.98","0","4.99","2.17","0","30.14","-6.99","0","-1.22","0"
"O-988114286378826","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/9/21","6:06 PM","33.48","0","1.99","2.74","5.00","43.21","-8.87","0","-1.62","0"
"O-238314309535230","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/11/21","7:12 PM","27.98","0","2.99","2.40","5.00","38.37","-7.74","0","-1.47","0"
"O-669514248781609","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/5/21","6:17 PM","32.96","0","4.99","2.94","6.13","47.02","-9.49","0","-1.73","0"
"O-350714408385854","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/21/21","8:01 PM","11.99","0","0.00","0.93","0","12.92","-3.00","0","-0.69","0"
"O-390714455421335","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/26/21","7:23 PM","38.54","0","6.99","3.53","7.36","56.42","-11.38","0","-2.02","0"
"O-849414368381161","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/17/21","6:49 PM","69.63","0","4.99","5.79","8.04","88.45","-18.66","0","-3.00","0"
"O-996614322110104","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/14/21","1:58 PM","84.46","0","4.99","6.94","14.46","110.85","-22.36","0","-3.68","0"
"O-438114341775039","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/15/21","6:03 PM","27.97","0","0.00","2.17","4.51","34.65","-6.99","0","-1.36","0"
"O-556614355401988","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/16/21","6:42 PM","16.47","0","2.99","1.51","4.03","25.00","-4.87","0","-1.06","0"
"O-443714369460488","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/17/21","6:33 PM","46.23","0","1.99","3.73","5.20","57.15","-12.06","0","-2.04","0"
"O-553614393812001","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/20/21","6:08 PM","27.97","0","2.99","2.40","2.00","35.36","-7.74","0","-1.38","0"
"O-138614469991696","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/28/21","11:29 AM","42.95","0","0.00","3.33","0","46.28","-10.74","0","-1.71","0"
"O-909614263562417","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/8/21","3:37 PM","15.98","0","6.99","1.78","3.71","28.46","-5.74","0","-1.17","0"
"O-935314201854468","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/1/21","7:54 PM","26.58","0","1.99","2.21","6.16","36.94","-7.14","0","-1.43","0"
"O-097714307242918","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/12/21","11:45 AM","18.98","0","1.99","1.62","4.52","27.11","-5.24","0","-1.13","0"
"O-446714216205924","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/2/21","5:51 PM","51.95","0","4.99","4.42","4.00","65.36","-14.24","0","-2.29","0"
"O-250014321309916","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/14/21","2:51 PM","25.55","0","1.99","2.13","4.45","34.12","-6.89","0","-1.34","0"
"O-390714455492287","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/26/21","6:26 PM","44.97","0","4.99","3.88","8.07","61.91","-12.49","0","-2.19","0"
"O-184214408675950","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/21/21","5:59 PM","27.57","0","4.99","2.53","4.91","40.00","-8.14","0","-1.52","0"
"O-254214427518260","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/23/21","8:23 PM","30.45","0","0.00","2.36","0","32.81","-7.61","0","-1.30","0"
"O-368814287330051","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/9/21","6:48 PM","44.45","0","0.00","3.44","0","47.89","-11.11","0","-1.76","0"
"O-184214388646540","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/19/21","8:37 PM","36.53","0","2.99","3.06","8.51","51.09","-9.88","0","-1.86","0"
"O-438114311740869","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/12/21","7:33 PM","19.98","0","1.99","1.70","4.73","28.40","-5.49","0","-1.17","0"
"O-345114252897905","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/7/21","1:22 PM","21.98","0","0.00","1.70","2.37","26.05","-5.50","0","-1.09","0"
"O-804814335651393","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/15/21","3:40 PM","20.98","0","4.99","2.02","3.00","30.99","-6.49","0","-1.25","0"
"O-097714347204685","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/15/21","9:15 PM","10.99","0","0.00","0.85","1.77","13.61","-2.75","0","-0.72","0"
"O-593014289535711","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/9/21","5:13 PM","19.97","0","0.00","1.55","0","21.52","-4.99","0","-0.96","0"
"O-399814258741854","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/6/21","5:57 PM","64.64","0","1.99","5.16","10.77","82.56","-16.66","0","-2.82","0"
"O-038114436162966","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/24/21","5:34 PM","22.58","0","8.99","2.45","0","34.02","-7.89","0","-1.34","0"
"O-238314299593423","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/11/21","12:27 PM","21.98","0","4.99","2.09","3.00","32.06","-6.74","0","-1.28","0"
"O-390714455423242","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/26/21","7:34 PM","29.76","0","1.99","2.46","5.13","39.34","-7.94","0","-1.50","0"
"O-345114252891663","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/7/21","5:30 PM","63.97","0","6.99","5.50","5.00","81.46","-17.74","0","-2.78","0"
"O-927214468998010","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/27/21","7:20 PM","73.67","0","2.99","5.94","16.52","99.12","-19.17","0","-3.32","0"
"O-896114398739656","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/20/21","7:35 PM","22.98","0","2.99","2.01","4.19","32.17","-6.49","0","-1.28","0"
"O-576014282707047","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/10/21","12:47 PM","16.98","0","4.99","1.71","3.55","27.23","-5.49","0","-1.13","0"
"O-376714477899808","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/28/21","7:50 PM","44.34","0","6.99","3.98","8.30","63.61","-12.83","0","-2.24","0"
"O-648014396258345","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/21/21","2:54 PM","31.94","0","0.00","2.48","0","34.42","-7.99","0","-1.35","0"
"O-539714457478041","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/26/21","6:07 PM","16.73","0","4.99","1.69","3.51","26.92","-5.43","0","-1.12","0"
"O-068014380605179","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/19/21","6:40 PM","19.98","0","0.00","1.55","2.15","23.68","-5.00","0","-1.02","0"
"O-612214461470138","Aroma Pizza & Pasta - Alton Pkwy","Adjustment of O-612214461470138","Refund due to order adjustment, issues with order, order cold and burnt.","2/28/21","7:30 PM","-47.45","0","-4.99","-4.07","-5.65","-62.16","0","0","0","0"
"O-116314370973929","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/18/21","9:00 PM","42.72","0","1.99","3.46","10.00","58.17","-11.18","0","-2.07","0"
"O-556614365476449","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/18/21","12:00 PM","67.71","0","6.99","5.79","12.07","92.56","-18.68","0","-3.12","0"
"O-482114238101123","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/4/21","7:08 PM","15.98","0","2.99","1.47","3.07","23.51","-4.74","0","-1.02","0"
"O-076214283438412","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/9/21","6:38 PM","26.95","0","4.99","2.48","3.38","37.80","-7.99","0","-1.45","0"
"O-817614460335637","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/28/21","2:51 PM","21.47","0","4.99","2.05","5.70","34.21","-6.62","0","-1.34","0"
"O-368814277335393","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/8/21","6:49 PM","19.97","0","1.99","1.70","3.55","27.21","-5.49","0","-1.13","0"
"O-726814311858579","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/12/21","7:01 PM","67.45","0","4.99","5.62","11.71","89.77","-18.11","0","-3.04","0"
"O-279414373648109","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/18/21","4:47 PM","23.98","0","4.99","2.25","3.00","34.22","-7.24","0","-1.34","0"
"O-694414371843425","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/18/21","5:36 PM","20.47","0","2.99","1.82","3.23","28.51","-5.87","0","-1.17","0"
"O-669514218764607","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/3/21","1:18 PM","18.56","0","4.99","1.83","2.54","27.92","-5.89","0","-1.15","0"
"O-865114289140669","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/9/21","5:44 PM","13.99","0","0.00","1.08","0.93","16.00","-3.50","0","-0.79","0"
"T-AwAAD06iMUO8YGWUEeuYhC0z1L4SzQ","Aroma Pizza & Pasta - Alton Pkwy","Account Adjustment","GH Credit for Smart Promotions","2/2/21","12:21 PM","0","0","0.00","0.00","0","100.00","0","0","0","0"
"O-279414343632997","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/16/21","2:46 PM","19.17","0","8.99","2.19","6.07","36.42","-7.04","0","-1.41","0"
"O-158814305197947","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/11/21","8:57 PM","18.70","0","6.99","1.99","2.77","30.45","-6.42","0","-1.23","0"
"O-579114284897599","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/9/21","8:52 PM","19.98","0","0.00","1.55","0","21.53","-5.00","0","-0.96","0"
"O-443714419469712","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/22/21","6:44 PM","48.92","0","4.99","4.18","8.71","66.80","-13.48","0","-2.34","0"
"O-896114408701994","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/21/21","7:18 PM","30.97","0","2.99","2.63","5.48","42.07","-8.49","0","-1.58","0"
"O-896114398751375","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/21/21","1:10 PM","35.46","0","0.00","2.75","0","38.21","-8.87","0","-1.47","0"
"O-341914418962360","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/22/21","7:15 PM","29.25","0","0.00","2.27","4.73","36.25","-7.31","0","-1.41","0"
"O-174714332612293","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/14/21","9:01 PM","29.16","0","0.00","2.26","4.71","36.13","-7.29","0","-1.40","0"
"O-933214347229282","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/15/21","6:50 PM","59.40","0","4.99","4.99","10.00","79.38","-16.10","0","-2.72","0"
"O-937014318512088","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/12/21","8:45 PM","15.98","0","1.99","1.39","3.87","23.23","-4.49","0","-1.01","0"
"O-482114258162503","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/7/21","1:40 PM","26.48","0","4.99","2.44","6.78","40.69","-7.87","0","-1.54","0"
"O-068014370668365","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/18/21","7:17 PM","39.83","0","2.99","3.32","4.61","50.75","-10.71","0","-1.85","0"
"O-341914388998944","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/20/21","12:05 PM","42.24","0","2.99","3.50","4.44","53.17","-11.31","0","-1.92","0"
"O-279214247167393","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/5/21","6:07 PM","17.99","0","0.00","1.39","1.00","20.38","-4.50","0","-0.92","0"
"O-174714332645762","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/14/21","6:17 PM","32.28","0","2.99","2.73","7.60","45.60","-8.82","0","-1.69","0"
"O-482114248125419","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/5/21","7:01 PM","36.22","0","6.99","3.35","9.31","55.87","-10.80","0","-2.00","0"
"O-745314219809750","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/4/21","11:30 AM","241.84","0","19.99","20.29","25.00","307.12","-45.82","0","-9.67","0"
"O-097714317205223","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/12/21","5:40 PM","21.94","0","0.00","1.70","0","23.64","-5.49","0","-1.02","0"
"O-897414217697531","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/3/21","3:36 PM","15.38","0","1.99","1.34","1.87","20.58","-4.34","0","-0.93","0"
"O-817614450319597","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/26/21","6:47 PM","36.96","0","2.99","3.09","5.00","48.04","-9.99","0","-1.77","0"
"O-126714201397841","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/1/21","8:41 PM","18.74","0","0.00","1.45","3.02","23.21","-4.69","0","-1.01","0"
"O-292814258298089","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/7/21","3:28 PM","20.72","0","8.99","2.31","3.00","35.02","-7.43","0","-1.37","0"
"O-238314319593392","The Wing Stop - Alton Pkwy","Prepaid Order",,"2/13/21","1:30 PM","16.48","0","0.00","1.28","0","17.76","-3.30","-1.65","-0.84","0"
"O-977914393287064","The Wing Stop - Alton Pkwy","Prepaid Order",,"2/21/21","1:50 PM","26.98","0","0.00","2.09","0","29.07","-5.40","-2.70","-1.19","0"
"O-184914358006995","The Wing Stop - Alton Pkwy","Prepaid Order",,"2/17/21","11:10 AM","15.49","0","0.00","1.20","0","16.69","-3.10","-1.55","-0.81","0"
"O-508414255395510","The Wing Stop - Alton Pkwy","Prepaid Order",,"2/7/21","12:20 PM","45.97","0","0.00","3.56","0","49.53","-9.19","-4.60","-1.81","0"
"O-443714369461266","The Wing Stop - Alton Pkwy","Prepaid Order",,"2/17/21","8:35 PM","13.99","0","0.00","1.08","0","15.07","-2.80","-1.40","-0.76","0"
"O-496014301716233","The Wing Stop - Alton Pkwy","Prepaid Order",,"2/11/21","6:50 PM","42.46","0","0.00","3.29","0","45.75","-8.49","-4.25","-1.70","0"
"O-564514253408573","The Wing Stop - Alton Pkwy","Prepaid Order",,"2/6/21","8:25 PM","13.99","0","0.00","1.08","0","15.07","-2.80","-1.40","-0.76","0"
"O-977914393287064","The Wing Stop - Alton Pkwy","Adjustment of O-977914393287064","Tip increased by diner via self-service - Tip updated by diner via help interaction","2/21/21","1:50 PM","0","0","0.00","0.00","0","0.00","0","0","0","0"
