Store Name,Store ID,Order ID,Workflow ID,Dining Mode,Order Channel,Order Status,Order Date / Refund date,Order Accept Time,Food Sales (excluding tax),Tax on Food Sales,Food sales (including tax),Adjustments (excluding tax),Tax on Adjustments,Promo Spend on food,Tax on Promotion on Food,Special Offer - Delivery,Tax on Special Offer - Delivery,Bag Fee,Marketing Service Fee Adjustment,Total Sales after Adjustments (including tax),Uber Service Fee,Delivery Network Fee,Order Processing Fee,Dispatch Fee,Tax on Dispatch Fee,Gratuity,Misc Payment Description,Miscellaneous Payments,Marketplace Facilitator Tax,Backup Withholding Tax,Payout,Payout Date
Aroma Pizza,,#65616,238d4dfa-0a8c-4a60-a5f2-a8047ec65616,Delivery - Partner Using Uber App,iOS,Completed,2021-02-05,18:26,25.72,1.99,27.71,0,0,0,0,0,0,0,0,27.71,-4.89,0,0,0,0,0,,0,0,0,22.82,2021-02-08
Aroma Pizza,,#81E26,bd7e9e63-157f-4d96-acc6-7b93b1d81e26,Delivery - Partner Using Uber App,Android,Completed,2021-02-05,18:28,22.58,1.75,24.33,0,0,0,0,0,0,0,0,24.33,-4.29,0,0,0,0,0,,0,0,0,20.04,2021-02-08
Aroma Pizza,,#3F7D4,dcf75d82-7751-4ccb-9c9f-71939df3f7d4,Delivery - Partner Using Uber App,iOS,Completed,2021-02-05,19:38,48.56,3.76,52.32,0,0,0,0,0,0,0,0,52.32,-9.23,0,0,0,0,0,,0,0,0,43.09,2021-02-08
Aroma Pizza,,#9A2C0,2f6ba098-9f8c-43ba-be8d-9a8fbed9a2c0,Delivery - Partner Using Uber App,iOS,Completed,2021-02-06,17:33,24.48,1.9,26.38,0,0,0,0,0,0,0,0,26.38,-4.65,0,0,0,0,0,,0,0,0,21.73,2021-02-08
Aroma Pizza,,#6E6DC,66121f66-c07a-4213-8594-b0fa1796e6dc,Delivery - Partner Using Uber App,iOS,Completed,2021-02-06,17:50,30.32,2.35,32.67,0,0,0,0,0,0,0,0,32.67,-5.76,0,0,0,0,0,,0,0,0,26.91,2021-02-08
Aroma Pizza,,#C6CA2,7ed7b7e7-4a71-4641-8cd4-cd29c65c6ca2,Delivery - Partner Using Uber App,Android,Completed,2021-02-07,11:35,40.72,3.16,43.88,0,0,0,0,0,0,0,0,43.88,-7.74,0,0,0,0,0,,0,0,0,36.14,2021-02-08
Aroma Pizza,,#22B2E,73dadff8-26d5-44f3-a3d5-a02fb6c22b2e,Delivery - Partner Using Uber App,iOS,Completed,2021-02-07,13:46,21.97,1.7,23.67,0,0,0,0,0,0,0,0,23.67,-4.17,0,0,0,0,0,,0,0,0,19.5,2021-02-08
Aroma Pizza,,#84C46,2dd7ff3c-f951-44f5-a1b5-fc15c5884c46,Delivery - Partner Using Uber App,iOS,Completed,2021-02-07,14:04,41.98,3.25,45.23,0,0,0,0,0,0,0,0,45.23,-7.98,0,0,0,0,0,,0,0,0,37.25,2021-02-08
Aroma Pizza,,#84C46,2dd7ff3c-f951-44f5-a1b5-fc15c5884c46,,Unknown,Refund,2021-02-07,14:04,-4,-0.31,-4.31,0,0,0,0,0,0,0,,0,0,,,0,0,0,,0,0,0,-4.31,2021-02-15
Aroma Pizza,,#C49B9,d083662c-a3c4-465f-935f-ac77b96c49b9,Delivery - Partner Using Uber App,iOS,Completed,2021-02-07,15:34,38.54,2.99,41.53,0,0,0,0,0,0,0,0,41.53,-7.32,0,0,0,0,0,,0,0,0,34.21,2021-02-08
Aroma Pizza,,#299EA,48b62cd3-78d6-481f-a60e-9798956299ea,Delivery - Partner Using Uber App,Android,Completed,2021-02-07,16:53,31.34,2.43,33.77,0,0,0,0,0,0,0,0,33.77,-5.95,0,0,0,0,0,,0,0,0,27.82,2021-02-08
Aroma Pizza,,#6050B,ec4a534f-98cd-4a5b-b443-364f1076050b,Delivery - Partner Using Uber App,iOS,Completed,2021-02-07,16:57,86.19,6.68,92.87,0,0,0,0,0,0,0,0,92.87,-16.38,0,0,0,0,0,,0,0,0,76.49,2021-02-08
Aroma Pizza,,#C00B1,fdf51863-6b32-425e-a898-56f4f7ec00b1,Delivery - Partner Using Uber App,iOS,Completed,2021-02-07,17:20,38.96,3.02,41.98,0,0,0,0,0,0,0,0,41.98,-7.4,0,0,0,0,0,,0,0,0,34.58,2021-02-08
Aroma Pizza,,#C3425,46597c4a-946a-4765-9bb6-792bdeac3425,Delivery - Partner Using Uber App,iOS,Completed,2021-02-07,18:52,20.02,1.55,21.57,0,0,0,0,0,0,0,0,21.57,-3.8,0,0,0,0,0,,0,0,0,17.77,2021-02-08
Aroma Pizza,,#B42EB,64ab5d80-7fbb-4ef7-a11b-efc9dc3b42eb,Delivery - Partner Using Uber App,iOS,Completed,2021-02-07,19:00,18.99,1.47,20.46,0,0,0,0,0,0,0,0,20.46,-3.61,0,0,0,0,0,,0,0,0,16.85,2021-02-08
Aroma Pizza,,#2DE49,f417a3d7-0290-4910-bd74-89159f42de49,Delivery - Partner Using Uber App,iOS,Completed,2021-02-07,19:00,47.81,3.71,51.52,0,0,0,0,0,0,0,0,51.52,-9.08,0,0,0,0,0,,0,0,0,42.44,2021-02-08
Aroma Pizza,,#FD0C2,83903e69-58c4-4c30-9dbf-b432bf1fd0c2,Delivery - Partner Using Uber App,iOS,Completed,2021-02-07,19:24,20.34,1.58,21.92,0,0,0,0,0,0,0,0,21.92,-3.86,0,0,0,0,0,,0,0,0,18.06,2021-02-08
Aroma Pizza,,#E3B0C,30726329-d77d-4c1f-a0cf-47f349ee3b0c,Delivery - Partner Using Uber App,iOS,Completed,2021-02-08,20:05,33.45,2.59,36.04,0,0,0,0,0,0,0,0,36.04,-6.36,0,0,0,0,0,,0,0,0,29.68,2021-02-15
Aroma Pizza,,#546BC,3afde09d-5ab4-4d56-b141-b842898546bc,Delivery - Partner Using Uber App,iOS,Completed,2021-02-09,11:02,149.35,11.57,160.92,0,0,0,0,0,0,0,0,160.92,-28.38,0,0,0,0,0,,0,0,0,132.54,2021-02-15
Aroma Pizza,,#3F6D7,e2cc4ff0-071a-4a38-ac87-20aa0b73f6d7,Delivery - Partner Using Uber App,iOS,Completed,2021-02-09,19:55,67.91,5.26,73.17,0,0,0,0,0,0,0,0,73.17,-12.9,0,0,0,0,0,,0,0,0,60.27,2021-02-15
Aroma Pizza,,#6CE0A,3c87a21a-ae73-4153-be5c-8d053976ce0a,Delivery - Partner Using Uber App,iOS,Completed,2021-02-10,12:49,20.24,1.57,21.81,0,0,0,0,0,0,0,0,21.81,-3.85,0,0,0,0,0,,0,0,0,17.96,2021-02-15
Aroma Pizza,,#11333,a6060dc6-8818-49ee-8da0-612496111333,Pickup,iOS,Completed,2021-02-10,20:22,10.28,0.8,11.08,0,0,0,0,0,0,0,0,11.08,0,0,0,0,0,0,,0,0,0,11.08,2021-02-15
Aroma Pizza,,#20A0B,02b77e2e-70a2-4d11-b707-699216720a0b,Delivery - Partner Using Uber App,Android,Completed,2021-02-11,19:28,22.76,1.76,24.52,0,0,0,0,0,0,0,0,24.52,-4.32,0,0,0,0,0,,0,0,0,20.2,2021-02-15
Aroma Pizza,,#6F764,39801476-ea66-456d-be73-59665246f764,Delivery - Partner Using Uber App,iOS,Completed,2021-02-11,20:59,41.45,3.21,44.66,0,0,0,0,0,0,0,0,44.66,-7.88,0,0,0,0,0,,0,0,0,36.78,2021-02-15
Aroma Pizza,,#EC536,e85638a2-c78c-4a48-8d9a-3ff1fb0ec536,Delivery - Partner Using Uber App,iOS,Completed,2021-02-12,14:04,21.33,1.65,22.98,0,0,0,0,0,0,0,0,22.98,-4.05,0,0,0,0,0,,0,0,0,18.93,2021-02-15
Aroma Pizza,,#D0CB4,8f5ba904-2467-4020-87d5-75c3347d0cb4,Delivery - Partner Using Uber App,iOS,Completed,2021-02-12,16:48,34.72,2.69,37.41,0,0,0,0,0,0,0,0,37.41,-6.6,0,0,0,0,0,,0,0,0,30.81,2021-02-15
Aroma Pizza,,#1D3DD,bd0f6fc5-8403-4a15-aae8-43603c91d3dd,Delivery - Partner Using Uber App,iOS,Completed,2021-02-12,17:36,39.98,3.1,43.08,0,0,0,0,0,0,0,0,43.08,-7.6,0,0,0,0,0,,0,0,0,35.48,2021-02-15
Aroma Pizza,,#AD7A4,fc514dae-316c-48a6-a086-86a53aaad7a4,Delivery - Partner Using Uber App,iOS,Completed,2021-02-12,20:07,26.57,2.06,28.63,0,0,0,0,0,0,0,0,28.63,-5.05,0,0,0,0,0,,0,0,0,23.58,2021-02-15
Aroma Pizza,,#5100D,6daea5c5-4a60-4c19-9540-30d63d95100d,Delivery - Partner Using Uber App,Android,Completed,2021-02-13,16:30,20.98,1.63,22.61,0,0,0,0,0,0,0,0,22.61,-3.99,0,0,0,0,0,,0,0,0,18.62,2021-02-15
Aroma Pizza,,#97197,9d9c639f-6bf5-4cfb-96d9-30f1fdc97197,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-02-13,18:32,26.97,2.09,29.06,0,0,0,0,0,0,0,0,29.06,-5.12,0,0,0,0,0,,0,0,0,23.94,2021-02-15
Aroma Pizza,,#CB351,46abac16-edaf-46f1-9e03-56fff3ccb351,Delivery - Partner Using Uber App,iOS,Completed,2021-02-14,14:56,32.23,2.5,34.73,0,0,0,0,0,0,0,0,34.73,-6.12,0,0,0,0,0,,0,0,0,28.61,2021-02-15
Aroma Pizza,,#BA9A3,94f8c2a2-7493-4329-bb0c-6a10317ba9a3,Pickup,Uber Eats Web,Completed,2021-02-14,16:09,17.98,1.39,19.37,0,0,0,0,0,0,0,0,19.37,0,0,0,0,0,0,,0,0,0,19.37,2021-02-15
Aroma Pizza,,#2C87D,782fbd41-65d8-4a6b-8b7b-5df64a52c87d,Delivery - Partner Using Uber App,iOS,Completed,2021-02-14,17:26,11.27,0.87,12.14,0,0,0,0,0,0,0,0,12.14,-2.14,0,0,0,0,0,,0,0,0,10,2021-02-15
Aroma Pizza,,#79F81,09d72e56-a4b3-4511-8859-f01515c79f81,Delivery - Partner Using Uber App,iOS,Completed,2021-02-15,11:23,17.99,1.39,19.38,0,0,0,0,0,0,0,0,19.38,-3.42,0,0,0,0,0,,0,0,0,15.96,2021-02-22
Aroma Pizza,,#E6529,0c6a32a6-11d2-48df-a7b2-49f5736e6529,Delivery - Partner Using Uber App,iOS,Completed,2021-02-15,18:29,18.74,1.45,20.19,0,0,0,0,0,0,0,0,20.19,-3.56,0,0,0,0,0,,0,0,0,16.63,2021-02-22
Aroma Pizza,,#B1EEF,518f447c-4482-4955-b593-4597674b1eef,Delivery - Partner Using Uber App,iOS,Completed,2021-02-15,18:51,20.86,1.62,22.48,0,0,0,0,0,0,0,0,22.48,-3.96,0,0,0,0,0,,0,0,0,18.52,2021-02-22
Aroma Pizza,,#15002,2fd3b0df-fb2f-4974-9946-5dea56815002,Delivery - Partner Using Uber App,Android,Completed,2021-02-15,19:40,22.58,1.75,24.33,0,0,0,0,0,0,0,0,24.33,-4.29,0,0,0,0,0,,0,0,0,20.04,2021-02-22
Aroma Pizza,,#0312B,dd2cbc35-be49-47bc-81e5-b80a0d00312b,Delivery - Partner Using Uber App,iOS,Completed,2021-02-16,19:02,32.23,2.5,34.73,0,0,0,0,0,0,0,0,34.73,-6.12,0,0,0,0,0,,0,0,0,28.61,2021-02-22
Aroma Pizza,,#CA60D,0786d2ec-e4f3-46c7-9dd5-9108909ca60d,Delivery - Partner Using Uber App,iOS,Completed,2021-02-16,21:21,31.24,2.42,33.66,0,0,0,0,0,0,0,0,33.66,-5.94,0,0,0,0,0,,0,0,0,27.72,2021-02-22
Aroma Pizza,,#82F17,8e5c9886-aa90-4044-a819-773f6d982f17,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-02-17,15:23,53.46,4.14,57.6,0,0,0,0,0,0,0,0,57.6,-10.16,0,0,0,0,0,,0,0,0,47.44,2021-02-22
Aroma Pizza,,#8AD7B,c55a074c-6d44-485f-9bb6-e4c43388ad7b,Pickup,iOS,Completed,2021-02-17,17:37,22.99,1.78,24.77,0,0,0,0,0,0,0,0,24.77,0,0,0,0,0,0,,0,0,0,24.77,2021-02-22
Aroma Pizza,,#94A00,619976a8-faa9-43e1-879a-d6cb05094a00,Delivery - Partner Using Uber App,iOS,Completed,2021-02-17,20:07,32.47,2.52,34.99,0,0,0,0,0,0,0,0,34.99,-6.17,0,0,0,0,0,,0,0,0,28.82,2021-02-22
Aroma Pizza,,#EAECB,f6064115-98a7-48ed-bb1f-2c6fedeeaecb,Delivery - Partner Using Uber App,iOS,Completed,2021-02-18,17:37,39.48,3.06,42.54,0,0,0,0,0,0,0,0,42.54,-7.5,0,0,0,0,0,,0,0,0,35.04,2021-02-22
Aroma Pizza,,#5AFE8,97e1c62b-ec6b-4eea-a3c7-6ca4f5b5afe8,Delivery - Partner Using Uber App,iOS,Completed,2021-02-18,19:02,21.73,1.68,23.41,0,0,0,0,0,0,0,0,23.41,-4.13,0,0,0,0,0,,0,0,0,19.28,2021-02-22
Aroma Pizza,,#1EAC9,4b847b5f-0b1f-4208-aa28-0ad72fa1eac9,Delivery - Partner Using Uber App,Android,Completed,2021-02-19,17:53,36.13,2.8,38.93,0,0,0,0,0,0,0,0,38.93,-6.86,0,0,0,0,0,,0,0,0,32.07,2021-02-22
Aroma Pizza,,#F774D,4aba8a1c-fcba-43b6-9bed-61508a9f774d,Pickup,iOS,Completed,2021-02-21,11:29,31.97,2.48,34.45,0,0,0,0,0,0,0,0,34.45,0,0,0,0,0,0,,0,0,0,34.45,2021-02-22
Aroma Pizza,,#35FC8,3197d83a-09cf-4ca6-9764-90b587735fc8,Delivery - Partner Using Uber App,iOS,Completed,2021-02-21,18:57,34.45,2.67,37.12,0,0,0,0,0,0,0,0,37.12,-6.55,0,0,0,0,0,,0,0,0,30.57,2021-02-22
Aroma Pizza,,#7FB97,1764ff76-a0b3-466c-85aa-49a1ece7fb97,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-02-22,16:39,84.15,6.52,90.67,0,0,0,0,0,0,0,0,90.67,-15.99,0,0,0,0,0,,0,0,0,74.68,2021-03-01
Aroma Pizza,,#0FF29,6a9b6b27-50c6-409d-9ff5-aef71a10ff29,Delivery - Partner Using Uber App,iOS,Completed,2021-02-22,18:29,39.92,3.09,43.01,0,0,0,0,0,0,0,0,43.01,-7.58,0,0,0,0,0,,0,0,0,35.43,2021-03-01
Aroma Pizza,,#7A568,656c97f5-f7db-470a-8860-3b924067a568,Delivery - Partner Using Uber App,Android,Completed,2021-02-22,19:44,25.44,1.97,27.41,0,0,0,0,0,0,0,0,27.41,-4.83,0,0,0,0,0,,0,0,0,22.58,2021-03-01
Aroma Pizza,,#7FBC9,83d11e34-bb20-4196-b4cf-1edf3ea7fbc9,Delivery - Partner Using Uber App,Android,Completed,2021-02-22,20:02,15.57,1.21,16.78,0,0,0,0,0,0,0,0,16.78,-2.96,0,0,0,0,0,,0,0,0,13.82,2021-03-01
Aroma Pizza,,#5BC40,e6e09bd3-eb45-478a-8801-c44f1095bc40,Pickup,iOS,Completed,2021-02-23,17:18,13.99,1.08,15.07,0,0,0,0,0,0,0,0,15.07,0,0,0,0,0,0,,0,0,0,15.07,2021-03-01
Aroma Pizza,,#18F8A,3dc362cf-a308-472d-965a-d3d605b18f8a,Delivery - Partner Using Uber App,iOS,Completed,2021-02-24,11:18,27.57,2.14,29.71,0,0,0,0,0,0,0,0,29.71,-5.24,0,0,0,0,0,,0,0,0,24.47,2021-03-01
Aroma Pizza,,#F875F,41d5eab9-def2-4e96-8546-7cec021f875f,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-02-24,15:04,22.56,1.75,24.31,0,0,0,0,0,0,0,0,24.31,-4.29,0,0,0,0,0,,0,0,0,20.02,2021-03-01
Aroma Pizza,,#15193,cd4da23d-6c74-4f63-be8d-d313b6f15193,Delivery - Partner Using Uber App,iOS,Completed,2021-02-25,14:59,16.99,1.32,18.31,0,0,0,0,0,0,0,0,18.31,-3.23,0,0,0,0,0,,0,0,0,15.08,2021-03-01
Aroma Pizza,,#AEBEB,6012bdc5-d02e-4260-aada-d913194aebeb,Pickup,iOS,Completed,2021-02-25,17:17,35.97,2.79,38.76,0,0,0,0,0,0,0,0,38.76,0,0,0,0,0,0,,0,0,0,38.76,2021-03-01
Aroma Pizza,,#C0567,69ef1814-81d2-42cd-8233-9c11eccc0567,Delivery - Partner Using Uber App,iOS,Completed,2021-02-26,12:18,39.3,3.05,42.35,0,0,0,0,0,0,0,0,42.35,-7.47,0,0,0,0,0,,0,0,0,34.88,2021-03-01
Aroma Pizza,,#364B9,32d3021d-a3aa-48a8-a849-d3b69bb364b9,Delivery - Partner Using Uber App,Android,Completed,2021-02-26,18:09,49.61,3.84,53.45,0,0,0,0,0,0,0,0,53.45,-9.43,0,0,0,0,0,,0,0,0,44.02,2021-03-01
Aroma Pizza,,#702D4,b36ae915-5cd6-462d-999b-213f846702d4,Pickup,iOS,Completed,2021-02-26,18:33,39.28,3.04,42.32,0,0,0,0,0,0,0,0,42.32,0,0,0,0,0,0,,0,0,0,42.32,2021-03-01
Aroma Pizza,,#CC6AB,fc50460b-e4e6-4873-817e-912cc8acc6ab,Delivery - Partner Using Uber App,iOS,Completed,2021-02-26,19:12,31.96,2.48,34.44,0,0,0,0,0,0,0,0,34.44,-6.07,0,0,0,0,0,,0,0,0,28.37,2021-03-01
Aroma Pizza,,#83369,d61df8ad-fdfd-466b-93f1-d0c6cea83369,Delivery - Partner Using Uber App,iOS,Completed,2021-02-26,20:21,29.47,2.28,31.75,0,0,0,0,0,0,0,0,31.75,-5.6,0,0,0,0,0,,0,0,0,26.15,2021-03-01
Aroma Pizza,,#47781,f766c1ee-223f-4de2-aaa4-d9e7d8847781,Delivery - Partner Using Uber App,iOS,Completed,2021-02-28,11:27,69.7,5.4,75.1,0,0,0,0,0,0,0,0,75.1,-13.24,0,0,0,0,0,,0,0,0,61.86,2021-03-01
Aroma Pizza,,#2652C,7c3d8842-5565-4258-b1d6-8fb65052652c,Delivery - Partner Using Uber App,iOS,Completed,2021-02-28,21:14,24.57,1.9,26.47,0,0,0,0,0,0,0,0,26.47,-4.67,0,0,0,0,0,,0,0,0,21.8,2021-03-01
The Wing Stop ,,,,,Unknown,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other fee,0,0,0,2,2021-02-15
The Wing Stop ,,#53B94,a741b13f-e7b0-448a-99b5-57ce95353b94,Delivery - Partner Using Uber App,Android,Completed,2021-02-01,11:40,10.49,0.81,11.3,0,0,0,0,0,0,0,0,11.3,-2.62,0,0,0,0,0,,0,0,0,8.68,2021-02-08
The Wing Stop ,,#EAF81,791f162f-5e8d-4a12-94d9-a0a7961eaf81,Delivery - Partner Using Uber App,iOS,Completed,2021-02-01,17:06,14.98,1.16,16.14,0,0,0,0,0,0,0,0,16.14,-3.75,0,0,0,0,0,,0,0,0,12.39,2021-02-08
The Wing Stop ,,#BB98D,c123cd0a-01ed-46a8-837d-02f2699bb98d,Delivery - Partner Using Uber App,iOS,Completed,2021-02-01,18:57,22.98,1.78,24.76,0,0,0,0,0,0,0,0,24.76,-5.75,0,0,0,0,0,,0,0,0,19.01,2021-02-08
The Wing Stop ,,#F0850,28e9acbe-abff-43fc-a994-cb775b3f0850,Delivery - Partner Using Uber App,iOS,Completed,2021-02-02,17:52,13.99,1.08,15.07,0,0,0,0,0,0,0,0,15.07,-3.5,0,0,0,0,0,,0,0,0,11.57,2021-02-08
The Wing Stop ,,#E48F5,aa3ad642-1300-4ef6-ac25-a327836e48f5,Delivery - Partner Using Uber App,iOS,Completed,2021-02-02,21:27,43.98,3.41,47.39,0,0,0,0,0,0,0,0,47.39,-11,0,0,0,0,0,,0,0,0,36.39,2021-02-08
The Wing Stop ,,#E48F5,aa3ad642-1300-4ef6-ac25-a327836e48f5,,Unknown,Refund,2021-02-02,21:27,-28.49,-2.21,-30.7,0,0,0,0,0,0,0,,0,0,,,0,0,0,,0,0,0,-30.7,2021-02-08
The Wing Stop ,,#DCA52,eed20192-a02a-447a-b47d-3d08a82dca52,Delivery - Partner Using Uber App,iOS,Completed,2021-02-03,11:30,55.21,4.28,59.49,0,0,0,0,0,0,0,0,59.49,-13.8,0,0,0,0,0,,0,0,0,45.69,2021-02-08
The Wing Stop ,,#E9A37,4c3041ab-cf0e-4eaf-8103-2bd5d53e9a37,Delivery - Partner Using Uber App,iOS,Completed,2021-02-04,11:59,16.24,1.26,17.5,0,0,0,0,0,0,0,0,17.5,-4.06,0,0,0,0,0,,0,0,0,13.44,2021-02-08
The Wing Stop ,,#BED24,95217c14-67d6-4a30-9e73-9a714fcbed24,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-02-04,15:47,17.97,1.39,19.36,0,0,0,0,0,0,0,0,19.36,-4.49,0,0,0,0,0,,0,0,0,14.87,2021-02-08
The Wing Stop ,,#AE293,0512979a-edaa-4ce5-be60-cbbe3f8ae293,Delivery - Partner Using Uber App,Android,Completed,2021-02-05,12:58,9.74,0.75,10.49,0,0,0,0,0,0,0,0,10.49,-2.44,0,0,0,0,0,,0,0,0,8.05,2021-02-08
The Wing Stop ,,#E19CC,5162b768-2c48-4ea4-83c8-72f9d0ae19cc,Delivery - Partner Using Uber App,Android,Completed,2021-02-05,17:39,25.73,1.99,27.72,0,0,0,0,0,0,0,0,27.72,-6.43,0,0,0,0,0,,0,0,0,21.29,2021-02-08
The Wing Stop ,,#49B74,e41e3e0c-234f-4141-ab1b-0cb690649b74,Delivery - Partner Using Uber App,iOS,Completed,2021-02-05,17:45,22.97,1.78,24.75,0,0,0,0,0,0,0,0,24.75,-5.74,0,0,0,0,0,,0,0,0,19.01,2021-02-08
The Wing Stop ,,#A730B,e7d50a37-8caf-4da4-830c-5965116a730b,Delivery - Partner Using Uber App,iOS,Completed,2021-02-06,10:40,26.99,2.09,29.08,0,0,0,0,0,0,0,0,29.08,-6.75,0,0,0,0,0,,0,0,0,22.33,2021-02-08
The Wing Stop ,,#AA078,50ab1d03-f128-423a-a0f9-482d9abaa078,Delivery - Partner Using Uber App,iOS,Completed,2021-02-06,17:46,39.48,3.06,42.54,0,0,0,0,0,0,0,0,42.54,-9.87,0,0,0,0,0,,0,0,0,32.67,2021-02-08
The Wing Stop ,,#AA56B,8bf1b37f-963e-45b0-9e9b-4e20769aa56b,Delivery - Partner Using Uber App,iOS,Completed,2021-02-07,11:06,42.72,3.31,46.03,0,0,0,0,0,0,0,0,46.03,-10.68,0,0,0,0,0,,0,0,0,35.35,2021-02-08
