"ID","Restaurant","Type","Description","Date","Time","Subtotal","Service","Delivery","Tax","Tip","Restaurant Total","Commission","Delivery Commission","Processing Fee","Withheld Tax","Targeted Promotion"
"O-778513063566066","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/11/20","2:42 PM","30.97","0","2.99","2.32","7.26","43.54","-8.49","0","-1.51","0","-4.00"
"O-890613110642862","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/15/20","6:54 PM","19.98","0","0.00","1.55","0","21.53","-5.00","0","-0.96","0","0"
"O-307513015469459","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/6/20","5:04 PM","17.49","0","0.00","1.36","0","18.85","-4.37","0","-0.87","0","0"
"O-484913207615580","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/25/20","4:17 PM","30.25","0","2.99","2.26","3.55","39.05","-8.31","0","-1.37","0","-4.00"
"O-389813137539209","Aroma Pizza & Pasta - Alton Pkwy","Cash Order",,"10/17/20","9:09 PM","21.98","0","0.00","1.70","0","23.68","-5.50","0","0","0","0"
"O-932313270052361","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/31/20","5:55 PM","60.22","0","0.00","4.67","0","64.89","-15.06","0","-2.28","0","0"
"O-712313172062307","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/22/20","1:13 PM","33.94","0","6.99","2.86","8.76","52.55","-10.23","0","-1.78","0","-4.00"
"O-806113136606691","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/17/20","6:54 PM","44.23","0","4.99","3.82","10.61","63.65","-12.31","0","-2.24","0","0"
"O-727513266531821","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/30/20","6:32 PM","31.72","0","4.99","2.85","4.44","44.00","-9.18","0","-1.64","0","0"
"O-769212989258539","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/2/20","6:59 PM","29.57","0","1.99","2.44","6.80","40.80","-7.89","0","-1.54","0","0"
"O-894813027384904","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/6/20","6:19 PM","19.98","0","1.99","1.70","3.55","27.22","-5.49","0","-1.13","0","0"
"O-641713186343129","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/22/20","6:42 PM","33.97","0","6.99","3.17","7.21","51.34","-10.24","0","-1.87","0","0"
"O-484913187671185","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/23/20","5:25 PM","61.23","0","4.99","5.14","7.14","78.50","-16.56","0","-2.69","0","0"
"O-389712998013227","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/3/20","7:03 PM","40.97","0","1.99","3.02","4.60","50.58","-10.74","0","-1.72","0","-4.00"
"O-281213088447246","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/12/20","8:39 PM","15.98","0","6.99","1.47","4.89","29.33","-5.74","0","-1.07","0","-4.00"
"O-858113106603713","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/15/20","12:30 PM","12.99","0","0.00","0.70","0","13.69","-3.25","0","-0.60","0","-4.00"
"O-111113204362000","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/24/20","6:09 PM","26.98","0","1.99","2.24","4.68","35.89","-7.24","0","-1.39","0","0"
"O-440912987191048","Aroma Pizza & Pasta - Alton Pkwy","Adjustment of O-440912987191048","Refund for missing item(s)","10/2/20","9:58 PM","-15.48","0","-4.99","-1.28","-2.18","-23.93","0","0","0","0","4.00"
"W-168713128959433","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/17/20","2:15 PM","24.05","0","0.00","1.86","0","25.91","-6.01","0","-1.09","0","0"
"O-961713001101618","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/4/20","7:38 PM","16.98","0","1.99","1.47","3.06","23.50","-4.74","0","-1.02","0","0"
"O-865113000637408","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/4/20","9:19 PM","27.97","0","2.99","2.09","5.28","38.33","-7.74","0","-1.35","0","-4.00"
"O-823112991978771","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/4/20","12:01 PM","39.97","0","0.00","3.10","0","43.07","-9.99","0","-1.61","0","0"
"O-164513183071846","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/23/20","4:36 PM","19.98","0","1.99","1.39","2.34","25.70","-5.49","0","-0.96","0","-4.00"
"O-675313052773093","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/10/20","2:19 PM","18.73","0","4.99","1.84","3.83","29.39","-5.93","0","-1.20","0","0"
"O-115813160133716","Aroma Pizza & Pasta - Alton Pkwy","Adjustment of O-115813160133716","MISSING_ITEM - Refund requested by diner via help interaction","10/20/20","7:42 PM","-3.99","0","0.00","-0.31","0","-4.30","0","0","0","0","0"
"O-846813175724122","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/21/20","6:33 PM","60.69","0","0.00","4.70","0","65.39","-15.17","0","-2.29","0","0"
"O-115813160133716","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/20/20","7:29 PM","26.97","0","6.99","2.63","5.49","42.08","-8.49","0","-1.58","0","0"
"O-300912991199696","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/3/20","6:46 PM","21.98","0","4.99","2.09","4.66","33.72","-6.74","0","-1.33","0","0"
"O-300912961131661","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/1/20","5:34 PM","28.21","0","6.99","2.73","5.68","43.61","-8.80","0","-1.63","0","0"
"O-144113245879898","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/29/20","5:09 PM","24.96","0","4.99","2.32","6.45","38.72","-7.49","0","-1.48","0","0"
"O-440912987191048","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/2/20","9:51 PM","15.48","0","4.99","1.28","2.18","23.93","-5.12","0","-0.91","0","-4.00"
"O-293413046221817","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/9/20","2:42 PM","15.47","0","0.00","1.20","0","16.67","-3.87","0","-0.81","0","0"
"O-036212984793944","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/2/20","6:40 PM","44.95","0","8.99","4.18","5.81","63.93","-13.49","0","-2.25","0","0"
"O-018713270881164","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/31/20","9:08 PM","40.97","0","1.99","3.33","0","46.29","-10.74","0","-1.71","0","0"
"O-778513073510328","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/11/20","7:37 PM","12.28","0","0.00","0.95","0","13.23","-3.07","0","-0.70","0","0"
"O-214413077647537","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/11/20","7:32 PM","31.96","0","4.99","2.87","3.98","43.80","-9.24","0","-1.64","0","0"
"O-937513172193304","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/21/20","8:05 PM","24.48","0","4.99","1.98","6.29","37.74","-7.37","0","-1.33","0","-4.00"
"O-874313054848645","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/9/20","9:44 PM","38.95","0","2.99","2.94","6.73","51.61","-10.49","0","-1.75","0","-4.00"
"O-170013160874642","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/21/20","4:59 PM","10.98","0","0.00","0.85","0","11.83","-2.75","0","-0.66","0","0"
"O-382113042930803","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/8/20","7:09 PM","31.95","0","6.99","3.02","6.29","48.25","-9.74","0","-1.77","0","0"
"O-219913080305194","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/13/20","4:25 PM","18.76","0","4.99","1.84","3.84","29.43","-5.94","0","-1.20","0","0"
"O-160013134314910","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/17/20","8:32 PM","32.13","0","6.99","3.03","8.43","50.58","-9.78","0","-1.84","0","0"
"O-419613139907353","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/17/20","7:15 PM","20.97","0","1.99","1.47","3.66","28.09","-5.74","0","-1.03","0","-4.00"
"O-574713270684986","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/31/20","9:02 PM","31.97","0","6.99","3.02","7.50","49.48","-9.74","0","-1.81","0","0"
"O-042713148910428","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/19/20","5:28 PM","43.20","0","2.99","3.58","5.00","54.77","-11.55","0","-1.97","0","0"
"O-140213020789278","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/6/20","7:23 PM","27.21","0","0.00","2.11","5.86","35.18","-6.80","0","-1.37","0","0"
"O-654413250961847","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/29/20","5:21 PM","17.98","0","0.00","1.39","0","19.37","-4.50","0","-0.89","0","0"
"O-664313085071694","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/12/20","8:56 PM","20.99","0","8.99","2.02","4.80","36.80","-7.50","0","-1.30","0","-4.00"
"O-164513183076708","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/23/20","3:20 PM","18.97","0","2.99","1.39","3.50","26.85","-5.49","0","-1.00","0","-4.00"
"O-484913197677951","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/24/20","5:36 PM","84.04","0","6.99","6.74","14.67","112.44","-22.76","0","-3.61","0","-4.00"
"O-515513186785696","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/22/20","6:47 PM","21.96","0","8.99","2.40","5.00","38.35","-7.74","0","-1.47","0","0"
"O-574713250655469","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/30/20","11:36 AM","13.47","0","0.00","1.04","1.00","15.51","-3.37","0","-0.77","0","0"
"O-640413160735320","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/20/20","7:35 PM","19.74","0","1.99","1.68","4.68","28.09","-5.43","0","-1.16","0","0"
"O-991713264732957","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/31/20","2:30 PM","15.98","0","2.99","1.47","4.09","24.53","-4.74","0","-1.05","0","0"
"O-574713260687406","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/30/20","6:14 PM","21.97","0","0.00","1.70","4.73","28.40","-5.49","0","-1.17","0","0"
"T-AwAAD06i95v6YBZjEeugtAVUDbK3Mg","Aroma Pizza & Pasta - Alton Pkwy","Account Adjustment","11581316-0133716 AM","10/24/20","6:46 PM","0","0","0.00","0.00","0","3.99","0","0","0","0","0"
"O-718113263386460","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/31/20","3:31 PM","15.99","0","4.99","1.63","3.39","26.00","-5.25","0","-1.09","0","0"
"O-036212994799438","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/3/20","6:46 PM","32.96","0","6.99","2.78","5.00","47.73","-9.99","0","-1.63","0","-4.00"
"O-160013035341234","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/7/20","7:13 PM","76.90","0","2.99","6.19","12.91","98.99","-19.97","0","-3.32","0","0"
"O-724313240982015","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/29/20","4:51 PM","29.97","0","4.99","2.40","5.60","42.96","-8.74","0","-1.49","0","-4.00"
"O-347613102992128","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/14/20","7:32 PM","19.97","0","1.99","1.70","3.54","27.20","-5.49","0","-1.13","0","0"
"O-685213138755713","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/17/20","7:18 PM","33.46","0","8.99","2.98","6.81","52.24","-10.61","0","-1.77","0","-4.00"
"O-065613262135879","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/30/20","8:58 PM","27.97","0","6.99","2.40","4.00","41.36","-8.74","0","-1.44","0","-4.00"
"O-218813043650802","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/9/20","3:37 PM","17.49","0","0.00","1.36","2.82","21.67","-4.37","0","-0.96","0","0"
"O-563713197541418","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/23/20","6:16 PM","44.96","0","1.99","3.63","6.00","56.58","-11.74","0","-2.03","0","0"
"O-382113052931354","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/9/20","8:11 PM","36.47","0","4.99","2.91","6.66","51.03","-10.37","0","-1.73","0","-4.00"
"O-382113072930361","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/11/20","6:54 PM","16.98","0","1.99","1.47","3.06","23.50","-4.74","0","-1.02","0","0"
"O-724313270903807","Aroma Pizza & Pasta - Alton Pkwy","Cash Order",,"10/31/20","6:20 PM","18.98","0","0.00","1.47","0","20.45","-4.75","0","0","0","0"
"T-AwAAD06ihBt3wAyiEeuEqXf9gUqOVg","Aroma Pizza & Pasta - Alton Pkwy","Account Adjustment","25981307-7528636 - MF ","10/12/20","8:49 AM","0","0","0.00","0.00","0","38.01","0","0","0","0","0"
"O-750113064882737","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/10/20","7:05 PM","18.98","0","6.99","1.70","0","27.67","-6.49","0","-1.02","0","-4.00"
"O-392613203957891","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/24/20","9:00 PM","40.90","0","2.99","3.40","7.09","54.38","-10.97","0","-1.96","0","0"
"O-281213088447246","Aroma Pizza & Pasta - Alton Pkwy","Adjustment of O-281213088447246","Additional charge due to special instructions request","10/13/20","9:07 AM","2.00","0","0.00","0.15","0","2.15","0","0","0","0","0"
"O-523413112177767","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/16/20","12:00 PM","22.49","0","0.00","1.74","0","24.23","-5.62","0","-1.04","0","0"
"O-724313270900109","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/31/20","7:59 PM","20.46","0","0.00","1.59","0","22.05","-5.12","0","-0.97","0","0"
"O-493613062452397","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/10/20","9:45 PM","23.98","0","8.99","2.56","2.00","37.53","-8.24","0","-1.44","0","0"
"O-704913170671581","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/21/20","9:36 PM","15.98","0","2.99","1.47","4.09","24.53","-4.74","0","-1.05","0","0"
"O-685213138784987","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/18/20","2:21 PM","38.97","0","0.00","3.02","0","41.99","-9.74","0","-1.58","0","0"
"O-890613110675148","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/16/20","3:30 PM","19.46","0","6.99","2.05","5.00","33.50","-6.61","0","-1.32","0","0"
"O-462913188644674","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/23/20","4:44 PM","13.47","0","0.00","1.04","1.00","15.51","-3.37","0","-0.77","0","0"
"O-323913139807150","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/18/20","5:44 PM","34.96","0","8.99","3.41","4.74","52.10","-10.99","0","-1.89","0","0"
"O-519113014481643","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/5/20","8:22 PM","19.98","0","2.99","1.78","3.71","28.46","-5.74","0","-1.17","0","0"
"O-827213069355522","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/10/20","6:56 PM","38.97","0","6.99","3.56","9.90","59.42","-11.49","0","-2.11","0","0"
"O-582013264805442","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"10/31/20","4:19 PM","37.50","0","4.99","3.30","5.00","50.79","-10.62","0","-1.85","0","0"
