Store Name,Store ID,Order ID,Dining Mode,Order Status,Order Date / Refund date,Order Accept Time,Food Sales (excluding tax),Tax on Food Sales,Food sales (including tax),Adjustments (excluding tax),Tax on Adjustments,Promo Spend on food,Tax on Promotion on Food,Promo Spend on Delivery,Tax on Promo Spend on Delivery,Bag Fee,Marketing Service Fee Adjustment,Total Sales after Adjustments (including tax),Uber Service Fee,Dispatch Fee,Tax on Dispatch Fee,Gratuity,Misc Payment Description,Miscellaneous Payments,Marketplace Facilitator Tax,Backup Withholding Tax,Payout,Payout Date
Aroma Pizza,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-9.56,0,0,-9.56,9/21/20
Aroma Pizza,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-6.99,0,0,-6.99,9/21/20
Aroma Pizza,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-6.61,0,0,-6.61,9/21/20
Aroma Pizza,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-4.34,0,0,-4.34,9/21/20
Aroma Pizza,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-2.31,0,0,-2.31,9/21/20
Aroma Pizza,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-1.12,0,0,-1.12,9/21/20
Aroma Pizza,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,1.12,0,0,1.12,9/21/20
Aroma Pizza,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,2.31,0,0,2.31,9/21/20
Aroma Pizza,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,4.34,0,0,4.34,9/21/20
Aroma Pizza,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,6.61,0,0,6.61,9/21/20
Aroma Pizza,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,6.99,0,0,6.99,9/21/20
Aroma Pizza,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,9.56,0,0,9.56,9/21/20
Aroma Pizza,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,12.74,0,0,12.74,9/21/20
Aroma Pizza,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-4.28,0,0,-4.28,9/28/20
Aroma Pizza,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-1.14,0,0,-1.14,9/28/20
Aroma Pizza,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-1.12,0,0,-1.12,9/28/20
Aroma Pizza,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,1.12,0,0,1.12,9/28/20
Aroma Pizza,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,1.14,0,0,1.14,9/28/20
Aroma Pizza,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,4.28,0,0,4.28,9/28/20
Aroma Pizza,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-0.5,0,0,-0.5,10/5/20
Aroma Pizza,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,0.5,0,0,0.5,10/5/20
Aroma Pizza,,#2D50C,Delivery - Partner Using Uber App,Completed,9/1/20,7:19 PM,36.24,2.81,39.05,0,0,0,0,0,0,0,0,39.05,-10.87,0,0,0,,0,0,0,28.18,9/8/20
Aroma Pizza,,#78806,Delivery - Partner Using Uber App,Completed,9/2/20,7:30 PM,36.22,2.81,39.03,0,0,0,0,0,0,0,0,39.03,-10.87,0,0,0,,0,0,0,28.16,9/8/20
Aroma Pizza,,#1C6AD,Delivery - Partner Using Uber App,Completed,9/3/20,11:06 AM,15.74,1.22,16.96,0,0,0,0,0,0,0,0,16.96,-4.72,0,0,0,,0,0,0,12.24,9/8/20
Aroma Pizza,,#8BFC4,Delivery - Partner Using Uber App,Completed,9/3/20,4:57 PM,44.19,3.42,47.61,0,0,0,0,0,0,0,0,47.61,-13.26,0,0,0,,0,0,0,34.35,9/8/20
Aroma Pizza,,#B564A,Delivery - Partner Using Uber App,Completed,9/3/20,5:52 PM,17.98,1.39,19.37,0,0,0,0,0,0,0,0,19.37,-5.39,0,0,0,,0,0,0,13.98,9/8/20
Aroma Pizza,,#DEABF,Delivery - Partner Using Uber App,Completed,9/3/20,6:22 PM,39.47,3.06,42.53,0,0,0,0,0,0,0,0,42.53,-11.84,0,0,0,,0,0,0,30.69,9/8/20
Aroma Pizza,,#CA787,Delivery - Partner Using Uber App,Completed,9/4/20,5:53 PM,25.97,2.01,27.98,0,0,0,0,0,0,0,0,27.98,-7.79,0,0,0,,0,0,0,20.19,9/8/20
Aroma Pizza,,#E0AFD,Delivery - Partner Using Uber App,Completed,9/4/20,7:14 PM,25.72,1.99,27.71,0,0,0,0,0,0,0,0,27.71,-7.72,0,0,0,,0,0,0,19.99,9/8/20
Aroma Pizza,,#12BE7,Delivery - Partner Using Uber App,Completed,9/4/20,8:01 PM,58.18,4.51,62.69,0,0,0,0,0,0,0,0,62.69,-17.45,0,0,0,,0,0,0,45.24,9/8/20
Aroma Pizza,,#CD582,Delivery - Partner Using Uber App,Completed,9/5/20,12:29 PM,30.92,2.4,33.32,0,0,0,0,0,0,0,0,33.32,-9.28,0,0,0,,0,0,0,24.04,9/8/20
Aroma Pizza,,#141B1,Delivery - Partner Using Uber App,Completed,9/5/20,1:15 PM,21.48,1.66,23.14,0,0,0,0,0,0,0,0,23.14,-6.44,0,0,0,,0,0,0,16.7,9/8/20
Aroma Pizza,,#49F43,Delivery - Partner Using Uber App,Completed,9/5/20,4:41 PM,27.47,2.13,29.6,0,0,0,0,0,0,0,0,29.6,-8.24,0,0,0,,0,0,0,21.36,9/8/20
Aroma Pizza,,#54EA0,Delivery - Partner Using Uber App,Completed,9/5/20,4:49 PM,18.08,1.4,19.48,0,0,0,0,0,0,0,0,19.48,-5.42,0,0,0,,0,0,0,14.06,9/8/20
Aroma Pizza,,#E101D,Delivery - Partner Using Uber App,Completed,9/5/20,5:41 PM,25.98,2.01,27.99,0,0,0,0,0,0,0,0,27.99,-7.79,0,0,0,,0,0,0,20.2,9/8/20
Aroma Pizza,,#77C0B,Delivery - Partner Using Uber App,Completed,9/5/20,7:16 PM,45.79,3.55,49.34,0,0,0,0,0,0,0,0,49.34,-13.74,0,0,0,,0,0,0,35.6,9/8/20
Aroma Pizza,,#903FE,Delivery - Partner Using Uber App,Completed,9/5/20,8:05 PM,32.56,2.52,35.08,0,0,0,0,0,0,0,0,35.08,-9.77,0,0,0,,0,0,0,25.31,9/8/20
Aroma Pizza,,#38E73,Delivery - Partner Using Uber App,Completed,9/6/20,1:28 PM,47.97,3.72,51.69,0,0,0,0,0,0,0,0,51.69,-14.39,0,0,0,,0,0,0,37.3,9/8/20
Aroma Pizza,,#DF3F7,Delivery - Partner Using Uber App,Completed,9/6/20,7:40 PM,20.72,1.61,22.33,0,0,0,0,0,0,0,0,22.33,-6.22,0,0,0,,0,0,0,16.11,9/8/20
Aroma Pizza,,#B8CEC,Delivery - Partner Using Uber App,Completed,9/7/20,11:59 AM,15.74,1.22,16.96,0,0,0,0,0,0,0,0,16.96,-4.72,0,0,0,,0,0,0,12.24,9/14/20
Aroma Pizza,,#A5F1D,Delivery - Partner Using Uber App,Completed,9/7/20,6:41 PM,26.48,2.05,28.53,0,0,0,0,0,0,0,0,28.53,-7.94,0,0,0,,0,0,0,20.59,9/14/20
Aroma Pizza,,#4608A,Delivery - Partner Using Uber App,Completed,9/7/20,9:23 PM,35.14,2.72,37.86,0,0,0,0,0,0,0,0,37.86,-10.54,0,0,0,,0,0,0,27.32,9/14/20
Aroma Pizza,,#B3682,Delivery - Partner Using Uber App,Completed,9/7/20,9:53 PM,42.05,3.26,45.31,0,0,0,0,0,0,0,0,45.31,-12.62,0,0,0,,0,0,0,32.69,9/14/20
Aroma Pizza,,#EF8E0,Delivery - Partner Using Uber App,Completed,9/8/20,2:17 PM,28.63,2.22,30.85,0,0,0,0,0,0,0,0,30.85,-8.59,0,0,0,,0,0,0,22.26,9/14/20
Aroma Pizza,,#E7E4E,Delivery - Partner Using Uber App,Completed,9/8/20,6:39 PM,20.47,1.59,22.06,0,0,0,0,0,0,0,0,22.06,-6.14,0,0,0,,0,0,0,15.92,9/14/20
Aroma Pizza,,#E2E76,Delivery - Partner Using Uber App,Completed,9/8/20,7:11 PM,29.97,2.32,32.29,0,0,0,0,0,0,0,0,32.29,-8.99,0,0,0,,0,0,0,23.3,9/14/20
Aroma Pizza,,#9ECE8,Delivery - Partner Using Uber App,Completed,9/9/20,12:27 PM,31.16,2.41,33.57,0,0,0,0,0,0,0,0,33.57,-9.35,0,0,0,,0,0,0,24.22,9/14/20
Aroma Pizza,,#A6509,Delivery - Partner Using Uber App,Completed,9/9/20,6:59 PM,35.97,2.79,38.76,0,0,0,0,0,0,0,0,38.76,-10.79,0,0,0,,0,0,0,27.97,9/14/20
Aroma Pizza,,#7FB44,Delivery - Partner Using Uber App,Completed,9/9/20,7:01 PM,42.96,3.33,46.29,0,0,0,0,0,0,0,0,46.29,-12.89,0,0,0,,0,0,0,33.4,9/14/20
Aroma Pizza,,#1F0C9,Delivery - Partner Using Uber App,Canceled,9/9/20,10:21 PM,31.17,2.42,33.59,0,0,0,0,0,0,0,0,33.59,-9.35,0,0,0,,0,0,0,24.24,9/14/20
Aroma Pizza,,#4BF73,Delivery - Partner Using Uber App,Completed,9/10/20,5:29 PM,36.97,2.87,39.84,0,0,0,0,0,0,0,0,39.84,-11.09,0,0,0,,0,0,0,28.75,9/14/20
Aroma Pizza,,#0388E,Pickup,Completed,9/11/20,2:14 PM,11.48,0.89,12.37,0,0,0,0,0,0,0,0,12.37,0,0,0,0,,0,0,0,12.37,9/14/20
Aroma Pizza,,#FFD0F,Delivery - Partner Using Uber App,Completed,9/11/20,5:07 PM,37.71,2.92,40.63,0,0,0,0,0,0,0,0,40.63,-11.31,0,0,0,,0,0,0,29.32,9/14/20
Aroma Pizza,,#52503,Delivery - Partner Using Uber App,Completed,9/11/20,6:06 PM,36.15,2.8,38.95,0,0,0,0,0,0,0,0,38.95,-10.85,0,0,0,,0,0,0,28.1,9/14/20
Aroma Pizza,,#A43FE,Pickup,Completed,9/11/20,7:44 PM,20.98,1.63,22.61,0,0,0,0,0,0,0,0,22.61,0,0,0,0,,0,0,0,22.61,9/14/20
Aroma Pizza,,#7774C,Delivery - Partner Using Uber App,Completed,9/11/20,10:06 PM,30.97,2.4,33.37,0,0,0,0,0,0,0,0,33.37,-9.29,0,0,0,,0,0,0,24.08,9/14/20
Aroma Pizza,,#AC31C,Delivery - Partner Using Uber App,Completed,9/12/20,7:07 PM,35.44,2.75,38.19,0,0,0,0,0,0,0,0,38.19,-10.63,0,0,0,,0,0,0,27.56,9/14/20
Aroma Pizza,,#3D0D3,Delivery - Partner Using Uber App,Completed,9/12/20,7:21 PM,29.73,2.3,32.03,0,0,0,0,0,0,0,0,32.03,-8.92,0,0,0,,0,0,0,23.11,9/14/20
Aroma Pizza,,#AEF97,Delivery - Partner Using Uber App,Completed,9/12/20,8:14 PM,66.55,5.16,71.71,0,0,0,0,0,0,0,0,71.71,-19.97,0,0,0,,0,0,0,51.74,9/14/20
Aroma Pizza,,#A9FF5,Delivery - Partner Using Uber App,Completed,9/12/20,8:40 PM,36.48,2.83,39.31,0,0,0,0,0,0,0,0,39.31,-10.94,0,0,0,,0,0,0,28.37,9/14/20
Aroma Pizza,,#39D46,Delivery - Partner Using Uber App,Completed,9/13/20,4:05 PM,21.98,1.7,23.68,0,0,0,0,0,0,0,0,23.68,-6.59,0,0,0,,0,0,0,17.09,9/14/20
Aroma Pizza,,#8DE1E,Delivery - Partner Using Uber App,Completed,9/14/20,11:36 AM,23.98,1.86,25.84,0,0,0,0,0,0,0,0,25.84,-7.19,0,0,0,,0,0,0,18.65,9/21/20
Aroma Pizza,,#FA977,Pickup,Completed,9/14/20,12:55 PM,17.33,1.34,18.67,0,0,0,0,0,0,0,0,18.67,0,0,0,0,,0,0,0,18.67,9/21/20
Aroma Pizza,,#17CEF,Delivery - Partner Using Uber App,Completed,9/14/20,6:17 PM,19.33,1.5,20.83,0,0,0,0,0,0,0,0,20.83,-5.8,0,0,0,,0,0,0,15.03,9/21/20
Aroma Pizza,,#7962B,Delivery - Partner Using Uber App,Completed,9/15/20,11:40 AM,25.33,1.96,27.29,0,0,0,0,0,0,0,0,27.29,-7.6,0,0,0,,0,0,0,19.69,9/21/20
Aroma Pizza,,#3CE97,Delivery - Partner Using Uber App,Completed,9/15/20,7:06 PM,20.99,1.63,22.62,0,0,0,0,0,0,0,0,22.62,-6.3,0,0,0,,0,0,0,16.32,9/21/20
Aroma Pizza,,#05497,Delivery - Partner Using Uber App,Completed,9/15/20,8:31 PM,13.99,1.08,15.07,0,0,0,0,0,0,0,0,15.07,-4.2,0,0,0,,0,0,0,10.87,9/21/20
Aroma Pizza,,#DEBDE,Delivery - Partner Using Uber App,Completed,9/15/20,9:28 PM,21.99,1.7,23.69,0,0,0,0,0,0,0,0,23.69,-6.6,0,0,0,,0,0,0,17.09,9/21/20
Aroma Pizza,,#41DBC,Delivery - Partner Using Uber App,Completed,9/16/20,3:47 PM,28.22,2.19,30.41,0,0,0,0,0,0,0,0,30.41,-8.47,0,0,0,,0,0,0,21.94,9/21/20
Aroma Pizza,,#B5963,Delivery - Partner Using Uber App,Completed,9/16/20,5:12 PM,18.73,1.45,20.18,0,0,0,0,0,0,0,0,20.18,-5.62,0,0,0,,0,0,0,14.56,9/21/20
Aroma Pizza,,#30AD3,Delivery - Partner Using Uber App,Completed,9/16/20,5:56 PM,38.7,3,41.7,0,0,0,0,0,0,0,0,41.7,-11.61,0,0,0,,0,0,0,30.09,9/21/20
Aroma Pizza,,#882D1,Delivery - Partner Using Uber App,Completed,9/16/20,9:01 PM,21.71,1.68,23.39,0,0,0,0,0,0,0,0,23.39,-6.51,0,0,0,,0,0,0,16.88,9/21/20
Aroma Pizza,,#6A952,Delivery - Partner Using Uber App,Completed,9/17/20,1:17 PM,44.82,3.47,48.29,0,0,0,0,0,0,0,0,48.29,-13.45,0,0,0,,0,0,0,34.84,9/21/20
Aroma Pizza,,#DE3C1,Delivery - Partner Using Uber App,Completed,9/17/20,1:49 PM,32.48,2.52,35,0,0,0,0,0,0,0,0,35,-9.74,0,0,0,,0,0,0,25.26,9/21/20
Aroma Pizza,,#22DEF,Delivery - Partner Using Uber App,Completed,9/17/20,6:25 PM,47.29,3.66,50.95,0,0,0,0,0,0,0,0,50.95,-14.19,0,0,0,,0,0,0,36.76,9/21/20
Aroma Pizza,,#890E7,Delivery - Partner Using Uber App,Completed,9/18/20,4:12 PM,10.99,0.85,11.84,0,0,0,0,0,0,0,0,11.84,-3.3,0,0,0,,0,0,0,8.54,9/21/20
Aroma Pizza,,#FA79B,Delivery - Partner Using Uber App,Completed,9/19/20,5:10 PM,26.98,2.09,29.07,0,0,0,0,0,0,0,0,29.07,-8.09,0,0,0,,0,0,0,20.98,9/21/20
Aroma Pizza,,#EE93E,Delivery - Partner Using Uber App,Completed,9/19/20,5:50 PM,49.94,3.87,53.81,0,0,0,0,0,0,0,0,53.81,-14.98,0,0,0,,0,0,0,38.83,9/21/20
Aroma Pizza,,#58C23,Delivery - Partner Using Uber App,Canceled,9/19/20,7:53 PM,27.72,2.15,29.87,0,0,0,0,0,0,0,0,29.87,-8.32,0,0,0,,0,0,0,21.55,9/21/20
Aroma Pizza,,#ECAD5,Pickup,Completed,9/19/20,8:04 PM,20.23,1.57,21.8,0,0,0,0,0,0,0,0,21.8,0,0,0,2.18,,0,0,0,23.98,9/21/20
Aroma Pizza,,#A1B1F,Delivery - Partner Using Uber App,Completed,9/20/20,4:04 PM,13.99,1.08,15.07,0,0,0,0,0,0,0,0,15.07,-4.2,0,0,0,,0,0,0,10.87,9/21/20
Aroma Pizza,,#7AB89,Delivery - Partner Using Uber App,Completed,9/20/20,9:08 PM,21.98,1.7,23.68,0,0,0,0,0,0,0,0,23.68,-6.59,0,0,0,,0,0,0,17.09,9/21/20
Aroma Pizza,,#EF337,Delivery - Partner Using Uber App,Completed,9/20/20,10:07 PM,35.14,2.72,37.86,0,0,0,0,0,0,0,0,37.86,-10.54,0,0,0,,0,0,0,27.32,9/21/20
Aroma Pizza,,#F58D0,Delivery - Partner Using Uber App,Completed,9/21/20,1:35 PM,15.74,1.22,16.96,0,0,0,0,0,0,0,0,16.96,-4.72,0,0,0,,0,0,0,12.24,9/28/20
Aroma Pizza,,#9DE8A,Delivery - Partner Using Uber App,Completed,9/22/20,5:42 PM,10.99,0.85,11.84,0,0,0,0,0,0,0,0,11.84,-3.3,0,0,0,,0,0,0,8.54,9/28/20
Aroma Pizza,,#6183F,Delivery - Partner Using Uber App,Completed,9/22/20,7:59 PM,20.98,1.63,22.61,0,0,0,0,0,0,0,0,22.61,-6.29,0,0,0,,0,0,0,16.32,9/28/20
Aroma Pizza,,#7BC89,Pickup,Completed,9/23/20,5:40 PM,31.58,2.45,34.03,0,0,0,0,0,0,0,0,34.03,0,0,0,0,,0,0,0,34.03,9/28/20
Aroma Pizza,,#48826,Delivery - Partner Using Uber App,Completed,9/23/20,6:46 PM,17.82,1.38,19.2,0,0,0,0,0,0,0,0,19.2,-5.35,0,0,0,,0,0,0,13.85,9/28/20
Aroma Pizza,,#199D3,Delivery - Partner Using Uber App,Completed,9/23/20,7:47 PM,41.2,3.19,44.39,0,0,0,0,0,0,0,0,44.39,-12.36,0,0,0,,0,0,0,32.03,9/28/20
Aroma Pizza,,#FED16,Delivery - Partner Using Uber App,Completed,9/24/20,7:22 PM,21.73,1.68,23.41,0,0,0,0,0,0,0,0,23.41,-6.52,0,0,0,,0,0,0,16.89,9/28/20
Aroma Pizza,,#1D9D3,Delivery - Partner Using Uber App,Completed,9/25/20,12:31 PM,15.74,1.22,16.96,0,0,0,0,0,0,0,0,16.96,-4.72,0,0,0,,0,0,0,12.24,9/28/20
Aroma Pizza,,#14B7B,Delivery - Partner Using Uber App,Completed,9/25/20,3:50 PM,21.27,1.65,22.92,0,0,0,0,0,0,0,0,22.92,-6.38,0,0,0,,0,0,0,16.54,9/28/20
Aroma Pizza,,#C7BC7,Delivery - Partner Using Uber App,Completed,9/25/20,5:30 PM,39.47,3.06,42.53,0,0,0,0,0,0,0,0,42.53,-11.84,0,0,0,,0,0,0,30.69,9/28/20
Aroma Pizza,,#62C9E,Delivery - Partner Using Uber App,Completed,9/25/20,6:23 PM,53.32,4.13,57.45,0,0,0,0,0,0,0,0,57.45,-16,0,0,0,,0,0,0,41.45,9/28/20
Aroma Pizza,,#D100F,Delivery - Partner Using Uber App,Completed,9/25/20,6:42 PM,37.56,2.91,40.47,0,0,0,0,0,0,0,0,40.47,-11.27,0,0,0,,0,0,0,29.2,9/28/20
Aroma Pizza,,#11807,Delivery - Partner Using Uber App,Completed,9/25/20,7:20 PM,17.99,1.39,19.38,0,0,0,0,0,0,0,0,19.38,-5.4,0,0,0,,0,0,0,13.98,9/28/20
Aroma Pizza,,#49A3A,Delivery - Partner Using Uber App,Completed,9/25/20,9:02 PM,32.59,2.53,35.12,0,0,0,0,0,0,0,0,35.12,-9.78,0,0,0,,0,0,0,25.34,9/28/20
Aroma Pizza,,#A21BF,Delivery - Partner Using Uber App,Completed,9/25/20,10:13 PM,34.72,2.69,37.41,0,0,0,0,0,0,0,0,37.41,-10.42,0,0,0,,0,0,0,26.99,9/28/20
Aroma Pizza,,#F25F2,Pickup,Completed,9/26/20,2:28 PM,34.21,2.65,36.86,0,0,0,0,0,0,0,0,36.86,0,0,0,0,,0,0,0,36.86,9/28/20
Aroma Pizza,,#DD894,Delivery - Partner Using Uber App,Completed,9/26/20,4:18 PM,17.99,1.39,19.38,0,0,0,0,0,0,0,0,19.38,-5.4,0,0,0,,0,0,0,13.98,9/28/20
Aroma Pizza,,#AD847,Pickup,Completed,9/26/20,5:11 PM,21.99,1.7,23.69,0,0,0,0,0,0,0,0,23.69,0,0,0,0,,0,0,0,23.69,9/28/20
Aroma Pizza,,#390F0,Delivery - Partner Using Uber App,Completed,9/27/20,5:41 PM,23.73,1.84,25.57,0,0,0,0,0,0,0,0,25.57,-7.12,0,0,0,,0,0,0,18.45,9/28/20
Aroma Pizza,,#1556B,Delivery - Partner Using Uber App,Completed,9/28/20,4:57 PM,35.21,2.73,37.94,0,0,0,0,0,0,0,0,37.94,-10.56,0,0,0,,0,0,0,27.38,10/5/20
Aroma Pizza,,#C7CFB,Pickup,Completed,9/28/20,6:29 PM,20.22,1.57,21.79,0,0,0,0,0,0,0,0,21.79,0,0,0,0,,0,0,0,21.79,10/5/20
Aroma Pizza,,#8D622,Pickup,Completed,9/28/20,8:27 PM,16.71,1.3,18.01,0,0,0,0,0,0,0,0,18.01,0,0,0,0,,0,0,0,18.01,10/5/20
Aroma Pizza,,#35CFF,Pickup,Completed,9/29/20,4:16 PM,11.48,0.89,12.37,0,0,0,0,0,0,0,0,12.37,0,0,0,0,,0,0,0,12.37,10/5/20
Aroma Pizza,,#E2858,Delivery - Partner Using Uber App,Completed,9/29/20,5:12 PM,47.47,3.68,51.15,0,0,0,0,0,0,0,0,51.15,-14.24,0,0,0,,0,0,0,36.91,10/5/20
Aroma Pizza,,#AA323,Delivery - Partner Using Uber App,Completed,9/29/20,9:31 PM,8.99,0.7,9.69,0,0,0,0,0,0,0,0,9.69,-2.7,0,0,0,,0,0,0,6.99,10/5/20
Aroma Pizza,,#304B5,Pickup,Completed,9/30/20,6:02 PM,21.47,1.66,23.13,0,0,0,0,0,0,0,0,23.13,0,0,0,0,,0,0,0,23.13,10/5/20
Aroma Pizza,,#30788,Delivery - Partner Using Uber App,Completed,9/30/20,6:16 PM,31.21,2.42,33.63,0,0,0,0,0,0,0,0,33.63,-9.36,0,0,0,,0,0,0,24.27,10/5/20
Aroma Pizza,,#ACA0C,Delivery - Partner Using Uber App,Completed,9/30/20,8:33 PM,43.39,3.36,46.75,0,0,0,0,0,0,0,0,46.75,-13.02,0,0,0,,0,0,0,33.73,10/5/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-1,0,0,-1,9/8/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,1,0,0,1,9/8/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-6.67,0,0,-6.67,9/14/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-5.48,0,0,-5.48,9/14/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-3.51,0,0,-3.51,9/14/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-3.19,0,0,-3.19,9/14/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-2.8,0,0,-2.8,9/14/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-0.5,0,0,-0.5,9/14/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,0.5,0,0,0.5,9/14/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,2.8,0,0,2.8,9/14/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,3.19,0,0,3.19,9/14/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,3.51,0,0,3.51,9/14/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,5.48,0,0,5.48,9/14/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,6.67,0,0,6.67,9/14/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant refunds,19.91,0,0,19.91,9/14/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant refunds,26.92,0,0,26.92,9/14/20
The Wing Stop ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-10.1,0,0,-10.1,9/21/20
