"TIMESTAMP_UTC_TIME","TIMESTAMP_UTC_DATE","TIMESTAMP_LOCAL_TIME","TIMESTAMP_LOCAL_DATE","PAYOUT_TIME","PAYOUT_DATE","STORE_ID","BUSINESS_ID","STORE_NAME","MERCHANT_STORE_ID","TRANSACTION_TYPE","TRANSACTION_ID","RELATED_DOORDASH_DELIVERY_ID","MERCHANT_DELIVERY_ID","EXTERNAL_ID","DESCRIPTION","FINAL_ORDER_STATUS","CURRENCY","SUBTOTAL","TAX_AMOUNT","COMMISSION","COMMISSION_TAX_AMOUNT","MARKETING_FEES","CREDIT","DEBIT","DOORDASH_TRANSACTION_ID","DRIVE_CHARGE","TAX_REMITTED_BY_DOORDASH_TO_STATE"
"04:27:59","2020-09-02","21:27:59","2020-09-01","2020-09-07 07:37:21.772903000","2020-09-07",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",875194491,"875194491","NULL","NULL","Order Received Time: 2020-09-02 04:12:13.925853000
Order Pickup Time: 2020-09-02 04:27:59.121149000","Delivered","USD",40.56,3.14,6.08,0.00,0.00,37.62,0.00,"1113083398",0.00,0.00
"04:22:32","2020-09-04","21:22:32","2020-09-03","2020-09-07 07:37:21.772903000","2020-09-07",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",880463348,"880463348","NULL","NULL","Order Received Time: 2020-09-04 03:57:23.470972000
Order Pickup Time: 2020-09-04 04:22:32.849851000","Delivered","USD",17.99,1.39,2.70,0.00,0.99,15.69,0.00,"1120182202",0.00,0.00
"04:20:19","2020-09-06","21:20:19","2020-09-05","2020-09-09 07:35:06.995701000","2020-09-09",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",886335054,"886335054","NULL","NULL","Order Received Time: 2020-09-06 03:47:40.125396000
Order Pickup Time: 2020-09-06 04:20:19.159000000","Delivered","USD",43.94,3.41,6.59,0.00,0.99,39.77,0.00,"1128002920",0.00,0.00
"04:19:14","2020-09-14","21:19:14","2020-09-13","2020-09-17 07:36:21.771206000","2020-09-17",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",908523563,"908523563","NULL","NULL","Order Received Time: 2020-09-14 03:53:01.455433000
Order Pickup Time: 2020-09-14 04:19:14.185103000","Delivered","USD",24.99,1.94,3.75,0.00,0.00,23.18,0.00,"1157102961",0.00,0.00
"04:19:04","2020-09-29","21:19:04","2020-09-28","2020-10-02 07:35:26.593384000","2020-10-02",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY",951622459,"951622459","NULL","NULL","Order Received Time: 2020-09-29 03:54:05.696895000
Order Pickup Time: 2020-09-29 04:19:04.070047000","Delivered","USD",45.71,3.54,6.86,0.00,0.00,42.39,0.00,"1214086927",0.00,0.00
"04:16:43","2020-09-17","21:16:43","2020-09-16","2020-09-21 07:38:50.789388000","2020-09-21",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",916179981,"916179981","NULL","NULL","Order Received Time: 2020-09-17 03:53:07.527855000
Order Pickup Time: 2020-09-17 04:16:43.181807000","Delivered","USD",31.72,2.46,4.76,0.00,0.00,29.42,0.00,"1167378027",0.00,0.00
"04:15:08","2020-09-21","21:15:08","2020-09-20","2020-09-24 07:34:18.650044000","2020-09-24",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY",928671231,"928671231","NULL","NULL","Order Received Time: 2020-09-21 03:55:14.805872000
Order Pickup Time: 2020-09-21 04:15:08.666215000","Delivered","USD",46.45,3.60,6.97,0.00,0.99,42.09,0.00,"1183755788",0.00,0.00
"04:15:00","2020-09-21","21:15:00","2020-09-20","2020-09-24 07:34:18.650044000","2020-09-24",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY",928663906,"928663906","NULL","NULL","Order Received Time: 2020-09-21 03:48:33.146318000
Order Pickup Time: 2020-09-21 04:15:00.899310000","Delivered","USD",26.97,2.09,4.05,0.00,0.99,24.02,0.00,"1183755554",0.00,0.00
"04:13:10","2020-10-01","21:13:10","2020-09-30","2020-10-05 07:36:27.575023000","2020-10-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY",957123964,"957123964","NULL","NULL","Order Received Time: 2020-10-01 03:54:28.850035000
Order Pickup Time: 2020-10-01 04:13:10.222949000","Delivered","USD",94.93,7.36,14.24,0.00,0.00,88.05,0.00,"1221504846",0.00,0.00
"04:12:07","2020-09-11","21:12:07","2020-09-10","2020-09-14 07:35:33.382163000","2020-09-14",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",899317154,"899317154","NULL","NULL","Order Received Time: 2020-09-11 03:55:05.605696000
Order Pickup Time: 2020-09-11 04:12:07.917250000","Delivered","USD",33.98,2.63,5.10,0.00,0.99,30.52,0.00,"1145259921",0.00,0.00
"04:10:57","2020-09-04","21:10:57","2020-09-03","2020-09-07 07:37:21.772903000","2020-09-07",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",880448293,"880448293","NULL","NULL","Order Received Time: 2020-09-04 03:44:22.997171000
Order Pickup Time: 2020-09-04 04:10:57.793127000","Delivered","USD",44.71,3.47,6.71,0.00,0.00,41.47,0.00,"1120161746",0.00,0.00
"04:10:47","2020-09-28","21:10:47","2020-09-27","2020-10-01 07:35:39.413478000","2020-10-01",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY",949051086,"949051086","NULL","NULL","Order Received Time: 2020-09-28 03:45:08.452780000
Order Pickup Time: 2020-09-28 04:10:47.087562000","Delivered","USD",10.99,0.85,1.65,0.00,0.00,10.19,0.00,"1210617445",0.00,0.00
"04:09:45","2020-09-03","21:09:45","2020-09-02","2020-09-07 07:37:21.772903000","2020-09-07",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",877680992,"877680992","NULL","NULL","Order Received Time: 2020-09-03 03:39:08.729548000
Order Pickup Time: 2020-09-03 04:09:45.549717000","Delivered","USD",16.97,1.32,2.55,0.00,0.00,15.74,0.00,"1116464954",0.00,0.00
"04:08:08","2020-09-03","21:08:08","2020-09-02","2020-09-07 07:37:21.772903000","2020-09-07",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",877688636,"877688636","NULL","NULL","Order Received Time: 2020-09-03 03:46:02.761557000
Order Pickup Time: 2020-09-03 04:08:08.293886000","Delivered","USD",31.98,2.48,4.80,0.00,0.00,29.66,0.00,"1116462066",0.00,0.00
"04:07:33","2020-09-26","21:07:33","2020-09-25","2020-09-29 07:35:23.227406000","2020-09-29",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY",943132067,"943132067","NULL","NULL","Order Received Time: 2020-09-26 03:51:18.372495000
Order Pickup Time: 2020-09-26 04:07:33.464609000","Delivered","USD",11.49,0.89,1.72,0.00,0.00,10.66,0.00,"1202729044",0.00,0.00
"04:06:51","2020-09-10","21:06:51","2020-09-09","2020-09-14 07:35:33.382163000","2020-09-14",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",896502626,"896502626","NULL","NULL","Order Received Time: 2020-09-10 03:58:25.842354000
Order Pickup Time: 2020-09-10 04:06:51.161308000","Delivered","USD",10.99,0.85,1.65,0.00,0.00,10.19,0.00,"1141583316",0.00,0.00
"04:06:26","2020-09-19","21:06:26","2020-09-18","2020-09-22 07:36:02.784352000","2020-09-22",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",922527672,"922527672","NULL","NULL","Order Received Time: 2020-09-19 03:43:42.774691000
Order Pickup Time: 2020-09-19 04:06:26.235632000","Delivered","USD",59.46,4.61,8.92,0.00,0.99,54.16,0.00,"1175807519",0.00,0.00
"04:03:31","2020-09-18","21:03:31","2020-09-17","2020-09-21 07:38:50.789388000","2020-09-21",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",919107580,"919107580","NULL","NULL","Order Received Time: 2020-09-18 03:41:44.084595000
Order Pickup Time: 2020-09-18 04:03:31.252952000","Delivered","USD",14.48,1.12,2.17,0.00,0.00,13.43,0.00,"1171205146",0.00,0.00
"04:03:27","2020-09-19","21:03:27","2020-09-18","2020-09-22 07:36:02.784352000","2020-09-22",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",922499539,"922499539","NULL","NULL","Order Received Time: 2020-09-19 03:26:52.018807000
Order Pickup Time: 2020-09-19 04:03:27.121519000","Delivered","USD",30.45,2.36,4.57,0.00,0.00,28.24,0.00,"1175798999",0.00,0.00
"04:02:27","2020-09-04","21:02:27","2020-09-03","2020-09-07 07:37:21.772903000","2020-09-07",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",880444096,"880444096","NULL","NULL","Order Received Time: 2020-09-04 03:41:04.031143000
Order Pickup Time: 2020-09-04 04:02:27.390627000","Delivered","USD",39.21,3.04,5.88,0.00,0.99,35.38,0.00,"1120144363",0.00,0.00
"04:01:07","2020-09-09","21:01:07","2020-09-08","2020-09-14 07:35:33.382163000","2020-09-14",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",893884677,"893884677","NULL","NULL","Order Received Time: 2020-09-09 03:47:13.904225000
Order Pickup Time: 2020-09-09 04:01:07.997977000","Delivered","USD",26.22,2.03,3.93,0.00,0.00,24.32,0.00,"1138180110",0.00,0.00
"04:00:10","2020-09-23","21:00:10","2020-09-22","2020-09-28 07:36:26.360471000","2020-09-28",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY",933927900,"933927900","NULL","NULL","Order Received Time: 2020-09-23 03:40:45.140437000
Order Pickup Time: 2020-09-23 04:00:10.659854000","Delivered","USD",33.57,2.60,5.04,0.00,0.00,31.13,0.00,"1190653966",0.00,0.00
"03:58:48","2020-09-28","20:58:48","2020-09-27","2020-10-01 07:35:39.413478000","2020-10-01",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY",949039504,"949039504","NULL","NULL","Order Received Time: 2020-09-28 03:34:59.963626000
Order Pickup Time: 2020-09-28 03:58:48.011566000","Delivered","USD",33.20,2.57,4.98,0.00,0.99,29.80,0.00,"1210592869",0.00,0.00
"03:56:36","2020-09-16","20:56:36","2020-09-15","2020-09-21 07:38:50.789388000","2020-09-21",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",913654845,"913654845","NULL","NULL","Order Received Time: 2020-09-16 03:28:30.983062000
Order Pickup Time: 2020-09-16 03:56:36.919230000","Delivered","USD",21.47,1.66,3.22,0.00,0.00,19.91,0.00,"1163780719",0.00,0.00
"03:55:15","2020-09-21","20:55:15","2020-09-20","2020-09-24 07:34:18.650044000","2020-09-24",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY",928652650,"928652650","NULL","NULL","Order Received Time: 2020-09-21 03:38:35.153911000
Order Pickup Time: 2020-09-21 03:55:15.954444000","Delivered","USD",20.94,1.62,3.14,0.00,0.99,18.43,0.00,"1183717332",0.00,0.00
"03:54:55","2020-09-04","20:54:55","2020-09-03","2020-09-07 07:37:21.772903000","2020-09-07",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",880452763,"880452763","NULL","NULL","Order Received Time: 2020-09-04 03:48:07.761704000
Order Pickup Time: 2020-09-04 03:54:55.524008000","Delivered","USD",14.72,1.14,2.21,0.00,0.00,13.65,0.00,"1120127907",0.00,0.00
"03:53:37","2020-09-14","20:53:37","2020-09-13","2020-09-17 07:36:21.771206000","2020-09-17",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",908414471,"908414471","NULL","NULL","Order Received Time: 2020-09-14 02:38:03.967741000
Order Pickup Time: 2020-09-14 03:53:37.912557000","Picked Up","USD",13.99,1.08,2.10,0.00,0.00,12.97,0.00,"1157056863",0.00,0.00
"03:51:25","2020-09-30","20:51:25","2020-09-29","2020-10-05 07:36:27.575023000","2020-10-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY",954303051,"954303051","NULL","NULL","Order Received Time: 2020-09-30 03:40:14.341194000
Order Pickup Time: 2020-09-30 03:51:25.059014000","Delivered","USD",18.46,1.43,2.77,0.00,0.99,16.13,0.00,"1217637813",0.00,0.00
"03:51:21","2020-09-23","20:51:21","2020-09-22","2020-09-28 07:36:26.360471000","2020-09-28",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY",933923448,"933923448","NULL","NULL","Order Received Time: 2020-09-23 03:36:46.315116000
Order Pickup Time: 2020-09-23 03:51:21.825483000","Delivered","USD",20.99,1.63,3.15,0.00,0.00,19.47,0.00,"1190637297",0.00,0.00
"03:50:05","2020-09-07","20:50:05","2020-09-06","2020-09-10 07:35:30.845855000","2020-09-10",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",888924075,"888924075","NULL","NULL","Order Received Time: 2020-09-07 03:14:35.355288000
Order Pickup Time: 2020-09-07 03:50:05.296927000","Delivered","USD",15.73,1.22,2.36,0.00,0.00,14.59,0.00,"1131513875",0.00,0.00
"03:49:05","2020-09-20","20:49:05","2020-09-19","2020-09-23 07:36:06.764999000","2020-09-23",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY",925642471,"925642471","NULL","NULL","Order Received Time: 2020-09-20 03:32:24.040439000
Order Pickup Time: 2020-09-20 03:49:05.613781000","Delivered","USD",10.99,0.85,1.65,0.00,0.00,10.19,0.00,"1179787930",0.00,0.00
"03:48:41","2020-09-07","20:48:41","2020-09-06","2020-09-10 07:35:30.845855000","2020-09-10",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",888813813,"888813813","NULL","NULL","Order Received Time: 2020-09-07 02:21:14.857007000
Order Pickup Time: 2020-09-07 03:48:41.167893000","Delivered","USD",32.23,2.50,4.83,0.00,0.99,28.91,0.00,"1131510533",0.00,0.00
"03:48:22","2020-09-07","20:48:22","2020-09-06","2020-09-10 07:35:30.845855000","2020-09-10",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",888931703,"888931703","NULL","NULL","Order Received Time: 2020-09-07 03:19:02.482609000
Order Pickup Time: 2020-09-07 03:48:22.740092000","Delivered","USD",16.23,1.26,2.43,0.00,0.00,15.06,0.00,"1131509822",0.00,0.00
"03:48:20","2020-09-29","20:48:20","2020-09-28","2020-10-02 07:35:26.593384000","2020-10-02",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY",951603775,"951603775","NULL","NULL","Order Received Time: 2020-09-29 03:38:52.592776000
Order Pickup Time: 2020-09-29 03:48:20.234559000","Delivered","USD",8.99,0.70,1.35,0.00,0.00,8.34,0.00,"1214031631",0.00,0.00
"03:46:10","2020-09-18","20:46:10","2020-09-17","2020-09-21 07:38:50.789388000","2020-09-21",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",919099417,"919099417","NULL","NULL","Order Received Time: 2020-09-18 03:34:59.858451000
Order Pickup Time: 2020-09-18 03:46:10.741654000","Delivered","USD",10.99,0.85,1.65,0.00,0.00,10.19,0.00,"1171167069",0.00,0.00
"03:44:54","2020-09-05","20:44:54","2020-09-04","2020-09-08 07:37:03.449412000","2020-09-08",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",883512985,"883512985","NULL","NULL","Order Received Time: 2020-09-05 03:24:31.365480000
Order Pickup Time: 2020-09-05 03:44:54.145154000","Delivered","USD",52.95,4.10,7.94,0.00,0.99,48.12,0.00,"1124200830",0.00,0.00
"03:44:20","2020-09-21","20:44:20","2020-09-20","2020-09-24 07:34:18.650044000","2020-09-24",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY",928645422,"928645422","NULL","NULL","Order Received Time: 2020-09-21 03:31:59.186397000
Order Pickup Time: 2020-09-21 03:44:20.894938000","Delivered","USD",14.48,1.12,2.17,0.00,0.00,13.43,0.00,"1183693742",0.00,0.00
"03:42:13","2020-09-25","20:42:13","2020-09-24","2020-09-28 07:36:26.360471000","2020-09-28",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY",939685590,"939685590","NULL","NULL","Order Received Time: 2020-09-25 03:26:01.692811000
Order Pickup Time: 2020-09-25 03:42:13.529847000","Delivered","USD",27.58,2.14,4.14,0.00,0.00,25.58,0.00,"1198207822",0.00,0.00
"03:41:38","2020-09-21","20:41:38","2020-09-20","2020-09-24 07:34:18.650044000","2020-09-24",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY",928628107,"928628107","NULL","NULL","Order Received Time: 2020-09-21 03:18:55.508861000
Order Pickup Time: 2020-09-21 03:41:38.605490000","Delivered","USD",20.73,1.61,3.11,0.00,0.99,18.24,0.00,"1183687700",0.00,0.00
"03:39:27","2020-10-01","20:39:27","2020-09-30","2020-10-05 07:36:27.575023000","2020-10-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY",957090455,"957090455","NULL","NULL","Order Received Time: 2020-10-01 03:26:19.339197000
Order Pickup Time: 2020-10-01 03:39:27.084188000","Delivered","USD",13.99,1.08,2.10,0.00,0.00,12.97,0.00,"1221425015",0.00,0.00
"03:39:11","2020-09-15","20:39:11","2020-09-14","2020-09-18 07:36:12.015174000","2020-09-18",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",910972764,"910972764","NULL","NULL","Order Received Time: 2020-09-15 02:57:22.855169000
Order Pickup Time: 2020-09-15 03:39:11.903468000","Delivered","USD",11.74,0.91,1.76,0.00,0.00,10.89,0.00,"1160315602",0.00,0.00
"03:38:48","2020-09-23","20:38:48","2020-09-22","2020-09-28 07:36:26.360471000","2020-09-28",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY",933915685,"933915685","NULL","NULL","Order Received Time: 2020-09-23 03:29:20.110918000
Order Pickup Time: 2020-09-23 03:38:48.512607000","Delivered","USD",12.99,1.01,1.95,0.00,0.00,12.05,0.00,"1190610254",0.00,0.00
"03:36:17","2020-09-21","20:36:17","2020-09-20","2020-09-24 07:34:18.650044000","2020-09-24",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY",928626522,"928626522","NULL","NULL","Order Received Time: 2020-09-21 03:17:44.591223000
Order Pickup Time: 2020-09-21 03:36:17.337562000","Delivered","USD",10.99,0.85,1.65,0.00,0.00,10.19,0.00,"1183674627",0.00,0.00
"03:36:02","2020-09-06","20:36:02","2020-09-05","2020-09-09 07:35:06.995701000","2020-09-09",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",886282685,"886282685","NULL","NULL","Order Received Time: 2020-09-06 03:16:27.718674000
Order Pickup Time: 2020-09-06 03:36:02.891080000","Delivered","USD",52.95,4.10,7.94,0.00,0.00,49.11,0.00,"1127891153",0.00,0.00
"03:30:30","2020-09-02","20:30:30","2020-09-01","2020-09-07 07:37:21.772903000","2020-09-07",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",875154519,"875154519","NULL","NULL","Order Received Time: 2020-09-02 03:17:15.007446000
Order Pickup Time: 2020-09-02 03:30:30.527236000","Delivered","USD",29.97,2.32,4.50,0.00,0.00,27.79,0.00,"1112981001",0.00,0.00
"03:30:29","2020-09-09","20:30:29","2020-09-08","2020-09-14 07:35:33.382163000","2020-09-14",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",893850881,"893850881","NULL","NULL","Order Received Time: 2020-09-09 03:17:33.332545000
Order Pickup Time: 2020-09-09 03:30:29.869722000","Delivered","USD",10.99,0.85,1.65,0.00,0.00,10.19,0.00,"1138120385",0.00,0.00
"03:28:12","2020-09-02","20:28:12","2020-09-01","2020-09-07 07:37:21.772903000","2020-09-07",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",875154397,"875154397","NULL","NULL","Order Received Time: 2020-09-02 03:17:09.705120000
Order Pickup Time: 2020-09-02 03:28:12.936352000","Delivered","USD",14.96,1.16,2.24,0.00,0.00,13.88,0.00,"1112975317",0.00,0.00
"03:28:06","2020-09-20","20:28:06","2020-09-19","2020-09-23 07:36:06.764999000","2020-09-23",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY",925593779,"925593779","NULL","NULL","Order Received Time: 2020-09-20 03:08:05.030352000
Order Pickup Time: 2020-09-20 03:28:06.013147000","Delivered","USD",21.98,1.70,3.30,0.00,0.99,19.39,0.00,"1179720390",0.00,0.00
"03:28:05","2020-09-02","20:28:05","2020-09-01","2020-09-07 07:37:21.772903000","2020-09-07",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",875147100,"875147100","NULL","NULL","Order Received Time: 2020-09-02 03:12:10.264235000
Order Pickup Time: 2020-09-02 03:28:05.697715000","Delivered","USD",26.22,2.03,3.93,0.00,0.99,23.33,0.00,"1112975056",0.00,0.00
"03:25:29","2020-09-13","20:25:29","2020-09-12","2020-09-16 07:36:18.880898000","2020-09-16",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",905545631,"905545631","NULL","NULL","Order Received Time: 2020-09-13 02:58:38.556096000
Order Pickup Time: 2020-09-13 03:25:29.724241000","Delivered","USD",37.57,2.91,5.64,0.00,0.00,34.84,0.00,"1153196288",0.00,0.00
"03:23:59","2020-09-20","20:23:59","2020-09-19","2020-09-23 07:36:06.764999000","2020-09-23",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY",925602239,"925602239","NULL","NULL","Order Received Time: 2020-09-20 03:11:51.286404000
Order Pickup Time: 2020-09-20 03:23:59.303950000","Delivered","USD",10.98,0.85,1.65,0.00,0.00,10.18,0.00,"1179706771",0.00,0.00
"03:23:12","2020-09-14","20:23:12","2020-09-13","2020-09-17 07:36:21.771206000","2020-09-17",486867,223895,"Aroma Pizza & Pasta - ToS","NULL","DELIVERY",908461816,"908461816","NULL","NULL","Order Received Time: 2020-09-14 03:04:05.308232000
Order Pickup Time: 2020-09-14 03:23:12.751187000","Delivered","USD",16.47,1.28,2.47,0.00,0.99,14.29,0.00,"1156985979",0.00,0.00
"03:22:22","2020-09-24","20:22:22","2020-09-23","2020-09-28 07:36:26.360471000","2020-09-28",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY",936741331,"936741331","NULL","NULL","Order Received Time: 2020-09-24 03:05:18.072481000
Order Pickup Time: 2020-09-24 03:22:22.376389000","Delivered","USD",16.99,1.32,2.55,0.00,0.00,15.76,0.00,"1194272794",0.00,0.00
