"ID","Restaurant","Type","Description","Date","Time","Subtotal","Service","Delivery","Tax","Tip","Restaurant Total","Commission","Delivery Commission","Processing Fee","Withheld Tax","Targeted Promotion"
"T-AwAAD06iFqZcUPbgEeqGIREz06UrKA","Aroma Pizza & Pasta - Alton Pkwy","Account Adjustment","30331278-0144550 - MF ","9/14/20","4:14 PM","0","0","0.00","0.00","0","20.97","0","0","0","0","0"
"O-488612802186010","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/14/20","8:38 PM","26.97","0","6.99","2.63","7.32","43.91","-8.49","0","-1.64","0","0"
"O-695212920217744","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/26/20","7:19 PM","15.48","0","1.99","1.35","2.82","21.64","-4.37","0","-0.96","0","0"
"O-719812944910540","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/29/20","1:58 PM","22.96","0","0.00","1.78","0","24.74","-5.74","0","-1.05","0","0"
"O-957712846438358","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/19/20","4:28 PM","12.58","0","0.00","0.97","0","13.55","-3.15","0","-0.71","0","0"
"O-299112678328982","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/2/20","1:53 PM","15.56","0","6.99","1.20","2.00","25.75","-5.64","0","-0.87","0","-7.00"
"O-719312907614985","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/25/20","11:49 AM","17.49","0","0.00","1.36","0","18.85","-4.37","0","-0.87","0","0"
"O-289912677784864","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/1/20","9:26 PM","17.99","0","6.99","1.39","3.96","30.33","-6.25","0","-1.01","0","-7.00"
"O-299112678314151","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/2/20","10:49 AM","12.99","0","0.00","0.46","0","13.45","-3.25","0","-0.50","0","-7.00"
"O-871612716791053","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/5/20","6:58 PM","72.72","0","8.99","6.34","8.81","96.86","-20.43","0","-3.25","0","0"
"O-871612824733927","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/16/20","6:44 PM","34.97","0","2.99","2.94","8.18","49.08","-9.49","0","-1.80","0","0"
"O-063512841488111","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/18/20","6:32 PM","44.97","0","1.99","3.64","5.00","55.60","-11.74","0","-2.00","0","0"
"O-699312866496086","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/21/20","1:51 PM","38.71","0","6.99","3.54","7.39","56.63","-11.43","0","-2.03","0","0"
"O-552612772307776","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/11/20","8:03 PM","22.50","0","0.00","1.74","0","24.24","-5.63","0","-1.04","0","0"
"O-825512697190669","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/4/20","4:38 PM","20.94","0","6.99","2.16","4.51","34.60","-6.98","0","-1.36","0","0"
"O-951912859049885","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/19/20","5:53 PM","17.49","0","0.00","1.36","0","18.85","-4.37","0","-0.87","0","0"
"O-427212765600764","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/10/20","7:09 PM","18.97","0","2.99","1.16","5.10","28.22","-5.49","0","-0.95","0","-7.00"
"O-695212910212344","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/25/20","6:52 PM","34.98","0","2.99","2.94","6.14","47.05","-9.49","0","-1.74","0","0"
"O-243612906615654","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/25/20","5:02 PM","10.98","0","0.00","0.85","0","11.83","-2.75","0","-0.66","0","0"
"O-317112967884192","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/30/20","7:25 PM","40.97","0","0.00","3.18","2.00","46.15","-10.24","0","-1.71","0","0"
"O-496412920911372","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/26/20","8:30 PM","92.18","0","4.99","7.53","20.94","125.64","-24.29","0","-4.13","0","0"
"O-168712778458293","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/12/20","3:28 PM","22.98","0","4.99","2.17","4.52","34.66","-6.99","0","-1.36","0","0"
"O-289012682444210","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/2/20","7:00 PM","20.99","0","0.00","1.63","0","22.62","-5.25","0","-0.99","0","0"
"O-242512829410357","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/16/20","6:18 PM","20.99","0","8.99","2.33","6.46","38.77","-7.50","0","-1.48","0","0"
"O-617012726505351","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/7/20","1:08 PM","16.98","0","6.99","1.31","3.79","29.07","-5.99","0","-0.97","0","-7.00"
"O-838812663263812","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/1/20","4:45 PM","23.27","0","6.99","2.34","3.00","35.60","-7.57","0","-1.39","0","0"
"O-739912749519095","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/8/20","9:02 PM","15.98","0","2.99","0.93","2.99","22.89","-4.74","0","-0.78","0","-7.00"
"O-214912922650664","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/26/20","7:19 PM","28.96","0","0.00","2.24","4.68","35.88","-7.24","0","-1.39","0","0"
"O-828012753757709","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/9/20","8:48 PM","22.73","0","1.99","1.91","3.99","30.62","-6.18","0","-1.23","0","0"
"O-575312838589486","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/17/20","9:56 PM","21.48","0","1.99","1.81","2.00","27.28","-5.87","0","-1.13","0","0"
"O-930612845763172","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/18/20","7:12 PM","42.16","0","2.99","3.50","2.00","50.65","-11.29","0","-1.84","0","0"
"O-922512755548084","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/9/20","6:35 PM","10.48","0","0.00","0.81","0","11.29","-2.62","0","-0.64","0","0"
"O-404512714907626","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/5/20","8:27 PM","53.21","0","6.99","4.12","0","64.32","-15.05","0","-2.05","0","-7.00"
"O-187112693800442","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/3/20","7:53 PM","30.95","0","0.00","2.40","0","33.35","-7.74","0","-1.32","0","0"
"O-953012732709206","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/7/20","7:58 PM","34.10","0","6.99","2.64","7.00","50.73","-10.27","0","-1.63","0","-7.00"
"O-168712798490563","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/14/20","4:31 PM","26.98","0","2.99","2.32","3.00","35.29","-7.49","0","-1.38","0","0"
"O-465312891509013","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/24/20","12:15 PM","58.96","0","6.99","5.11","10.66","81.72","-16.49","0","-2.79","0","0"
"O-025412756055787","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/10/20","3:11 PM","16.98","0","4.99","1.71","3.55","27.23","-5.49","0","-1.13","0","0"
"O-282512694491304","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/4/20","4:56 PM","35.29","0","8.99","3.43","9.54","57.25","-11.07","0","-2.05","0","0"
"O-395912682120682","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/2/20","9:28 PM","22.45","0","6.99","1.74","4.68","35.86","-7.36","0","-1.18","0","-7.00"
"O-737412756684543","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/9/20","7:31 PM","32.74","0","6.99","3.08","8.56","51.37","-9.93","0","-1.87","0","0"
"O-521312733342329","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/7/20","5:50 PM","51.80","0","8.99","4.71","6.55","72.05","-15.20","0","-2.50","0","0"
"O-228212886345694","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/22/20","6:43 PM","47.38","0","8.99","4.37","10.00","70.74","-14.09","0","-2.46","0","0"
"O-163112879468112","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/22/20","12:43 PM","24.43","0","4.99","2.28","6.34","38.04","-7.36","0","-1.46","0","0"
"O-030012749287389","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/8/20","9:31 PM","22.71","0","2.99","1.45","4.07","31.22","-6.43","0","-1.04","0","-7.00"
"O-952312926958844","Aroma Pizza & Pasta - Alton Pkwy","Cash Order",,"9/26/20","7:40 PM","14.98","0","0.00","1.16","0","16.14","-3.75","0","0","0","0"
"O-025412776042030","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/11/20","7:27 PM","34.81","0","2.99","2.93","8.14","48.87","-9.45","0","-1.79","0","0"
"O-303312780154531","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/12/20","7:16 PM","15.98","0","8.99","1.40","0.10","26.47","-6.24","0","-0.89","0","-7.00"
"O-951912859039101","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/20/20","5:12 PM","33.34","0","4.99","2.97","8.26","49.56","-9.58","0","-1.81","0","0"
"O-636612815887521","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/15/20","8:09 PM","26.99","0","2.99","2.32","2.00","34.30","-7.50","0","-1.35","0","0"
"O-615512958969700","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/29/20","7:24 PM","32.97","0","8.99","3.26","6.78","52.00","-10.49","0","-1.89","0","0"
"O-313012872110531","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/21/20","8:46 PM","14.17","0","0.00","1.10","0","15.27","-3.54","0","-0.77","0","0"
"O-179312660166636","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/1/20","12:15 PM","10.28","0","0.00","0.80","1.66","12.74","-2.57","0","-0.69","0","0"
"O-488612772110184","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/11/20","10:01 PM","21.96","0","6.99","2.24","6.24","37.43","-7.24","0","-1.44","0","0"
"O-994612698538320","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/4/20","12:55 PM","23.27","0","6.99","2.34","2.50","35.10","-7.57","0","-1.37","0","0"
"O-617012716504515","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/5/20","9:07 PM","21.96","0","6.99","2.24","6.24","37.43","-7.24","0","-1.44","0","0"
"O-629112715660728","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/5/20","9:31 PM","38.97","0","4.99","2.87","3.00","49.83","-10.99","0","-1.61","0","-7.00"
"O-604312784413350","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/13/20","1:14 PM","41.14","0","2.99","3.42","7.13","54.68","-11.03","0","-1.97","0","0"
"O-080112688083785","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/3/20","4:36 PM","24.74","0","0.00","1.92","0","26.66","-6.19","0","-1.11","0","0"
"O-066112802332493","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/14/20","6:53 PM","34.53","0","1.99","2.83","6.00","45.35","-9.13","0","-1.68","0","0"
"O-739912699543154","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/4/20","4:52 PM","37.55","0","0.00","2.91","5.00","45.46","-9.39","0","-1.69","0","0"
"O-740612851252752","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/19/20","6:31 PM","20.98","0","0.00","1.63","0","22.61","-5.25","0","-0.99","0","0"
"O-768012937689950","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/27/20","7:09 PM","41.47","0","8.99","3.91","5.44","59.81","-12.62","0","-2.12","0","0"
"O-775212815867954","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/15/20","9:35 PM","43.94","0","0.00","3.41","5.00","52.35","-10.99","0","-1.90","0","0"
"O-546412947992446","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/28/20","8:55 PM","41.46","0","0.00","3.21","6.70","51.37","-10.37","0","-1.87","0","0"
"O-247312760356608","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/10/20","8:37 PM","28.98","0","6.99","2.79","2.00","40.76","-8.99","0","-1.54","0","0"
"O-687312660763845","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/1/20","2:29 PM","15.98","0","4.99","1.09","0","22.06","-5.24","0","-0.76","0","-7.00"
"O-728112710601601","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/5/20","9:25 PM","20.99","0","0.00","1.63","2.00","24.62","-5.25","0","-1.05","0","0"
"O-683112918564566","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/25/20","8:24 PM","44.92","0","8.99","4.18","0","58.09","-13.48","0","-2.07","0","0"
"O-892012845127264","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/19/20","5:43 PM","40.97","0","2.99","3.41","9.47","56.84","-10.99","0","-2.03","0","0"
"O-521312703314449","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/5/20","2:01 PM","32.97","0","2.99","2.79","5.73","44.48","-8.99","0","-1.66","0","0"
"O-636612785884389","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/12/20","6:42 PM","26.97","0","4.99","2.48","5.17","39.61","-7.99","0","-1.51","0","0"
"O-331412831004857","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/18/20","5:00 PM","36.72","0","6.99","3.39","7.07","54.17","-10.93","0","-1.95","0","0"
"O-005312905748484","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/24/20","7:29 PM","18.97","0","1.99","1.62","3.39","25.97","-5.24","0","-1.09","0","0"
"O-011312725437783","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/7/20","4:59 PM","20.73","0","4.99","1.45","5.43","32.60","-6.43","0","-1.08","0","-7.00"
"O-488612752189948","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/9/20","6:06 PM","43.97","0","4.99","3.80","10.55","63.31","-12.24","0","-2.23","0","0"
"O-637912873256619","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/21/20","6:27 PM","34.96","0","4.99","3.10","6.45","49.50","-9.99","0","-1.81","0","0"
"O-741312900887837","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/24/20","8:08 PM","32.93","0","6.99","3.09","6.45","49.46","-9.98","0","-1.81","0","0"
"O-008012699617894","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/4/20","1:40 PM","12.99","0","0.00","0.46","1.35","14.80","-3.25","0","-0.54","0","-7.00"
"O-299112728359542","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/7/20","5:34 PM","35.98","0","8.99","2.95","9.58","57.50","-11.24","0","-1.84","0","-7.00"
"O-299112748319270","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/8/20","6:27 PM","20.98","0","4.99","2.02","4.44","32.43","-6.49","0","-1.29","0","0"
"O-573212914253486","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/26/20","3:20 PM","12.99","0","0.00","1.01","2.10","16.10","-3.25","0","-0.79","0","0"
"O-825512727158325","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/7/20","3:53 PM","28.19","0","6.99","2.18","4.15","41.51","-8.80","0","-1.35","0","-7.00"
"O-566612805182905","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/14/20","6:18 PM","17.68","0","8.99","2.07","4.31","33.05","-6.67","0","-1.31","0","0"
"O-815612782082192","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/13/20","5:10 PM","35.97","0","6.99","2.79","0","45.75","-10.74","0","-1.48","0","-7.00"
"O-951912849086424","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/18/20","8:49 PM","41.78","0","0.00","3.24","0","45.02","-10.45","0","-1.67","0","0"
"O-552612802350567","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/14/20","7:52 PM","28.98","0","6.99","2.79","7.75","46.51","-8.99","0","-1.72","0","0"
"O-243612926658234","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/26/20","6:30 PM","39.38","0","2.99","3.28","6.85","52.50","-10.59","0","-1.90","0","0"
"O-214912902653969","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/24/20","7:04 PM","17.98","0","8.99","2.09","4.36","33.42","-6.74","0","-1.32","0","0"
"O-982812866112864","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/20/20","6:19 PM","19.74","0","1.99","1.68","3.51","26.92","-5.43","0","-1.12","0","0"
"O-910812846748894","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/18/20","9:41 PM","40.96","0","8.99","3.87","5.38","59.20","-12.49","0","-2.11","0","0"
"O-331412851029793","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/19/20","6:30 PM","60.97","0","8.99","5.43","7.54","82.93","-17.49","0","-2.83","0","0"
"O-775212775860516","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/11/20","6:09 PM","50.11","0","1.99","4.03","8.42","64.55","-13.03","0","-2.27","0","0"
"O-719312927621873","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/27/20","1:05 PM","31.15","0","1.99","2.56","3.10","38.80","-8.29","0","-1.48","0","0"
"O-976712913329795","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/25/20","9:40 PM","21.48","0","8.99","2.36","4.92","37.75","-7.62","0","-1.45","0","0"
"O-737412776610216","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/12/20","4:39 PM","19.74","0","1.99","1.68","4.68","28.09","-5.43","0","-1.16","0","0"
"O-699012781060550","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/12/20","9:42 PM","34.70","0","4.99","3.08","6.41","49.18","-9.92","0","-1.80","0","0"
"O-199512903271946","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/24/20","8:53 PM","31.70","0","6.99","3.00","12.51","54.20","-9.67","0","-1.95","0","0"
"O-842312882860546","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/23/20","12:26 PM","29.22","0","1.99","2.41","3.36","36.98","-7.80","0","-1.43","0","0"
"O-604312764415669","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/11/20","1:58 PM","12.48","0","0.00","0.97","0","13.45","-3.12","0","-0.71","0","0"
"O-669412846221115","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/19/20","4:30 PM","39.47","0","0.00","3.06","6.37","48.90","-9.87","0","-1.79","0","0"
"O-728112710615186","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/5/20","7:13 PM","28.97","0","0.00","2.25","4.68","35.90","-7.24","0","-1.39","0","0"
"O-304112847323316","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/18/20","6:09 PM","43.84","0","1.99","3.55","7.41","56.79","-11.46","0","-2.03","0","0"
"O-670012930241933","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/27/20","5:55 PM","41.44","0","1.99","3.36","15.00","61.79","-10.86","0","-2.18","0","0"
"O-815612752072481","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/9/20","7:38 PM","35.98","0","4.99","2.64","6.00","49.61","-10.24","0","-1.60","0","-7.00"
"O-011312715461509","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/5/20","6:09 PM","50.95","0","4.99","3.80","3.00","62.74","-13.99","0","-2.00","0","-7.00"
"O-892012865183799","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/20/20","7:41 PM","26.97","0","0.00","2.09","0","29.06","-6.74","0","-1.19","0","0"
"O-168712778451786","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/12/20","4:22 PM","22.56","0","0.00","1.75","3.64","27.95","-5.64","0","-1.15","0","0"
"O-566612795133407","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/14/20","1:55 PM","22.99","0","2.99","2.01","2.00","29.99","-6.50","0","-1.21","0","0"
"O-066112752339441","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/9/20","9:41 PM","16.98","0","1.99","1.47","3.06","23.50","-4.74","0","-1.02","0","0"
"O-303312780177109","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/13/20","12:25 PM","21.98","0","6.99","2.24","4.68","35.89","-7.24","0","-1.39","0","0"
"O-348912705116329","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/5/20","1:25 PM","49.21","0","2.99","3.50","11.14","66.84","-13.05","0","-2.13","0","-7.00"
"O-013512711525437","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/6/20","5:45 PM","15.98","0","4.99","1.09","2.00","24.06","-5.24","0","-0.82","0","-7.00"
"O-168712818430878","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/15/20","7:42 PM","19.98","0","1.99","1.70","4.73","28.40","-5.49","0","-1.17","0","0"
"O-428212882860915","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/22/20","6:06 PM","15.48","0","6.99","1.74","3.63","27.84","-5.62","0","-1.15","0","0"
"O-404512714994340","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/6/20","4:30 PM","16.99","0","0.00","0.77","0","17.76","-4.25","0","-0.63","0","-7.00"
"O-395912702129293","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/4/20","6:27 PM","26.23","0","1.99","2.18","4.56","34.96","-7.06","0","-1.37","0","0"
"O-547612822433684","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/16/20","9:55 PM","49.56","0","2.99","4.07","2.00","58.62","-13.14","0","-2.09","0","0"
"O-485112912989178","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/25/20","7:17 PM","24.99","0","4.99","2.33","4.85","37.16","-7.50","0","-1.43","0","0"
"O-488612802184384","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/14/20","7:24 PM","23.24","0","2.99","2.03","3.00","31.26","-6.56","0","-1.25","0","0"
"O-030012689233170","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/3/20","1:57 PM","17.47","0","8.99","1.51","2.80","30.77","-6.62","0","-1.02","0","-7.00"
"O-289012692442245","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/3/20","8:57 PM","24.74","0","6.99","2.46","6.84","41.03","-7.93","0","-1.55","0","0"
"O-330912903004129","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/24/20","8:29 PM","25.98","0","0.00","2.01","4.19","32.18","-6.50","0","-1.28","0","0"
"O-681912763625487","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/11/20","12:01 PM","23.71","0","2.99","1.53","4.23","32.46","-6.68","0","-1.08","0","-7.00"
"O-566612785187967","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/12/20","7:32 PM","29.47","0","4.99","2.13","5.49","42.08","-8.62","0","-1.37","0","-7.00"
"O-093112911979398","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/25/20","5:59 PM","22.23","0","0.00","1.72","0","23.95","-5.56","0","-1.03","0","0"
"O-617012696576596","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/3/20","6:08 PM","68.67","0","8.99","5.48","16.63","99.77","-19.42","0","-3.13","0","-7.00"
"O-979812905825817","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/24/20","7:54 PM","17.49","0","2.99","1.59","4.41","26.48","-5.12","0","-1.11","0","0"
"O-681912763625032","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/11/20","12:45 PM","23.27","0","6.99","2.34","3.00","35.60","-7.57","0","-1.39","0","0"
"O-566612815185624","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/15/20","7:36 PM","21.98","0","0.00","1.70","0","23.68","-5.50","0","-1.02","0","0"
"O-330912893008718","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/23/20","8:06 PM","23.47","0","1.99","1.97","4.11","31.54","-6.37","0","-1.26","0","0"
"O-303312790156291","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/13/20","8:11 PM","31.48","0","4.99","2.83","5.90","45.20","-9.12","0","-1.68","0","0"
"O-303312780144550","Aroma Pizza & Pasta - Alton Pkwy","Adjustment of O-303312780144550","SPECIAL_INSTRUCTIONS - Refund requested by diner via help interaction","9/13/20","5:42 PM","-15.97","0","0.00","-1.24","0","-17.21","0","0","0","0","0"
"O-249412905380564","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/24/20","5:34 PM","17.49","0","0.00","1.36","0","18.85","-4.37","0","-0.87","0","0"
