"ID","Restaurant","Type","Description","Date","Time","Subtotal","Delivery","Service","Tax","Tip","Restaurant Total","Commission","Delivery Commission","Processing Fee","Withheld Tax","Targeted Promotion"
"O-760016415699476","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/11/21","10:57 AM","47.96","0.00","0","3.72","3.00","54.68","-7.19","0","-1.97","0","0"
"O-231116312529182","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/1/21","1:39 PM","16.98","6.99","0","1.86","4.58","30.41","-3.60","0","-1.23","0","0"
"O-092416368273747","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/5/21","6:00 PM","29.97","6.99","0","2.86","5.00","44.82","-5.54","0","-1.67","0","0"
"O-391116413850311","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/10/21","8:15 PM","23.98","0.00","0","1.86","3.00","28.84","-3.60","0","-1.18","0","0"
"O-696516605512081","Aroma Pizza & Pasta - Alton Pkwy","Adjustment of O-696516605512081","Late delivery (order is too late)","9/29/21","8:30 PM","-60.22","-1.99","0","-4.82","-10.05","-77.08","9.33","0","2.65","0","0"
"O-799516509213753","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/19/21","8:58 PM","35.46","0.00","0","2.75","0","38.21","-5.32","0","-1.47","0","0"
"O-612916341259120","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/3/21","8:52 PM","23.86","1.99","0","2.00","3.86","31.71","-3.88","0","-1.27","0","0"
"O-696516605512081","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/29/21","8:09 PM","60.22","1.99","0","4.82","10.05","77.08","-9.33","0","-2.65","0","0"
"O-742616554696047","Aroma Pizza & Pasta - Alton Pkwy","Adjustment of O-742616554696047","Refund for missing item(s)-  Coke Zero. 1.79. ","9/25/21","2:39 PM","-1.79","0.00","0","-0.14","0","-1.93","0","0","0","0","0"
"O-504116602180417","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/29/21","7:35 PM","39.97","0.00","0","3.10","0","43.07","-6.00","0","-1.61","0","0"
"O-772816366455514","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/5/21","6:49 PM","34.94","8.99","0","3.41","5.65","52.99","-6.59","0","-1.92","0","0"
"O-963916611803812","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/30/21","7:18 PM","17.36","8.99","0","2.05","4.26","32.66","-3.95","0","-1.30","0","0"
"O-106016490446460","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/18/21","6:23 PM","20.98","0.00","0","1.63","0","22.61","-3.15","0","-0.99","0","0"
"O-880316415496894","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/10/21","8:40 PM","30.98","6.99","0","2.94","6.68","47.59","-5.70","0","-1.75","0","0"
"O-910516557588200","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/25/21","3:30 PM","29.98","1.99","0","2.47","6.89","41.33","-4.80","0","-1.56","0","0"
"O-760016405615244","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/9/21","6:21 PM","19.28","0.00","0","1.49","0","20.77","-2.89","0","-0.93","0","0"
"O-531316470060303","Aroma Pizza & Pasta - Alton Pkwy","Cash Order",,"9/17/21","5:01 PM","77.26","0.00","0","5.99","0","83.25","-11.59","0","0","0","0"
"O-000816384420285","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/7/21","7:16 PM","86.91","6.99","0","7.28","12.00","113.18","-14.09","0","-3.75","0","0"
"O-648416370443175","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/6/21","6:38 PM","11.99","0.00","0","0.93","0","12.92","-1.80","0","-0.69","0","0"
"O-772816376454982","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/6/21","7:24 PM","29.35","0.00","0","2.27","0","31.62","-4.40","0","-1.26","0","0"
"O-760916454164225","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/14/21","7:49 PM","22.97","0.00","0","1.78","3.71","28.46","-3.45","0","-1.17","0","0"
"O-880316505433835","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/20/21","2:23 PM","23.86","6.99","0","2.39","2.57","35.81","-4.63","0","-1.39","0","0"
"O-869816329094367","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/2/21","3:33 PM","25.56","8.99","0","2.68","3.00","40.23","-5.18","0","-1.53","0","0"
"O-046016594790370","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/29/21","12:11 PM","23.47","0.00","0","1.82","0","25.29","-3.52","0","-1.07","0","0"
"O-824116520382964","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/22/21","1:15 PM","14.99","0.00","0","1.16","0","16.15","-2.25","0","-0.79","0","0"
"O-135816403641485","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/9/21","6:09 PM","16.98","4.99","0","1.71","4.74","28.42","-3.30","0","-1.17","0","0"
"O-136216526746792","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/21/21","7:36 PM","10.99","0.00","0","0.85","0","11.84","-1.65","0","-0.66","0","0"
"O-696016343204849","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/4/21","5:06 PM","39.26","4.99","0","3.43","4.32","52.00","-6.64","0","-1.89","0","0"
"O-106016390423455","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/9/21","12:40 PM","38.97","1.99","0","3.17","2.87","47.00","-6.14","0","-1.73","0","0"
"O-622016392997068","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/8/21","6:07 PM","17.98","0.00","0","1.39","2.90","22.27","-2.70","0","-0.98","0","0"
"O-595516470262932","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/16/21","5:48 PM","23.98","2.99","0","2.09","4.36","33.42","-4.05","0","-1.32","0","0"
"O-046016524712087","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/22/21","3:01 PM","35.97","2.99","0","3.02","3.02","45.00","-5.84","0","-1.67","0","0"
"O-210116395142922","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/9/21","5:02 PM","48.95","8.99","0","4.49","9.36","71.79","-8.69","0","-2.49","0","0"
"O-760916494163760","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/18/21","6:25 PM","72.31","6.99","0","6.14","5.00","90.44","-11.90","0","-3.06","0","0"
"O-595516430268987","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/12/21","9:07 PM","23.48","0.00","0","1.82","2.00","27.30","-3.52","0","-1.13","0","0"
"O-135816423696601","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/12/21","2:20 PM","27.45","0.00","0","2.13","0","29.58","-4.12","0","-1.20","0","0"
"O-168916360203752","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/6/21","2:16 PM","20.48","4.99","0","1.98","4.12","31.57","-3.82","0","-1.26","0","0"
"O-616816423955825","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/11/21","9:45 PM","50.97","2.99","0","4.18","8.72","66.86","-8.09","0","-2.34","0","0"
"O-742616544663930","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/23/21","6:43 PM","27.98","6.99","0","2.09","5.91","42.97","-5.25","0","-1.37","0","-8.00"
"O-398716537960329","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/22/21","10:21 PM","49.42","0.00","0","3.83","0","53.25","-7.41","0","-1.92","0","0"
"O-106016420440506","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/11/21","7:20 PM","28.96","0.00","0","2.24","0","31.20","-4.34","0","-1.25","0","0"
"O-112616538223368","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/23/21","6:45 PM","34.97","4.99","0","3.10","4.00","47.06","-5.99","0","-1.74","0","0"
"O-812816399638978","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/8/21","7:21 PM","34.97","4.99","0","3.10","4.00","47.06","-5.99","0","-1.74","0","0"
"O-422416607583458","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/29/21","7:18 PM","61.94","8.99","0","5.50","10.01","86.44","-10.64","0","-2.94","0","0"
"O-742616614663297","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/30/21","6:07 PM","58.94","0.00","0","4.57","0","63.51","-8.84","0","-2.24","0","0"
"O-595516480212326","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/17/21","9:15 PM","27.97","4.99","0","2.56","3.01","38.53","-4.94","0","-1.48","0","0"
"O-634216484598282","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/18/21","3:46 PM","41.11","6.99","0","3.11","7.68","58.89","-7.22","0","-1.85","0","-8.00"
"T-AwEAAAAAAA9Ooo5bFpAgZhHss3j9t3_rkqo","Aroma Pizza & Pasta - Alton Pkwy","Account Adjustment","74261655-4696047 ab","9/28/21","7:15 AM","0","0.00","0","0.00","0","1.79","0","0","0","0","0"
"O-391116483857219","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/17/21","7:15 PM","11.99","0.00","0","0.93","1.93","14.85","-1.80","0","-0.75","0","0"
"O-135816493649425","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/18/21","6:53 PM","62.33","6.99","0","5.37","14.94","89.63","-10.40","0","-3.03","0","0"
"O-942116379401280","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/6/21","6:33 PM","27.98","0.00","0","2.17","0","30.15","-4.20","0","-1.22","0","0"
"O-519616528883626","Aroma Pizza & Pasta - Alton Pkwy","Adjustment of O-519616528883626","Order / Menu Issue","9/21/21","5:30 PM","-28.97","0.00","0","-2.25","0","-31.22","4.35","0","1.25","0","0"
"O-210116395133157","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/8/21","7:46 PM","52.72","1.99","0","4.24","5.00","63.95","-8.21","0","-2.25","0","0"
"O-383916372481662","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/6/21","6:20 PM","46.92","4.99","0","3.41","12.68","68.00","-7.79","0","-2.13","0","-8.00"
"O-886416496739432","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/18/21","8:58 PM","26.57","6.99","0","2.60","5.42","41.58","-5.03","0","-1.57","0","0"
"O-910516577536902","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/26/21","9:44 PM","24.98","4.99","0","2.33","2.00","34.30","-4.50","0","-1.35","0","0"
"O-422716502417282","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/19/21","7:36 PM","44.95","0.00","0","3.48","7.26","55.69","-6.74","0","-2.00","0","0"
"O-742616604666786","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/29/21","7:17 PM","18.99","0.00","0","1.47","0","20.46","-2.85","0","-0.92","0","0"
"O-106016510447839","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/20/21","6:35 PM","21.57","1.99","0","1.82","3.49","28.87","-3.53","0","-1.18","0","0"
"O-167616380529036","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/7/21","6:18 PM","26.98","2.99","0","2.32","4.36","36.65","-4.50","0","-1.42","0","0"
"O-824116520327677","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/21/21","5:16 PM","28.97","0.00","0","2.25","0","31.22","-4.35","0","-1.25","0","0"
"O-756316370654031","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/7/21","1:11 PM","16.98","6.99","0","1.86","4.58","30.41","-3.60","0","-1.23","0","0"
"O-634216484576086","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/17/21","9:29 PM","61.77","6.99","0","5.33","13.31","87.40","-10.31","0","-2.97","0","0"
"O-046016554764923","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/24/21","7:07 PM","28.64","6.99","0","2.76","7.68","46.07","-5.34","0","-1.71","0","0"
"O-347416489427299","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/17/21","9:11 PM","29.70","0.00","0","2.30","4.80","36.80","-4.46","0","-1.42","0","0"
"O-640616329989665","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/1/21","9:37 PM","52.03","6.99","0","4.57","10.00","73.59","-8.85","0","-2.54","0","0"
"O-035316349917462","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/4/21","12:43 PM","44.46","0.00","0","3.45","0","47.91","-6.67","0","-1.76","0","0"
"O-595516490267267","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/18/21","6:01 PM","61.32","8.99","0","5.45","11.36","87.12","-10.55","0","-2.96","0","0"
"O-214216563683407","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/26/21","10:45 AM","32.26","0.00","0","2.50","0","34.76","-4.84","0","-1.36","0","0"
"O-611216465878956","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/16/21","5:35 PM","36.64","4.99","0","3.23","6.73","51.59","-6.24","0","-1.87","0","0"
"O-611216425891997","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/11/21","8:32 PM","37.92","4.99","0","3.33","6.94","53.18","-6.44","0","-1.92","0","0"
"O-910516557588200","Aroma Pizza & Pasta - Alton Pkwy","Adjustment of O-910516557588200","Restaurant didn't receive order","9/25/21","3:55 PM","-29.98","-1.99","0","-2.47","-6.89","-41.33","4.80","0","1.56","0","0"
"O-046016534768278","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/22/21","6:42 PM","22.95","8.99","0","2.48","2.47","36.89","-4.79","0","-1.43","0","0"
"O-622016392993739","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/8/21","5:37 PM","27.98","0.00","0","2.17","0","30.15","-4.20","0","-1.22","0","0"
"O-640616349958242","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/4/21","1:04 PM","44.96","0.00","0","3.48","0","48.44","-6.74","0","-1.78","0","0"
"O-869816359096705","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/5/21","4:07 PM","18.97","8.99","0","2.17","2.04","32.17","-4.19","0","-1.28","0","0"
"O-210116505133697","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/19/21","7:21 PM","40.43","4.99","0","2.90","10.06","58.38","-6.81","0","-1.84","0","-8.00"
"O-579716548345149","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/24/21","4:51 PM","27.98","0.00","0","2.17","0","30.15","-4.20","0","-1.22","0","0"
"O-612916341234294","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/4/21","12:38 PM","8.99","0.00","0","0.70","0","9.69","-1.35","0","-0.60","0","0"
"O-628416472808747","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/17/21","6:00 PM","51.95","4.99","0","4.42","11.20","72.56","-8.54","0","-2.51","0","0"
"O-742616554669104","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/24/21","8:20 PM","28.95","4.99","0","2.63","4.68","41.25","-5.09","0","-1.56","0","0"
"T-AwEAAAAAAA9OokY8ciAcqRHsjlvR7rccL4A","Aroma Pizza & Pasta - Alton Pkwy","Account Adjustment","51961652-8883626 CE","9/23/21","1:03 PM","0","0.00","0","0.00","0","28.97","0","0","0","0","0"
"O-250416601509050","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/29/21","8:41 PM","19.28","0.00","0","1.49","0","20.77","-2.89","0","-0.93","0","0"
"O-812816489674508","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/18/21","5:20 PM","84.17","4.99","0","6.29","9.55","105.00","-13.37","0","-3.26","0","-8.00"
"O-640616369989996","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/5/21","8:51 PM","31.05","0.00","0","2.41","0","33.46","-4.66","0","-1.32","0","0"
"O-046016564702677","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/26/21","5:00 PM","18.97","8.99","0","2.17","2.04","32.17","-4.19","0","-1.28","0","0"
"O-760016485603882","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/18/21","1:40 PM","43.98","0.00","0","3.41","0","47.39","-6.60","0","-1.75","0","0"
"O-760016455602013","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/15/21","6:00 PM","88.68","2.99","0","7.10","5.00","103.77","-13.75","0","-3.46","0","0"
"O-214216533614779","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/22/21","6:11 PM","24.95","6.99","0","2.47","6.88","41.29","-4.79","0","-1.56","0","0"
"O-963916561858544","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/26/21","4:30 PM","31.96","0.00","0","2.48","3.56","38.00","-4.79","0","-1.46","0","0"
"O-616816413975653","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/11/21","5:30 PM","40.21","4.99","0","3.51","0","48.71","-6.78","0","-1.79","0","0"
"O-579716558302269","Aroma Pizza & Pasta - Alton Pkwy","Cash Order",,"9/25/21","2:52 PM","82.26","0.00","0","6.38","0","88.64","-12.34","0","0","0","0"
"O-391116473855400","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/16/21","6:39 PM","58.75","1.99","0","4.08","6.48","71.30","-9.11","0","-2.23","0","-8.00"
"O-253516484193038","Aroma Pizza & Pasta - Alton Pkwy","Cash Order",,"9/18/21","1:34 PM","49.94","4.99","0","4.26","0","59.19","-8.24","0","0","0","0"
"O-648416340445604","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/3/21","6:21 PM","58.75","1.99","0","4.08","6.54","71.36","-9.11","0","-2.23","0","-8.00"
"O-448016427040292","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/12/21","3:44 PM","20.98","8.99","0","2.33","2.26","34.56","-4.50","0","-1.35","0","0"
"O-595516490267267","Aroma Pizza & Pasta - Alton Pkwy","Adjustment of O-595516490267267","Additional charge due to order change","9/19/21","7:52 AM","5.00","0.00","0","0.39","0","5.39","0","0","0","0","0"
"O-519616528883626","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/21/21","5:30 PM","28.97","0.00","0","2.25","0","31.22","-4.35","0","-1.25","0","0"
"O-910516567582571","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/26/21","3:26 PM","66.93","2.99","0","5.42","8.00","83.34","-10.49","0","-2.84","0","0"
"O-294916566190393","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/26/21","4:43 PM","16.99","4.99","0","1.71","3.55","27.24","-3.30","0","-1.13","0","0"
"O-171416436649647","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/12/21","5:49 PM","71.20","6.99","0","5.44","6.00","89.63","-11.73","0","-2.79","0","-8.00"
"O-880316485492525","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/17/21","5:57 PM","36.54","0.00","0","2.83","0","39.37","-5.48","0","-1.50","0","0"
"O-043816584718622","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/28/21","11:41 AM","21.98","0.00","0","1.70","2.37","26.05","-3.30","0","-1.09","0","0"
"O-171416476659086","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/17/21","12:53 PM","16.98","6.99","0","1.86","4.58","30.41","-3.60","0","-1.23","0","0"
"O-106016490447537","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/18/21","6:17 PM","25.98","4.99","0","2.40","4.20","37.57","-4.65","0","-1.45","0","0"
"O-760016505615618","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/19/21","6:53 PM","20.96","8.99","0","2.32","2.26","34.53","-4.49","0","-1.35","0","0"
"O-202016375498679","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/7/21","4:58 PM","21.99","6.99","0","2.24","3.55","34.77","-4.35","0","-1.36","0","0"
"O-616816423951702","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/11/21","8:26 PM","26.98","6.99","0","2.63","0","36.60","-5.10","0","-1.42","0","0"
"O-696516605597562","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/30/21","1:53 PM","11.78","0.00","0","0.91","0","12.69","-1.77","0","-0.69","0","0"
"O-738716619320925","Aroma Pizza & Pasta - Alton Pkwy","Adjustment of O-738716619320925","Restaurant didn't receive order","9/30/21","7:24 PM","-42.97","-8.99","0","-4.03","-8.39","-64.38","7.79","0","2.26","0","0"
"O-963916571801647","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/26/21","6:21 PM","18.99","0.00","0","1.47","0","20.46","-2.85","0","-0.92","0","0"
"O-199316381380090","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/7/21","7:57 PM","83.04","4.99","0","6.83","9.49","104.35","-13.20","0","-3.48","0","0"
"T-AwEAAAAAAA9OooB0bvAgZhHsjlvR7rccL4A","Aroma Pizza & Pasta - Alton Pkwy","Account Adjustment","91051655-7588200 BH","9/28/21","7:15 AM","0","0.00","0","0.00","0","34.97","0","0","0","0","0"
"O-910516617537088","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/30/21","5:53 PM","20.96","8.99","0","2.32","2.26","34.53","-4.49","0","-1.35","0","0"
"O-112216366953223","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/6/21","5:15 PM","23.98","6.99","0","2.40","5.01","38.38","-4.65","0","-1.47","0","0"
"O-628416392877851","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/8/21","6:10 PM","15.97","8.99","0","1.94","4.03","30.93","-3.74","0","-1.24","0","0"
"O-622016422989444","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/12/21","5:45 PM","39.93","4.99","0","3.48","9.98","58.38","-6.74","0","-2.08","0","0"
"O-519616518880571","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/21/21","11:07 AM","11.99","0.00","0","0.93","1.93","14.85","-1.80","0","-0.75","0","0"
"O-092416328277156","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/1/21","7:59 PM","10.99","0.00","0","0.85","0","11.84","-1.65","0","-0.66","0","0"
"O-383916352487980","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"9/4/21","7:17 PM","51.44","4.99","0","4.38","12.16","72.97","-8.46","0","-2.53","0","0"
