Store ID,Store Name,Business ID,Merchant Store ID,Payout Date,Currency,Subtotal,Tax Subtotal,Commission,Commission Tax,Drive Charge,Marketing Fees,Tips,Error Charges,Adjustments,Total Before Adjustments,Net Payout,Transactions Start Local Date,Transactions End Local Date,Transactions Start UTC Date,Transactions End UTC Date,Payout ID,Payout Status,Tax Remitted by DoorDash to State
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-04-15,USD,439.67,40.27,113.76,0.0,0.0,0.0,0.0,0.0,0.0,366.18,366.18,2022-04-11,2022-04-11,2022-04-11,2022-04-11,215775816,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-04-14,USD,658.37,60.16,165.67,0.0,0.0,0.0,0.0,9.24,0.0,543.62,543.62,2022-04-10,2022-04-10,2022-04-10,2022-04-10,215396027,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-04-13,USD,1402.03,130.78,366.31,0.0,0.0,0.0,0.0,13.43,0.0,1153.07,1153.07,2022-04-09,2022-04-09,2022-04-09,2022-04-09,215340561,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-04-12,USD,868.26,82.11,228.74,0.0,0.0,0.0,0.0,0.0,0.0,721.63,721.63,2022-04-08,2022-04-08,2022-04-08,2022-04-08,215295776,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-04-11,USD,1338.23,124.49,333.97,0.0,0.0,-0.45,0.0,16.88,0.0,1112.32,1112.32,2022-04-05,2022-04-07,2022-04-05,2022-04-07,214396648,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-04-08,USD,469.78,42.98,119.35,0.0,0.0,-7.49,0.0,27.19,0.0,373.71,373.71,2022-04-04,2022-04-04,2022-04-04,2022-04-04,214320815,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-04-07,USD,1003.33,92.84,244.49,0.0,0.0,-27.77,0.0,8.4,0.0,871.05,871.05,2022-04-03,2022-04-03,2022-04-03,2022-04-03,213931095,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-04-06,USD,1342.27,126.6,351.69,0.0,0.0,-64.29,0.0,0.0,46.52,1181.47,1227.99,2022-04-02,2022-04-02,2022-04-02,2022-04-02,213870472,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-04-05,USD,768.06,69.14,189.1,0.0,0.0,0.0,0.0,1.51,0.0,646.59,646.59,2022-04-01,2022-04-01,2022-04-01,2022-04-01,213836375,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-04-04,USD,2073.09,186.61,491.52,0.0,0.0,0.0,0.0,8.4,0.0,1759.78,1759.78,2022-03-29,2022-03-31,2022-03-29,2022-03-31,212911996,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-04-01,USD,551.65,49.66,137.92,0.0,0.0,0.0,0.0,0.0,0.0,463.39,463.39,2022-03-28,2022-03-28,2022-03-28,2022-03-28,212832578,paid,0.0
