Order Channel,ID,Fulfillment Type,Restaurant,Type,Description,Date,Time,Subtotal,Delivery Fee,Service Fee,Service Fee Exemption,(flexible fees),Tax Fee,Tax Fee Exemption,Tip,Restaurant Total,Commission,GH+ Commission,Delivery Commission,Processing Fee,Withheld Tax,Withheld Tax Exemption,Targeted Promotion,Rewards
MARKETPLACE,O-136218945195675,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/21/22,"6:13 PM PDT, UTC-07:00",26.76,0,0,0,n/a,2.07,0,0,28.83,-3.35,n/a,0,-1.18,0,0,0,n/a
MARKETPLACE,O-074319290998235,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/25/22,"8:52 PM PDT, UTC-07:00",30.36,2.99,0,0,n/a,2.58,0,5.39,41.32,-4.17,n/a,0,-1.56,0,0,0,n/a
MARKETPLACE,O-602018317204335,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/19/22,"6:28 PM PDT, UTC-07:00",21.57,2.99,0,0,n/a,1.9,0,2.65,29.11,-3.07,n/a,0,-1.19,0,0,0,n/a
MARKETPLACE,O-191719006596392,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/27/22,"6:24 PM PDT, UTC-07:00",65.03,2.99,0,0,n/a,5.27,0,10.99,84.28,-8.5,n/a,0,-2.87,0,0,0,n/a
MARKETPLACE,O-871018798169914,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/06/22,"6:11 PM PDT, UTC-07:00",21.72,4.99,0,0,n/a,2.07,0,6,34.78,-3.34,n/a,0,-1.36,0,0,0,n/a
MARKETPLACE,W-001719088302362,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/04/22,"7:15 PM PDT, UTC-07:00",23.78,2.99,0,0,n/a,2.07,0,4.33,33.17,0,n/a,0,-1.31,0,0,0,n/a
MARKETPLACE,O-074318388304681,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Adjustment of O-074318388304681,Refund for missing item(s) Missing large salad,03/26/22,"10:03 PM PDT, UTC-07:00",-3.99,0,0,0,n/a,-0.31,0,0,-4.3,0,n/a,0,0,0,0,0,n/a
MARKETPLACE,O-921118253941275,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/13/22,"7:19 PM PDT, UTC-07:00",11.99,0,0,0,n/a,0.93,0,0,12.92,-1.5,n/a,0,-0.69,0,0,0,n/a
MARKETPLACE,W-398318272855903,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/15/22,"8:28 PM PDT, UTC-07:00",31.49,2.99,0,0,n/a,2.67,0,3,40.15,0,n/a,0,-1.52,0,0,0,n/a
MARKETPLACE,O-483518899137586,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/17/22,"5:34 PM PDT, UTC-07:00",50.54,2.99,0,0,n/a,4.15,0,8.65,66.33,-6.69,n/a,0,-2.32,0,0,0,n/a
MARKETPLACE,O-563518689574867,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/25/22,"5:52 PM PDT, UTC-07:00",23.48,0,0,0,n/a,1.82,0,0,25.3,-2.94,n/a,0,-1.07,0,0,0,n/a
MARKETPLACE,O-516918845576231,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/11/22,"5:31 PM PDT, UTC-07:00",35.47,0,0,0,n/a,2.75,0,0,38.22,-4.43,n/a,0,-1.47,0,0,0,n/a
MARKETPLACE,O-051319159946909,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/11/22,"8:22 PM PDT, UTC-07:00",65.73,0,0,0,n/a,5.09,0,0,70.82,-8.22,n/a,0,-2.46,0,0,0,n/a
MARKETPLACE,O-812918585920612,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/15/22,"5:47 PM PDT, UTC-07:00",42.56,0,0,0,n/a,3.3,0,0,45.86,-5.32,n/a,0,-1.7,0,0,0,n/a
MARKETPLACE,W-746418807839402,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/08/22,"5:30 PM PDT, UTC-07:00",15.99,2.99,0,0,n/a,1.47,0,3.07,23.52,0,n/a,0,-1.02,0,0,0,n/a
MARKETPLACE,O-859117907403049,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/06/22,"5:38 PM PST, UTC-08:00",23.98,2.99,0,0,n/a,2.09,0,4.35,33.41,-3.37,n/a,0,-1.32,0,0,0,n/a
MARKETPLACE,W-961517912880108,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/08/22,"12:53 PM PST, UTC-08:00",32.98,2.99,0,0,n/a,2.79,0,11.63,50.39,0,n/a,0,-1.84,0,0,0,n/a
MARKETPLACE,O-980417950662321,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/11/22,"7:04 PM PST, UTC-08:00",32.44,2.99,0,0,n/a,2.74,0,5,43.17,-4.43,n/a,0,-1.62,0,0,0,n/a
MARKETPLACE,O-583419145813703,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/11/22,"3:22 PM PDT, UTC-07:00",20.87,0,0,0,n/a,1.62,0,0,22.49,-2.61,n/a,0,-0.99,0,0,0,n/a
MARKETPLACE,O-145418398173885,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/27/22,"7:12 PM PDT, UTC-07:00",29.97,2.99,0,0,n/a,2.55,0,8.07,43.58,-4.12,n/a,0,-1.63,0,0,0,n/a
MARKETPLACE,O-715819233324661,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/19/22,"7:49 PM PDT, UTC-07:00",35.46,2.99,0,0,n/a,2.98,0,5,46.43,-4.81,n/a,0,-1.72,0,0,0,n/a
MARKETPLACE,O-786017808697938,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/27/22,"6:17 PM PST, UTC-08:00",82.44,4.99,0,0,n/a,6.78,0,17.77,111.98,-10.93,n/a,0,-3.72,0,0,0,n/a
MARKETPLACE,O-284619252341849,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/21/22,"6:51 PM PDT, UTC-07:00",41.6,2.99,0,0,n/a,3.45,0,7.2,55.24,-5.57,n/a,0,-1.98,0,0,0,n/a
MARKETPLACE,O-416118620930078,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/19/22,"10:04 PM PDT, UTC-07:00",15.18,4.99,0,0,n/a,1.57,0,3.27,25.01,-2.52,n/a,0,-1.06,0,0,0,n/a
MARKETPLACE,O-711518719470541,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/29/22,"2:52 PM PDT, UTC-07:00",12.99,0,0,0,n/a,1.01,0,0,14,-1.62,n/a,0,-0.73,0,0,0,n/a
MARKETPLACE,O-790819219924223,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Adjustment of O-790819219924223,"Refund due to incorrect order -
Hi I got meat pieces in a veggie pasta",06/17/22,"6:59 PM PDT, UTC-07:00",-12.99,0,0,0,n/a,-1.01,0,0,-14,0,n/a,0,0,0,0,0,n/a
MARKETPLACE,O-985118129921139,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/28/22,"5:43 PM PST, UTC-08:00",22.98,2.99,0,0,n/a,2.01,0,3.71,31.69,-3.25,n/a,0,-1.27,0,0,0,n/a
MARKETPLACE,O-287718752304441,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/02/22,"7:02 PM PDT, UTC-07:00",42.2,4.99,0,0,n/a,3.66,0,6.6,57.45,-5.9,n/a,0,-2.05,0,0,0,n/a
MARKETPLACE,O-421617616594641,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/08/22,"5:16 PM PST, UTC-08:00",34.57,2.99,0,0,n/a,2.91,0,3.73,44.2,-4.7,n/a,0,-1.65,0,0,0,n/a
MARKETPLACE,O-680417700601022,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Cash Order,,01/17/22,"5:21 PM PST, UTC-08:00",18.97,0,0,0,n/a,1.47,0,0,20.44,-2.37,n/a,0,0,0,0,0,n/a
MARKETPLACE,W-210117825627196,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/30/22,"11:22 AM PST, UTC-08:00",32.97,0,0,0,n/a,2.56,0,0,35.53,0,n/a,0,-1.38,0,0,0,n/a
MARKETPLACE,O-028819096647887,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/05/22,"6:38 PM PDT, UTC-07:00",14.88,4.99,0,0,n/a,1.54,0,4.28,25.69,-2.48,n/a,0,-1.08,0,0,0,n/a
MARKETPLACE,O-636818693858894,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/26/22,"9:00 PM PDT, UTC-07:00",27.48,2.99,0,0,n/a,2.36,0,4.92,37.75,-3.81,n/a,0,-1.45,0,0,0,n/a
MARKETPLACE,O-038118102173935,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/27/22,"1:30 PM PST, UTC-08:00",133.53,2.99,0,0,n/a,10.58,0,10,157.1,-17.07,n/a,0,-5.09,0,0,0,n/a
MARKETPLACE,O-012018566885711,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/14/22,"11:29 AM PDT, UTC-07:00",21.84,0,0,0,n/a,1.69,0,0,23.53,-2.73,n/a,0,-1.02,0,0,0,n/a
MARKETPLACE,O-026518541215876,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/11/22,"5:45 PM PDT, UTC-07:00",34.16,2.99,0,0,n/a,2.88,0,6,46.03,-4.64,n/a,0,-1.7,0,0,0,n/a
MARKETPLACE,O-459619107169772,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/06/22,"6:55 PM PDT, UTC-07:00",26.47,2.99,0,0,n/a,2.28,0,6.34,38.08,-3.68,n/a,0,-1.46,0,0,0,n/a
MARKETPLACE,O-534118025324276,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/18/22,"4:55 PM PST, UTC-08:00",26.99,2.99,0,0,n/a,2.32,0,3,35.3,-3.75,n/a,0,-1.38,0,0,0,n/a
MARKETPLACE,O-068318923004343,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/19/22,"5:24 PM PDT, UTC-07:00",25.46,0,0,0,n/a,1.97,0,0,27.43,-3.18,n/a,0,-1.14,0,0,0,n/a
MARKETPLACE,O-120718250807710,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/14/22,"3:33 PM PDT, UTC-07:00",22.58,0,0,0,n/a,1.75,0,0,24.33,-2.82,n/a,0,-1.04,0,0,0,n/a
MARKETPLACE,O-028819056640946,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/02/22,"2:20 PM PDT, UTC-07:00",22.99,2.99,0,0,n/a,2.01,0,4.19,32.18,-3.25,n/a,0,-1.28,0,0,0,n/a
MARKETPLACE,O-962318987964178,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/26/22,"11:45 AM PDT, UTC-07:00",31.48,2.99,0,0,n/a,2.67,0,5.57,42.71,-4.31,n/a,0,-1.6,0,0,0,n/a
MARKETPLACE,O-795119094237633,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/05/22,"8:06 PM PDT, UTC-07:00",37.95,2.99,0,0,n/a,3.17,0,6.61,50.72,-5.12,n/a,0,-1.85,0,0,0,n/a
MARKETPLACE,O-874117970991602,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/13/22,"8:25 PM PST, UTC-08:00",52.93,2.99,0,0,n/a,4.33,0,8.55,68.8,-6.99,n/a,0,-2.4,0,0,0,n/a
MARKETPLACE,O-658517566327641,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/04/22,"2:13 PM PST, UTC-08:00",15.47,2.99,0,0,n/a,1.43,0,3.98,23.87,-2.31,n/a,0,-1.03,0,0,0,n/a
MARKETPLACE,O-514518085985498,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/24/22,"7:06 PM PST, UTC-08:00",36.77,0,0,0,n/a,2.85,0,0,39.62,-4.6,n/a,0,-1.51,0,0,0,n/a
MARKETPLACE,O-336018594196444,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/17/22,"4:41 PM PDT, UTC-07:00",22.97,2.99,0,0,n/a,2.01,0,4.95,32.92,-3.25,n/a,0,-1.3,0,0,0,n/a
MARKETPLACE,O-148818995995974,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/27/22,"4:56 PM PDT, UTC-07:00",54.81,0,0,0,n/a,4.25,0,0,59.06,-6.85,n/a,0,-2.1,0,0,0,n/a
MARKETPLACE,W-372018410580869,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/30/22,"12:37 PM PDT, UTC-07:00",21.98,2.99,0,0,n/a,1.93,0,3,29.9,0,n/a,0,-1.21,0,0,0,n/a
MARKETPLACE,O-351718419076925,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/29/22,"6:40 PM PDT, UTC-07:00",51.92,2.99,0,0,n/a,4.25,0,11.83,70.99,-6.86,n/a,0,-2.47,0,0,0,n/a
MARKETPLACE,W-410617917685909,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/08/22,"12:15 PM PST, UTC-08:00",172.5,2.99,0,0,n/a,13.6,0,28.36,217.45,0,n/a,0,-6.93,0,0,0,n/a
MARKETPLACE,W-777018917963768,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/18/22,"7:07 PM PDT, UTC-07:00",20.99,2.99,0,0,n/a,1.86,0,3.88,29.72,0,n/a,0,-1.21,0,0,0,n/a
MARKETPLACE,O-278918231010146,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/11/22,"5:39 PM PST, UTC-08:00",34.72,0,0,0,n/a,2.69,0,0,37.41,-4.34,n/a,0,-1.44,0,0,0,n/a
MARKETPLACE,O-955817717601145,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/18/22,"5:45 PM PST, UTC-08:00",22.47,2.99,0,0,n/a,1.97,0,4.11,31.54,-3.18,n/a,0,-1.26,0,0,0,n/a
MARKETPLACE,O-900518748715060,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/01/22,"7:30 PM PDT, UTC-07:00",24.37,2.99,0,0,n/a,2.12,0,5.9,35.38,-3.42,n/a,0,-1.38,0,0,0,n/a
MARKETPLACE,O-433918386109116,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/26/22,"8:03 PM PDT, UTC-07:00",57.96,2.99,0,0,n/a,4.72,0,0,65.67,-7.62,n/a,0,-2.3,0,0,0,n/a
MARKETPLACE,O-782518197018048,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/08/22,"4:21 PM PST, UTC-08:00",34.97,0,0,0,n/a,2.71,0,0,37.68,-4.37,n/a,0,-1.45,0,0,0,n/a
MARKETPLACE,W-359117960597111,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/13/22,"4:11 PM PST, UTC-08:00",31.98,2.99,0,0,n/a,2.71,0,7.54,45.22,0,n/a,0,-1.68,0,0,0,n/a
MARKETPLACE,O-774918096367493,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/25/22,"5:09 PM PST, UTC-08:00",16.99,0,0,0,n/a,1.32,0,0,18.31,-2.12,n/a,0,-0.86,0,0,0,n/a
MARKETPLACE,O-688518603122898,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/17/22,"8:20 PM PDT, UTC-07:00",22.98,0,0,0,n/a,1.78,0,0,24.76,-2.87,n/a,0,-1.06,0,0,0,n/a
MARKETPLACE,W-703018663745150,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/23/22,"6:12 PM PDT, UTC-07:00",61.44,0,0,0,n/a,4.76,0,0,66.2,0,n/a,0,-2.32,0,0,0,n/a
MARKETPLACE,O-790519044035401,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/31/22,"6:56 PM PDT, UTC-07:00",43.96,2.99,0,0,n/a,3.64,0,5.06,55.65,-5.87,n/a,0,-2,0,0,0,n/a
MARKETPLACE,O-491918711391256,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/29/22,"5:36 PM PDT, UTC-07:00",25.98,0,0,0,n/a,2.01,0,0,27.99,-3.25,n/a,0,-1.15,0,0,0,n/a
MARKETPLACE,O-126917960286199,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/12/22,"6:02 PM PST, UTC-08:00",24.73,2.99,0,0,n/a,2.15,0,4.48,34.35,-3.47,n/a,0,-1.35,0,0,0,n/a
MARKETPLACE,O-928918737124159,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/01/22,"12:00 PM PDT, UTC-07:00",79.14,0,0,0,n/a,6.13,0,8.53,93.8,-9.89,n/a,0,-3.16,0,0,0,n/a
MARKETPLACE,O-781818075035274,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/23/22,"6:36 PM PST, UTC-08:00",20.36,0,0,0,n/a,1.58,0,0,21.94,-2.55,n/a,0,-0.97,0,0,0,n/a
MARKETPLACE,W-574618640918248,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/21/22,"6:39 PM PDT, UTC-07:00",33.83,2.99,0,0,n/a,2.85,0,7.93,47.6,0,n/a,0,-1.75,0,0,0,n/a
MARKETPLACE,O-726817713328230,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/19/22,"12:23 PM PST, UTC-08:00",26.99,0,0,0,n/a,2.09,0,0,29.08,-3.37,n/a,0,-1.19,0,0,0,n/a
MARKETPLACE,W-247018459768899,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/02/22,"10:05 PM PDT, UTC-07:00",30.56,0,0,0,n/a,2.37,0,0,32.93,0,n/a,0,-1.3,0,0,0,n/a
MARKETPLACE,O-753317950922186,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/11/22,"5:22 PM PST, UTC-08:00",45.46,0,0,0,n/a,3.52,0,10,58.98,-5.68,n/a,0,-2.1,0,0,0,n/a
MARKETPLACE,O-097317692709598,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/16/22,"5:00 PM PST, UTC-08:00",40.97,4.99,0,0,n/a,3.57,0,7.43,56.96,-5.75,n/a,0,-2.04,0,0,0,n/a
MARKETPLACE,O-841019296277735,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/26/22,"5:22 PM PDT, UTC-07:00",31.98,0,0,0,n/a,2.48,0,0,34.46,-4,n/a,0,-1.35,0,0,0,n/a
MARKETPLACE,O-753019076467528,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Adjustment of O-753019076467528,INCORRECT_ITEM,06/04/22,"5:41 PM PDT, UTC-07:00",-12.99,0,0,0,n/a,-1.01,0,0,-14,0,n/a,0,0,0,0,0,n/a
MARKETPLACE,O-010618055858545,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/21/22,"9:07 PM PST, UTC-08:00",39.09,0,0,0,n/a,3.03,0,0,42.12,-4.89,n/a,0,-1.58,0,0,0,n/a
MARKETPLACE,O-398318382857467,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/26/22,"5:53 PM PDT, UTC-07:00",16.78,2.99,0,0,n/a,1.53,0,3.2,24.5,-2.47,n/a,0,-1.05,0,0,0,n/a
MARKETPLACE,O-392817860755814,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/02/22,"7:19 PM PST, UTC-08:00",41.97,2.99,0,0,n/a,3.48,0,14.53,62.97,-5.62,n/a,0,-2.22,0,0,0,n/a
