"ID","Restaurant","Type","Description","Date","Time","Subtotal","Delivery","Service","Tax","Tip","Restaurant Total","Commission","Delivery Commission","Processing Fee","Withheld Tax"
"O-519616598805519","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/29/21","4:09 PM","36.27","0.00","0","2.81","0","39.08","-4.53","-3.63","-1.49","0"
"O-886416436761555","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/13/21","12:21 PM","22.98","4.99","0","2.17","4.00","34.14","-3.50","0","-1.34","0"
"O-171416516640839","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/20/21","7:50 PM","12.74","0.00","0","0.99","0","13.73","-1.59","0","-0.72","0"
"O-622016422989452","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/12/21","5:13 PM","16.98","0.00","0","1.32","2.74","21.04","-2.12","0","-0.94","0"
"O-391116503852075","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/19/21","6:05 PM","37.98","2.99","0","3.17","5.00","49.14","-5.12","0","-1.80","0"
"W-422716452440805","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/15/21","12:56 PM","20.96","4.99","0","2.01","5.00","32.96","0","0","-1.31","0"
"O-622016492987869","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/19/21","4:02 PM","58.43","0.00","0","4.53","0","62.96","-7.30","0","-2.22","0"
"O-199316361390088","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/6/21","11:59 AM","19.97","4.99","0","1.94","4.30","31.20","-3.12","0","-1.25","0"
"W-419016531811042","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/23/21","1:16 PM","39.98","2.99","0","3.33","6.95","53.25","0","0","-1.92","0"
"O-294916586186592","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/27/21","6:46 PM","32.97","0.00","0","2.56","0","35.53","-4.12","0","-1.38","0"
"O-611216425890161","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/11/21","7:18 PM","20.97","4.99","0","2.02","4.19","32.17","-3.25","0","-1.28","0"
"O-214216553606999","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/25/21","2:33 PM","31.56","4.99","0","2.84","7.88","47.27","-4.57","0","-1.74","0"
"W-595516420276828","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/12/21","5:13 PM","34.56","0.00","0","2.68","1.86","39.10","0","0","-1.49","0"
"O-595516410268585","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/10/21","8:20 PM","18.97","0.00","0","1.47","0","20.44","-2.37","0","-0.92","0"
"O-622016432992409","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/12/21","7:34 PM","27.16","2.99","0","2.33","3.00","35.48","-3.77","0","-1.38","0"
"W-913516527992534","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/21/21","7:06 PM","62.12","0.00","0","4.81","10.04","76.97","0","0","-2.65","0"
"O-053516540571458","Ameci Pizza & Pasta - Trabuco Rd","Cash Order",,"9/23/21","6:14 PM","14.99","0.00","0","1.16","0","16.15","-1.87","0","0","0"
"O-135816403640869","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/9/21","8:38 PM","25.94","0.00","0","2.01","1.40","29.35","-3.24","0","-1.20","0"
"O-090716604196761","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/29/21","6:04 PM","26.98","2.99","0","2.32","4.84","37.13","-3.75","0","-1.43","0"
"O-531316480016964","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/17/21","7:12 PM","27.77","0.00","0","2.15","4.48","34.40","-3.47","0","-1.35","0"
"O-628416492832838","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/19/21","2:33 PM","25.97","4.99","0","2.40","8.34","41.70","-3.87","0","-1.57","0"
"O-303316356303041","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/4/21","9:26 PM","19.98","2.99","0","1.78","3.71","28.46","-2.87","0","-1.17","0"
"O-214216563628691","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/26/21","5:11 PM","66.95","0.00","0","5.19","0","72.14","-8.37","0","-2.50","0"
"O-595516420221624","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/12/21","12:59 PM","23.98","0.00","0","1.86","0","25.84","-3.00","0","-1.09","0"
"W-817116466248170","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/16/21","5:35 PM","25.97","4.99","0","2.40","5.00","38.36","0","0","-1.47","0"
"O-171416506662433","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/20/21","12:10 PM","12.97","0.00","0","1.01","0","13.98","-1.62","0","-0.73","0"
"O-756316350605539","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/5/21","4:58 PM","36.56","2.99","0","3.06","5.91","48.52","-4.94","0","-1.78","0"
"O-043816544773787","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/23/21","7:01 PM","37.36","0.00","0","2.90","5.50","45.76","-4.67","0","-1.70","0"
"O-519616578804200","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/27/21","5:21 PM","23.47","2.99","0","2.05","4.28","32.79","-3.31","0","-1.30","0"
"W-035316339921687","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/3/21","7:15 PM","51.56","0.00","0","4.00","5.56","61.12","0","0","-2.16","0"
"O-391116433888271","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/13/21","5:28 PM","40.33","2.99","0","3.36","7.00","53.68","-5.42","0","-1.94","0"
"O-910516527558579","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/22/21","11:30 AM","20.98","0.00","0","1.63","0","22.61","-2.62","0","-0.99","0"
"O-419016561868593","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/26/21","4:15 PM","36.56","2.99","0","3.06","5.00","47.61","-4.94","0","-1.75","0"
"W-394116343276722","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/4/21","2:30 PM","102.54","2.99","0","8.18","5.00","118.71","0","0","-3.92","0"
"O-773216446244690","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/14/21","12:00 PM","65.97","2.99","0","5.34","8.00","82.30","-8.62","0","-2.81","0"
"O-046016574760394","Ameci Pizza & Pasta - Trabuco Rd","Cash Order",,"9/26/21","8:34 PM","18.97","0.00","0","1.47","0","20.44","-2.37","0","0","0"
"O-461216569830527","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/25/21","6:55 PM","45.96","2.99","0","3.79","7.91","60.65","-6.12","0","-2.15","0"
"O-090716544155357","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/24/21","4:26 PM","29.98","2.99","0","2.55","5.33","40.85","-4.12","0","-1.55","0"
"O-886416496739807","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/18/21","9:35 PM","23.48","4.99","0","2.21","6.13","36.81","-3.56","0","-1.42","0"
"O-202016355430957","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/4/21","6:18 PM","39.46","2.99","0","3.29","5.00","50.74","-5.31","0","-1.85","0"
"O-117216460363017","Ameci Pizza & Pasta - Trabuco Rd","Cash Order",,"9/15/21","5:37 PM","22.58","0.00","0","1.75","0","24.33","-2.82","0","0","0"
"O-112216376953225","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/7/21","5:40 PM","36.97","2.99","0","3.10","6.46","49.52","-5.00","0","-1.81","0"
"O-202016355432101","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/4/21","7:16 PM","35.96","4.99","0","3.18","11.03","55.16","-5.12","0","-1.98","0"
"W-199316331392781","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/3/21","11:45 AM","43.98","2.99","0","3.64","5.00","55.61","0","0","-2.00","0"
"O-448016487010929","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/17/21","8:18 PM","22.98","0.00","0","1.78","0","24.76","-2.87","0","-1.06","0"
"O-612916321253238","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/1/21","7:34 PM","35.94","0.00","0","2.79","5.80","44.53","-4.49","0","-1.66","0"
"O-000816354433476","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/5/21","5:08 PM","42.69","0.00","0","3.31","6.90","52.90","-5.34","0","-1.91","0"
"O-622016402990764","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/9/21","6:39 PM","30.55","2.99","0","2.60","7.00","43.14","-4.19","0","-1.62","0"
"O-461216549840420","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/24/21","4:59 PM","43.76","4.99","0","3.78","13.13","65.66","-6.09","0","-2.30","0"
"O-135816513649572","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/20/21","7:17 PM","44.55","4.99","0","3.84","13.35","66.73","-6.19","0","-2.34","0"
"O-742616574668581","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/26/21","9:08 PM","26.52","4.99","0","2.45","0","33.96","-3.94","0","-1.34","0"
"W-738716559325630","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/24/21","6:08 PM","22.98","0.00","0","1.78","2.00","26.76","0","0","-1.12","0"
"W-742616594662199","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/28/21","5:21 PM","45.20","0.00","0","3.50","2.44","51.14","0","0","-1.86","0"
"O-074216408386208","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/10/21","11:51 AM","30.71","0.00","0","2.38","3.00","36.09","-3.84","0","-1.40","0"
"O-046016604767201","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/29/21","7:33 PM","36.97","0.00","0","2.87","0","39.84","-4.62","0","-1.52","0"
"W-167616320524519","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/1/21","8:01 PM","28.98","2.99","0","2.48","0","34.45","0","0","-1.35","0"
"O-913516527992534","Ameci Pizza & Pasta - Trabuco Rd","Adjustment of O-913516527992534","Additional charge due to order change","9/22/21","7:12 AM","2.00","0.00","0","0.16","0","2.16","0","0","0","0"
"O-579716578302245","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/27/21","5:10 PM","44.42","4.99","0","3.83","10.65","63.89","-6.18","0","-2.25","0"
"W-398716607969499","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/29/21","8:46 PM","31.77","0.00","0","2.46","0","34.23","0","0","-1.34","0"
"W-202016325430855","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/1/21","6:35 PM","38.71","2.99","0","3.23","5.00","49.93","0","0","-1.82","0"
"O-106016390444369","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/8/21","8:34 PM","33.97","2.99","0","2.86","7.32","47.14","-4.62","0","-1.74","0"
"O-595516410265156","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/10/21","7:37 PM","29.58","2.99","0","2.52","5.26","40.35","-4.07","0","-1.53","0"
"O-640616319951020","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/1/21","5:04 PM","30.55","2.99","0","2.60","7.00","43.14","-4.19","0","-1.62","0"
"T-AwEAAAAAAATV6fOQDkAePxHsmZZXbWW4VjI","Ameci Pizza & Pasta - Trabuco Rd","Account Adjustment","903316557649129, DS. ","9/25/21","1:34 PM","0","0.00","0","0.00","0","28.55","0","0","0","0"
"O-817116446222591","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/13/21","8:13 PM","19.28","2.99","0","1.72","5.00","28.99","-2.78","0","-1.18","0"
"W-622016412989753","Ameci Pizza & Pasta - Trabuco Rd","Cash Order",,"9/11/21","5:15 PM","12.74","0.00","0","0.99","0","13.73","0","0","0","0"
"W-773216486290827","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/18/21","5:40 PM","45.72","2.99","0","3.77","7.87","60.35","0","0","-2.14","0"
"W-963916551807691","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/24/21","7:50 PM","54.80","2.99","0","4.48","9.34","71.61","0","0","-2.48","0"
"O-074216408357167","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/10/21","1:02 PM","10.99","0.00","0","0.85","1.77","13.61","-1.37","0","-0.72","0"
"W-760916494123035","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/19/21","12:42 PM","33.35","0.00","0","2.58","0","35.93","0","0","-1.40","0"
"W-231116362503544","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/5/21","8:45 PM","32.97","0.00","0","2.56","5.00","40.53","0","0","-1.54","0"
"O-422416587515012","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/28/21","12:10 PM","12.97","0.00","0","1.01","0","13.98","-1.62","0","-0.73","0"
"O-250416541551525","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/24/21","8:30 PM","15.48","2.99","0","1.43","5.00","24.90","-2.31","0","-1.06","0"
"O-622016502993275","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/19/21","6:00 PM","34.72","2.99","0","2.92","3.74","44.37","-4.71","0","-1.65","0"
"O-503316609374195","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/30/21","12:23 PM","15.73","2.99","0","1.45","3.39","23.56","-2.34","0","-1.02","0"
"W-696516545515521","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/23/21","6:41 PM","62.93","0.00","0","4.88","10.17","77.98","0","0","-2.68","0"
"O-419016551881286","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/24/21","8:50 PM","15.98","2.99","0","1.47","3.06","23.50","-2.37","0","-1.02","0"
"O-046016554718943","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/25/21","12:59 PM","22.45","0.00","0","1.74","2.00","26.19","-2.81","0","-1.10","0"
"W-136216566744306","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/25/21","7:23 PM","74.92","2.99","0","6.04","3.00","86.95","0","0","-2.95","0"
"O-880316515495296","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/20/21","5:58 PM","15.98","0.00","0","1.24","0","17.22","-2.00","0","-0.83","0"
"W-634216494590297","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/19/21","5:04 PM","23.98","0.00","0","1.86","3.88","29.72","0","0","-1.21","0"
"O-202016385430346","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/7/21","6:37 PM","112.66","4.99","0","9.12","20.00","146.77","-14.71","0","-4.78","0"
"O-696516565517890","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/25/21","5:52 PM","31.96","0.00","0","2.48","2.00","36.44","-4.00","0","-1.41","0"
"O-903316557649129","Ameci Pizza & Pasta - Trabuco Rd","Cash Order",,"9/24/21","5:17 PM","29.98","0.00","0","2.32","0","32.30","-3.75","0","0","0"
"O-406716364885761","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/5/21","6:46 PM","74.92","4.99","0","6.20","12.92","99.03","-9.99","0","-3.32","0"
"O-000816334431562","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/3/21","5:43 PM","29.98","2.99","0","2.55","3.55","39.07","-4.12","0","-1.49","0"
"O-202016345436659","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/3/21","8:18 PM","15.98","2.99","0","1.47","3.06","23.50","-2.37","0","-1.02","0"
"W-880316485490480","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/17/21","6:38 PM","41.42","2.99","0","3.44","6.00","53.85","0","0","-1.94","0"
"W-419016591813232","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/29/21","4:38 PM","55.71","2.99","0","4.55","9.49","72.74","0","0","-2.52","0"
"O-913516597909284","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/29/21","4:52 PM","49.44","2.99","0","4.06","10.00","66.49","-6.55","0","-2.33","0"
"O-611216495896432","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/18/21","9:10 PM","41.47","2.99","0","3.44","7.19","55.09","-5.56","0","-1.98","0"
"O-628416502871764","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/19/21","7:20 PM","49.96","0.00","0","3.87","0","53.83","-6.25","0","-1.94","0"
"O-422716492423087","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/19/21","4:29 PM","33.97","2.99","0","2.86","5.49","45.31","-4.62","0","-1.68","0"
"W-210116415133275","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/10/21","6:56 PM","20.58","2.99","0","1.82","5.08","30.47","0","0","-1.23","0"
"O-503316599321260","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/29/21","6:00 PM","132.61","2.99","0","10.51","21.91","168.02","-16.95","0","-5.42","0"
