Store Name,Store ID,Order ID,Workflow ID,Dining Mode,Order Channel,Order Status,Order Date / Refund date,Order Accept Time,Food Sales (excluding tax),Tax on Food Sales,Food sales (including tax),Adjustments (excluding tax),Tax on Adjustments,Promo Spend on food,Tax on Promotion on Food,Special Offer - Delivery,Tax on Special Offer - Delivery,Bag Fee,Marketing Service Fee Adjustment,Total Sales after Adjustments (including tax),Uber Service Fee,Delivery Network Fee,Order Processing Fee,Merchant Fee,Tax on Merchant Fee,Gratuity,Misc Payment Description,Miscellaneous Payments,Marketplace Facilitator Tax,Backup Withholding Tax,Payout,Payout Date,Markup Amount,Markup Tax,Service Fee %
Ameci Pizza & Pasta - Lake Forest,,#52FE9,e6c73ebc-7800-4442-ad6d-62f8c3c52fe9,Delivery - Partner Using Uber App,UberEats Android,Completed,5/5/21,12:37 PM,39.76,3.08,42.84,0,0,0,0,0,0,0,0,42.84,-7.55,0,0,0,0,0,,0,-3.08,0,32.21,5/10/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#5FEBB,3a8d5ed4-a0b2-434b-83d9-c59c6c35febb,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/6/21,4:00 PM,39.22,3.04,42.26,0,0,0,0,0,0,0,0,42.26,-7.45,0,0,0,0,0,,0,-3.04,0,31.77,5/10/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#597B7,bf2efb90-f4ec-4392-b155-402cc11597b7,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/6/21,5:05 PM,31.71,2.46,34.17,0,0,0,0,0,0,0,0,34.17,-6.02,0,0,0,0,0,,0,-2.46,0,25.69,5/10/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#CE7F9,04d2b9b9-cb01-43d1-bf01-b185dfdce7f9,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/6/21,6:36 PM,38.98,3.02,42,0,0,0,0,0,0,0,0,42,-7.41,0,0,0,0,0,,0,-3.02,0,31.57,5/10/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#A123C,0a3b6738-18d6-4ada-82f4-55cff1ca123c,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/6/21,7:28 PM,36.71,2.85,39.56,0,0,0,0,0,0,0,0,39.56,-6.97,0,0,0,0,0,,0,-2.85,0,29.74,5/10/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#64596,5a497144-d86d-422d-8a92-b59413764596,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/7/21,5:52 PM,29.47,2.28,31.75,0,0,0,0,0,0,0,0,31.75,-5.6,0,0,0,0,0,,0,-2.28,0,23.87,5/10/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#3EC35,57c9e9c6-d59b-4fe8-a482-d95e7033ec35,Delivery - Partner Using Uber App,UberEats Android,Completed,5/7/21,6:39 PM,11.99,0.93,12.92,0,0,0,0,0,0,0,0,12.92,-2.28,0,0,0,0,0,,0,-0.93,0,9.71,5/10/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#4425E,eac04466-e177-4cac-8b4a-673948c4425e,Delivery - Partner Using Uber App,Postmates Android,Completed,5/7/21,7:17 PM,15.77,1.22,16.99,0,0,0,0,0,0,0,0,16.99,-3.15,0,0,0,0,0,,0,-1.22,0,12.62,5/10/21,0,0,20
Ameci Pizza & Pasta - Lake Forest,,#798EF,b9808259-0d30-4f10-a157-a76849c798ef,Delivery - Partner Using Uber App,UberEats Web,Completed,5/7/21,8:22 PM,14.99,1.16,16.15,0,0,0,0,0,0,0,0,16.15,-2.85,0,0,0,0,0,,0,-1.16,0,12.14,5/10/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#E1CC3,712e6299-16cc-4b31-a097-9ec4fc3e1cc3,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/7/21,8:42 PM,24.73,1.92,26.65,0,0,0,0,0,0,0,0,26.65,-4.7,0,0,0,0,0,,0,-1.92,0,20.03,5/10/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#10063,29af3d52-d5c8-4c61-a492-4a85ff610063,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/8/21,12:59 PM,11.74,0.91,12.65,0,0,0,0,0,0,0,0,12.65,-2.23,0,0,0,0,0,,0,-0.91,0,9.51,5/10/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#22856,e29e1d62-182e-4c9b-b33a-54fee6622856,Delivery - Partner Using Uber App,UberEats Android,Completed,5/8/21,4:55 PM,10.99,0.85,11.84,0,0,0,0,0,0,0,0,11.84,-2.09,0,0,0,0,0,,0,-0.85,0,8.9,5/10/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#C2E12,2700c414-ff94-4705-bd97-8356c4ec2e12,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/8/21,6:06 PM,22.96,1.78,24.74,0,0,0,0,0,0,0,0,24.74,-4.36,0,0,0,0,0,,0,-1.78,0,18.6,5/10/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#A8220,3f671785-ee39-432b-aca9-f122a71a8220,Pickup,UberEats Android,Completed,5/8/21,5:44 PM,37.98,2.94,40.92,0,0,0,0,0,0,0,0,40.92,0,0,0,0,0,0,,0,-2.94,0,37.98,5/10/21,0,0,
Ameci Pizza & Pasta - Lake Forest,,#D1EFB,c9bb381a-5aab-4209-b065-2f5d268d1efb,Delivery - Partner Using Uber App,Postmates iOS,Completed,5/8/21,6:02 PM,21.98,1.7,23.68,0,0,0,0,0,0,0,0,23.68,-4.4,0,0,0,0,0,,0,-1.7,0,17.58,5/10/21,0,0,20
Ameci Pizza & Pasta - Lake Forest,,#43AE0,15d5e903-5d2c-4c98-8ef6-5a33a5343ae0,Delivery - Partner Using Uber App,UberEats Web,Completed,5/8/21,6:46 PM,52.84,4.1,56.94,0,0,0,0,0,0,0,0,56.94,-10.04,0,0,0,0,0,,0,-4.1,0,42.8,5/10/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#E476C,2b5d0761-64fe-40ac-bda9-2d6b072e476c,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/8/21,7:12 PM,32.47,2.52,34.99,0,0,0,0,0,0,0,0,34.99,-6.17,0,0,0,0,0,,0,-2.52,0,26.3,5/10/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#1B189,976d726e-296f-4417-a185-9772b541b189,Delivery - Partner Using Uber App,UberEats Web,Completed,5/8/21,8:55 PM,18.11,1.4,19.51,0,0,0,0,0,0,0,0,19.51,-3.44,0,0,0,0,0,,0,-1.4,0,14.67,5/10/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#1EC64,7a4db1dc-78a8-4e45-a674-c5936a81ec64,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/9/21,4:35 PM,25.97,2.01,27.98,0,0,0,0,0,0,0,0,27.98,-4.93,0,0,0,0,0,,0,-2.01,0,21.04,5/10/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#24560,25b1b69d-4bc9-44d4-b1cd-d6dfe8224560,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/9/21,5:35 PM,39.96,3.1,43.06,0,0,0,0,0,0,0,0,43.06,-7.59,0,0,0,0,0,,0,-3.1,0,32.37,5/10/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#D309D,30c29721-18c4-484f-870b-0614391d309d,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/9/21,7:21 PM,29.76,2.31,32.07,0,0,0,0,0,0,0,0,32.07,-5.65,0,0,0,0,0,,0,-2.31,0,24.11,5/10/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#12ECC,51a65bc0-8c02-435a-8386-869654d12ecc,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/9/21,7:55 PM,23.98,1.86,25.84,0,0,0,0,0,0,0,0,25.84,-4.56,0,0,0,0,0,,0,-1.86,0,19.42,5/10/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#CE61F,8c452260-2367-4c9c-b39a-b3466a7ce61f,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/10/21,12:41 PM,21.99,1.7,23.69,0,0,0,0,0,0,0,0,23.69,-4.18,0,0,0,0,0,,0,-1.7,0,17.81,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#3C5E3,2965c897-a9b0-452a-bd1a-aaa9dfa3c5e3,Delivery - Partner Using Uber App,UberEats Web,Completed,5/10/21,2:56 PM,54.96,4.26,59.22,0,0,0,0,0,0,0,0,59.22,-10.44,0,0,0,0,0,,0,-4.26,0,44.52,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#4F9F7,ccec6222-cb3b-4c3a-9dea-23725f24f9f7,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/11/21,11:33 AM,20.98,1.63,22.61,0,0,0,0,0,0,0,0,22.61,-3.99,0,0,0,0,0,,0,-1.63,0,16.99,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#8F6BC,474032d7-ec10-44c2-8e0e-bce6b118f6bc,Delivery - Partner Using Uber App,Postmates iOS,Completed,5/11/21,11:49 AM,10.99,0.85,11.84,0,0,0,0,0,0,0,0,11.84,-2.2,0,0,0,0,0,,0,-0.85,0,8.79,5/17/21,0,0,20
Ameci Pizza & Pasta - Lake Forest,,#BD9D8,b8459f88-20c1-449f-a895-011dfb4bd9d8,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/11/21,4:48 PM,26.72,2.07,28.79,0,0,0,0,0,0,0,0,28.79,-5.08,0,0,0,0,0,,0,-2.07,0,21.64,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#1B2AF,a2db22e3-e822-4803-9e34-42af0141b2af,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/11/21,8:48 PM,49.71,3.85,53.56,0,0,0,0,0,0,0,0,53.56,-9.44,0,0,0,0,0,,0,-3.85,0,40.27,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#1D61F,ef88c0cb-a691-46e7-aa0d-0c803b11d61f,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/12/21,11:12 AM,11.99,0.93,12.92,0,0,0,0,0,0,0,0,12.92,-2.28,0,0,0,0,0,,0,-0.93,0,9.71,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#8ACCC,64b89399-1e7c-4be8-b36e-8a8ec0b8accc,Delivery - Partner Using Uber App,UberEats Android,Completed,5/12/21,5:13 PM,67.69,5.25,72.94,0,0,0,0,0,0,0,0,72.94,-12.86,0,0,0,0,0,,0,-5.25,0,54.83,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#0AB14,684b91df-4cab-4fbd-8f98-8e55b310ab14,Delivery - Partner Using Uber App,UberEats Web,Completed,5/12/21,6:35 PM,23.98,1.86,25.84,0,0,0,0,0,0,0,0,25.84,-4.56,0,0,0,0,0,,0,-1.86,0,19.42,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#4CA2E,009e1255-2acb-474a-a2e2-fef70a94ca2e,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/12/21,6:55 PM,30.48,2.36,32.84,0,0,0,0,0,0,0,0,32.84,-5.79,0,0,0,0,0,,0,-2.36,0,24.69,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#0642D,cb8da9fd-4c39-4363-a2b6-2ba1e430642d,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/12/21,7:06 PM,57.18,4.43,61.61,0,0,0,0,0,0,0,0,61.61,-10.86,0,0,0,0,0,,0,-4.43,0,46.32,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#41CA8,5cbf8820-c4b4-4e8d-8a98-7430e4141ca8,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/13/21,6:27 PM,33.97,2.63,36.6,0,0,0,0,0,0,0,0,36.6,-6.45,0,0,0,0,0,,0,-2.63,0,27.52,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#10E9E,b9f2b642-071e-432b-84da-da99aa410e9e,Delivery - Partner Using Uber App,UberEats Android,Completed,5/13/21,6:26 PM,22.73,1.76,24.49,0,0,0,0,0,0,0,0,24.49,-4.32,0,0,0,0,0,,0,-1.76,0,18.41,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#562C0,c329abd6-42b1-4a34-947c-164eec2562c0,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/13/21,7:09 PM,21.74,1.68,23.42,0,0,0,0,0,0,0,0,23.42,-4.13,0,0,0,0,0,,0,-1.68,0,17.61,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#6E534,c71db9bb-2b61-44fa-a9d3-0935e2d6e534,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/13/21,8:14 PM,43.2,3.35,46.55,0,0,0,0,0,0,0,0,46.55,-8.21,0,0,0,0,0,,0,-3.35,0,34.99,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#B0F71,6ea83255-2017-46c9-bdd2-1916799b0f71,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/13/21,8:49 PM,11.74,0.91,12.65,0,0,0,0,0,0,0,0,12.65,-2.23,0,0,0,0,0,,0,-0.91,0,9.51,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#11314,156f7fb9-c2bd-4e92-b372-4e8026811314,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/14/21,2:03 PM,32.57,2.52,35.09,0,0,0,0,0,0,0,0,35.09,-6.19,0,0,0,0,0,,0,-2.52,0,26.38,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#884E8,3c8d7a3c-f0fa-4676-b3fb-1150909884e8,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/14/21,5:39 PM,22.48,1.74,24.22,0,0,0,0,0,0,0,0,24.22,-4.27,0,0,0,0,0,,0,-1.74,0,18.21,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#4A1B7,78b3ff7d-34b6-4841-9380-6431c4c4a1b7,Delivery - Partner Using Uber App,UberEats Android,Completed,5/14/21,5:27 PM,30.48,2.36,32.84,0,0,0,0,0,0,0,0,32.84,-5.79,0,0,0,0,0,,0,-2.36,0,24.69,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#DAAAF,f669e945-41ec-40ff-8019-0be0efddaaaf,Delivery - Partner Using Uber App,UberEats Web,Completed,5/14/21,7:10 PM,46.2,3.58,49.78,0,0,0,0,0,0,0,0,49.78,-8.78,0,0,0,0,0,,0,-3.58,0,37.42,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#A557F,43614f03-cd01-42e5-a9d8-08cbd4ea557f,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/14/21,8:36 PM,23.98,1.86,25.84,0,0,0,0,0,0,0,0,25.84,-4.56,0,0,0,0,0,,0,-1.86,0,19.42,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#CF9D3,65f08fe3-2743-4ee1-89ab-71411d3cf9d3,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/15/21,5:15 PM,25.77,2,27.77,0,0,0,0,0,0,0,0,27.77,-4.9,0,0,0,0,0,,0,-2,0,20.87,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#98252,8b5ba6f8-ccc1-499e-aed1-021ab7d98252,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/15/21,6:20 PM,60.77,4.71,65.48,0,0,0,0,0,0,0,0,65.48,-11.55,0,0,0,0,0,,0,-4.71,0,49.22,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#A751C,a323c986-c858-482e-aa5d-560d207a751c,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/15/21,6:05 PM,55.94,4.34,60.28,0,0,0,0,0,0,0,0,60.28,-10.63,0,0,0,0,0,,0,-4.34,0,45.31,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#24896,76ebd92f-0840-42d5-80ee-4a2f18324896,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/15/21,6:15 PM,26.48,2.05,28.53,0,0,0,0,0,0,0,0,28.53,-5.03,0,0,0,0,0,,0,-2.05,0,21.45,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#3AA3F,b0afb34f-0e1b-4168-a731-985aa303aa3f,Delivery - Partner Using Uber App,UberEats Web,Completed,5/15/21,6:19 PM,53.46,4.14,57.6,0,0,0,0,0,0,0,0,57.6,-10.16,0,0,0,0,0,,0,-4.14,0,43.3,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#A8311,78a8fa30-ab42-4531-b090-715365ea8311,Delivery - Partner Using Uber App,UberEats Android,Completed,5/15/21,6:52 PM,26.47,2.05,28.52,0,0,0,0,0,0,0,0,28.52,-5.03,0,0,0,0,0,,0,-2.05,0,21.44,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#04CF5,13ac744c-c912-4970-a2fb-fa8a8e204cf5,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/15/21,8:29 PM,17.27,1.34,18.61,0,0,0,0,0,0,0,0,18.61,-3.28,0,0,0,0,0,,0,-1.34,0,13.99,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#FE2FE,e94b509a-6a90-4f67-b550-eb31681fe2fe,Pickup,Postmates iOS,Completed,5/16/21,4:02 PM,50.75,3.93,54.68,0,0,0,0,0,0,0,0,54.68,-5.08,0,0,0,0,0,,0,-3.93,0,45.67,5/17/21,0,0,10
Ameci Pizza & Pasta - Lake Forest,,#BC4F8,6a306064-c61f-49e5-9db0-f5f20fdbc4f8,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/16/21,5:15 PM,43.95,3.41,47.36,0,0,0,0,0,0,0,0,47.36,-8.35,0,0,0,0,0,,0,-3.41,0,35.6,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#3B3C4,d75e8983-0fa2-4cc4-8c45-92f84683b3c4,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/16/21,5:06 PM,46.96,3.64,50.6,0,0,0,0,0,0,0,0,50.6,-8.92,0,0,0,0,0,,0,-3.64,0,38.04,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#400BA,e539795b-04d3-4a5e-bab7-277e2d1400ba,Delivery - Partner Using Uber App,Postmates iOS,Completed,5/16/21,5:49 PM,35.97,2.79,38.76,0,0,0,0,0,0,0,0,38.76,-7.19,0,0,0,0,0,,0,-2.79,0,28.78,5/17/21,0,0,20
Ameci Pizza & Pasta - Lake Forest,,#3277B,a3b31f69-9835-45f7-b89e-762beda3277b,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/16/21,6:00 PM,39.96,3.1,43.06,0,0,0,0,0,0,0,0,43.06,-7.59,0,0,0,0,0,,0,-3.1,0,32.37,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#99F54,bfec766c-d0bb-4e45-b761-ee1f37799f54,Delivery - Partner Using Uber App,UberEats Web,Completed,5/16/21,7:08 PM,17.73,1.37,19.1,0,0,0,0,0,0,0,0,19.1,-3.37,0,0,0,0,0,,0,-1.37,0,14.36,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#9B6FE,05c0e8a9-25c9-44a3-b7c1-f26a7619b6fe,Delivery - Partner Using Uber App,Postmates Android,Completed,5/16/21,7:40 PM,25.81,2,27.81,0,0,0,0,0,0,0,0,27.81,-5.16,0,0,0,0,0,,0,-2,0,20.65,5/17/21,0,0,20
Ameci Pizza & Pasta - Lake Forest,,#E459D,aaeed86a-a9af-482b-82ed-3d024eae459d,Delivery - Partner Using Uber App,UberEats Web,Completed,5/16/21,7:54 PM,19.98,1.55,21.53,0,0,0,0,0,0,0,0,21.53,-3.8,0,0,0,0,0,,0,-1.55,0,16.18,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#E5AF3,0458499d-e5f0-4739-a2dd-51d6d90e5af3,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/16/21,8:23 PM,39.71,3.08,42.79,0,0,0,0,0,0,0,0,42.79,-7.54,0,0,0,0,0,,0,-3.08,0,32.17,5/17/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#F0A27,8655b8c4-b3cf-44e3-8b4c-6172201f0a27,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/17/21,4:28 PM,21.46,1.66,23.12,0,0,0,0,0,0,0,0,23.12,-4.08,0,0,0,0,0,,0,-1.66,0,17.38,5/24/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#80F38,85485077-b10d-478d-a43d-0dd390180f38,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/17/21,5:50 PM,16.98,1.32,18.3,0,0,0,0,0,0,0,0,18.3,-3.23,0,0,0,0,0,,0,-1.32,0,13.75,5/24/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#024EE,1c8a770f-868a-46cf-972b-8d6cb4e024ee,Delivery - Partner Using Uber App,Postmates iOS,Completed,5/17/21,6:49 PM,30.96,2.4,33.36,0,0,0,0,0,0,0,0,33.36,-6.19,0,0,0,0,0,,0,-2.4,0,24.77,5/24/21,0,0,20
Ameci Pizza & Pasta - Lake Forest,,#919E3,5a3ef330-50e6-4b92-b1d7-a400dca919e3,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/17/21,8:26 PM,31.96,2.48,34.44,0,0,0,0,0,0,0,0,34.44,-6.07,0,0,0,0,0,,0,-2.48,0,25.89,5/24/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#DBE67,0eb2837b-a181-44a0-b3dc-61270aedbe67,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/18/21,11:05 AM,11.99,0.93,12.92,0,0,0,0,0,0,0,0,12.92,-2.28,0,0,0,0,0,,0,-0.93,0,9.71,5/24/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#900ED,d1512914-a205-4614-9fd1-ae7c22a900ed,Delivery - Partner Using Uber App,Postmates iOS,Completed,5/18/21,4:38 PM,38.98,3.02,42,0,0,0,0,0,0,0,0,42,-7.8,0,0,0,0,0,,0,-3.02,0,31.18,5/24/21,0,0,20
Ameci Pizza & Pasta - Lake Forest,,#5A84B,10c37bbc-074b-4697-8835-404462b5a84b,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/18/21,5:13 PM,16.98,1.32,18.3,0,0,0,0,0,0,0,0,18.3,-3.23,0,0,0,0,0,,0,-1.32,0,13.75,5/24/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#0BB5F,4b89a0b9-b3b0-47cb-b827-77c5f1f0bb5f,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/18/21,5:16 PM,21.73,1.68,23.41,0,0,0,0,0,0,0,0,23.41,-4.13,0,0,0,0,0,,0,-1.68,0,17.6,5/24/21,0,0,19
Ameci Pizza & Pasta - Lake Forest,,#B70A2,85ddc6ac-81fb-45d3-a401-ec92a60b70a2,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/18/21,7:57 PM,52.86,4.1,56.96,0,0,0,0,0,0,0,0,56.96,-10.04,0,0,0,0,0,,0,-4.1,0,42.82,5/24/21,0,0,19
