Store Name,Store ID,Order ID,Workflow ID,Dining Mode,Order Channel,Order Status,Order Date / Refund date,Order Accept Time,Food Sales (excluding tax),Tax on Food Sales,Food sales (including tax),Adjustments (excluding tax),Tax on Adjustments,Promo Spend on food,Tax on Promotion on Food,Special Offer - Delivery,Tax on Special Offer - Delivery,Bag Fee,Marketing Service Fee Adjustment,Total Sales after Adjustments (including tax),Uber Service Fee,Delivery Network Fee,Order Processing Fee,Merchant Fee,Tax on Merchant Fee,Gratuity,Misc Payment Description,Miscellaneous Payments,Marketplace Facilitator Tax,Backup Withholding Tax,Payout,Payout Date,Markup Amount,Markup Tax,Service Fee %
Aroma Pizza,,#0169D,5500e8e9-4abd-48f6-8754-adcd2640169d,Delivery - Partner Using Uber App,Postmates iOS,Completed,5/15/21,6:42 PM,75.39,5.84,81.23,0,0,0,0,0,0,0,0,81.23,-20.36,0,0,0,0,0,,0,-5.84,0,55.03,5/17/21,0,0,27
Aroma Pizza,,#5801B,9462d62c-0031-4e26-88d9-1f4643c5801b,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/16/21,7:02 PM,27.96,2.17,30.13,0,0,0,0,0,0,0,0,30.13,-5.31,0,0,0,0,0,,0,-2.17,0,22.65,5/17/21,0,0,19
Aroma Pizza,,#65780,43a885de-bf95-4ff4-b94f-78aae5465780,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/16/21,8:41 PM,47.93,3.71,51.64,0,0,0,0,0,0,0,0,51.64,-9.11,0,0,0,0,0,,0,-3.71,0,38.82,5/17/21,0,0,19
Aroma Pizza,,#6AE4A,2d4e09dc-117d-49f4-946c-487a4b96ae4a,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/17/21,5:05 PM,65.7,5.09,70.79,0,0,0,0,0,0,0,0,70.79,-12.48,0,0,0,0,0,,0,-5.09,0,53.22,5/24/21,0,0,19
Aroma Pizza,,#F7368,b504c330-f7e5-4e94-b9a7-bd79db4f7368,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/17/21,8:23 PM,63.95,4.96,68.91,0,0,0,0,0,0,0,0,68.91,-12.15,0,0,0,0,0,,0,-4.96,0,51.8,5/24/21,0,0,19
Aroma Pizza,,#D3877,c9b40631-96bf-46ac-af24-83fe573d3877,Delivery - Partner Using Uber App,Postmates iOS,Completed,5/18/21,6:31 PM,51.86,4.02,55.88,0,0,0,0,0,0,0,0,55.88,-14,0,0,0,0,0,,0,-4.02,0,37.86,5/24/21,0,0,27
Aroma Pizza,,#2FFAD,bd5c5e86-edf1-47fc-b82e-5c680862ffad,Delivery - Partner Using Uber App,Postmates Android,Completed,5/19/21,5:50 PM,16.98,1.32,18.3,0,0,0,0,0,0,0,0,18.3,-4.58,0,0,0,0,0,,0,-1.32,0,12.4,5/24/21,0,0,27
Aroma Pizza,,#FEBFE,d0d67bc0-5e31-49d3-811b-d1485affebfe,Delivery - Partner Using Uber App,UberEats Android,Completed,5/19/21,5:58 PM,16.58,1.28,17.86,0,0,0,0,0,0,0,0,17.86,-3.15,0,0,0,0,0,,0,-1.28,0,13.43,5/24/21,0,0,19
Aroma Pizza,,#C5B8D,db4c0703-9c9b-4073-8017-f260059c5b8d,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/19/21,8:42 PM,25.97,2.01,27.98,0,0,0,0,0,0,0,0,27.98,-4.93,0,0,0,0,0,,0,-2.01,0,21.04,5/24/21,0,0,19
Aroma Pizza,,#DA490,cc6087f8-e3b3-4fa8-9d85-4c60129da490,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/20/21,12:33 PM,26.45,2.05,28.5,0,0,0,0,0,0,0,0,28.5,-5.03,0,0,0,0,0,,0,-2.05,0,21.42,5/24/21,0,0,19
Aroma Pizza,,#DCBAB,1b5f9c37-214c-4fc9-b1c2-48296dfdcbab,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/20/21,5:31 PM,18.97,1.47,20.44,0,0,0,0,0,0,0,0,20.44,-3.6,0,0,0,0,0,,0,-1.47,0,15.37,5/24/21,0,0,19
Aroma Pizza,,#0CF03,c61a6cf9-143b-4543-a4b1-829fdd50cf03,Delivery - Partner Using Uber App,Postmates Android,Completed,5/20/21,7:45 PM,21.73,1.68,23.41,0,0,0,0,0,0,0,0,23.41,-5.87,0,0,0,0,0,,0,-1.68,0,15.86,5/24/21,0,0,27
Aroma Pizza,,#8320D,8b9ae8c2-a67c-4e08-8432-da6d8d78320d,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/20/21,8:38 PM,15.58,1.21,16.79,0,0,0,0,0,0,0,0,16.79,-2.96,0,0,0,0,0,,0,-1.21,0,12.62,5/24/21,0,0,19
Aroma Pizza,,#9829D,b328fbe4-6d85-4c14-87b3-ecf841d9829d,Delivery - Partner Using Uber App,Postmates iOS,Completed,5/20/21,9:08 PM,14.49,1.12,15.61,0,0,0,0,0,0,0,0,15.61,-3.91,0,0,0,0,0,,0,-1.12,0,10.58,5/24/21,0,0,27
Aroma Pizza,,#030B7,278cd232-567b-400e-8900-bd68461030b7,Pickup,UberEats iOS,Completed,5/20/21,8:44 PM,20.47,1.59,22.06,0,0,0,0,0,0,0,0,22.06,0,0,0,0,0,0,,0,-1.59,0,20.47,5/24/21,0,0,
Aroma Pizza,,#67652,822cd31b-33fd-490a-8b3b-e1a479867652,Delivery - Partner Using Uber App,Postmates Android,Completed,5/21/21,5:07 PM,27.77,2.15,29.92,0,0,0,0,0,0,0,0,29.92,-7.5,0,0,0,0,0,,0,-2.15,0,20.27,5/24/21,0,0,27
Aroma Pizza,,#AA6CC,87e71cee-2b3a-492a-83c3-f895a75aa6cc,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/21/21,6:20 PM,34.07,2.64,36.71,0,0,0,0,0,0,0,0,36.71,-6.47,0,0,0,0,0,,0,-2.64,0,27.6,5/24/21,0,0,19
Aroma Pizza,,#E9B2E,5018bb3f-dbbc-4b07-94b2-25f2d6de9b2e,Delivery - Partner Using Uber App,Postmates Android,Completed,5/21/21,7:31 PM,31.97,2.48,34.45,0,0,0,0,0,0,0,0,34.45,-8.63,0,0,0,0,0,,0,-2.48,0,23.34,5/24/21,0,0,27
Aroma Pizza,,#6AED9,321f5a70-6c06-4795-be88-045f2186aed9,Delivery - Partner Using Uber App,Postmates Android,Completed,5/21/21,9:00 PM,28.57,2.21,30.78,0,0,0,0,0,0,0,0,30.78,-7.71,0,0,0,0,0,,0,-2.21,0,20.86,5/24/21,0,0,27
Aroma Pizza,,#39B1A,f6137a79-5121-405c-8794-efe457a39b1a,Delivery - Partner Using Uber App,Postmates Android,Completed,5/22/21,7:38 PM,41.49,3.22,44.71,0,0,0,0,0,0,0,0,44.71,-11.2,0,0,0,0,0,,0,-3.22,0,30.29,5/24/21,0,0,27
Aroma Pizza,,#AEFF2,b819b8a1-7204-4b24-9bc3-1173b25aeff2,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/22/21,8:11 PM,36.72,2.85,39.57,0,0,0,0,0,0,0,0,39.57,-6.98,0,0,0,0,0,,0,-2.85,0,29.74,5/24/21,0,0,19
Aroma Pizza,,#848E9,ae90d82d-07f7-4429-8085-7c9e0ca848e9,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/22/21,8:25 PM,21.98,1.7,23.68,0,0,0,0,0,0,0,0,23.68,-4.18,0,0,0,0,0,,0,-1.7,0,17.8,5/24/21,0,0,19
Aroma Pizza,,#5905A,499eebcb-ca14-4062-92db-e2f02055905a,Delivery - Partner Using Uber App,Postmates Android,Completed,5/23/21,8:35 PM,34.95,2.71,37.66,0,0,0,0,0,0,0,0,37.66,-9.44,0,0,0,0,0,,0,-2.71,0,25.51,5/24/21,0,0,27
Aroma Pizza,,#A4FAB,b7f8a97d-71ee-4466-a5c1-602e36da4fab,Delivery - Partner Using Uber App,Postmates Android,Completed,5/24/21,4:39 PM,30.98,2.4,33.38,0,0,0,0,0,0,0,0,33.38,-8.36,0,0,0,0,0,,0,-2.4,0,22.62,5/31/21,0,0,27
Aroma Pizza,,#F9C56,a40f63c6-65f4-4026-a863-9e9250bf9c56,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/25/21,12:49 PM,19.22,1.49,20.71,0,0,0,0,0,0,0,0,20.71,-3.65,0,0,0,0,0,,0,-1.49,0,15.57,5/31/21,0,0,19
Aroma Pizza,,#233C6,327843f9-bd15-4d47-92ec-ac15ebb233c6,Delivery - Partner Using Uber App,UberEats Android,Completed,5/25/21,4:23 PM,40.71,3.16,43.87,0,0,0,0,0,0,0,0,43.87,-7.73,0,0,0,0,0,,0,-3.16,0,32.98,5/31/21,0,0,19
Aroma Pizza,,#35BB0,a9ff7483-21f3-424a-bac7-6adca8f35bb0,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/25/21,6:35 PM,29.97,2.32,32.29,0,0,0,0,0,0,0,0,32.29,-5.69,0,0,0,0,0,,0,-2.32,0,24.28,5/31/21,0,0,19
Aroma Pizza,,#85C47,2b9a2e15-fbc4-4d10-9bfb-75e24d285c47,Delivery - Partner Using Uber App,UberEats Android,Completed,5/25/21,8:01 PM,24.94,1.93,26.87,0,0,0,0,0,0,0,0,26.87,-4.74,0,0,0,0,0,,0,-1.93,0,20.2,5/31/21,0,0,19
Aroma Pizza,,#ED731,d50ec7e8-e599-4206-9762-9c52894ed731,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/25/21,9:08 PM,55.14,4.27,59.41,0,0,0,0,0,0,0,0,59.41,-10.48,0,0,0,0,0,,0,-4.27,0,44.66,5/31/21,0,0,19
Aroma Pizza,,#53B68,4873ac79-9047-4f6e-8af0-3f6c3bf53b68,Pickup,UberEats iOS,Completed,5/26/21,8:43 PM,33.8,2.62,36.42,0,0,0,0,0,0,0,0,36.42,0,0,0,0,0,0,,0,-2.62,0,33.8,5/31/21,0,0,
Aroma Pizza,,#BB2E3,97a8bb09-2c60-45fb-9211-b0b69dbbb2e3,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/27/21,11:19 AM,35.97,2.79,38.76,0,0,0,0,0,0,0,0,38.76,-6.83,0,0,0,0,0,,0,-2.79,0,29.14,5/31/21,0,0,19
Aroma Pizza,,#0A637,da712765-6ebc-4d52-9c92-dada3bd0a637,Pickup,UberEats iOS,Completed,5/27/21,12:17 PM,22.98,1.78,24.76,0,0,0,0,0,0,0,0,24.76,0,0,0,0,0,0,,0,-1.78,0,22.98,5/31/21,0,0,
Aroma Pizza,,#0A3EA,9973fe17-752b-4d5f-b8e8-689b47a0a3ea,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/27/21,7:10 PM,16.98,1.32,18.3,0,0,0,0,0,0,0,0,18.3,-3.23,0,0,0,0,0,,0,-1.32,0,13.75,5/31/21,0,0,19
Aroma Pizza,,#1E20B,d5877396-0493-4565-a05a-af543551e20b,Delivery - Partner Using Uber App,Postmates Android,Completed,5/27/21,7:47 PM,16.98,1.32,18.3,0,0,0,0,0,0,0,0,18.3,-4.58,0,0,0,0,0,,0,-1.32,0,12.4,5/31/21,0,0,27
Aroma Pizza,,#D6E4A,4c79dde1-e570-49bc-b01f-b3fdf21d6e4a,Delivery - Partner Using Uber App,Postmates Android,Completed,5/27/21,8:06 PM,28.97,2.25,31.22,0,0,0,0,0,0,0,0,31.22,-7.82,0,0,0,0,0,,0,-2.25,0,21.15,5/31/21,0,0,27
Aroma Pizza,,#F93EC,1964ea3e-b257-4225-9abb-a1a193af93ec,Delivery - Partner Using Uber App,Postmates Android,Completed,5/28/21,3:53 PM,49.43,3.83,53.26,0,0,0,0,0,0,0,0,53.26,-13.35,0,0,0,0,0,,0,-3.83,0,36.08,5/31/21,0,0,27
Aroma Pizza,,#10AB2,fb4f84fa-2f6c-41f4-a47e-db8eb1c10ab2,Delivery - Partner Using Uber App,Postmates Android,Completed,5/28/21,5:47 PM,30.77,2.38,33.15,0,0,0,0,0,0,0,0,33.15,-8.31,0,0,0,0,0,,0,-2.38,0,22.46,5/31/21,0,0,27
Aroma Pizza,,#588A5,4aec431d-8212-4a0d-923d-0b5057a588a5,Delivery - Partner Using Uber App,Postmates Android,Completed,5/28/21,6:00 PM,13.78,1.07,14.85,0,0,0,0,0,0,0,0,14.85,-3.72,0,0,0,0,0,,0,-1.07,0,10.06,5/31/21,0,0,27
Aroma Pizza,,#7D2F2,469ee433-fd0e-46ad-a02a-a6d96407d2f2,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/28/21,6:44 PM,37.65,2.62,40.27,0,0,0,0,0,0,0,0,40.27,-7.15,0,0,0,0,0,,0,-2.62,0,30.5,5/31/21,0,0,19
Aroma Pizza,,#8C7C8,bb5e7ae5-894a-4035-bcac-160a5cb8c7c8,Delivery - Partner Using Uber App,Postmates Android,Completed,5/28/21,7:42 PM,28.76,2.23,30.99,0,0,0,0,0,0,0,0,30.99,-7.77,0,0,0,0,0,,0,-2.23,0,20.99,5/31/21,0,0,27
Aroma Pizza,,#80105,69619f46-5e40-4348-a9ab-45a22b780105,Pickup,UberEats iOS,Completed,5/29/21,11:42 AM,19.28,1.49,20.77,0,0,0,0,0,0,0,0,20.77,0,0,0,0,0,0,,0,-1.49,0,19.28,5/31/21,0,0,
Aroma Pizza,,#8ED66,7932f068-c861-4902-88aa-71222db8ed66,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/29/21,5:27 PM,25.95,2.01,27.96,0,0,0,0,0,0,0,0,27.96,-4.93,0,0,0,0,0,,0,-2.01,0,21.02,5/31/21,0,0,19
Aroma Pizza,,#82EA6,f12cfe2f-1df0-4f44-9e24-85f417782ea6,Delivery - Partner Using Uber App,Postmates Web,Completed,5/29/21,8:03 PM,22.97,1.78,24.75,0,0,0,0,0,0,0,0,24.75,-6.2,0,0,0,0,0,,0,-1.78,0,16.77,5/31/21,0,0,27
Aroma Pizza,,#E8108,5e52a323-48e7-4ed9-8ba5-d37917fe8108,Delivery - Partner Using Uber App,Postmates iOS,Completed,5/30/21,12:32 PM,15.77,1.22,16.99,0,0,0,0,0,0,0,0,16.99,-4.26,0,0,0,0,0,,0,-1.22,0,11.51,5/31/21,0,0,27
Aroma Pizza,,#F8FB1,4ca1e95a-2f5b-451d-9b3e-557ab00f8fb1,Delivery - Partner Using Uber App,Postmates Android,Completed,5/30/21,3:33 PM,30.56,2.37,32.93,0,0,0,0,0,0,0,0,32.93,-8.25,0,0,0,0,0,,0,-2.37,0,22.31,5/31/21,0,0,27
Aroma Pizza,,#8C79D,4985ccd9-4fc8-447c-bb7e-82e6c9d8c79d,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/30/21,4:37 PM,27.97,2.17,30.14,0,0,0,0,0,0,0,0,30.14,-5.31,0,0,0,0,0,,0,-2.17,0,22.66,5/31/21,0,0,19
Aroma Pizza,,#CCFF1,9d7fd854-8210-4c6f-8cba-e248776ccff1,Delivery - Partner Using Uber App,UberEats iOS,Completed,5/30/21,5:27 PM,29.45,2.28,31.73,0,0,0,0,0,0,0,0,31.73,-5.6,0,0,0,0,0,,0,-2.28,0,23.85,5/31/21,0,0,19
Aroma Pizza,,#43288,3c05c2c0-5446-4076-9e96-e0a619943288,Delivery - Partner Using Uber App,UberEats Web,Completed,5/30/21,6:14 PM,16.98,1.32,18.3,0,0,0,0,0,0,0,0,18.3,-3.23,0,0,0,0,0,,0,-1.32,0,13.75,5/31/21,0,0,19
Aroma Pizza,,#9A76B,c839a28e-8c3d-48a7-a305-f1e529a9a76b,Delivery - Partner Using Uber App,Postmates iOS,Completed,5/30/21,6:41 PM,14.99,1.16,16.15,0,0,0,0,0,0,0,0,16.15,-4.05,0,0,0,0,0,,0,-1.16,0,10.94,5/31/21,0,0,27
Aroma Pizza,,#96BA5,255c3026-9753-4cc4-a83c-dcb503196ba5,Delivery - Partner Using Uber App,Postmates iOS,Completed,5/30/21,7:39 PM,21.99,1.7,23.69,0,0,0,0,0,0,0,0,23.69,-5.94,0,0,0,0,0,,0,-1.7,0,16.05,5/31/21,0,0,27
Aroma Pizza,,#1E21D,69ad63f4-069c-4a0c-9c9d-1acb28d1e21d,Delivery - Partner Using Uber App,Postmates Android,Completed,5/30/21,8:14 PM,40.68,3.15,43.83,0,0,0,0,0,0,0,0,43.83,-10.98,0,0,0,0,0,,0,-3.15,0,29.7,5/31/21,0,0,27
