"TIMESTAMP_UTC_TIME","TIMESTAMP_UTC_DATE","TIMESTAMP_LOCAL_TIME","TIMESTAMP_LOCAL_DATE","PAYOUT_TIME","PAYOUT_DATE","STORE_ID","BUSINESS_ID","STORE_NAME","MERCHANT_STORE_ID","TRANSACTION_TYPE","TRANSACTION_ID","RELATED_DOORDASH_DELIVERY_ID","MERCHANT_DELIVERY_ID","EXTERNAL_ID","DESCRIPTION","FINAL_ORDER_STATUS","CURRENCY","SUBTOTAL","TAX_AMOUNT","COMMISSION","COMMISSION_TAX_AMOUNT","MARKETING_FEES","CREDIT","DEBIT","DOORDASH_TRANSACTION_ID","DRIVE_CHARGE","TAX_REMITTED_BY_DOORDASH_TO_STATE"
"04:42:24","2020-09-10","21:42:24","2020-09-09","2020-09-14 07:31:51.516890000","2020-09-14",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",896528038,"896528038","NULL","NULL","Order Received Time: 2020-09-10 04:25:54.650173000
Order Pickup Time: 2020-09-10 04:42:24.010107000","Delivered","USD",13.99,1.08,3.50,0.00,0.00,11.57,0.00,"1141635195",0.00,0.00
"04:42:06","2020-09-05","21:42:06","2020-09-04","2020-09-08 07:32:50.337686000","2020-09-08",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",883502035,"883502035","NULL","NULL","Order Received Time: 2020-09-05 03:19:03.305693000
Order Pickup Time: 2020-09-05 04:42:06.576903000","Picked Up","USD",19.98,1.55,3.00,0.00,0.00,18.53,0.00,"1124339431",0.00,0.00
"04:41:41","2020-10-01","21:41:41","2020-09-30","2020-10-05 07:32:54.492159000","2020-10-05",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",957148317,"957148317","NULL","NULL","Order Received Time: 2020-10-01 04:19:01.620425000
Order Pickup Time: 2020-10-01 04:41:41.957745000","Delivered","USD",20.76,1.61,5.19,0.00,0.00,17.18,0.00,"1221560577",0.00,0.00
"04:40:01","2020-09-03","21:40:01","2020-09-02","2020-09-07 07:32:37.304075000","2020-09-07",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",877723365,"877723365","NULL","NULL","Order Received Time: 2020-09-03 04:22:37.498508000
Order Pickup Time: 2020-09-03 04:40:01.765975000","Delivered","USD",16.47,1.28,4.12,0.00,0.00,13.63,0.00,"1116511342",0.00,0.00
"04:39:52","2020-09-05","21:39:52","2020-09-04","2020-09-08 07:32:50.337686000","2020-09-08",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",883579103,"883579103","NULL","NULL","Order Received Time: 2020-09-05 04:06:40.216698000
Order Pickup Time: 2020-09-05 04:39:52.685744000","Delivered","USD",14.17,1.10,3.54,0.00,0.00,11.73,0.00,"1124335312",0.00,0.00
"04:39:45","2020-09-03","21:39:45","2020-09-02","2020-09-07 07:32:37.304075000","2020-09-07",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",877718137,"877718137","NULL","NULL","Order Received Time: 2020-09-03 04:16:23.866244000
Order Pickup Time: 2020-09-03 04:39:45.290604000","Delivered","USD",72.92,5.65,18.23,0.00,0.00,60.34,0.00,"1116510977",0.00,0.00
"04:39:44","2020-09-30","21:39:44","2020-09-29","2020-10-05 07:32:54.492159000","2020-10-05",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",954345711,"954345711","NULL","NULL","Order Received Time: 2020-09-30 04:22:13.858951000
Order Pickup Time: 2020-09-30 04:39:44.105466000","Delivered","USD",21.98,1.70,5.50,0.00,0.00,18.18,0.00,"1217720815",0.00,0.00
"04:39:43","2020-09-30","21:39:43","2020-09-29","2020-10-05 07:32:54.492159000","2020-10-05",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",954343764,"954343764","NULL","NULL","Order Received Time: 2020-09-30 04:19:59.821623000
Order Pickup Time: 2020-09-30 04:39:43.743720000","Delivered","USD",59.29,4.59,14.82,0.00,0.00,49.06,0.00,"1217720806",0.00,0.00
"04:39:43","2020-09-22","21:39:43","2020-09-21","2020-09-25 07:31:39.526509000","2020-09-25",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",931298497,"931298497","NULL","NULL","Order Received Time: 2020-09-22 04:11:44.521727000
Order Pickup Time: 2020-09-22 04:39:43.288740000","Delivered","USD",21.48,1.66,5.37,0.00,0.00,17.77,0.00,"1187198752",0.00,0.00
"04:37:05","2020-09-03","21:37:05","2020-09-02","2020-09-07 07:32:37.304075000","2020-09-07",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",877718341,"877718341","NULL","NULL","Order Received Time: 2020-09-03 04:16:39.323513000
Order Pickup Time: 2020-09-03 04:37:05.748678000","Delivered","USD",27.97,2.17,6.99,0.00,0.00,23.15,0.00,"1116507317",0.00,0.00
"04:36:31","2020-09-22","21:36:31","2020-09-21","2020-09-25 07:31:39.526509000","2020-09-25",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",931304067,"931304067","NULL","NULL","Order Received Time: 2020-09-22 04:18:18.084445000
Order Pickup Time: 2020-09-22 04:36:31.909208000","Delivered","USD",27.22,2.11,6.81,0.00,0.00,22.52,0.00,"1187194764",0.00,0.00
"04:36:18","2020-09-05","21:36:18","2020-09-04","2020-09-08 07:32:50.337686000","2020-09-08",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",883588049,"883588049","NULL","NULL","Order Received Time: 2020-09-05 04:13:32.597361000
Order Pickup Time: 2020-09-05 04:36:18.437949000","Delivered","USD",27.98,2.17,7.00,0.00,0.00,23.15,0.00,"1124328451",0.00,0.00
"04:36:12","2020-09-05","21:36:12","2020-09-04","2020-09-08 07:32:50.337686000","2020-09-08",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",883579617,"883579617","NULL","NULL","Order Received Time: 2020-09-05 04:07:03.863832000
Order Pickup Time: 2020-09-05 04:36:12.322234000","Delivered","USD",18.97,1.47,4.74,0.00,0.00,15.70,0.00,"1124328236",0.00,0.00
"04:35:20","2020-09-21","21:35:20","2020-09-20","2020-09-24 07:31:40.549115000","2020-09-24",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",928689109,"928689109","NULL","NULL","Order Received Time: 2020-09-21 04:13:02.573309000
Order Pickup Time: 2020-09-21 04:35:20.366444000","Delivered","USD",24.99,1.94,6.25,0.00,0.00,20.68,0.00,"1183786830",0.00,0.00
"04:34:55","2020-09-07","21:34:55","2020-09-06","2020-09-10 07:32:06.416131000","2020-09-10",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",888979097,"888979097","NULL","NULL","Order Received Time: 2020-09-07 03:52:00.754174000
Order Pickup Time: 2020-09-07 04:34:55.209304000","Delivered","USD",14.74,1.14,3.69,0.00,0.00,12.19,0.00,"1131604515",0.00,0.00
"04:33:53","2020-09-06","21:33:53","2020-09-05","2020-09-09 07:31:46.971581000","2020-09-09",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",886367897,"886367897","NULL","NULL","Order Received Time: 2020-09-06 04:11:31.928959000
Order Pickup Time: 2020-09-06 04:33:53.167268000","Delivered","USD",42.96,3.33,10.74,0.00,0.00,35.55,0.00,"1128029772",0.00,0.00
"04:33:44","2020-09-05","21:33:44","2020-09-04","2020-09-08 07:32:50.337686000","2020-09-08",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",883589553,"883589553","NULL","NULL","Order Received Time: 2020-09-05 04:14:42.162779000
Order Pickup Time: 2020-09-05 04:33:44.929398000","Delivered","USD",21.24,1.65,5.31,0.00,0.00,17.58,0.00,"1124323207",0.00,0.00
"04:33:39","2020-09-05","21:33:39","2020-09-04","2020-09-08 07:32:50.337686000","2020-09-08",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",883573163,"883573163","NULL","NULL","Order Received Time: 2020-09-05 04:02:09.564893000
Order Pickup Time: 2020-09-05 04:33:39.470025000","Delivered","USD",30.24,2.34,7.56,0.00,0.00,25.02,0.00,"1124323020",0.00,0.00
"04:32:43","2020-09-02","21:32:43","2020-09-01","2020-09-07 07:32:37.304075000","2020-09-07",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",875201603,"875201603","NULL","NULL","Order Received Time: 2020-09-02 04:16:59.688333000
Order Pickup Time: 2020-09-02 04:32:43.718575000","Delivered","USD",20.23,1.57,5.06,0.00,0.00,16.74,0.00,"1113089826",0.00,0.00
"04:31:45","2020-09-11","21:31:45","2020-09-10","2020-09-14 07:31:51.516890000","2020-09-14",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",899328070,"899328070","NULL","NULL","Order Received Time: 2020-09-11 04:05:58.966500000
Order Pickup Time: 2020-09-11 04:31:45.281304000","Delivered","USD",19.48,1.51,4.87,0.00,0.00,16.12,0.00,"1145289086",0.00,0.00
"04:31:39","2020-09-04","21:31:39","2020-09-03","2020-09-07 07:32:37.304075000","2020-09-07",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",880483291,"880483291","NULL","NULL","Order Received Time: 2020-09-04 04:17:17.448770000
Order Pickup Time: 2020-09-04 04:31:39.237899000","Delivered","USD",20.99,1.63,5.25,0.00,0.00,17.37,0.00,"1120197012",0.00,0.00
"04:31:29","2020-09-13","21:31:29","2020-09-12","2020-09-16 07:31:55.125545000","2020-09-16",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",905669437,"905669437","NULL","NULL","Order Received Time: 2020-09-13 04:11:09.631729000
Order Pickup Time: 2020-09-13 04:31:29.025058000","Delivered","USD",18.57,1.44,4.64,0.00,0.00,15.37,0.00,"1153366455",0.00,0.00
"04:30:53","2020-09-27","21:30:53","2020-09-26","2020-09-30 07:31:43.827625000","2020-09-30",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",946153952,"946153952","NULL","NULL","Order Received Time: 2020-09-27 04:15:34.172023000
Order Pickup Time: 2020-09-27 04:30:53.663943000","Delivered","USD",19.74,1.53,4.94,0.00,0.00,16.33,0.00,"1206763506",0.00,0.00
"04:28:34","2020-09-19","21:28:34","2020-09-18","2020-09-22 07:31:36.738709000","2020-09-22",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",922572556,"922572556","NULL","NULL","Order Received Time: 2020-09-19 04:13:16.882750000
Order Pickup Time: 2020-09-19 04:28:34.876502000","Delivered","USD",25.73,1.99,6.43,0.00,0.00,21.29,0.00,"1175860041",0.00,0.00
"04:26:45","2020-09-17","21:26:45","2020-09-16","2020-09-21 07:31:50.806245000","2020-09-21",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",916193581,"916193581","NULL","NULL","Order Received Time: 2020-09-17 04:07:03.084307000
Order Pickup Time: 2020-09-17 04:26:45.649839000","Delivered","USD",24.72,1.92,6.18,0.00,0.00,20.46,0.00,"1167393672",0.00,0.00
"04:26:44","2020-09-18","21:26:44","2020-09-17","2020-09-21 07:31:50.806245000","2020-09-21",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","ERROR_CHARGE",116134398,"918765183","NULL","NULL","Issue: 1 Baked Manicotti missing
Customer Explanation: Hi Dolly,

Thank you for contacting our support team. We sincerely apologize for the issue with your order.

We have issued credits to your account in the amount of $7.74 for the inconvenience.

These credits are available immediately and will automatically be applied towards your next order.

If you have any questions or need help, our support teams are available at the links below!

Best regards,
DoorDash and Caviar Support
help.doordash.com / help.trycaviar.com

*Please do not reply to this email. Replies are not delivered to sender.","Delivered","USD",5.69,0.00,0.00,0.00,0.00,0.00,5.69,"1171247511",0.00,0.00
"04:24:41","2020-09-24","21:24:41","2020-09-23","2020-09-28 07:32:02.751864000","2020-09-28",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",936819659,"936819659","NULL","NULL","Order Received Time: 2020-09-24 04:06:16.210827000
Order Pickup Time: 2020-09-24 04:24:41.706419000","Delivered","USD",17.99,1.39,4.50,0.00,0.00,14.88,0.00,"1194407750",0.00,0.00
"04:24:35","2020-09-26","21:24:35","2020-09-25","2020-09-29 07:31:46.489847000","2020-09-29",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",943139927,"943139927","NULL","NULL","Order Received Time: 2020-09-26 03:56:21.890556000
Order Pickup Time: 2020-09-26 04:24:35.124685000","Delivered","USD",30.97,2.40,7.74,0.00,0.00,25.63,0.00,"1202769665",0.00,0.00
"04:22:31","2020-09-05","21:22:31","2020-09-04","2020-09-08 07:32:50.337686000","2020-09-08",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",883458589,"883458589","NULL","NULL","Order Received Time: 2020-09-05 02:59:28.891158000
Order Pickup Time: 2020-09-05 04:22:31.151469000","Picked Up","USD",10.99,0.85,1.65,0.00,0.00,10.19,0.00,"1124299597",0.00,0.00
"04:21:56","2020-09-20","21:21:56","2020-09-19","2020-09-23 07:32:26.555539000","2020-09-23",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",925573355,"925573355","NULL","NULL","Order Received Time: 2020-09-20 02:58:56.537316000
Order Pickup Time: 2020-09-20 04:21:56.482850000","Picked Up","USD",18.24,1.41,2.74,0.00,0.00,16.91,0.00,"1179871015",0.00,0.00
"04:21:33","2020-09-05","21:21:33","2020-09-04","2020-09-08 07:32:50.337686000","2020-09-08",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",883578850,"883578850","NULL","NULL","Order Received Time: 2020-09-05 04:06:26.248203000
Order Pickup Time: 2020-09-05 04:21:33.993999000","Delivered","USD",11.74,0.91,2.94,0.00,0.00,9.71,0.00,"1124297477",0.00,0.00
"04:21:12","2020-09-09","21:21:12","2020-09-08","2020-09-14 07:31:51.516890000","2020-09-14",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",893899415,"893899415","NULL","NULL","Order Received Time: 2020-09-09 04:02:43.232710000
Order Pickup Time: 2020-09-09 04:21:12.261898000","Delivered","USD",22.23,1.72,5.56,0.00,0.00,18.39,0.00,"1138212295",0.00,0.00
"04:20:55","2020-09-03","21:20:55","2020-09-02","2020-09-07 07:32:37.304075000","2020-09-07",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",877703440,"877703440","NULL","NULL","Order Received Time: 2020-09-03 04:00:22.357137000
Order Pickup Time: 2020-09-03 04:20:55.420845000","Delivered","USD",12.58,0.97,3.15,0.00,0.00,10.40,0.00,"1116483175",0.00,0.00
"04:20:44","2020-09-20","21:20:44","2020-09-19","2020-09-23 07:32:26.555539000","2020-09-23",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",925693601,"925693601","NULL","NULL","Order Received Time: 2020-09-20 04:05:41.607432000
Order Pickup Time: 2020-09-20 04:20:44.515583000","Delivered","USD",12.58,0.97,3.15,0.00,0.00,10.40,0.00,"1179868496",0.00,0.00
"04:20:34","2020-09-07","21:20:34","2020-09-06","2020-09-10 07:32:06.416131000","2020-09-10",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",888990890,"888990890","NULL","NULL","Order Received Time: 2020-09-07 04:01:40.454024000
Order Pickup Time: 2020-09-07 04:20:34.220717000","Delivered","USD",24.97,1.94,6.24,0.00,0.00,20.67,0.00,"1131579222",0.00,0.00
"04:20:29","2020-09-07","21:20:29","2020-09-06","2020-09-10 07:32:06.416131000","2020-09-10",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",888989740,"888989740","NULL","NULL","Order Received Time: 2020-09-07 04:00:38.556510000
Order Pickup Time: 2020-09-07 04:20:29.696992000","Delivered","USD",15.98,1.24,4.00,0.00,0.00,13.22,0.00,"1131579085",0.00,0.00
"04:19:35","2020-09-11","21:19:35","2020-09-10","2020-09-14 07:31:51.516890000","2020-09-14",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",899318462,"899318462","NULL","NULL","Order Received Time: 2020-09-11 03:56:18.869138000
Order Pickup Time: 2020-09-11 04:19:35.057699000","Delivered","USD",14.48,1.12,3.62,0.00,0.00,11.98,0.00,"1145271483",0.00,0.00
"04:18:05","2020-09-10","21:18:05","2020-09-09","2020-09-14 07:31:51.516890000","2020-09-14",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",896507373,"896507373","NULL","NULL","Order Received Time: 2020-09-10 04:03:27.272939000
Order Pickup Time: 2020-09-10 04:18:05.292472000","Delivered","USD",27.81,2.16,6.95,0.00,0.00,23.02,0.00,"1141601600",0.00,0.00
"04:16:33","2020-09-06","21:16:33","2020-09-05","2020-09-09 07:31:46.971581000","2020-09-09",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",886348913,"886348913","NULL","NULL","Order Received Time: 2020-09-06 03:57:10.572694000
Order Pickup Time: 2020-09-06 04:16:33.703800000","Delivered","USD",20.98,1.63,5.25,0.00,0.00,17.36,0.00,"1127995046",0.00,0.00
"04:16:14","2020-09-21","21:16:14","2020-09-20","2020-09-24 07:31:40.549115000","2020-09-24",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",928643491,"928643491","NULL","NULL","NULL","Cancelled","USD",23.97,1.86,5.99,0.00,0.00,19.84,0.00,"1183665988",0.00,0.00
"04:16:09","2020-09-04","21:16:09","2020-09-03","2020-09-07 07:32:37.304075000","2020-09-07",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",880465254,"880465254","NULL","NULL","Order Received Time: 2020-09-04 03:59:10.914042000
Order Pickup Time: 2020-09-04 04:16:09.317540000","Delivered","USD",36.47,2.83,9.12,0.00,0.00,30.18,0.00,"1120171258",0.00,0.00
"04:15:14","2020-09-20","21:15:14","2020-09-19","2020-09-23 07:32:26.555539000","2020-09-23",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",925686846,"925686846","NULL","NULL","Order Received Time: 2020-09-20 04:00:55.140423000
Order Pickup Time: 2020-09-20 04:15:14.880072000","Delivered","USD",20.99,1.63,5.25,0.00,0.00,17.37,0.00,"1179856328",0.00,0.00
"04:14:38","2020-09-07","21:14:38","2020-09-06","2020-09-10 07:32:06.416131000","2020-09-10",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",888982529,"888982529","NULL","NULL","Order Received Time: 2020-09-07 03:54:39.800181000
Order Pickup Time: 2020-09-07 04:14:38.245528000","Delivered","USD",18.71,1.45,4.68,0.00,0.00,15.48,0.00,"1131568167",0.00,0.00
"04:14:36","2020-09-07","21:14:36","2020-09-06","2020-09-10 07:32:06.416131000","2020-09-10",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",888970996,"888970996","NULL","NULL","Order Received Time: 2020-09-07 03:45:47.863888000
Order Pickup Time: 2020-09-07 04:14:36.399619000","Delivered","USD",10.99,0.85,2.75,0.00,0.00,9.09,0.00,"1131568113",0.00,0.00
"04:14:34","2020-09-20","21:14:34","2020-09-19","2020-09-23 07:32:26.555539000","2020-09-23",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",925677023,"925677023","NULL","NULL","Order Received Time: 2020-09-20 03:54:14.284519000
Order Pickup Time: 2020-09-20 04:14:34.885138000","Delivered","USD",36.32,2.81,9.08,0.00,0.00,30.05,0.00,"1179854781",0.00,0.00
"04:14:09","2020-09-12","21:14:09","2020-09-11","2020-09-15 07:32:04.894969000","2020-09-15",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",902585913,"902585913","NULL","NULL","Order Received Time: 2020-09-12 03:51:03.141101000
Order Pickup Time: 2020-09-12 04:14:09.148796000","Delivered","USD",39.97,3.10,9.99,0.00,0.00,33.08,0.00,"1149420872",0.00,0.00
"04:13:35","2020-09-07","21:13:35","2020-09-06","2020-09-10 07:32:06.416131000","2020-09-10",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",888978106,"888978106","NULL","NULL","Order Received Time: 2020-09-07 03:51:12.620387000
Order Pickup Time: 2020-09-07 04:13:35.933353000","Delivered","USD",12.23,0.95,3.06,0.00,0.00,10.12,0.00,"1131566141",0.00,0.00
"04:13:03","2020-09-03","21:13:03","2020-09-02","2020-09-07 07:32:37.304075000","2020-09-07",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",877696890,"877696890","NULL","NULL","Order Received Time: 2020-09-03 03:53:46.844153000
Order Pickup Time: 2020-09-03 04:13:03.317498000","Delivered","USD",10.99,0.85,2.75,0.00,0.00,9.09,0.00,"1116470546",0.00,0.00
"04:13:01","2020-09-19","21:13:01","2020-09-18","2020-09-22 07:31:36.738709000","2020-09-22",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY",922522788,"922522788","NULL","NULL","Order Received Time: 2020-09-19 03:40:49.978192000
Order Pickup Time: 2020-09-19 04:13:01.725727000","Picked Up","USD",26.96,2.09,4.04,0.00,0.00,25.01,0.00,"1175824670",0.00,0.00
