Store Name,Store ID,Order ID,Dining Mode,Order Status,Order Date / Refund date,Order Accept Time,Food Sales (excluding tax),Tax on Food Sales,Food sales (including tax),Adjustments (excluding tax),Tax on Adjustments,Promo Spend on food,Tax on Promotion on Food,Promo Spend on Delivery,Tax on Promo Spend on Delivery,Bag Fee,Marketing Service Fee Adjustment,Total Sales after Adjustments (including tax),Uber Service Fee,Dispatch Fee,Tax on Dispatch Fee,Gratuity,Misc Payment Description,Miscellaneous Payments,Marketplace Facilitator Tax,Backup Withholding Tax,Payout,Payout Date
Ameci Pizza & Pasta - Lake Forest,,#2FB18,Delivery - Partner Using Uber App,Completed,9/6/20,9:23 PM,42.42,3.29,45.71,0,0,0,0,0,0,0,0,45.71,-12.73,0,0,0,,0,0,0,32.98,9/8/20
Ameci Pizza & Pasta - Lake Forest,,#ABB1C,Delivery - Partner Using Uber App,Completed,9/6/20,10:00 PM,71.18,5.52,76.7,0,0,0,0,0,0,0,0,76.7,-21.35,0,0,0,,0,0,0,55.35,9/8/20
Ameci Pizza & Pasta - Lake Forest,,#B331F,Delivery - Partner Using Uber App,Completed,9/7/20,4:15 PM,35.22,2.73,37.95,0,0,0,0,0,0,0,0,37.95,-10.57,0,0,0,,0,0,0,27.38,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#56D0A,Delivery - Partner Using Uber App,Completed,9/7/20,6:46 PM,16.74,1.3,18.04,0,0,0,0,0,0,0,0,18.04,-5.02,0,0,0,,0,0,0,13.02,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#6B74E,Delivery - Partner Using Uber App,Completed,9/7/20,7:00 PM,29.97,2.32,32.29,0,0,0,0,0,0,0,0,32.29,-8.99,0,0,0,,0,0,0,23.3,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#04D7E,Delivery - Partner Using Uber App,Completed,9/7/20,7:45 PM,32.45,2.51,34.96,0,0,0,0,0,0,0,0,34.96,-9.74,0,0,0,,0,0,0,25.22,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#BBE49,Delivery - Partner Using Uber App,Completed,9/7/20,8:46 PM,15.76,1.22,16.98,0,0,0,0,0,0,0,0,16.98,-4.73,0,0,0,,0,0,0,12.25,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#1DEE6,Pickup,Completed,9/7/20,9:49 PM,34.56,2.68,37.24,0,0,0,0,0,0,0,0,37.24,0,0,0,0,,0,0,0,37.24,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#68CE2,Delivery - Partner Using Uber App,Completed,9/8/20,12:51 PM,39.21,3.04,42.25,0,0,0,0,0,0,0,0,42.25,-11.76,0,0,0,,0,0,0,30.49,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#8F5CC,Delivery - Partner Using Uber App,Completed,9/8/20,5:03 PM,51.21,3.97,55.18,0,0,0,0,0,0,0,0,55.18,-15.36,0,0,0,,0,0,0,39.82,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#54012,Delivery - Partner Using Uber App,Completed,9/8/20,6:16 PM,28.96,2.24,31.2,0,0,0,0,0,0,0,0,31.2,-8.69,0,0,0,,0,0,0,22.51,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#5A795,Delivery - Partner Using Uber App,Completed,9/8/20,7:27 PM,26.74,2.07,28.81,0,0,0,0,0,0,0,0,28.81,-8.02,0,0,0,,0,0,0,20.79,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#5C298,Delivery - Partner Using Uber App,Completed,9/8/20,8:59 PM,23.9,1.85,25.75,0,0,0,0,0,0,0,0,25.75,-7.17,0,0,0,,0,0,0,18.58,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#CEB14,Delivery - Partner Using Uber App,Completed,9/8/20,9:26 PM,20.98,1.63,22.61,0,0,0,0,0,0,0,0,22.61,-6.29,0,0,0,,0,0,0,16.32,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#2C1C9,Delivery - Partner Using Uber App,Canceled,9/10/20,5:21 PM,8.99,0.7,9.69,0,0,0,0,0,0,0,0,9.69,-2.7,0,0,0,,0,0,0,6.99,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#005D6,Delivery - Partner Using Uber App,Completed,9/10/20,5:27 PM,36.95,2.86,39.81,0,0,0,0,0,0,0,0,39.81,-11.09,0,0,0,,0,0,0,28.72,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#E2EE3,Delivery - Partner Using Uber App,Completed,9/10/20,5:46 PM,51.54,3.99,55.53,0,0,0,0,0,0,0,0,55.53,-15.46,0,0,0,,0,0,0,40.07,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#54662,Delivery - Partner Using Uber App,Completed,9/10/20,6:36 PM,35.95,2.79,38.74,0,0,0,0,0,0,0,0,38.74,-10.79,0,0,0,,0,0,0,27.95,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#1D305,Delivery - Partner Using Uber App,Completed,9/10/20,8:25 PM,28.46,2.21,30.67,0,0,0,0,0,0,0,0,30.67,-8.54,0,0,0,,0,0,0,22.13,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#AF3C0,Delivery - Partner Using Uber App,Completed,9/10/20,9:28 PM,31.21,2.42,33.63,0,0,0,0,0,0,0,0,33.63,-9.36,0,0,0,,0,0,0,24.27,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#7E922,Delivery - Partner Using Uber App,Completed,9/11/20,4:55 PM,32.97,2.56,35.53,0,0,0,0,0,0,0,0,35.53,-9.89,0,0,0,,0,0,0,25.64,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#7A3B1,Delivery - Partner Using Uber App,Completed,9/11/20,5:52 PM,19.75,1.53,21.28,0,0,0,0,0,0,0,0,21.28,-5.93,0,0,0,,0,0,0,15.35,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#4526B,Delivery - Partner Using Uber App,Completed,9/11/20,6:24 PM,46.94,3.64,50.58,0,0,0,0,0,0,0,0,50.58,-14.08,0,0,0,,0,0,0,36.5,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#89A94,Delivery - Partner Using Uber App,Completed,9/11/20,6:47 PM,19.98,1.55,21.53,0,0,0,0,0,0,0,0,21.53,-5.99,0,0,0,,0,0,0,15.54,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#B0DB1,Delivery - Partner Using Uber App,Completed,9/11/20,7:27 PM,18.73,1.45,20.18,0,0,0,0,0,0,0,0,20.18,-5.62,0,0,0,,0,0,0,14.56,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#EC854,Delivery - Partner Using Uber App,Completed,9/11/20,8:18 PM,16.97,1.32,18.29,0,0,0,0,0,0,0,0,18.29,-5.09,0,0,0,,0,0,0,13.2,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#D3F99,Delivery - Partner Using Uber App,Completed,9/11/20,8:58 PM,10.99,0.85,11.84,0,0,0,0,0,0,0,0,11.84,-3.3,0,0,0,,0,0,0,8.54,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#80E54,Delivery - Partner Using Uber App,Completed,9/11/20,9:24 PM,31.21,2.42,33.63,0,0,0,0,0,0,0,0,33.63,-9.36,0,0,0,,0,0,0,24.27,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#80E54,,Refund,9/11/20,9:24 PM,-3.99,-0.31,-4.3,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,-4.3,9/21/20
Ameci Pizza & Pasta - Lake Forest,,#0049A,Delivery - Partner Using Uber App,Completed,9/11/20,10:08 PM,24.97,1.94,26.91,0,0,0,0,0,0,0,0,26.91,-7.49,0,0,0,,0,0,0,19.42,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#5D782,Delivery - Partner Using Uber App,Completed,9/12/20,6:38 PM,23.97,1.86,25.83,0,0,0,0,0,0,0,0,25.83,-7.19,0,0,0,,0,0,0,18.64,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#364A3,Delivery - Partner Using Uber App,Completed,9/12/20,8:31 PM,29.97,2.32,32.29,0,0,0,0,0,0,0,0,32.29,-8.99,0,0,0,,0,0,0,23.3,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#7DA37,Delivery - Partner Using Uber App,Completed,9/12/20,8:36 PM,30.97,2.4,33.37,0,0,0,0,0,0,0,0,33.37,-9.29,0,0,0,,0,0,0,24.08,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#ADC1D,Delivery - Partner Using Uber App,Completed,9/12/20,8:37 PM,23.49,1.82,25.31,0,0,0,0,0,0,0,0,25.31,-7.05,0,0,0,,0,0,0,18.26,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#058F3,Delivery - Partner Using Uber App,Completed,9/12/20,8:54 PM,22.98,1.78,24.76,0,0,0,0,0,0,0,0,24.76,-6.89,0,0,0,,0,0,0,17.87,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#9190D,Delivery - Partner Using Uber App,Completed,9/12/20,9:26 PM,21.97,1.7,23.67,0,0,0,0,0,0,0,0,23.67,-6.59,0,0,0,,0,0,0,17.08,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#C4816,Pickup,Completed,9/12/20,10:53 PM,30.48,2.36,32.84,0,0,0,0,0,0,0,0,32.84,0,0,0,0,,0,0,0,32.84,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#DFC47,Delivery - Partner Using Uber App,Completed,9/13/20,12:35 PM,21.98,1.7,23.68,0,0,0,0,0,0,0,0,23.68,-6.59,0,0,0,,0,0,0,17.09,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#B0FE8,Delivery - Partner Using Uber App,Completed,9/13/20,1:49 PM,18.98,1.47,20.45,0,0,0,0,0,0,0,0,20.45,-5.69,0,0,0,,0,0,0,14.76,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#8272F,Delivery - Partner Using Uber App,Completed,9/13/20,2:56 PM,17.99,1.39,19.38,0,0,0,0,0,0,0,0,19.38,-5.4,0,0,0,,0,0,0,13.98,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#28FE2,Delivery - Partner Using Uber App,Completed,9/13/20,3:14 PM,50.96,3.95,54.91,0,0,0,0,0,0,0,0,54.91,-15.29,0,0,0,,0,0,0,39.62,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#AFFEB,Delivery - Partner Using Uber App,Completed,9/13/20,6:29 PM,39.46,3.06,42.52,0,0,0,0,0,0,0,0,42.52,-11.84,0,0,0,,0,0,0,30.68,9/14/20
Ameci Pizza & Pasta - Lake Forest,,#E8B61,Delivery - Partner Using Uber App,Completed,9/13/20,9:05 PM,25.97,2.01,27.98,0,0,0,0,0,0,0,0,27.98,-7.79,0,0,0,,0,0,0,20.19,9/14/20
