"ID","Restaurant","Type","Description","Date","Time","Subtotal","Service","Delivery","Tax","Tip","Restaurant Total","Commission","Processing Fee","Withheld Tax"
"O-299112708354172","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/5/20","4:35 PM","24.98","0","0.00","1.94","0","26.92","-3.12","-1.12","0"
"O-506212881688453","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/22/20","7:00 PM","27.97","0","2.99","2.40","5.00","38.36","-3.87","-1.47","0"
"O-868512860145665","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/20/20","8:02 PM","33.72","0","2.99","2.84","5.93","45.48","-4.59","-1.69","0"
"O-488612772119396","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/11/20","8:50 PM","36.15","0","2.99","3.03","10.54","52.71","-4.89","-1.91","0"
"W-428212902860116","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/24/20","6:19 PM","35.72","0","0.00","2.77","0","38.49","0","-1.47","0"
"O-496412920967836","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/27/20","5:32 PM","27.77","0","2.99","2.38","4.97","38.11","-3.85","-1.46","0"
"W-064312890545689","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/23/20","6:03 PM","27.98","0","0.00","2.17","0","30.15","0","-1.22","0"
"W-778212774113744","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/11/20","6:24 PM","19.74","0","0.00","1.53","2.13","23.40","0","-1.01","0"
"O-910812846775818","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/19/20","4:47 PM","44.53","0","2.99","3.68","3.50","54.70","-5.94","-1.97","0"
"W-427212765604701","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/10/20","5:49 PM","36.34","0","2.99","3.05","8.47","50.85","0","-1.85","0"
"O-583212902066771","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/24/20","6:24 PM","32.97","0","2.99","2.79","5.81","44.56","-4.50","-1.66","0"
"O-404512684923009","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/3/20","3:45 PM","32.33","0","0.00","2.51","0","34.84","-4.04","-1.36","0"
"O-631512734643831","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/8/20","1:28 PM","16.98","0","0.00","1.32","0","18.30","-2.12","-0.86","0"
"O-837012889910867","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/22/20","8:47 PM","27.48","0","0.00","2.13","0","29.61","-3.44","-1.20","0"
"O-317112886191803","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/22/20","5:49 PM","20.23","0","2.99","1.80","4.31","29.33","-2.90","-1.19","0"
"T-AwAABNXplL3WgO6yEeqT_0uKKlimGQ","Ameci Pizza & Pasta - Trabuco Rd","Account Adjustment","28251269-4420173 AS","9/4/20","6:28 AM","0","0","0.00","0.00","0","2.00","0","0","0"
"O-815612802027742","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/15/20","2:25 PM","27.73","0","2.99","2.38","4.96","38.06","-3.84","-1.46","0"
"O-644512811852929","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/16/20","4:52 PM","27.45","0","2.99","2.36","4.92","37.72","-3.81","-1.45","0"
"O-778212804118476","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/14/20","6:15 PM","15.74","0","0.00","1.22","0","16.96","-1.97","-0.82","0"
"O-739912709585715","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/4/20","9:23 PM","22.98","0","0.00","1.78","0","24.76","-2.87","-1.06","0"
"O-604312754431151","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/9/20","9:06 PM","26.98","0","0.00","2.09","0","29.07","-3.37","-1.19","0"
"O-891712674413505","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/1/20","9:02 PM","33.98","0","2.99","2.86","3.98","43.81","-4.62","-1.64","0"
"O-589012820152824","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/16/20","9:21 PM","34.48","0","4.99","3.06","6.38","48.91","-4.93","-1.79","0"
"W-025412766066515","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/11/20","5:44 PM","52.95","0","2.99","4.33","9.04","69.31","0","-2.41","0"
"W-604312784465443","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/13/20","4:02 PM","50.23","0","0.00","3.89","5.41","59.53","0","-2.12","0"
"O-197612849188568","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/18/20","6:50 PM","117.66","0","2.99","9.35","13.00","143.00","-15.08","-4.66","0"
"W-027312915677730","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/25/20","6:32 PM","38.97","0","0.00","3.02","2.10","44.09","0","-1.64","0"
"O-681912763609730","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/11/20","1:21 PM","31.47","0","2.99","2.67","4.09","41.22","-4.31","-1.56","0"
"O-552612802309903","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/15/20","12:29 PM","23.91","0","0.00","1.85","0","25.76","-2.99","-1.09","0"
"O-013512847337068","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/19/20","3:02 PM","13.99","0","0.00","1.08","0","15.07","-1.75","-0.76","0"
"W-990012927972069","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/26/20","7:14 PM","25.73","0","2.99","2.22","5.00","35.94","0","-1.40","0"
"O-555312905771915","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/24/20","6:13 PM","41.95","0","2.99","3.48","7.26","55.68","-5.62","-2.00","0"
"O-857112678694860","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/1/20","8:18 PM","17.98","0","2.99","1.62","3.39","25.98","-2.62","-1.09","0"
"O-243612926617338","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/27/20","2:40 PM","29.21","0","2.99","2.49","5.20","39.89","-4.03","-1.52","0"
"W-491612867940764","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/20/20","6:50 PM","37.32","0","2.99","3.12","8.69","52.12","0","-1.89","0"
"O-768012917689119","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/25/20","6:47 PM","31.97","0","2.99","2.71","5.00","42.67","-4.37","-1.60","0"
"O-604312784436146","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/12/20","6:54 PM","15.98","0","2.99","1.47","2.04","22.48","-2.37","-0.99","0"
"O-247312750382897","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/10/20","5:48 PM","55.71","0","2.99","4.55","9.49","72.74","-7.34","-2.52","0"
"O-132212893988049","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/23/20","5:56 PM","22.46","0","4.99","2.13","4.44","34.02","-3.43","-1.34","0"
"O-708412722785243","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/6/20","6:20 PM","16.98","0","2.99","1.55","5.00","26.52","-2.50","-1.11","0"
"O-957712836442934","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/17/20","8:26 PM","70.44","0","2.99","5.69","11.87","90.99","-9.18","-3.08","0"
"O-739912729518723","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/6/20","7:38 PM","27.86","0","4.99","2.55","7.08","42.48","-4.11","-1.60","0"
"O-348912695145652","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/3/20","6:29 PM","24.99","0","2.99","2.17","4.52","34.67","-3.50","-1.36","0"
"O-008012719621376","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/5/20","6:57 PM","17.99","0","0.00","1.39","0","19.38","-2.25","-0.89","0"
"O-786812758512570","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/9/20","8:45 PM","33.97","0","0.00","2.63","0","36.60","-4.25","-1.42","0"
"W-470512825349194","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/16/20","7:15 PM","17.97","0","0.00","1.39","1.94","21.30","0","-0.95","0"
"W-631512684694044","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/3/20","3:45 PM","17.99","0","0.00","1.39","1.94","21.32","0","-0.95","0"
"O-775212795868949","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/13/20","6:25 PM","31.97","0","0.00","2.48","0","34.45","-4.00","-1.35","0"
"O-163112889469359","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/22/20","6:50 PM","10.99","0","0.00","0.85","0","11.84","-1.37","-0.66","0"
"O-949112918670857","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/25/20","8:59 PM","27.24","0","0.00","2.11","0","29.35","-3.41","-1.20","0"
"W-953012702709576","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/4/20","7:03 PM","32.72","0","2.99","2.77","5.77","44.25","0","-1.65","0"
"O-299112698315780","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/3/20","5:45 PM","23.51","0","2.99","2.05","7.14","35.69","-3.31","-1.39","0"
"O-699012801044493","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/14/20","5:52 PM","49.23","0","2.99","4.05","5.00","61.27","-6.53","-2.17","0"
"W-512912856153767","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/20/20","1:20 PM","66.96","0","4.99","5.58","15.51","93.04","0","-3.14","0"
"W-289012742447026","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/8/20","8:12 PM","25.97","0","0.00","2.01","2.80","30.78","0","-1.24","0"
"O-507512850786622","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/20/20","3:44 PM","20.16","0","4.99","1.95","2.71","29.81","-3.14","-1.21","0"
"O-629112685685033","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/3/20","4:59 PM","28.46","0","2.99","2.44","6.78","40.67","-3.93","-1.54","0"
"O-282512694420173","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/3/20","6:18 PM","39.67","0","2.99","3.30","9.19","55.15","-5.33","-1.98","0"
"O-465312921503707","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/26/20","6:33 PM","33.55","0","4.99","2.99","8.31","49.84","-4.82","-1.82","0"
"O-708412722776360","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/6/20","9:38 PM","16.13","0","2.99","1.48","3.09","23.69","-2.39","-1.02","0"
"O-656312903694529","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/25/20","5:41 PM","23.32","0","2.99","2.04","4.25","32.60","-3.29","-1.29","0"
"O-679912948012906","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/29/20","12:13 PM","83.96","0","2.99","6.74","10.00","103.69","-10.87","-3.46","0"
"O-187112713837305","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/6/20","12:11 PM","39.47","0","4.99","3.45","9.58","57.49","-5.56","-2.05","0"
"O-169212965492931","Ameci Pizza & Pasta - Trabuco Rd","Cash Order",,"9/30/20","6:03 PM","42.23","0","2.99","3.50","0","48.72","-5.65","0","0"
"O-575312848575933","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/19/20","4:22 PM","31.06","0","2.99","2.64","7.34","44.03","-4.26","-1.64","0"
"W-636612755839299","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/10/20","4:54 PM","25.74","0","2.99","2.22","4.00","34.95","0","-1.37","0"
"O-515212843699451","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/18/20","7:50 PM","57.85","0","0.00","4.48","0","62.33","-7.23","-2.20","0"
"O-521312713347386","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/5/20","7:57 PM","36.46","0","2.99","3.06","4.25","46.76","-4.93","-1.73","0"
"W-930612855769640","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/19/20","5:16 PM","74.94","0","0.00","5.81","11.24","91.99","0","-3.11","0"
"O-030012729234899","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/7/20","4:19 PM","30.21","0","2.99","2.57","7.15","42.92","-4.15","-1.61","0"
"O-168712798435613","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/13/20","9:08 PM","27.48","0","2.99","2.36","3.00","35.83","-3.81","-1.39","0"
"T-AwAABNXpnSL8MO-WEequNWEAjFr9Qg","Ameci Pizza & Pasta - Trabuco Rd","Account Adjustment"," 95301269-2735115 MG","9/5/20","9:41 AM","0","0","0.00","0.00","0","1.75","0","0","0"
"O-105512827138735","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/16/20","8:34 PM","22.98","0","2.99","2.01","4.91","32.89","-3.25","-1.30","0"
"O-187112713800684","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/5/20","8:09 PM","19.58","0","2.99","1.75","3.65","27.97","-2.82","-1.15","0"
"W-693212943600290","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/29/20","3:41 PM","27.73","0","0.00","2.15","2.99","32.87","0","-1.30","0"
"O-247312800396353","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/15/20","1:23 PM","16.44","0","2.99","1.50","4.19","25.12","-2.43","-1.07","0"
"O-768012937687953","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/27/20","8:03 PM","21.56","0","2.99","1.90","3.50","29.95","-3.07","-1.21","0"
"O-482712871333532","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/21/20","9:33 PM","26.06","0","2.99","2.25","3.50","34.80","-3.63","-1.36","0"
"O-871612746791814","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/8/20","7:35 PM","50.42","0","2.99","4.14","9.00","66.55","-6.68","-2.33","0"
"O-046712898594125","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/23/20","9:15 PM","14.49","0","0.00","1.12","2.34","17.95","-1.81","-0.85","0"
"O-566612785180632","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/12/20","5:54 PM","48.24","0","2.99","3.97","8.28","63.48","-6.40","-2.24","0"
"W-378812847565735","Ameci Pizza & Pasta - Trabuco Rd","Cash Order",,"9/18/20","8:15 PM","18.97","0","0.00","1.47","0","20.44","0","0","0"
"O-604312774461419","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/12/20","5:28 PM","25.23","0","2.99","2.19","5.39","35.80","-3.53","-1.39","0"
"W-561812836480968","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/18/20","4:30 PM","32.73","0","0.00","2.54","3.53","38.80","0","-1.48","0"
"W-515212833633259","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/17/20","6:33 PM","24.72","0","0.00","1.92","0","26.64","0","-1.11","0"
"O-696512910375907","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/25/20","6:31 PM","10.99","0","0.00","0.85","0","11.84","-1.37","-0.66","0"
"O-778212804116030","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/14/20","7:16 PM","16.98","0","2.99","1.55","5.00","26.52","-2.50","-1.11","0"
"O-728112700608779","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/4/20","9:29 PM","32.48","0","2.99","2.75","6.50","44.72","-4.43","-1.66","0"
"O-949112908613152","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/25/20","5:00 PM","25.73","0","2.99","2.22","4.64","35.58","-3.59","-1.39","0"
"O-125912676569125","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/1/20","6:21 PM","30.98","0","2.99","2.63","5.49","42.09","-4.25","-1.58","0"
"W-214912912653412","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/25/20","5:45 PM","19.98","0","0.00","1.55","2.15","23.68","0","-1.02","0"
"O-656312923685299","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/26/20","8:55 PM","30.57","0","2.99","2.60","5.42","41.58","-4.20","-1.57","0"
"O-351212899646785","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/23/20","7:28 PM","27.45","0","2.99","2.36","4.92","37.72","-3.81","-1.45","0"
"O-911312950118211","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/30/20","1:20 PM","26.06","0","2.99","2.25","3.50","34.80","-3.63","-1.36","0"
"O-474112899659730","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/23/20","6:14 PM","36.25","0","2.99","3.04","8.46","50.74","-4.91","-1.85","0"
"O-739912719548694","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/6/20","5:44 PM","31.56","0","4.99","2.84","5.00","44.39","-4.57","-1.65","0"
"W-303312780147137","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/13/20","3:24 PM","38.97","0","0.00","3.02","0","41.99","0","-1.58","0"
"O-533612845389713","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/18/20","6:41 PM","20.27","0","2.99","1.80","3.76","28.82","-2.91","-1.18","0"
"O-719312937676933","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/27/20","7:40 PM","48.49","0","2.99","3.99","5.00","60.47","-6.44","-2.14","0"
"O-199212882668664","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/22/20","9:26 PM","15.83","0","2.99","1.46","1.50","21.78","-2.35","-0.96","0"
"W-496412930912830","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/27/20","7:58 PM","21.98","0","0.00","1.70","1.50","25.18","0","-1.07","0"
"O-953212901165384","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/24/20","7:12 PM","42.97","0","2.99","3.56","4.95","54.47","-5.75","-1.96","0"
"O-910912952997051","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/29/20","7:15 PM","23.21","0","4.99","2.19","4.56","34.95","-3.53","-1.37","0"
"W-025412766063319","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/11/20","5:21 PM","27.96","0","0.00","2.17","3.01","33.14","0","-1.31","0"
"O-844012931501868","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/28/20","12:45 PM","12.58","0","0.00","0.97","0","13.55","-1.57","-0.71","0"
"O-629112675668365","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/2/20","3:35 PM","18.27","0","2.99","1.65","2.29","25.20","-2.66","-1.07","0"
"O-604312754418494","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/10/20","4:57 PM","26.49","0","2.99","2.28","4.76","36.52","-3.69","-1.41","0"
"O-404512744906595","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/8/20","8:10 PM","11.49","0","0.00","0.89","0","12.38","-1.44","-0.68","0"
"O-080112708026075","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/5/20","2:21 PM","26.32","0","2.99","2.27","3.16","34.74","-3.66","-1.36","0"
"W-448112773486529","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/11/20","5:17 PM","25.96","0","0.00","2.01","2.80","30.77","0","-1.24","0"
"O-892012855181908","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/19/20","6:24 PM","29.96","0","0.00","2.32","0","32.28","-3.75","-1.28","0"
"O-990012917970017","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/25/20","7:48 PM","45.09","0","2.99","3.72","7.77","59.57","-6.01","-2.12","0"
"O-345412828666726","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/17/20","1:53 PM","16.43","0","4.99","1.66","4.62","27.70","-2.68","-1.14","0"
"O-101012830595102","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/17/20","7:48 PM","16.48","0","2.99","1.51","3.15","24.13","-2.43","-1.04","0"
"W-289012702441007","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/4/20","6:10 PM","45.96","0","2.99","3.79","7.91","60.65","0","-2.15","0"
"O-030012709208753","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/4/20","8:30 PM","27.46","0","0.00","2.13","0","29.59","-3.43","-1.20","0"
"W-604312774437063","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/11/20","5:49 PM","35.71","0","2.99","3.00","3.00","44.70","0","-1.66","0"
"W-023912847303614","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/18/20","7:28 PM","78.94","0","4.99","6.51","10.00","100.44","0","-3.36","0"
"O-139412915886896","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/25/20","8:53 PM","20.99","0","0.00","1.63","0","22.62","-2.62","-0.99","0"
"O-828012763784802","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/11/20","11:45 AM","108.90","0","2.99","8.67","14.00","134.56","-13.99","-4.40","0"
"O-951912849090448","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/19/20","5:45 PM","29.56","0","2.99","2.52","7.01","42.08","-4.07","-1.58","0"
"W-222012941597711","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/28/20","8:27 PM","24.19","0","2.99","2.10","5.86","35.14","0","-1.37","0"
"O-617012676507218","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/2/20","4:47 PM","23.49","0","2.99","2.05","5.71","34.24","-3.31","-1.34","0"
"W-081712929660408","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/27/20","11:56 AM","15.76","0","2.99","1.45","4.04","24.24","0","-1.04","0"
"O-628512873184348","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/22/20","12:15 PM","36.97","0","4.99","3.26","9.04","54.26","-5.25","-1.95","0"
"O-581312850604453","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/20/20","2:01 PM","22.47","0","4.99","2.13","5.92","35.51","-3.43","-1.38","0"
"W-093112911975662","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/25/20","7:12 PM","38.94","0","0.00","3.02","0","41.96","0","-1.58","0"
"W-769212969255997","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/30/20","8:45 PM","34.97","0","0.00","2.71","0","37.68","0","-1.45","0"
"W-116312947308216","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/28/20","7:06 PM","49.71","0","2.99","4.08","11.36","68.14","0","-2.38","0"
"O-575312848580499","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/18/20","7:08 PM","25.97","0","2.99","2.24","4.68","35.88","-3.62","-1.39","0"
"O-825512677167391","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/2/20","12:12 PM","83.96","0","2.99","6.74","8.00","101.69","-10.87","-3.40","0"
"O-348912695146197","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/3/20","6:40 PM","41.55","0","2.99","3.45","7.20","55.19","-5.57","-1.98","0"
"O-737412776686679","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/11/20","6:01 PM","36.47","0","2.99","3.06","6.38","48.90","-4.93","-1.79","0"
"W-739912679510989","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/2/20","12:15 PM","49.31","0","2.99","4.05","11.27","67.62","0","-2.36","0"
"W-700712927606194","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/26/20","6:26 PM","61.91","0","0.00","4.80","0","66.71","0","-2.33","0"
"O-214912912651646","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/25/20","8:00 PM","26.49","0","4.99","2.44","3.39","37.31","-3.94","-1.44","0"
"W-404512684902039","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"9/2/20","8:20 PM","32.48","0","0.00","2.52","0","35.00","0","-1.37","0"
