"Jan 09, 2021
Saturday
3:36pm",39663723,Credit,Delivery,$50.96,$4.99,$0.00,$4.48,$12.74,$73.17,-$2.25,-$2.93
"Jan 09, 2021
Saturday
4:46pm",39674848,Credit,Delivery,$29.48,$2.99,$0.00,$2.60,$5.90,$40.97,-$2.25,-$1.64
"Jan 09, 2021
Saturday
5:17pm",39678394,Credit,Delivery,$16.49,$4.99,$0.00,$1.72,$3.30,$26.50,-$2.25,-$1.06
"Jan 09, 2021
Saturday
5:17pm",39678399,Credit,Delivery,$35.98,$2.99,$0.00,$3.12,$5.40,$47.49,-$2.25,-$1.90
"Jan 09, 2021
Saturday
5:42pm",39680838,Credit,Pickup,$65.54,$0.00,$0.00,$5.32,$0.00,$70.86,-$2.25,-$2.83
"Jan 09, 2021
Saturday
6:11pm",39683051,Credit,Delivery,$32.16,$2.99,$0.00,$2.89,$4.82,$42.86,-$2.25,-$1.71
"Jan 09, 2021
Saturday
6:42pm",39684733,Credit,Delivery,$29.48,$4.99,$0.00,$2.76,$7.37,$44.60,-$2.25,-$1.78
"Jan 09, 2021",,,,,,,,,,,
Saturday,39687319,Credit,Pickup,$29.99,$0.00,-$0.01,$2.40,$4.50,$36.88,-$2.25,-$1.36
8:43pm,,,,,,,,,,,

"Jan 10, 2021
Sunday
4:17pm",39726159,Credit,Delivery,$40.47,$1.99,$0.00,$3.40,$6.07,$51.93,-$2.25,-$2.08
"Jan 10, 2021
Sunday
6:18pm",39733370,Credit,Pickup,$29.49,$0.00,-$0.01,$2.43,$2.00,$33.91,-$2.25,-$1.36
"Jan 10, 2021
Sunday
6:21pm",39733442,Credit,Delivery,$53.95,$2.99,$0.00,$4.63,$5.40,$66.97,-$2.25,-$2.68
"Jan 11, 2021
Monday
3:54pm",39757110,Credit,Delivery,$40.96,$4.99,$0.00,$3.75,$6.14,$55.84,-$2.25,-$2.23
"Jan 11, 2021
Monday
5:33pm",39763228,Credit,Pickup,$30.95,$0.00,$0.00,$2.55,$0.00,$33.50,-$2.25,-$1.34
"Jan 11, 2021
Monday
5:42pm",39763622,Credit,Delivery,$41.31,$2.99,$0.00,$3.62,$6.20,$54.12,-$2.25,-$2.16
"Jan 12, 2021
Tuesday
5:00pm",39796039,Credit,Delivery,$16.98,$1.99,$0.00,$1.52,$3.40,$23.89,-$2.25,-$0.96
"Jan 13, 2021
Wednesday
12:00pm",39809380,Credit,Pickup,$37.48,$0.00,$0.00,$3.00,$0.00,$40.48,-$2.25,-$1.62
"Jan 13, 2021
Wednesday
4:58pm",39834692,Credit,Pickup,$32.96,$0.00,$0.00,$2.71,$0.00,$35.67,-$2.25,-$1.43
"Jan 14, 2021
Thursday
5:26pm",39880137,Credit,Pickup,$28.46,$0.00,$0.00,$2.35,$4.27,$35.08,-$2.25,-$1.40
"Jan 14, 2021
Thursday
6:41pm",39883131,Credit,Pickup,$33.94,$0.00,$0.00,$2.72,$3.39,$40.05,-$2.25,-$1.60
"Jan 15, 2021
Friday
11:31am",11708011,Phone,-,-,-,-,-,-,-,-$2.25,-
"Jan 15, 2021
Friday
2:46pm",39924625,Credit,Pickup,$24.99,$0.00,$0.00,$2.00,$0.00,$26.99,-$2.25,-$1.08
"Jan 15, 2021
Friday
4:43pm",39953115,Credit,Delivery,$30.00,$2.99,-$0.01,$2.64,$3.00,$38.62,-$2.25,-$1.54
"Jan 15, 2021
Friday
4:43pm",39953209,Credit,Delivery,$32.22,$2.99,$0.00,$2.82,$6.44,$44.47,-$2.25,-$1.78
"Jan 15, 2021
Friday
6:18pm",39963723,Credit,Delivery,$41.20,$2.99,$0.00,$3.54,$10.00,$57.73,-$2.25,-$2.31
"Jan 15, 2021
Friday
6:35pm",39964828,Credit,Delivery,$31.97,$2.99,$0.00,$2.80,$4.80,$42.56,-$2.25,-$1.70

"Jan 15, 2021
Friday7:46pm",39967251,Credit,Pickup,$21.24,$0.00,$0.00,$1.70,$0.00,$22.94,-$2.25,-$0.92
"Jan 15, 2021
Friday
8:58pm",39968299,Credit,Delivery,$25.00,$2.99,-$0.01,$2.31,$5.00,$35.29,-$2.25,-$1.41
"Jan 16, 2021
Saturday
5:43pm",40030790,Credit,Delivery,$43.74,$4.99,$0.00,$3.97,$8.75,$61.45,-$2.25,-$2.46
"Jan 16, 2021
Saturday
6:25pm",40033820,Credit,Pickup,$21.25,$0.00,$0.00,$1.78,$0.00,$23.03,-$2.25,-$0.92
"Jan 16, 2021
Saturday
6:31pm",40034098,Credit,Delivery,$27.48,$6.99,$0.00,$2.76,$5.50,$42.73,-$2.25,-$1.51
"Jan 16, 2021
Saturday
6:40pm",40034527,Credit,Pickup,$32.47,$0.00,$0.00,$2.67,$8.12,$43.26,-$2.25,-$1.73
"Jan 18, 2021
Monday
4:28pm",40115800,Credit,Delivery,$46.23,$2.99,$0.00,$4.01,$7.00,$60.23,-$2.25,-$2.41
"Jan 18, 2021
Monday
5:17pm",40118589,Credit,Pickup,$29.86,$0.00,$0.00,$2.46,$0.00,$32.32,-$2.25,-$1.29
"Jan 18, 2021
Monday
5:45pm",40119771,Credit,Delivery,$57.71,$2.99,$0.00,$4.86,$5.00,$70.56,-$2.25,-$2.82
"Jan 20, 2021
Wednesday
12:53pm",40166220,Credit,Delivery,$15.73,$2.99,$0.00,$1.57,$1.57,$21.86,-$2.25,-$0.87
"Jan 20, 2021
Wednesday
2:25pm",40173602,Credit,Delivery,$18.97,$4.99,$0.00,$1.92,$2.50,$28.38,-$2.25,-$0.94
"Jan 20, 2021
Wednesday
3:06pm",40179083,Credit,Delivery,$21.56,$2.99,$0.00,$1.96,$3.23,$29.74,-$2.25,-$1.19
"Jan 20, 2021
Wednesday
3:41pm",40183589,Credit,Delivery,$30.00,$6.99,-$0.01,$2.96,$4.50,$44.44,-$2.25,-$1.78
"Jan 20, 2021
Wednesday
3:58pm",40185569,Credit,Delivery,$20.12,$1.99,$0.00,$1.84,$0.00,$23.95,-$2.25,-$0.76
"Jan 20, 2021
Wednesday
5:02pm",40190746,Credit,Delivery,$32.47,$2.99,$0.00,$2.91,$3.25,$41.62,-$2.25,-$1.46
"Jan 21, 2021
Thursday
1:30pm",40209157,Credit,Pickup,$50.97,$0.00,$0.00,$4.15,$0.00,$55.12,-$2.25,-$2.20
"Jan 21, 2021
Thursday
5:11pm",40233665,Credit,Delivery,$30.98,$1.99,$0.00,$2.71,$4.65,$40.33,-$2.25,-$1.61

"Jan 21, 2021
Thursday
5:12pm",40233768,Credit,Delivery,$29.74,$2.99,$0.00,$2.62,$5.95,$41.30,-$2.25,-$1.65
"Jan 22, 2021
Friday
2:59pm",40281879,Credit,Pickup,$24.99,$0.00,$0.00,$2.00,$0.00,$26.99,-$2.25,-$1.08
"Jan 22, 2021
Friday
4:18pm",11751176,Phone,-,-,-,-,-,-,-,-$2.25,-
"Jan 22, 2021
Friday
5:14pm",11752161,Phone,-,-,-,-,-,-,-,-$2.25,-
"Jan 22, 2021
Friday
5:49pm",40316591,Credit,Delivery,$24.57,$2.99,$0.00,$2.28,$3.69,$33.53,-$2.25,-$1.34
"Jan 22, 2021
Friday
5:51pm",40316698,Credit,Delivery,$16.43,$1.99,$0.00,$1.55,$5.00,$24.97,-$2.25,-$1.00
"Jan 22, 2021
Friday
6:01pm",40317621,Credit,Delivery,$28.53,$1.99,$0.00,$2.44,$4.28,$37.24,-$2.25,-$1.29
"Jan 23, 2021
Saturday
5:39pm",40384379,Credit,Pickup,$35.04,$0.00,$0.00,$2.88,$5.26,$43.18,-$2.25,-$1.73
"Jan 23, 2021
Saturday
8:39pm",40391984,Credit,Delivery,$25.00,$2.99,-$0.01,$2.31,$6.00,$36.29,-$2.25,-$1.45
"Jan 24, 2021
Sunday
5:30pm",40441437,Credit,Delivery,$34.73,$1.99,-$0.01,$2.94,$5.21,$44.86,-$2.25,-$1.79
"Jan 25, 2021
Monday
6:21pm",40473387,Credit,Delivery,$45.96,$2.99,$0.00,$3.99,$6.60,$59.54,-$2.25,-$2.38
"Jan 26, 2021
Tuesday
7:14pm",40509966,Credit,Pickup,$27.93,$0.00,$0.00,$2.23,$0.00,$30.16,-$2.25,-$1.21
"Jan 27, 2021
Wednesday
5:06pm",11777311,Phone,-,-,-,-,-,-,-,-$2.25,-
"Jan 27, 2021
Wednesday
6:19pm",11777618,Phone,-,-,-,-,-,-,-,-$2.25,-
"Jan 27, 2021
Wednesday
6:19pm",40548840,Credit,Pickup,$44.93,$0.00,$0.00,$3.59,$4.49,$53.01,-$2.25,-$2.12
"Jan 28, 2021
Thursday
5:52pm",40592694,Credit,Delivery,$16.24,$2.99,$0.00,$1.54,$0.00,$20.77,-$2.25,-$0.83
"Jan 28, 2021",,,,,,,,,,,
Thursday,40592871,Credit,Delivery,$39.96,$2.99,$0.00,$3.44,$10.00,$56.39,-$2.25,-$2.26
5:55pm,,,,,,,,,,,

"Jan 29, 2021
Friday
10:38am",40605319,Credit,Pickup,$41.26,$0.00,$0.00,$3.38,$0.00,$44.64,-$2.25,-$1.79
"Jan 29, 2021
Friday
3:04pm",40642534,Credit,Pickup,$24.99,$0.00,$0.00,$2.00,$0.00,$26.99,-$2.25,-$1.08
"Jan 29, 2021
Friday
4:11pm",40661861,Credit,Delivery,$44.12,$4.99,$0.00,$3.93,$6.62,$59.66,-$2.25,-$2.39
"Jan 29, 2021
Friday
7:45pm",40683830,Credit,Delivery,$33.26,$4.99,$0.00,$3.06,$4.99,$46.30,-$2.25,-$1.85
"Jan 30, 2021
Saturday
3:01pm",40719896,Credit,Delivery,$35.00,$4.99,-$0.01,$3.20,$5.25,$48.43,-$2.25,-$1.94
"Jan 30, 2021
Saturday
5:11pm",40742135,Credit,Delivery,$32.22,$2.99,$0.00,$2.82,$4.83,$42.86,-$2.25,-$1.71
"Jan 30, 2021
Saturday
6:12pm",40747668,Credit,Delivery,$30.92,$1.99,$0.00,$2.63,$4.64,$40.18,-$2.25,-$1.61
"Jan 30, 2021
Saturday
8:19pm",40751930,Credit,Delivery,$46.04,$2.99,$0.00,$3.92,$6.91,$59.86,-$2.25,-$2.39
"Jan 31, 2021
Sunday
12:10pm",40763739,Credit,Delivery,$18.98,$1.99,$0.00,$1.75,$5.69,$28.41,-$2.25,-$1.14
"Jan 31, 2021
Sunday
6:49pm",40796303,Credit,Pickup,$21.57,$0.00,$0.00,$1.80,$0.00,$23.37,-$2.25,-$0.93
Adjustments,,,,,,,,,,,
Date & Time,Order ID,,Adjustment Value,,,Description,,,,,
"Jan 09, 2021
Saturday
8:43pm",39687319,,$3.00,,,Credit Slice Promo Code,,,,,
"Jan 16, 2021
Saturday
6:31pm",40034098,,$5.00,,,Credit Slice Promo Code,,,,,
"Jan 20, 2021
Wednesday
2:25pm",40173602,,$5.00,,,Credit Slice Promo Code,,,,,
"Jan 20, 2021
Wednesday
3:58pm",40185569,,$5.00,,,Credit Slice Promo Code,,,,,
"Jan 20, 2021
Wednesday
5:02pm",40190746,,$5.00,,,Credit Slice Promo Code,,,,,
"Jan 22, 2021
Friday
6:01pm",40317621,,$5.00,,,Credit Slice Promo Code,,,,,

"902 Broadway New York, NY 10010",Ameci Pizza & Pasta
"Activity Period: Fri Jan 1, 2021 to Sun Jan","25431 Trabuco Rd, Lake Forest CA, 92630"
"31, 2021",Account ID: 3057
FAQ,Questions? Feedback?
How is the Slice Partnership Fee Charged?,We’re here to help! Call us at 855-237-4992
The Slice Partnership Fee is a per order charge and is,or email us at Partner@SliceLife.com
charged on the pre-tax amount of the total product sold.,
When is payment authorized for each order?,
Payment is authorized at the time the order is accepted,
"and set with a prep time. If the order cannot be confirmed,",
we will not authorize payment for it.,
Have you checked your Pizzeria Score?,Want an extra $250?
,Connect w ith your Account Manager today.
"Find your Pizzeria Score, plus tips on how to improve it, in",
"your Owner's Portal. Remember, the higher your score, the",Our referral program is back. Refer pizzerias to us and earn
more orders you can expect.,$250 for every shop that signs up. Email
,ShopReferrals@SliceLife.com. Together we can keep local
,pizzerias thriving.
