102,,VISA APF SIG DEBIT,,,,,0.0155,,1.58
169,,VISA BASE II TRAN FEE,,,,,0.0020,,0.34
1,,VISA CREDIT TRANSACTION INTEGRITY FEE,,,,,0.1000,,0.10
1,,VISA DEBIT TRANSACTION INTEGRITY FEE,,,,,0.1000,,0.10
2,,VISA MISUSE FEE,,,,,0.0900,,0.18
,,,,,,,Total Other Fees,,24.89
TOTAL FEES,,,,,,,,,
Processing Fees,,,,,,,,,171.37
Interchange Fees,,,,,,,,,0.00
"American Express does not charge ""interchange."" For Amex, this amount is the percentage fee applicable to your Amex card",,,,,,,,,
transactions.,,,,,,,,,

MERCHANT NBR: 8788430207437,MERCHANT STATEMENT
DBA: AMECIS PIZZA LAKE FOREST - ECOMM,PAGE 3 of 3
,"January 31, 2021"
Other Fees,24.89
Discount Collected,0.00
Total Fees,196.26
"For specific operational messaging and/or changes to your processing account and/or card services agreement, which may include",
"modifications to your rate and fees, please access your merchant portal using the following link:",
https://www.vantiv.com/merchant-resources/reporting-all,
"Visa will introduce these new fees effective April 1, 2021: Visa Decline Resubmit Domestic at $.10, Visa Decline Resubmit Cross",
"Border at $.15, Visa APF Sig Credit Auth Rev at $.0195, Visa APF Sig Debit Auth Rev at $.0155, Visa APF Sig Credit",
"International Auth Rev at $.0395, Visa APF Sig Debit International at $.0355, Visa Account Verification Fee International at $.07,",
"Visa Account Verification Fee Credit at $.035, and Visa Account Verification fee Debit at $.03.",
"Effective April 1, 2021, you will be assessed a Network and Processor Access Fee which is composed of passing through a network",
"access fee and assessing a processor fee of 0.07% on applicable Visa, Mastercard, American Express, and Discover transaction",
volume.,
We appreciate your business and look forward to serving your needs in the future. If you have any questions regarding your account,
"or would like to learn more about processing options available to you, please contact your Relationship Manager or call the number",
located at the top of your statement.,
You may terminate the Agreement without penalty or early termination or early de-conversion fee by providing written notice to us,
"within 90 days of an increase in our fees or introduction of a new fee. You do not have a right to terminate in connection with fee
increases or new fees imposed by, attributable to, or derived from an Association or Other Network change, or caused by a change",
in the Operating Regulations or Laws or made in accordance with a pre-determined fee schedule that is a part of your Agreement.,
"American Express does not charge ""interchange."" For Amex, this amount is the percentage fee applicable to your Amex card",
transactions.,
