Transaction Type,Date,Order Number,Store,Location,Delivery Platform,Subtotal,Commission,Discounts,Adjustments,Taxes,Tip,Other,You earned,Notes
Reimbursement,12/30/21,,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",,,,,$11.60,,,,$11.60,UBEREATS - Manual Credit Reimbursement For Order ID: 15B80 on 05-12-2021
Delivery,12/29/21,#c461654e,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$18.98,-$7.59,$0.00,$0.00,$1.47,,,$12.86,
Delivery,12/29/21,#D0BA7,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$32.98,-$10.19,-$3.00,$0.00,$0.00,,,$19.79,
Delivery,12/29/21,#d5019d6c,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$29.48,-$11.79,$0.00,$0.00,$2.28,,,$19.97,
Delivery,12/29/21,#BDBF7,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$20.48,-$5.19,-$3.00,$0.00,$0.00,,,$12.29,
Delivery,12/29/21,#D49F4,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$13.00,-$5.20,$0.00,$0.00,$0.00,,,$7.80,
Delivery,12/29/21,#6c6164ef,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$25.97,-$10.39,$0.00,$0.00,$2.01,,,$17.59,
Delivery,12/29/21,#49267,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$21.00,-$5.40,-$3.00,$0.00,$0.00,,,$12.60,
Delivery,12/29/21,#5BA7A,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$41.46,-$5.58,-$11.00,$0.00,$0.00,,,$24.88,
Delivery,12/29/21,#2A849,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$32.97,-$5.19,-$8.00,$0.00,$0.00,,,$19.78,
Delivery,12/29/21,#ea379371,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$25.98,-$10.39,$0.00,$0.00,$2.01,,,$17.60,
Delivery,12/29/21,#3F493,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$38.98,-$12.59,-$3.00,$0.00,$0.00,,,$23.39,
Delivery,12/29/21,#aa9f634a,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$25.00,-$6.01,-$3.99,$0.00,$1.94,,,$16.94,
Delivery,12/29/21,#48313c02,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.95,-$6.38,$0.00,$0.00,$1.24,,,$10.81,
Delivery,12/29/21,#B7B5D,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$39.93,-$12.97,-$3.00,$0.00,$0.00,,,$23.96,
Delivery,12/29/21,#73fed157,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$24.98,-$9.99,$0.00,$0.00,$1.94,,,$16.93,
Delivery,12/29/21,#527e0371,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$0.00,$1.01,,,$8.80,
Delivery,12/29/21,#4FF0E,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$69.75,-$22.90,-$5.00,$0.00,$0.00,,,$41.85,
Delivery,12/29/21,#8FC9C,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$41.00,-$13.40,-$3.00,$0.00,$0.00,,,$24.60,
Delivery,12/29/21,#5911e5d6,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$36.97,-$14.79,$0.00,$0.00,$2.87,,,$25.05,
Delivery,12/29/21,#F5BEC,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$28.90,-$6.56,-$5.00,$0.00,$0.00,,,$17.34,
Delivery,12/29/21,#81f6a8d7,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$17.98,-$7.19,$0.00,$0.00,$1.39,,,$12.18,
Delivery,12/29/21,#8AF7D,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.45,-$6.18,$0.00,$0.00,$0.00,,,$9.27,
Delivery,12/29/21,#6fda5d8d,Cupid's Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$30.95,-$12.38,$0.00,$0.00,$2.40,,,$20.97,
Delivery,12/28/21,#b5fc7082,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$14.99,-$6.00,$0.00,$0.00,$1.16,,,$10.15,
Delivery,12/28/21,#A7348,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$29.40,-$9.76,-$2.00,$0.00,$0.00,,,$17.64,
Delivery,12/28/21,#EDD27,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$17.98,-$4.19,-$3.00,$0.00,$0.00,,,$10.79,
Delivery,12/28/21,#f4ee2848,The United Pepperonis of Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.75,-$2.31,-$3.99,$0.00,$0.99,,,$10.44,
Delivery,12/28/21,#5d7c99b9,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$14.99,-$6.00,$0.00,$0.00,$1.16,,,$10.15,
Delivery,12/28/21,#b296188b,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$17.45,-$6.98,$0.00,$0.00,$1.35,,,$11.82,
Delivery,12/28/21,#9271A,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$20.00,-$5.00,-$3.00,$0.00,$0.00,,,$12.00,
Delivery,12/28/21,#EF434,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$21.49,-$3.59,-$5.00,$0.00,$0.00,,,$12.90,
Delivery,12/28/21,#e64aea67,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.98,-$6.39,$0.00,$0.00,$1.24,,,$10.83,
Delivery,12/28/21,#B3410,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$12.95,-$3.18,-$2.00,$0.00,$0.00,,,$7.77,
Delivery,12/28/21,#A3EBD,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$31.90,-$12.76,$0.00,$0.00,$0.00,,,$19.14,
Delivery,12/28/21,#e368e002,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$26.98,-$10.79,$0.00,$0.00,$2.09,,,$18.28,
Delivery,12/28/21,#bb7172ed,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.95,-$6.38,$0.00,$0.00,$1.24,,,$10.81,
Delivery,12/28/21,#6bc525de,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$26.48,-$10.59,$0.00,$0.00,$2.05,,,$17.94,
Delivery,12/28/21,#ab6afbe3,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$16.00,-$6.40,$0.00,$0.00,$1.24,,,$10.84,
Delivery,12/28/21,#161F1,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$37.99,-$15.20,$0.00,$0.00,$0.00,,,$22.79,
Delivery,12/28/21,#E3C2D,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$12.99,-$4.71,-$0.49,$0.00,$0.00,,,$7.79,
Delivery,12/28/21,#F72C7,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$13.95,-$3.58,-$2.00,$0.00,$0.00,,,$8.37,
Delivery,12/28/21,#6F4BA,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$18.98,-$5.60,-$1.99,$0.00,$0.00,,,$11.39,
Delivery,12/28/21,#305fbdac,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$0.00,$1.01,,,$8.80,
Delivery,12/28/21,#1FC17,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.20,-$4.08,-$2.00,$0.00,$0.00,,,$9.12,
Delivery,12/28/21,#B6C68,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$12.99,-$5.20,$0.00,$0.00,$0.00,,,$7.79,
Delivery,12/27/21,#6789728d,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$0.00,$1.00,,,$8.77,
Delivery,12/27/21,#38175,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.50,-$3.20,-$3.00,$0.00,$0.00,,,$9.30,
Delivery,12/27/21,#ac1582cb,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$35.98,-$8.69,-$5.40,$0.00,$2.37,,,$24.26,
Delivery,12/27/21,#C4A45,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$12.95,-$5.18,$0.00,$0.00,$0.00,,,$7.77,
Delivery,12/27/21,#13183e3b,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$41.97,-$9.49,-$7.29,$0.00,$2.76,,,$27.95,
Delivery,12/27/21,#347817490224920,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$36.98,-$14.79,$0.00,$0.00,$2.87,,,$25.06,
Delivery,12/27/21,#bab6f0e6,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$29.00,-$11.60,$0.00,$0.00,$2.25,,,$19.65,
Delivery,12/27/21,#BC32A,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$19.99,-$5.00,-$3.00,$0.00,$0.00,,,$11.99,
Delivery,12/27/21,#7e81ab6b,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$0.00,$1.00,,,$8.77,
Delivery,12/27/21,#941017496270482,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$55.80,-$22.32,$0.00,$0.00,$4.32,,,$37.80,
Delivery,12/27/21,#1A106,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$38.00,-$12.20,-$3.00,$0.00,$0.00,,,$22.80,
Delivery,12/27/21,#EB528,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$29.90,-$9.96,-$2.00,$0.00,$0.00,,,$17.94,
Delivery,12/27/21,#cf8a41db,The United Pepperonis of Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$23.98,-$5.60,-$3.99,$0.00,$1.63,,,$16.03,
Delivery,12/27/21,#9BFFF,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$19.99,-$5.00,-$3.00,$0.00,$0.00,,,$11.99,
Delivery,12/27/21,#D3BC9,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$19.99,-$5.00,-$3.00,$0.00,$0.00,,,$11.99,
Delivery,12/27/21,#84C00,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$61.97,-$21.79,-$3.00,$0.00,$0.00,,,$37.18,
Delivery,12/27/21,#419717485518263,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$17.45,-$1.84,-$5.00,$0.00,$0.96,,,$11.57,
Delivery,12/27/21,#451A9,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.49,-$3.19,-$3.00,$0.00,$0.00,,,$9.30,
Delivery,12/27/21,#680417480655583,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$18.94,-$7.57,$0.00,$0.00,$1.47,,,$12.84,
Delivery,12/27/21,#69880768,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$26.90,-$10.76,$0.00,$0.00,$2.08,,,$18.22,
Delivery,12/26/21,#9294E,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$13.00,-$5.20,$0.00,$0.00,$0.00,,,$7.80,
Delivery,12/26/21,#B4CCC,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$30.98,-$12.39,$0.00,$0.00,$0.00,,,$18.59,
Delivery,12/26/21,#c84fe203,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.98,-$6.39,$0.00,$0.00,$1.24,,,$10.83,
Delivery,12/26/21,#3e3eb38a,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$48.50,-$14.63,-$3.99,-$1.95,$3.76,,,$31.69,
Delivery,12/26/21,#353517488974814,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$23.98,-$4.44,-$5.00,$0.00,$1.47,,,$16.01,
Delivery,12/26/21,#87501444,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.45,-$6.18,$0.00,$0.00,$1.20,,,$10.47,
Delivery,12/26/21,#3507F,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$27.99,-$8.20,-$3.00,$0.00,$0.00,,,$16.79,
Delivery,12/26/21,#1ea25133,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$50.96,-$12.45,-$7.64,$0.00,$3.36,,,$34.23,
Delivery,12/26/21,#3A288,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$13.95,-$5.58,$0.00,$0.00,$0.00,,,$8.37,
Delivery,12/26/21,#c614828d,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$31.90,-$12.76,$0.00,$0.00,$2.47,,,$21.61,
Delivery,12/26/21,#21419,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$23.98,-$6.59,-$3.00,$0.00,$0.00,,,$14.39,
Delivery,12/26/21,#6a99f13e,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$0.00,$1.00,,,$8.77,
Delivery,12/26/21,#3a1aeca5,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$23.00,-$9.20,$0.00,$0.00,$1.78,,,$15.58,
Delivery,12/26/21,#382ED,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$43.85,-$6.54,-$11.00,$0.00,$0.00,,,$26.31,
Delivery,12/26/21,#353517488975910,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$23.99,-$9.60,$0.00,$0.00,$1.86,,,$16.25,
Delivery,12/26/21,#391D7,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$59.55,-$12.82,-$11.00,$0.00,$0.00,,,$35.73,
Delivery,12/26/21,#4007a56a,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$24.98,-$9.99,$0.00,$0.00,$1.94,,,$16.93,
Delivery,12/26/21,#c70d18f8,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$43.99,-$17.60,$0.00,$0.00,$3.41,,,$29.80,
Delivery,12/26/21,#abd625b5,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$0.00,$1.00,,,$8.77,
Delivery,12/26/21,#ACB3C,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$37.73,-$12.09,-$3.00,$0.00,$0.00,,,$22.64,
Delivery,12/24/21,#bf6c2cf6,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.99,-$5.60,$0.00,$0.00,$1.08,,,$9.47,
Delivery,12/24/21,#19e67940,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$38.97,-$8.75,-$6.84,$0.00,$2.57,,,$25.95,
Delivery,12/24/21,#1665ff03,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$47.98,-$11.69,-$7.20,$0.00,$3.16,,,$32.25,
Delivery,12/24/21,#49DD2,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$65.94,-$19.39,-$6.99,$0.00,$0.00,,,$39.56,
Delivery,12/24/21,#6A76A,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$12.99,$0.79,-$5.99,$0.00,$0.00,,,$7.79,
Delivery,12/24/21,#272466e4,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$18.00,-$7.20,$0.00,$0.00,$1.40,,,$12.20,
Delivery,12/24/21,#7AFB7,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$30.97,-$9.39,-$3.00,$0.00,$0.00,,,$18.58,
