Store Name,Store ID,Order ID,Workflow ID,Dining Mode,Order Channel,Order Status,Order Date / Refund date,Order Accept Time,Food Sales (excluding tax),Tax on Food Sales,Food sales (including tax),Adjustments (excluding tax),Tax on Adjustments,Promo Spend on food,Tax on Promotion on Food,Special Offer - Delivery,Tax on Special Offer - Delivery,Bag Fee,Marketing Service Fee Adjustment,Total Sales after Adjustments (including tax),Uber Service Fee,Delivery Network Fee,Order Processing Fee,Dispatch Fee,Tax on Dispatch Fee,Gratuity,Misc Payment Description,Miscellaneous Payments,Marketplace Facilitator Tax,Backup Withholding Tax,Payout,Payout Date
Ameci Pizza & Pasta - Lake Forest,,#C83AB,128d5ae2-2479-4be8-b64f-8e5e926c83ab,Delivery - Partner Using Uber App,iOS,Completed,2021-02-04,21:57,18.98,1.47,20.45,0,0,0,0,0,0,0,0,20.45,-3.61,0,0,0,0,0,,0,0,0,16.84,2021-02-08
Ameci Pizza & Pasta - Lake Forest,,#86514,0bd07456-f478-44f0-a994-ccc2c4a86514,Delivery - Partner Using Uber App,iOS,Completed,2021-02-04,22:03,23.48,1.82,25.3,0,0,0,0,0,0,0,0,25.3,-4.46,0,0,0,0,0,,0,0,0,20.84,2021-02-08
Ameci Pizza & Pasta - Lake Forest,,#943A3,90d0ebcf-7736-4a96-83b1-369bf02943a3,Delivery - Partner Using Uber App,iOS,Completed,2021-02-05,13:59,26.74,2.07,28.81,0,0,0,0,0,0,0,0,28.81,-5.08,0,0,0,0,0,,0,0,0,23.73,2021-02-08
Ameci Pizza & Pasta - Lake Forest,,#9E5AC,e467c1df-f913-44c0-8e1b-94074af9e5ac,Delivery - Partner Using Uber App,iOS,Completed,2021-02-05,18:34,32.96,2.55,35.51,0,0,0,0,0,0,0,0,35.51,-6.26,0,0,0,0,0,,0,0,0,29.25,2021-02-08
Ameci Pizza & Pasta - Lake Forest,,#1D607,b534c3a5-e15f-49a5-bf3b-3f851a61d607,Delivery - Partner Using Uber App,Android,Completed,2021-02-05,19:28,23.97,1.86,25.83,0,0,0,0,0,0,0,0,25.83,-4.55,0,0,0,0,0,,0,0,0,21.28,2021-02-08
Ameci Pizza & Pasta - Lake Forest,,#0263E,efe3e2dc-ecf4-425f-abc8-4ecd6e40263e,Delivery - Partner Using Uber App,Android,Completed,2021-02-05,19:44,44.98,3.49,48.47,0,0,0,0,0,0,0,0,48.47,-8.55,0,0,0,0,0,,0,0,0,39.92,2021-02-08
Ameci Pizza & Pasta - Lake Forest,,#7DC84,150eac91-9c91-454f-a428-affa4b17dc84,Delivery - Partner Using Uber App,Android,Completed,2021-02-05,20:16,19.73,1.53,21.26,0,0,0,0,0,0,0,0,21.26,-3.75,0,0,0,0,0,,0,0,0,17.51,2021-02-08
Ameci Pizza & Pasta - Lake Forest,,#C6BCA,c8386aa0-7ce9-4f13-a2a8-c544033c6bca,Delivery - Partner Using Uber App,iOS,Completed,2021-02-05,20:16,18.98,1.47,20.45,0,0,0,0,0,0,0,0,20.45,-3.61,0,0,0,0,0,,0,0,0,16.84,2021-02-08
Ameci Pizza & Pasta - Lake Forest,,#CC0C5,22617586-c56c-498e-964a-e63f54ecc0c5,Delivery - Partner Using Uber App,Android,Completed,2021-02-05,20:28,79.5,6.16,85.66,0,0,0,0,0,0,0,0,85.66,-15.11,0,0,0,0,0,,0,0,0,70.55,2021-02-08
Ameci Pizza & Pasta - Lake Forest,,#CC0C5,22617586-c56c-498e-964a-e63f54ecc0c5,,Unknown,Refund,2021-02-05,20:28,-19.98,-1.54,-21.52,0,0,0,0,0,0,0,,0,0,,,0,0,0,,0,0,0,-21.52,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#EF31D,f3b8548c-4869-4aa8-a9ec-c78b142ef31d,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-02-06,14:53,18.98,1.47,20.45,0,0,0,0,0,0,0,0,20.45,-3.61,0,0,0,0,0,,0,0,0,16.84,2021-02-08
Ameci Pizza & Pasta - Lake Forest,,#736A2,cf122e16-9ff3-41c0-8f8d-543c05f736a2,Delivery - Partner Using Uber App,Android,Completed,2021-02-06,17:37,28.99,2.25,31.24,0,0,0,0,0,0,0,0,31.24,-5.51,0,0,0,0,0,,0,0,0,25.73,2021-02-08
Ameci Pizza & Pasta - Lake Forest,,#08C99,e021afd6-a07f-423b-bcac-755ba2d08c99,Delivery - Partner Using Uber App,iOS,Completed,2021-02-06,17:59,46.68,3.62,50.3,0,0,0,0,0,0,0,0,50.3,-8.87,0,0,0,0,0,,0,0,0,41.43,2021-02-08
Ameci Pizza & Pasta - Lake Forest,,#E12C4,801fe732-f7e8-42d0-b622-4d73946e12c4,Delivery - Partner Using Uber App,iOS,Completed,2021-02-06,18:24,21.22,1.64,22.86,0,0,0,0,0,0,0,0,22.86,-4.03,0,0,0,0,0,,0,0,0,18.83,2021-02-08
Ameci Pizza & Pasta - Lake Forest,,#A704B,67e170c1-bd93-4739-a0e0-4cc778da704b,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-02-06,19:16,26.97,2.09,29.06,0,0,0,0,0,0,0,0,29.06,-5.12,0,0,0,0,0,,0,0,0,23.94,2021-02-08
Ameci Pizza & Pasta - Lake Forest,,#2E342,ff4f6739-75d1-44d6-b945-43d4fa32e342,Delivery - Partner Using Uber App,iOS,Completed,2021-02-06,19:34,61.18,4.74,65.92,0,0,0,0,0,0,0,0,65.92,-11.62,0,0,0,0,0,,0,0,0,54.3,2021-02-08
Ameci Pizza & Pasta - Lake Forest,,#016AE,3a05d988-e9a1-4be9-9ae4-469d602016ae,Delivery - Partner Using Uber App,iOS,Completed,2021-02-06,21:07,12.03,0.93,12.96,0,0,0,0,0,0,0,0,12.96,-2.29,0,0,0,0,0,,0,0,0,10.67,2021-02-08
Ameci Pizza & Pasta - Lake Forest,,#99575,cf127112-2c2b-4bdb-b3b5-54e7c5799575,Delivery - Partner Using Uber App,iOS,Completed,2021-02-06,22:09,13.98,1.08,15.06,0,0,0,0,0,0,0,0,15.06,-2.66,0,0,0,0,0,,0,0,0,12.4,2021-02-08
Ameci Pizza & Pasta - Lake Forest,,#ABCB4,7e9aec11-727e-4654-adeb-6f5b5c6abcb4,Delivery - Partner Using Uber App,iOS,Completed,2021-02-07,15:17,29.66,2.3,31.96,0,0,0,0,0,0,0,0,31.96,-5.64,0,0,0,0,0,,0,0,0,26.32,2021-02-08
Ameci Pizza & Pasta - Lake Forest,,#788EE,a753d885-798e-4673-8664-f22ce19788ee,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-02-07,15:19,22.99,1.78,24.77,0,0,0,0,0,0,0,0,24.77,-4.37,0,0,0,0,0,,0,0,0,20.4,2021-02-08
Ameci Pizza & Pasta - Lake Forest,,#81349,eaf248a0-01da-4c3e-85a9-5eed97981349,Pickup,iOS,Completed,2021-02-07,16:08,24.98,1.94,26.92,0,0,0,0,0,0,0,0,26.92,0,0,0,0,0,0,,0,0,0,26.92,2021-02-08
Ameci Pizza & Pasta - Lake Forest,,#D9E1E,a2873111-72c8-45bb-a8ec-4116b52d9e1e,Delivery - Partner Using Uber App,iOS,Completed,2021-02-07,16:40,27.98,2.17,30.15,0,0,0,0,0,0,0,0,30.15,-5.32,0,0,0,0,0,,0,0,0,24.83,2021-02-08
Ameci Pizza & Pasta - Lake Forest,,#D00C2,05425992-8d4f-445f-85d4-6364da5d00c2,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-02-07,17:17,40.83,3.16,43.99,0,0,0,0,0,0,0,0,43.99,-7.76,0,0,0,0,0,,0,0,0,36.23,2021-02-08
Ameci Pizza & Pasta - Lake Forest,,#EE73C,1e5e02c5-67e2-4200-8bf8-a2d24d9ee73c,Delivery - Partner Using Uber App,iOS,Completed,2021-02-07,18:14,18.98,1.47,20.45,0,0,0,0,0,0,0,0,20.45,-3.61,0,0,0,0,0,,0,0,0,16.84,2021-02-08
Ameci Pizza & Pasta - Lake Forest,,#972DC,85a7828e-5892-46ac-8fc3-4eac90d972dc,Delivery - Partner Using Uber App,Android,Completed,2021-02-07,19:11,25.74,1.99,27.73,0,0,0,0,0,0,0,0,27.73,-4.89,0,0,0,0,0,,0,0,0,22.84,2021-02-08
Ameci Pizza & Pasta - Lake Forest,,#9180F,df5c70e1-3fdd-45d6-9eb9-71513a39180f,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-02-07,21:05,15.74,1.22,16.96,0,0,0,0,0,0,0,0,16.96,-2.99,0,0,0,0,0,,0,0,0,13.97,2021-02-08
Ameci Pizza & Pasta - Lake Forest,,#1638D,b5b269a3-1513-42ab-a8ad-82278251638d,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-02-07,21:08,19.74,1.53,21.27,0,0,0,0,0,0,0,0,21.27,-3.75,0,0,0,0,0,,0,0,0,17.52,2021-02-08
Ameci Pizza & Pasta - Lake Forest,,#E2FCF,5431e7ca-3525-472b-978e-0d7b555e2fcf,Delivery - Partner Using Uber App,iOS,Completed,2021-02-08,18:11,56.2,4.36,60.56,0,0,0,0,0,0,0,0,60.56,-10.68,0,0,0,0,0,,0,0,0,49.88,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#854D4,6e96723d-0477-4aaa-b483-ac5d2bf854d4,Delivery - Partner Using Uber App,Android,Completed,2021-02-08,19:08,28.98,2.25,31.23,0,0,0,0,0,0,0,0,31.23,-5.51,0,0,0,0,0,,0,0,0,25.72,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#1643A,58446797-c07c-4e85-ad39-ea31afa1643a,Delivery - Partner Using Uber App,iOS,Completed,2021-02-08,21:55,29.96,2.32,32.28,0,0,0,0,0,0,0,0,32.28,-5.69,0,0,0,0,0,,0,0,0,26.59,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#0D083,a269da2d-3b58-42b4-b6f6-23b76100d083,Delivery - Partner Using Uber App,iOS,Completed,2021-02-09,13:11,12.74,0.99,13.73,0,0,0,0,0,0,0,0,13.73,-2.42,0,0,0,0,0,,0,0,0,11.31,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#9F5E6,e12bd438-b6cd-4a7d-9beb-05797359f5e6,Delivery - Partner Using Uber App,iOS,Completed,2021-02-09,13:43,15.46,1.2,16.66,0,0,0,0,0,0,0,0,16.66,-2.94,0,0,0,0,0,,0,0,0,13.72,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#F33D6,3862f444-854d-418d-b7d1-92a210bf33d6,Delivery - Partner Using Uber App,iOS,Completed,2021-02-09,13:49,32.94,2.55,35.49,0,0,0,0,0,0,0,0,35.49,-6.26,0,0,0,0,0,,0,0,0,29.23,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#AF025,590d5eeb-33ee-4e59-ad52-b361111af025,Delivery - Partner Using Uber App,Android,Completed,2021-02-09,19:03,22.06,1.71,23.77,0,0,0,0,0,0,0,0,23.77,-4.19,0,0,0,0,0,,0,0,0,19.58,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#F3485,5b65d342-d94c-4527-b275-40da2c1f3485,Delivery - Partner Using Uber App,Android,Completed,2021-02-09,20:06,32.98,2.56,35.54,0,0,0,0,0,0,0,0,35.54,-6.27,0,0,0,0,0,,0,0,0,29.27,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#65750,d3989506-9b36-4677-a773-96fe38565750,Delivery - Partner Using Uber App,iOS,Completed,2021-02-09,21:07,23.98,1.86,25.84,0,0,0,0,0,0,0,0,25.84,-4.56,0,0,0,0,0,,0,0,0,21.28,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#787BC,2e4d26b7-df30-4aea-be9f-00d4114787bc,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-02-10,11:59,157.94,12.24,170.18,0,0,0,0,0,0,0,0,170.18,-30.01,0,0,0,0,0,,0,0,0,140.17,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#A173C,dcad69d2-22b2-4b10-9913-f8f1363a173c,Delivery - Partner Using Uber App,iOS,Completed,2021-02-10,13:54,46.96,3.64,50.6,0,0,0,0,0,0,0,0,50.6,-8.92,0,0,0,0,0,,0,0,0,41.68,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#048E3,8b8d29d2-05ed-42cc-9a8f-c2e096c048e3,Delivery - Partner Using Uber App,iOS,Completed,2021-02-10,18:49,32.73,2.54,35.27,0,0,0,0,0,0,0,0,35.27,-6.22,0,0,0,0,0,,0,0,0,29.05,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#5847B,301d8e47-5a03-4028-aa9b-e592dd05847b,Delivery - Partner Using Uber App,iOS,Completed,2021-02-10,19:54,56.94,4.41,61.35,0,0,0,0,0,0,0,0,61.35,-10.82,0,0,0,0,0,,0,0,0,50.53,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#44E6A,7a8dd6d6-9a7d-4bba-928f-e481a7f44e6a,Delivery - Partner Using Uber App,Android,Completed,2021-02-11,16:49,64.18,4.97,69.15,0,0,0,0,0,0,0,0,69.15,-12.19,0,0,0,0,0,,0,0,0,56.96,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#4EC44,379b2e0c-a24f-4665-8ea3-bf82a054ec44,Delivery - Partner Using Uber App,iOS,Completed,2021-02-12,16:04,19.98,1.55,21.53,0,0,0,0,0,0,0,0,21.53,-3.8,0,0,0,0,0,,0,0,0,17.73,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#63AE5,c1619e8d-3fb3-4b28-b311-f5694b263ae5,Delivery - Partner Using Uber App,iOS,Completed,2021-02-12,18:48,50.95,3.95,54.9,0,0,0,0,0,0,0,0,54.9,-9.68,0,0,0,0,0,,0,0,0,45.22,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#5B1DF,c0656dda-9bc7-4545-afc9-7f668445b1df,Pickup,iOS,Completed,2021-02-12,19:12,19.98,1.55,21.53,0,0,0,0,0,0,0,0,21.53,0,0,0,0,0,0,,0,0,0,21.53,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#EE30E,268ad86a-4b1b-475a-ac15-70879cbee30e,Delivery - Partner Using Uber App,iOS,Completed,2021-02-12,21:59,16.28,1.26,17.54,0,0,0,0,0,0,0,0,17.54,-3.09,0,0,0,0,0,,0,0,0,14.45,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#B65B3,8905cae4-86d3-4bd4-879b-5b9dfe5b65b3,Delivery - Partner Using Uber App,iOS,Completed,2021-02-13,18:00,38.72,3,41.72,0,0,0,0,0,0,0,0,41.72,-7.36,0,0,0,0,0,,0,0,0,34.36,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#C3677,8d2796ab-95f8-4bbe-b162-0aee7d1c3677,Delivery - Partner Using Uber App,iOS,Completed,2021-02-13,19:09,78.69,6.1,84.79,0,0,0,0,0,0,0,0,84.79,-14.95,0,0,0,0,0,,0,0,0,69.84,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#A919E,87f3d958-d1cb-4b90-965b-1e2870fa919e,Delivery - Partner Using Uber App,Android,Completed,2021-02-13,20:12,22.73,1.76,24.49,0,0,0,0,0,0,0,0,24.49,-4.32,0,0,0,0,0,,0,0,0,20.17,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#BE6CF,8038786f-7dba-4c95-94c0-823883abe6cf,Delivery - Partner Using Uber App,iOS,Completed,2021-02-13,20:27,26.99,2.09,29.08,0,0,0,0,0,0,0,0,29.08,-5.13,0,0,0,0,0,,0,0,0,23.95,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#82331,3c94cbb8-9b39-4cb4-9ad8-954294182331,Delivery - Partner Using Uber App,iOS,Completed,2021-02-13,20:38,23.48,1.82,25.3,0,0,0,0,0,0,0,0,25.3,-4.46,0,0,0,0,0,,0,0,0,20.84,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#BB951,f44203f7-453d-446d-8f77-73df16abb951,Delivery - Partner Using Uber App,iOS,Completed,2021-02-14,13:39,36.51,2.83,39.34,0,0,0,0,0,0,0,0,39.34,-6.94,0,0,0,0,0,,0,0,0,32.4,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#1125B,52f8dfbb-8059-4070-8da7-962b6331125b,Delivery - Partner Using Uber App,iOS,Completed,2021-02-14,14:56,20.98,1.63,22.61,0,0,0,0,0,0,0,0,22.61,-3.99,0,0,0,0,0,,0,0,0,18.62,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#052E6,706cedad-c26e-4b45-bce4-dd826c5052e6,Delivery - Partner Using Uber App,iOS,Completed,2021-02-14,15:16,31.96,2.48,34.44,0,0,0,0,0,0,0,0,34.44,-6.07,0,0,0,0,0,,0,0,0,28.37,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#9E868,eea9a422-f1ec-400c-ae38-b8f8a159e868,Delivery - Partner Using Uber App,iOS,Completed,2021-02-14,17:40,33.96,2.63,36.59,0,0,0,0,0,0,0,0,36.59,-6.45,0,0,0,0,0,,0,0,0,30.14,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#9AD6E,29537a88-fa99-4594-8366-03b5e799ad6e,Delivery - Partner Using Uber App,iOS,Completed,2021-02-14,18:05,31.46,2.44,33.9,0,0,0,0,0,0,0,0,33.9,-5.98,0,0,0,0,0,,0,0,0,27.92,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#1B5DA,dbcb5aea-07e8-46e6-8d74-a4e05821b5da,Delivery - Partner Using Uber App,iOS,Completed,2021-02-14,19:36,32.97,2.56,35.53,0,0,0,0,0,0,0,0,35.53,-6.26,0,0,0,0,0,,0,0,0,29.27,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#98338,94e21772-e347-45db-9392-1a5468098338,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-02-14,20:14,34.71,2.69,37.4,0,0,0,0,0,0,0,0,37.4,-6.59,0,0,0,0,0,,0,0,0,30.81,2021-02-15
Ameci Pizza & Pasta - Lake Forest,,#B9AE4,7a228eec-ea60-4b51-8f9e-23d8cd7b9ae4,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-02-15,14:49,31.47,2.44,33.91,0,0,0,0,0,0,0,0,33.91,-5.98,0,0,0,0,0,,0,0,0,27.93,2021-02-22
Ameci Pizza & Pasta - Lake Forest,,#10D39,4d779263-86ed-4665-b627-3b488c010d39,Delivery - Partner Using Uber App,iOS,Completed,2021-02-15,17:33,41.48,3.21,44.69,0,0,0,0,0,0,0,0,44.69,-7.88,0,0,0,0,0,,0,0,0,36.81,2021-02-22
Ameci Pizza & Pasta - Lake Forest,,#0034E,4f8165ae-9824-43db-b26f-cf0c0aa0034e,Delivery - Partner Using Uber App,iOS,Completed,2021-02-15,18:00,18.73,1.45,20.18,0,0,0,0,0,0,0,0,20.18,-3.56,0,0,0,0,0,,0,0,0,16.62,2021-02-22
Ameci Pizza & Pasta - Lake Forest,,#51F70,c49bcf83-381e-4f29-8653-c2298c651f70,Delivery - Partner Using Uber App,iOS,Completed,2021-02-15,18:40,40.3,3.12,43.42,0,0,0,0,0,0,0,0,43.42,-7.66,0,0,0,0,0,,0,0,0,35.76,2021-02-22
Ameci Pizza & Pasta - Lake Forest,,#0D7ED,779f287b-c673-44c0-807d-4dfe15d0d7ed,Delivery - Partner Using Uber App,iOS,Completed,2021-02-15,19:18,28.47,2.21,30.68,0,0,0,0,0,0,0,0,30.68,-5.41,0,0,0,0,0,,0,0,0,25.27,2021-02-22
Ameci Pizza & Pasta - Lake Forest,,#AE246,19189a1d-cf3e-4c3d-9c64-ffa8914ae246,Delivery - Partner Using Uber App,iOS,Completed,2021-02-16,19:03,34.5,2.67,37.17,0,0,0,0,0,0,0,0,37.17,-6.56,0,0,0,0,0,,0,0,0,30.61,2021-02-22
Ameci Pizza & Pasta - Lake Forest,,#D95A9,25d0da51-e051-4c0e-84c6-968ce35d95a9,Delivery - Partner Using Uber App,Android,Completed,2021-02-16,19:08,26.48,2.05,28.53,0,0,0,0,0,0,0,0,28.53,-5.03,0,0,0,0,0,,0,0,0,23.5,2021-02-22
Ameci Pizza & Pasta - Lake Forest,,#B5127,3c8d9e6e-1733-4101-a203-7d02c37b5127,Delivery - Partner Using Uber App,iOS,Completed,2021-02-16,19:22,16.98,1.32,18.3,0,0,0,0,0,0,0,0,18.3,-3.23,0,0,0,0,0,,0,0,0,15.07,2021-02-22
Ameci Pizza & Pasta - Lake Forest,,#18FB3,6b8f1cbb-523c-4e58-9515-a99174318fb3,Delivery - Partner Using Uber App,iOS,Completed,2021-02-17,19:39,31.71,2.46,34.17,0,0,0,0,0,0,0,0,34.17,-6.02,0,0,0,0,0,,0,0,0,28.15,2021-02-22
Ameci Pizza & Pasta - Lake Forest,,#65F29,3f1f8737-9118-4e5d-9a55-7ead88565f29,Pickup,Android,Completed,2021-02-17,19:57,27.56,2.14,29.7,0,0,0,0,0,0,0,0,29.7,0,0,0,0,0,0,,0,0,0,29.7,2021-02-22
Ameci Pizza & Pasta - Lake Forest,,#BF447,a9dcb137-f403-48fb-b7dc-5c5e784bf447,Delivery - Partner Using Uber App,iOS,Completed,2021-02-17,20:11,34.97,2.71,37.68,0,0,0,0,0,0,0,0,37.68,-6.64,0,0,0,0,0,,0,0,0,31.04,2021-02-22
Ameci Pizza & Pasta - Lake Forest,,#BF447,a9dcb137-f403-48fb-b7dc-5c5e784bf447,,Unknown,Refund,2021-02-17,20:11,-10.99,-0.85,-11.84,0,0,0,0,0,0,0,,0,0,,,0,0,0,,0,0,0,-11.84,2021-02-22
Ameci Pizza & Pasta - Lake Forest,,#3FEF1,95c95ddc-4e7c-4b46-ac23-ce960dd3fef1,Delivery - Partner Using Uber App,iOS,Completed,2021-02-17,21:41,21.98,1.7,23.68,0,0,0,0,0,0,0,0,23.68,-4.18,0,0,0,0,0,,0,0,0,19.5,2021-02-22
