33,,VISA CREDIT TRANSACTION INTEGRITY FEE,,,,,0.1000,,3.30
51,,VISA DEBIT TRANSACTION INTEGRITY FEE,,,,,0.1000,,5.10
4,,VISA MISUSE FEE,,,,,0.0900,,0.36
,,,,,,,Total Other Fees,,51.68
TOTAL FEES,,,,,,,,,
Processing Fees,,,,,,,,,774.86
Interchange Fees,,,,,,,,,0.00
Other Fees,,,,,,,,,51.68
Discount Collected,,,,,,,,,0.00
"American Express does not charge ""interchange."" For Amex, this amount is the percentage fee applicable to your Amex card",,,,,,,,,
transactions.,,,,,,,,,

MERCHANT NBR: 4800000500763,MERCHANT STATEMENT
DBA: AMECIS PIZZA LAKE FOREST,PAGE 3 of 3
,"February 28, 2021"
Total Fees,826.54
"For specific operational messaging and/or changes to your processing account and/or card services agreement, which may include
modifications to your rate and fees, please access your merchant portal using the following link:",
https://www.vantiv.com/merchant-resources/reporting-all,
"American Express does not charge ""interchange."" For Amex, this amount is the percentage fee applicable to your Amex card",
transactions.,
