Transaction Type,Date,Order Number,Store,Location,Delivery Platform,Subtotal,Commission,Adjustments,Taxes,Tip,Other,You earned,Notes
Delivery,8/29/21,#756316290649369,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$47.96,-$19.03,$0.00,$3.33,,,$32.26,
Delivery,8/29/21,#ebbca169,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$1.01,,,$8.80,
Adjustment,8/29/21,#47FE9,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$0.00,-$5.39,-$13.49,$0.00,,,-$8.10,
Delivery,8/29/21,#47FE9,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$16.49,-$6.59,$0.00,$0.00,,,$9.90,
Delivery,8/29/21,#202016295436596,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$51.96,-$20.63,$0.00,$3.64,,,$34.97,
Delivery,8/29/21,#F8E35,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$85.94,-$34.38,$0.00,$0.00,,,$51.56,
Delivery,8/29/21,#e9da2505,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$36.73,-$14.69,$0.00,$2.42,,,$24.46,
Delivery,8/29/21,#000816294421156,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$28.50,-$11.25,$0.00,$1.82,,,$19.07,
Delivery,8/29/21,#162d8eef,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.99,-$6.40,$0.00,$1.24,,,$10.83,
Delivery,8/29/21,#d10eca7d,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$21.00,-$8.40,$0.00,$1.63,,,$14.23,
Delivery,8/29/21,#38f35dde,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$14.95,-$5.98,$0.00,$1.16,,,$10.13,
Delivery,8/29/21,#A6D19,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$38.97,-$15.59,$0.00,$0.00,,,$23.38,
Delivery,8/29/21,#5196d00d,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$18.98,-$7.59,$0.00,$1.47,,,$12.86,
Delivery,8/29/21,#79E00,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$36.99,-$14.80,$0.00,$0.00,,,$22.19,
Delivery,8/29/21,#8d1f0bdd,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$31.97,-$8.71,$0.00,$2.11,,,$25.37,
Delivery,8/29/21,#303316286363994,Cupid's Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$32.95,-$13.03,$0.00,$2.17,,,$22.09,
Delivery,8/29/21,#a3063966,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$27.90,-$11.16,$0.00,$2.16,,,$18.90,
Delivery,8/29/21,#42964b28,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.99,-$5.60,$0.00,$1.08,,,$9.47,
Delivery,8/29/21,#CB017,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$11.00,-$4.40,$0.00,$0.00,,,$6.60,
Delivery,8/29/21,#750fb358,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.95,-$5.58,$0.00,$1.08,,,$9.45,
Delivery,8/28/21,#6f82c11f,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.99,-$5.60,$0.00,$1.08,,,$9.47,
Delivery,8/28/21,#0e5bcfbd,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$42.96,-$17.18,$0.00,$2.83,,,$28.61,
Delivery,8/28/21,#ACEA3,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$44.98,-$17.99,$0.00,$0.00,,,$26.99,
Delivery,8/28/21,#9fa0e92f,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$1.01,,,$8.80,
Delivery,8/28/21,#15c9162a,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$52.00,-$20.80,$0.00,$3.43,,,$34.63,
Delivery,8/28/21,#648416280449712,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$24.94,-$9.82,$0.00,$1.55,,,$16.67,
Delivery,8/28/21,#c0f2e7d1,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$41.98,-$11.44,$0.00,$2.77,,,$33.32,
Delivery,8/28/21,#e2fdda0e,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$35.98,-$14.39,$0.00,$2.37,,,$23.97,
Delivery,8/28/21,#67E3D,The United Pepperonis of Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$38.98,-$6.60,$0.00,$0.00,,,$32.38,
Delivery,8/28/21,#b6e59c2f,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$28.00,-$11.20,$0.00,$2.17,,,$18.97,
Delivery,8/28/21,#996F0,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$31.98,-$12.79,$0.00,$0.00,,,$19.19,
Delivery,8/28/21,#2CE18,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$54.00,-$21.60,$0.00,$0.00,,,$32.40,
Delivery,8/28/21,#6666bab1,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$30.97,-$12.39,$0.00,$2.04,,,$20.62,
Delivery,8/28/21,#406716274801378,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$13.00,-$5.04,$0.00,$0.62,,,$8.58,
Delivery,8/28/21,#a9773517,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$77.96,-$31.18,$0.00,$6.04,,,$52.82,
Delivery,8/28/21,#71a12a67,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$29.48,-$11.79,$0.00,$2.28,,,$19.97,
Delivery,8/28/21,#E0651,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$51.99,-$20.80,$0.00,$0.00,,,$31.19,
Delivery,8/28/21,#1AC5A,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$53.97,-$21.59,$0.00,$0.00,,,$32.38,
Delivery,8/28/21,#419916277675746,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$39.99,-$15.85,$0.00,$2.71,,,$26.85,
Delivery,8/28/21,#5B0FF,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$41.98,-$16.79,$0.00,$0.00,,,$25.19,
Delivery,8/27/21,#3447e972,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$17.98,-$7.19,$0.00,$1.39,,,$12.18,
Delivery,8/27/21,#52aeb303,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$29.90,-$11.96,$0.00,$2.32,,,$20.26,
Delivery,8/27/21,#3fd29ed2,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$29.00,-$11.60,$0.00,$2.25,,,$19.65,
Delivery,8/27/21,#092416278253283,The United Pepperonis of Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$45.47,-$18.10,$0.00,$3.29,,,$30.66,
Delivery,8/27/21,#ac74d5f1,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$21.99,-$8.80,$0.00,$1.70,,,$14.89,
Delivery,8/27/21,#1393298e,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$25.98,-$10.39,$0.00,$2.01,,,$17.60,
Delivery,8/27/21,#9C0C2,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$54.49,-$21.80,$0.00,$0.00,,,$32.69,
Delivery,8/27/21,#5b036ddf,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$35.96,-$14.38,$0.00,$2.37,,,$23.95,
Delivery,8/27/21,#E376B,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$44.99,-$18.00,$0.00,$0.00,,,$26.99,
Delivery,8/27/21,#0e9a1b3e,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.98,-$6.39,$0.00,$1.24,,,$10.83,
Delivery,8/27/21,#47ED4,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$17.99,-$7.20,$0.00,$0.00,,,$10.79,
Delivery,8/27/21,#16f65690,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.00,-$5.20,$0.00,$1.01,,,$8.81,
Delivery,8/27/21,#3742d35e,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$25.98,-$10.39,$0.00,$2.01,,,$17.60,
Delivery,8/27/21,#8135da8c,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$18.48,-$7.39,$0.00,$1.43,,,$12.52,
Delivery,8/27/21,#C4E6B,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$65.47,-$26.19,$0.00,$0.00,,,$39.28,
Delivery,8/27/21,#41c0db0f,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$46.00,-$18.40,$0.00,$3.03,,,$30.63,
Delivery,8/27/21,#30C5C,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.45,-$6.18,$0.00,$0.00,,,$9.27,
Delivery,8/27/21,#c5387282,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$30.90,-$12.36,$0.00,$2.04,,,$20.58,
Delivery,8/26/21,#892b8a1d,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$21.98,-$8.79,$0.00,$1.70,,,$14.89,
Delivery,8/26/21,#67f4f16a,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.49,-$6.20,$0.00,$1.20,,,$10.49,
Delivery,8/26/21,#dcb49b2a,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$11.00,-$4.40,$0.00,$0.85,,,$7.45,
Delivery,8/26/21,#ff99723a,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$19.99,-$8.00,$0.00,$1.55,,,$13.54,
Delivery,8/26/21,#9f0c83ed,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$1.00,,,$8.77,
Delivery,8/26/21,#11E90,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$16.95,-$6.78,$0.00,$0.00,,,$10.17,
Delivery,8/26/21,#e62f8b06,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$1.00,,,$8.77,
Delivery,8/26/21,#a5d4cdcd,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$35.97,-$14.38,$0.00,$2.37,,,$23.96,
Delivery,8/26/21,#23262815,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$30.15,-$12.06,$0.00,$1.99,,,$20.08,
Delivery,8/26/21,#d197e3bb,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$41.98,-$16.79,$0.00,$3.25,,,$28.44,
Delivery,8/26/21,#a9915166,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.49,-$4.18,-$5.05,$1.20,,,$7.46,
Delivery,8/26/21,#86A6B,Cupid's Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$29.95,-$11.98,$0.00,$0.00,,,$17.97,
Delivery,8/26/21,#5009d668,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$21.48,-$5.37,$0.00,$1.66,,,$17.77,
Delivery,8/26/21,#6c751dd6,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$1.01,,,$8.80,
Delivery,8/26/21,#411e2c44,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$1.00,,,$8.77,
Delivery,8/26/21,#05252fc4,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$30.48,-$12.19,$0.00,$2.01,,,$20.30,
Delivery,8/26/21,#0289E,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$18.00,-$7.20,$0.00,$0.00,,,$10.80,
Delivery,8/25/21,#87c5f94d,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$18.99,-$7.60,$0.00,$1.47,,,$12.86,
Delivery,8/25/21,#763D3,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$17.98,-$7.19,$0.00,$0.00,,,$10.79,
Delivery,8/25/21,#fedc33ee,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$19.98,-$7.99,$0.00,$1.55,,,$13.54,
Delivery,8/25/21,#c075abbd,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$1.00,,,$8.77,
Delivery,8/25/21,#35b31985,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$20.99,-$8.40,$0.00,$1.63,,,$14.22,
Delivery,8/25/21,#6AC16,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.45,-$6.18,$0.00,$0.00,,,$9.27,
Delivery,8/25/21,#cddeb5c9,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$17.98,-$7.19,$0.00,$1.39,,,$12.18,
Delivery,8/25/21,#2cb81fa5,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$26.90,-$10.76,$0.00,$2.08,,,$18.22,
Delivery,8/25/21,#BB05B,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$22.74,-$9.10,$0.00,$0.00,,,$13.64,
Delivery,8/25/21,#f00427ea,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$22.48,-$8.99,$0.00,$1.74,,,$15.23,
Delivery,8/25/21,#253ef228,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$49.00,-$19.60,$0.00,$3.80,,,$33.20,
Delivery,8/25/21,#f10e73be,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$1.01,,,$8.80,
Delivery,8/25/21,#DF5A2,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$13.00,-$5.20,$0.00,$0.00,,,$7.80,
Delivery,8/25/21,#eef9e365,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.98,-$6.39,$0.00,$1.24,,,$10.83,
Delivery,8/25/21,#5b177a1d,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$31.97,-$12.79,$0.00,$2.48,,,$21.66,
Delivery,8/25/21,#15de9ee3,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$31.97,-$12.78,$0.00,$2.11,,,$21.30,
Delivery,8/25/21,#ff826974,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$30.97,-$9.28,-$7.77,$2.04,,,$15.96,
Delivery,8/25/21,#0DB92,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$19.00,-$7.60,$0.00,$0.00,,,$11.40,
Delivery,8/25/21,#3791f4c6,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$17.49,-$7.00,$0.00,$1.36,,,$11.85,
Delivery,8/25/21,#26c93a2b,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$28.90,-$11.56,$0.00,$2.24,,,$19.58,
Delivery,8/25/21,#5d55582c,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.45,-$6.18,$0.00,$1.20,,,$10.47,
Delivery,8/25/21,#DC2D8,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$17.45,-$6.98,$0.00,$0.00,,,$10.47,
Delivery,8/25/21,#18b36f51,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$36.98,-$9.04,-$14.38,$2.44,,,$16.00,
Delivery,8/25/21,#E12E6,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$25.99,-$10.40,$0.00,$0.00,,,$15.59,
Delivery,8/24/21,#DEB2C,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$34.72,-$13.89,$0.00,$0.00,,,$20.83,
Delivery,8/24/21,#ba0e2431,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$1.01,,,$8.80,
Delivery,8/24/21,#303b9879,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.95,-$5.58,$0.00,$1.08,,,$9.45,
Delivery,8/24/21,#e6230e69,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.95,-$6.38,$0.00,$1.24,,,$10.81,
Delivery,8/24/21,#a0eeccaf,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$29.90,-$11.96,$0.00,$2.32,,,$20.26,
Delivery,8/24/21,#96E9F,Cupid's Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$34.94,-$13.98,$0.00,$0.00,,,$20.96,
Delivery,8/24/21,#70B18,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$44.00,-$17.60,$0.00,$0.00,,,$26.40,
Delivery,8/24/21,#5aa6e500,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$54.00,-$21.60,$0.00,$3.57,,,$35.97,
Delivery,8/24/21,#85d01f80,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.95,-$5.58,$0.00,$1.08,,,$9.45,
Delivery,8/24/21,#000816244423246,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$19.98,-$7.99,$0.00,$1.55,,,$13.54,
Delivery,8/24/21,#13416b06,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$38.85,-$15.54,$0.00,$2.56,,,$25.87,
Delivery,8/24/21,#cc85e33d,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$25.48,-$10.19,$0.00,$1.97,,,$17.26,
Delivery,8/24/21,#EE42D,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$17.99,-$7.20,$0.00,$0.00,,,$10.79,
Delivery,8/24/21,#7183F,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$12.99,-$5.20,$0.00,$0.00,,,$7.79,
Delivery,8/24/21,#9B6E5,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$44.96,-$17.98,$0.00,$0.00,,,$26.98,
