Store Name,Date (Reportable),Order ID,Transaction Type,Commission Rate,Subtotal,Gross Tax,Tax Remitted,Total Commissions,Total Promotions,Total Adjustments,Commission %,Savings,provider,source_file,source_member,source_sheet,email_date,added_at
Firebelly Wings 25431 Trabuco Road,2022-07-12 00:00:00,O-190919459328049,Fulfilled Orders,0.3,13.99,1.08,0,-2.94,0,0,0.2101501072194425,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-07-23T19:43:39+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-12 00:00:00,O-262019466430966,Fulfilled Orders,0.3,22.99,1.78,0,-4.83,0,0,0.2100913440626359,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-07-23T19:43:39+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-12 00:00:00,O-530119466917352,Fulfilled Orders,0.3,33.97,2.63,0,-7.14,0,0,0.2101854577568443,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-07-23T19:43:39+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-15 00:00:00,O-404819479782429,Fulfilled Orders,0.3,195.86,15.18,0,-41.13,0,0,0.2099969365873583,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-07-23T19:43:39+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-15 00:00:00,O-812719473946990,Fulfilled Orders,0.3,79.8,6.18,0,-16.76,0,0,0.2100250626566416,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-07-23T19:43:39+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-01 00:00:00,O-925619350701632,Adjustments,0,0,0,0,0,0,0,0,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-07-23T19:43:39+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-01 00:00:00,O-235719349342955,Adjustments,0,0,0,0,0,0,0,0,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-07-23T19:43:39+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-02 00:00:00,O-290819351792597,Adjustments,0,0,0,0,0,0,0,0,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-07-23T19:43:39+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-08 00:00:00,O-156219424594491,Adjustments,0,0,0,0,0,0,0,0,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-07-23T19:43:39+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-10 00:00:00,O-220819442248039,Adjustments,0,0,0,0,0,0,0,0,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-07-23T19:43:39+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-12 00:00:00,O-530119466917352,Adjustments,0,0,0,0,0,0,0,0,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-07-23T19:43:39+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-12 00:00:00,O-262019466430966,Adjustments,0,0,0,0,0,0,-6,0,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-07-23T19:43:39+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-12 00:00:00,O-190919459328049,Adjustments,0,0,0,0,0,0,-13.99,0,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-07-23T19:43:39+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-15 00:00:00,O-812719473946990,Adjustments,0,0,0,0,0,0,0,0,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-07-23T19:43:39+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-02 00:00:00,d44bfc76,Fulfilled Orders,0.27,38.99,3.02,0,-10.53,0,0,0.2700692485252629,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-07-23T19:43:39+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-07 00:00:00,4517c4ae,Fulfilled Orders,0.27,13.99,1.08,0,-3.78,0,0,0.270192994996426,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-07-23T19:43:39+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-01 00:00:00,#5ECCF,Fulfilled Orders,0.24,18.99,1.47,-1.47,-4.56,0,0,0.2401263823064771,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-07-23T19:43:39+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-03 00:00:00,#8ABAE,Fulfilled Orders,0.24,27.98,2.17,-2.17,-6.72,0,0,0.2401715511079342,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-07-23T19:43:39+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-04 00:00:00,#AE2C6,Fulfilled Orders,0.24,17.99,1.39,-1.39,-4.32,0,0,0.2401334074485826,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-07-23T19:43:39+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-05 00:00:00,#E8E02,Fulfilled Orders,0.24,49.97,3.87,-3.87,-11.99,0,0,0.2399439663798279,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-07-23T19:43:39+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-15 00:00:00,#17F62,Fulfilled Orders,0.24,13.99,1.08,-1.08,-3.36,0,0,0.2401715511079342,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-07-23T19:43:39+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-01 00:00:00,#65390,Fulfilled Orders,0.24,27.98,2.17,-2.17,-6.72,0,0,0.2401715511079342,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-07-23T19:43:39+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-05 00:00:00,#8F3C0,Fulfilled Orders,0.24,39.99,3.1,-3.1,-9.6,0,0,0.2400600150037509,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-07-23T19:43:39+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-09 00:00:00,#A92DE,Fulfilled Orders,0.24,38.97,3.02,-3.02,-9.35,0,0,0.2399281498588658,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-07-23T19:43:39+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-22 00:00:00,O-210519550454975,Fulfilled Orders,0.3,13.99,1.08,0,-2.94,0,0,0.2101501072194425,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-08-06T21:02:52+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-26 00:00:00,O-627819593985038,Fulfilled Orders,0.3,13.99,1.08,0,-2.94,0,0,0.2101501072194425,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-08-06T21:02:52+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-27 00:00:00,O-798819608883184,Fulfilled Orders,0.3,29.98,2.32,0,-6.3,0,0,0.2101400933955971,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-08-06T21:02:52+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-27 00:00:00,O-066019610162198,Fulfilled Orders,0.3,44.48,3.45,0,-9.34,0,0,0.2099820143884892,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-08-06T21:02:52+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-28 00:00:00,O-857819623741608,Fulfilled Orders,0.3,34.48,2.67,0,-7.24,0,0,0.2099767981438515,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-08-06T21:02:52+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-26 00:00:00,O-627819593985038,Adjustments,0,0,0,0,0,0,-13.99,0,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-08-06T21:02:52+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-27 00:00:00,O-066019610162198,Adjustments,0,0,0,0,0,0,0,0,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-08-06T21:02:52+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-23 00:00:00,#6A73D,Fulfilled Orders,0.24,22.99,1.78,-1.78,-5.52,0,0,0.240104393214441,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-08-06T21:02:52+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-07-27 00:00:00,FNPFB,Fulfilled Orders,0,29.5,1.2,1.2,0,0,0,0,,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,whitelabel,2022-08-06T21:02:52+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-12-01 00:00:00,b41d0d91,Fulfilled Orders,0.27,27.98,2.17,0,-7.55,0,0,0.2698355968548963,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,doordash,2022-12-22T17:25:23+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-12-02 00:00:00,0250cd75,Fulfilled Orders,0.27,36.49,2.83,0,-9.85,0,0,0.2699369690326117,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,doordash,2022-12-22T17:25:23+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-12-01 00:00:00,#DBEEA,Fulfilled Orders,0.24,27.98,2.17,-2.17,-6.72,0,0,0.2401715511079342,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-12-22T17:25:23+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-12-07 00:00:00,#CD88D,Fulfilled Orders,0.24,19.98,1.55,-1.55,-4.8,0,0,0.2402402402402402,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-12-22T17:25:23+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-12-11 00:00:00,#08672,Fulfilled Orders,0.24,39.99,3.1,-3.1,-9.6,0,0,0.2400600150037509,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-12-22T17:25:23+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-12-13 00:00:00,#663CC,Fulfilled Orders,0.24,23.97,1.86,-1.86,-6.23,0,0,0.2599082186065916,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-12-22T17:25:23+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-12-07 00:00:00,#CD88D,Refunds,0,-5.99,-0.46,-0.46,0,0,0,0,,NEXTBITE,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-12-22T17:25:23+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-05-10 00:00:00,O-968218825939245,Fulfilled Orders,0.3,27.98,2.17,0,-5.88,0,0,0.2101501072194425,2.51,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-05-20T16:50:36+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-05-10 00:00:00,O-968218825939245,Adjustments,0,0,0,0,0,0,0,0,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-05-20T16:50:36+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-05-01 00:00:00,f3a9875c,Fulfilled Orders,0.27,32.48,2.52,0,-8.77,0,0,0.2700123152709359,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-20T16:50:36+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-05-02 00:00:00,f483baa4,Fulfilled Orders,0.27,13.99,1.08,0,-3.78,0,0,0.270192994996426,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-20T16:50:36+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-05-03 00:00:00,ec447a6e,Fulfilled Orders,0.27,33.48,2.59,0,-9.04,0,0,0.2700119474313022,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-20T16:50:36+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-05-06 00:00:00,d2fc0ddc,Fulfilled Orders,0.27,34.99,2.71,0,-9.45,0,0,0.2700771649042584,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-20T16:50:36+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-05-07 00:00:00,9d8b1375,Fulfilled Orders,0.27,34.47,2.67,0,-9.31,0,0,0.2700899332753119,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-20T16:50:36+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-05-07 00:00:00,57b92dfd,Fulfilled Orders,0.27,20.99,1.63,0,-5.67,0,0,0.2701286326822296,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-20T16:50:36+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-05-13 00:00:00,3b30669d,Fulfilled Orders,0.27,31.98,2.48,0,-8.63,0,0,0.2698561601000625,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-20T16:50:36+00:00,2026-02-28T20:02:49.022278
Firebelly Wings 25431 Trabuco Road,2022-05-12 00:00:00,#BB786,Fulfilled Orders,0.24,34.97,2.71,-2.71,-8.39,0,0,0.2399199313697455,0,NEXTBITE,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-05-20T16:50:36+00:00,2026-02-28T20:02:49.022278
