"ID","Restaurant","Type","Description","Date","Time","Subtotal","Delivery Fee","Service Fee","Tax","Tip","Restaurant Total","Commission","Delivery Commission","Processing Fee","Withheld Tax","Targeted Promotion"
"O-884416931632571","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/1/21","6:32 PM","30.98","6.99","0","2.94","6.68","47.59","-5.70","0","-1.75","0","0"
"O-499517059627038","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/13/21","5:52 PM","18.97","0.00","0","0.85","1.98","21.80","-2.85","0","-0.72","0","-8.00"
"O-246917044197626","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/13/21","2:43 PM","29.98","2.99","0","2.55","7.10","42.62","-4.95","0","-1.60","0","0"
"O-788217138253868","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/21/21","6:09 PM","33.55","1.99","0","2.75","5.74","44.03","-5.33","0","-1.64","0","0"
"O-941816961318999","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/4/21","6:05 PM","18.99","0.00","0","1.47","1.54","22.00","-2.85","0","-0.97","0","0"
"O-590717196142848","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/28/21","12:06 PM","40.96","0.00","0","3.17","0","44.13","-6.14","0","-1.65","0","0"
"O-560717078986219","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/16/21","3:50 PM","18.99","2.99","0","1.70","3.55","27.23","-3.30","0","-1.13","0","0"
"O-101417216120876","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/29/21","5:59 PM","23.98","6.99","0","2.40","3.88","37.25","-4.65","0","-1.44","0","0"
"O-081916956097388","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/4/21","11:59 AM","28.97","0.00","0","2.25","0","31.22","-4.35","0","-1.25","0","0"
"O-131816995932703","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/8/21","5:45 PM","369.98","12.99","0","29.68","20.00","432.65","-67.02","0","-13.50","0","0"
"O-985817089634235","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/16/21","7:10 PM","25.98","4.99","0","1.78","4.91","37.66","-4.65","0","-1.20","0","-8.00"
"O-751417011966757","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/9/21","6:56 PM","41.69","0.00","0","3.23","1.00","45.92","-6.25","0","-1.70","0","0"
"O-503717152198408","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/23/21","5:42 PM","14.53","0.00","0","1.13","0","15.66","-2.18","0","-0.78","0","0"
"O-374617092689463","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/17/21","7:00 PM","64.36","6.99","0","5.53","10.40","87.28","-10.70","0","-2.96","0","0"
"O-680717207202326","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/28/21","5:24 PM","19.98","8.99","0","2.25","2.15","33.37","-4.35","0","-1.32","0","0"
"O-405416966355147","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/5/21","5:30 PM","26.98","0.00","0","2.09","2.91","31.98","-4.05","0","-1.28","0","0"
"O-560717068905807","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/14/21","7:10 PM","53.29","6.99","0","4.05","11.36","75.69","-9.04","0","-2.36","0","-8.00"
"O-496216943707811","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/2/21","6:33 PM","22.96","6.99","0","2.32","6.45","38.72","-4.49","0","-1.48","0","0"
"O-527317106410833","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/18/21","9:53 PM","36.97","8.99","0","3.57","9.91","59.44","-6.89","0","-2.11","0","0"
"O-314517115584521","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/19/21","6:08 PM","21.96","2.99","0","1.93","4.03","30.91","-3.74","0","-1.24","0","0"
"O-590717126198389","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/20/21","7:42 PM","41.97","0.00","0","3.25","0","45.22","-6.30","0","-1.68","0","0"
"O-469517224817876","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/30/21","5:42 PM","32.93","4.99","0","2.94","6.13","46.99","-5.69","0","-1.73","0","0"
"O-503717152198640","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/23/21","6:15 PM","31.94","1.99","0","2.63","5.48","42.04","-5.09","0","-1.58","0","0"
"O-529317039098361","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/12/21","1:29 PM","26.98","2.99","0","2.32","4.84","37.13","-4.50","0","-1.43","0","0"
"O-685217199558714","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/28/21","1:45 PM","26.75","1.99","0","2.22","3.10","34.06","-4.31","0","-1.34","0","0"
"O-112417054893790","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/14/21","4:42 PM","27.94","8.99","0","2.25","2.95","42.13","-5.54","0","-1.34","0","-8.00"
"O-739017082560637","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/16/21","8:30 PM","18.99","0.00","0","1.47","0","20.46","-2.85","0","-0.92","0","0"
"O-680717217203077","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/29/21","4:58 PM","18.99","2.99","0","1.70","3.55","27.23","-3.30","0","-1.13","0","0"
"O-574116990162459","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/8/21","12:30 PM","23.98","1.99","0","2.01","4.19","32.17","-3.90","0","-1.28","0","0"
"O-054317119978074","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/19/21","8:11 PM","24.50","0.00","0","1.90","0","26.40","-3.68","0","-1.11","0","0"
"O-186517049756242","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/13/21","3:46 PM","11.99","0.00","0","0.93","0","12.92","-1.80","0","-0.69","0","0"
"O-863617177399438","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/26/21","3:37 PM","24.97","4.99","0","2.33","2.69","34.98","-4.49","0","-1.37","0","0"
"O-775116934096967","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/1/21","6:50 PM","42.76","2.99","0","3.54","7.39","56.68","-6.86","0","-2.03","0","0"
"O-548917121908869","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/21/21","3:39 PM","24.94","8.99","0","2.63","2.69","39.25","-5.09","0","-1.50","0","0"
"O-536217169681632","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/24/21","5:18 PM","55.24","0.00","0","4.28","0","59.52","-8.29","0","-2.12","0","0"
"O-863617107362572","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/18/21","4:31 PM","26.98","0.00","0","2.09","2.91","31.98","-4.05","0","-1.28","0","0"
"O-693517204512044","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/28/21","7:35 PM","15.99","0.00","0","1.24","2.77","20.00","-2.40","0","-0.91","0","0"
"O-243817186087546","Aroma Pizza & Pasta - Alton Pkwy","Adjustment of O-243817186087546","Refund due to order adjustment Food Temperature","11/26/21","9:21 PM","-21.99","-2.99","0","-1.93","-3.55","-30.46","0","0","0","0","0"
"O-059717039253144","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/12/21","2:28 PM","16.98","6.99","0","1.86","4.58","30.41","-3.60","0","-1.23","0","0"
"O-996217048586147","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/12/21","6:54 PM","26.99","1.99","0","2.24","2.50","33.72","-4.35","0","-1.33","0","0"
"O-862217054438175","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/14/21","2:56 PM","32.51","6.99","0","3.06","5.25","47.81","-5.93","0","-1.76","0","0"
"O-624416973835781","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/5/21","5:55 PM","46.92","4.99","0","3.41","7.49","62.81","-7.79","0","-1.97","0","-8.00"
"O-568217050250940","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/13/21","5:16 PM","22.96","0.00","0","1.78","0","24.74","-3.44","0","-1.05","0","0"
"O-101417196167902","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/28/21","4:30 PM","46.67","4.99","0","4.01","11.13","66.80","-7.75","0","-2.34","0","0"
"O-210517084146016","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/16/21","6:53 PM","29.72","0.00","0","2.30","3.00","35.02","-4.46","0","-1.37","0","0"
"O-277916958487298","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/3/21","8:17 PM","31.27","0.00","0","2.42","0","33.69","-4.69","-3.13","-1.33","0","0"
"O-101417206124649","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/28/21","7:40 PM","15.99","0.00","0","1.24","2.58","19.81","-2.40","0","-0.90","0","0"
"O-762816992623236","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/7/21","5:30 PM","19.98","4.99","0","1.94","3.23","30.14","-3.75","0","-1.22","0","0"
"O-582817106679748","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/19/21","4:45 PM","57.96","0.00","0","4.49","0","62.45","-8.69","0","-2.20","0","0"
"O-112417074830830","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/16/21","1:30 PM","14.53","0.00","0","1.13","0","15.66","-2.18","0","-0.78","0","0"
"O-308317034900134","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/11/21","4:51 PM","22.95","8.99","0","2.48","2.47","36.89","-4.79","0","-1.43","0","0"
"O-590717116113394","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/20/21","4:31 PM","17.73","6.99","0","1.91","3.99","30.62","-3.71","0","-1.23","0","0"
"O-977317208333936","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/28/21","6:25 PM","52.93","0.00","0","4.10","8.55","65.58","-7.94","0","-2.30","0","0"
"O-759216976646051","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/5/21","8:15 PM","20.99","0.00","0","1.63","3.39","26.01","-3.15","0","-1.09","0","0"
"O-568217050256906","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/13/21","7:08 PM","39.34","1.99","0","3.20","4.99","49.52","-6.20","0","-1.81","0","0"
"O-374816946033907","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/2/21","6:45 PM","36.45","2.99","0","3.05","6.37","48.86","-5.92","0","-1.79","0","0"
"O-054317189967874","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/27/21","3:26 PM","31.63","6.99","0","2.99","6.24","47.85","-5.79","0","-1.76","0","0"
"O-680717197209539","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/27/21","6:46 PM","22.98","0.00","0","1.78","2.00","26.76","-3.45","0","-1.12","0","0"
"O-072516963700177","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/4/21","5:23 PM","36.96","0.00","0","2.86","0","39.82","-5.54","0","-1.51","0","0"
"O-976717033353929","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/11/21","5:54 PM","22.97","8.99","0","2.48","7.00","41.44","-4.79","0","-1.56","0","0"
"O-884416941634178","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/3/21","11:45 AM","154.98","19.99","0","13.56","10.00","198.53","-30.62","0","-6.36","0","0"
"O-101417126129060","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/20/21","6:17 PM","27.76","8.99","0","2.85","2.99","42.59","-5.51","0","-1.60","0","0"
"O-131817005941385","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/8/21","6:39 PM","23.48","1.99","0","1.97","0","27.44","-3.82","0","-1.14","0","0"
"O-976717033358357","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/11/21","7:25 PM","15.98","4.99","0","1.63","1.72","24.32","-3.15","0","-1.04","0","0"
"O-693517204588710","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/29/21","2:43 PM","11.99","0.00","0","0.93","0","12.92","-1.80","0","-0.69","0","0"
"O-503717202197109","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/28/21","6:59 PM","33.56","0.00","0","2.60","0","36.16","-5.03","-3.36","-1.40","0","0"
"O-597817049245779","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/12/21","6:38 PM","26.93","4.99","0","2.48","5.16","39.56","-4.79","0","-1.51","0","0"
"O-059717019236456","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/9/21","6:48 PM","29.98","6.99","0","2.86","6.46","46.29","-5.55","0","-1.71","0","0"
"O-186517049733220","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/12/21","9:01 PM","33.71","1.99","0","2.76","5.77","44.23","-5.36","0","-1.65","0","0"
"T-AwEAAAAAAA9Oomxy43BRjRHsrd4NSbal2mM","Aroma Pizza & Pasta - Alton Pkwy","Account Adjustment","101417216120876 CM","11/29/21","7:27 PM","0","0.00","0","0.00","0","31.16","0","0","0","0","0"
"O-775116924062792","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/1/21","12:37 PM","16.48","0.00","0","1.28","2.00","19.76","-2.47","0","-0.90","0","0"
"O-308317064909116","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/14/21","6:11 PM","24.96","1.99","0","2.08","5.81","34.84","-4.04","0","-1.36","0","0"
"O-536217209661884","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/29/21","3:21 PM","19.98","4.99","0","1.94","3.23","30.14","-3.75","0","-1.22","0","0"
"O-395616922922275","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/1/21","12:37 PM","15.99","0.00","0","1.24","2.58","19.81","-2.40","0","-0.90","0","0"
"O-863617197360737","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/27/21","4:48 PM","57.97","1.99","0","4.64","5.00","69.60","-8.99","0","-2.42","0","0"
"O-527317116498327","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/19/21","5:45 PM","51.70","0.00","0","4.01","5.00","60.71","-7.76","0","-2.15","0","0"
"O-246317020718595","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/10/21","6:12 PM","36.93","4.99","0","3.25","5.97","51.14","-6.29","0","-1.86","0","0"
"O-280917133919889","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/21/21","6:28 PM","32.77","8.99","0","3.24","5.00","50.00","-6.26","0","-1.83","0","0"
"O-536217099674614","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/18/21","1:30 PM","17.52","0.00","0","1.36","0","18.88","-2.63","0","-0.88","0","0"
"O-503717122194256","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/20/21","7:15 PM","44.04","1.99","0","3.56","8.00","57.59","-6.90","0","-2.06","0","0"
"O-977317158339714","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/23/21","5:21 PM","30.56","2.99","0","2.60","4.94","41.09","-5.03","0","-1.55","0","0"
"O-140116989529117","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/7/21","11:47 AM","23.98","0.00","0","1.86","0","25.84","-3.60","0","-1.09","0","0"
"O-755817214975565","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/29/21","6:14 PM","40.97","1.99","0","3.33","6.94","53.23","-6.44","0","-1.92","0","0"
"O-373116931184628","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/1/21","8:37 PM","31.97","8.99","0","3.18","4.41","48.55","-6.14","0","-1.78","0","0"
"O-532216982636162","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/6/21","9:45 PM","30.35","6.99","0","2.89","8.05","48.28","-5.60","0","-1.77","0","0"
"O-140116959539346","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/4/21","1:54 PM","11.78","0.00","0","0.91","0","12.69","-1.77","0","-0.69","0","0"
"O-527317106410833","Aroma Pizza & Pasta - Alton Pkwy","Adjustment of O-527317106410833","Restaurant Closed","11/19/21","4:15 AM","-36.97","-8.99","0","-3.57","-9.91","-59.44","6.89","0","2.11","0","0"
"O-277916958487298","Aroma Pizza & Pasta - Alton Pkwy","Adjustment of O-277916958487298","Tip increased by diner via self-service - Tip updated by diner via help interaction","11/3/21","9:15 PM","0","0.00","0","0.00","0","0.00","0","0","0","0","0"
"O-863617137396185","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/22/21","11:15 AM","22.98","0.00","0","1.78","3.71","28.47","-3.45","0","-1.17","0","0"
"O-101417156129892","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/23/21","6:26 PM","22.58","0.00","0","1.75","0","24.33","-3.39","0","-1.04","0","0"
"O-985817029677600","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/11/21","3:04 PM","17.27","6.99","0","1.88","2.61","28.75","-3.64","0","-1.18","0","0"
"O-977317128333740","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/20/21","6:27 PM","31.97","8.99","0","3.18","6.62","50.76","-6.14","0","-1.85","0","0"
"O-280917113972619","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/20/21","4:25 PM","21.69","6.99","0","2.22","4.63","35.53","-4.30","0","-1.38","0","0"
"O-059717029234492","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/10/21","5:48 PM","46.46","0.00","0","3.60","7.50","57.56","-6.97","0","-2.06","0","0"
"O-210517094141168","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/17/21","5:41 PM","42.71","0.00","0","3.31","5.00","51.02","-6.41","0","-1.86","0","0"
"O-548917101936376","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/18/21","6:40 PM","22.32","4.99","0","2.12","2.94","32.37","-4.10","0","-1.29","0","0"
"O-733916971422073","The Wing Shop - Alton Pkwy","Prepaid Order",,"11/6/21","12:56 PM","24.48","0.00","0","1.90","0","26.38","-4.90","-2.45","-1.10","0","0"
"O-751417031962933","The Wing Shop - Alton Pkwy","Adjustment of O-751417031962933","MISSING_ITEM - Refund requested by diner via help interaction","11/11/21","6:14 PM","-4.99","0.00","0","-0.39","0","-5.38","0","0","0","0","0"
"O-863617097366439","The Wing Shop - Alton Pkwy","Prepaid Order",,"11/18/21","12:45 PM","31.97","0.00","0","2.48","0","34.45","-6.39","-3.20","-1.35","0","0"
"O-527317196431790","The Wing Shop - Alton Pkwy","Prepaid Order",,"11/28/21","2:14 PM","39.74","0.00","0","3.08","0","42.82","-7.95","-3.97","-1.61","0","0"
"O-751417031962933","The Wing Shop - Alton Pkwy","Prepaid Order",,"11/11/21","5:51 PM","31.97","0.00","0","2.48","0","34.45","-6.39","-3.20","-1.35","0","0"
"O-193917076895352","The Wing Shop - Alton Pkwy","Prepaid Order",,"11/15/21","5:50 PM","33.71","0.00","0","2.61","0","36.32","-6.74","-3.37","-1.41","0","0"
"O-977317188336672","The Wing Shop - Alton Pkwy","Prepaid Order",,"11/26/21","5:58 PM","44.70","0.00","0","3.46","0","48.16","-8.94","-4.47","-1.77","0","0"
"O-239116988413912","The Wing Shop - Alton Pkwy","Prepaid Order",,"11/6/21","7:30 PM","50.97","0.00","0","3.95","0","54.92","-10.19","-5.10","-1.98","0","0"
"O-314517185580956","The Wing Shop - Alton Pkwy","Prepaid Order",,"11/26/21","6:24 PM","53.97","0.00","0","4.18","0","58.15","-10.79","-5.40","-2.07","0","0"
"O-900516938114144","The Wing Shop - Alton Pkwy","Prepaid Order",,"11/2/21","5:34 PM","29.47","0.00","0","2.28","0","31.75","-5.89","-2.95","-1.27","0","0"
"O-718417144625796","The Wing Shop - Alton Pkwy","Prepaid Order",,"11/23/21","2:50 PM","39.74","0.00","0","3.08","0","42.82","-7.95","-3.97","-1.61","0","0"
"O-054317139904630","The Wing Shop - Alton Pkwy","Prepaid Order",,"11/21/21","8:10 PM","29.99","0.00","0","2.32","0","32.31","-6.00","-3.00","-1.29","0","0"
"T-AwEAAAAAABLIK8V5VnBDwxHsmZZXbWW4VjI","The Wing Shop - Alton Pkwy","Account Adjustment","75141703-1962933 KL","11/12/21","6:21 AM","0","0.00","0","0.00","0","4.99","0","0","0","0","0"
