order_id,provider,restaurant_name,order_datetime,order_type,payment_type,payment_status,customer_name,phone,email,address,subtotal,customer_delivery_fee,order_adjustments,tax,tip,total,partnership_fee,processing_fee,misc_fee,notes,statement_period_start,statement_period_end,account_id,source_file,email_date,added_at
24416669,,,2020-01-16T00:00:00,pickup,credit,paid,,,,,25.97,0.00,,1.91,0.00,,-1.95,-1.06,-1.30,source_excel | discount_for_order=-1.30,,,,All Orders Aroma.xlsx,,2026-02-10T15:40:32.863159
24462464,,,2020-01-17T00:00:00,delivery,credit,paid,,,,,36.70,1.99,,2.70,5.51,,-1.95,-1.80,-1.84,source_excel | discount_for_order=-1.84,,,,All Orders Aroma.xlsx,,2026-02-10T15:40:32.863387
24453838,,,2020-01-17T00:00:00,delivery,credit,paid,,,,,55.82,1.99,,4.11,5.58,,-1.95,-2.59,-2.79,source_excel | discount_for_order=-2.79,,,,All Orders Aroma.xlsx,,2026-02-10T15:40:32.863613
24455253,,,2020-01-17T00:00:00,delivery,credit,paid,,,,,30.18,1.99,,2.22,4.53,,-1.95,-1.50,-1.51,source_excel | discount_for_order=-1.51,,,,All Orders Aroma.xlsx,,2026-02-10T15:40:32.863837
24462168,,,2020-01-17T00:00:00,delivery,cash,authorized,,,,,25.06,1.99,,1.85,0.00,,-1.95,-0.00,-1.25,source_excel | discount_for_order=-1.25,,,,All Orders Aroma.xlsx,,2026-02-10T15:40:32.864066
24460378,,,2020-01-17T00:00:00,pickup,credit,paid,,,,,21.97,0.00,,1.62,0.00,,-1.95,-0.90,-1.10,source_excel | discount_for_order=-1.10,,,,All Orders Aroma.xlsx,,2026-02-10T15:40:32.864291
24462570,,,2020-01-17T00:00:00,pickup,credit,paid,,,,,33.72,0.00,,2.48,0.00,,-1.95,-1.38,-1.69,source_excel | discount_for_order=-1.69,,,,All Orders Aroma.xlsx,,2026-02-10T15:40:32.864516
24433379,,,2020-01-17T00:00:00,pickup,credit,paid,,,,,16.68,0.00,,1.23,0.00,,-1.95,-0.68,-0.83,source_excel | discount_for_order=-0.83,,,,All Orders Aroma.xlsx,,2026-02-10T15:40:32.864742
24461840,,,2020-01-17T00:00:00,pickup,credit,paid,,,,,34.66,0.00,,2.55,3.47,,-1.95,-1.56,-1.73,source_excel | discount_for_order=-1.73,,,,All Orders Aroma.xlsx,,2026-02-10T15:40:32.864966
24465638,,,2020-01-17T00:00:00,delivery,credit,paid,,,,,17.79,4.99,,1.31,3.00,,-1.95,-1.05,-0.89,source_excel | discount_for_order=-0.89,,,,All Orders Aroma.xlsx,,2026-02-10T15:40:32.865191
24495854,,,2020-01-18T00:00:00,pickup,credit,paid,,,,,15.98,0.00,,1.18,2.40,,-1.95,-0.75,-0.80,source_excel | discount_for_order=-0.80,,,,All Orders Aroma.xlsx,,2026-02-10T15:40:32.865415
24478236,,,2020-01-18T00:00:00,delivery,credit,paid,,,,,39.97,1.99,,2.94,6.00,,-1.95,-1.96,-2.00,source_excel | discount_for_order=-2.00,,,,All Orders Aroma.xlsx,,2026-02-10T15:40:32.865638
24506364,,,2020-01-18T00:00:00,delivery,credit,paid,,,,,18.98,4.99,,1.40,2.85,,-1.95,-1.09,-0.95,source_excel | discount_for_order=-0.95,,,,All Orders Aroma.xlsx,,2026-02-10T15:40:32.865862
24494866,,,2020-01-18T00:00:00,pickup,credit,paid,,,,,11.38,0.00,,0.84,0.00,,-1.95,-0.47,-0.57,source_excel | discount_for_order=-0.57,,,,All Orders Aroma.xlsx,,2026-02-10T15:40:32.866085
24523643,,,2020-01-19T00:00:00,pickup,credit,paid,,,,,8.99,0.00,,0.66,0.00,,-1.95,-0.37,-0.45,source_excel | discount_for_order=-0.45,,,,All Orders Aroma.xlsx,,2026-02-10T15:40:32.866309
24537929,,,2020-01-19T00:00:00,delivery,credit,paid,,,,,25.98,1.99,,1.91,2.00,,-1.95,-1.22,-1.30,source_excel | discount_for_order=-1.30,,,,All Orders Aroma.xlsx,,2026-02-10T15:40:32.866535
