Store Name,Store ID,Order ID,Workflow ID,Dining Mode,Order Channel,Order Status,Order Date / Refund date,Order Accept Time,Food Sales (excluding tax),Tax on Food Sales,Food sales (including tax),Adjustments (excluding tax),Tax on Adjustments,Promo Spend on food,Tax on Promotion on Food,Special Offer - Delivery,Tax on Special Offer - Delivery,Bag Fee,Marketing Service Fee Adjustment,Total Sales after Adjustments (including tax),Uber Service Fee,Delivery Network Fee,Order Processing Fee,Dispatch Fee,Tax on Dispatch Fee,Gratuity,Misc Payment Description,Miscellaneous Payments,Marketplace Facilitator Tax,Backup Withholding Tax,Payout,Payout Date
Aroma Pizza,,#8332E,b91cd6f3-f123-4b20-90dd-9d9a3c88332e,Delivery - Partner Using Uber App,iOS,Completed,2021-01-08,10:53,19.47,1.51,20.98,0,0,0,0,0,0,0,0,20.98,-3.7,0,0,0,0,0,,0,0,0,17.28,2021-01-11
Aroma Pizza,,#EA0EB,16d36853-06b9-49a5-ad1a-d415df6ea0eb,Pickup,iOS,Completed,2021-01-08,11:13,31.96,2.48,34.44,0,0,0,0,0,0,0,0,34.44,0,0,0,0,0,0,,0,0,0,34.44,2021-01-11
Aroma Pizza,,#C4B5E,14fecc68-762f-4f14-a916-562fc96c4b5e,Pickup,iOS,Completed,2021-01-08,11:19,28.97,2.25,31.22,0,0,0,0,0,0,0,0,31.22,0,0,0,0,0,0,,0,0,0,31.22,2021-01-11
Aroma Pizza,,#2BAA7,6361a1ec-3264-4f10-acd5-52bb72d2baa7,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-01-08,13:55,22.58,1.75,24.33,0,0,0,0,0,0,0,0,24.33,-4.29,0,0,0,0,0,,0,0,0,20.04,2021-01-11
Aroma Pizza,,#37679,8dc5a5ff-2a56-4433-88b7-816216437679,Delivery - Partner Using Uber App,iOS,Completed,2021-01-08,17:52,17.07,1.32,18.39,0,0,0,0,0,0,0,0,18.39,-3.24,0,0,0,0,0,,0,0,0,15.15,2021-01-11
Aroma Pizza,,#6BB67,65580064-2701-43de-9df2-1441a846bb67,Delivery - Partner Using Uber App,Android,Completed,2021-01-08,18:46,29.23,2.27,31.5,0,0,0,0,0,0,0,0,31.5,-5.55,0,0,0,0,0,,0,0,0,25.95,2021-01-11
Aroma Pizza,,#81BD5,12102f05-6bb7-4629-9175-07a7f5481bd5,Delivery - Partner Using Uber App,Android,Completed,2021-01-08,20:11,22.76,1.76,24.52,0,0,0,0,0,0,0,0,24.52,-4.32,0,0,0,0,0,,0,0,0,20.2,2021-01-11
Aroma Pizza,,#F88D9,7c86f334-f3e5-4c3b-9c01-5b49129f88d9,Delivery - Partner Using Uber App,Android,Completed,2021-01-09,16:57,17.99,1.39,19.38,0,0,0,0,0,0,0,0,19.38,-3.42,0,0,0,0,0,,0,0,0,15.96,2021-01-11
Aroma Pizza,,#20CB2,e3f2abb8-645d-487d-8dc1-a690fe320cb2,Delivery - Partner Using Uber App,iOS,Completed,2021-01-09,17:57,35.21,2.73,37.94,0,0,0,0,0,0,0,0,37.94,-6.69,0,0,0,0,0,,0,0,0,31.25,2021-01-11
Aroma Pizza,,#C7827,496ec6eb-e7f9-460e-9861-b050a1cc7827,Delivery - Partner Using Uber App,iOS,Completed,2021-01-09,18:07,31.15,2.41,33.56,0,0,0,0,0,0,0,0,33.56,-5.92,0,0,0,0,0,,0,0,0,27.64,2021-01-11
Aroma Pizza,,#F1BE8,98ed7621-0822-41ba-81a6-4c3dd9af1be8,Delivery - Partner Using Uber App,iOS,Completed,2021-01-10,15:39,56.15,4.35,60.5,0,0,0,0,0,0,0,0,60.5,-10.67,0,0,0,0,0,,0,0,0,49.83,2021-01-11
Aroma Pizza,,#E0E28,d65e79c4-3500-41aa-ba7e-d150235e0e28,Delivery - Partner Using Uber App,Android,Completed,2021-01-11,15:41,28.57,2.21,30.78,0,0,0,0,0,0,0,0,30.78,-5.43,0,0,0,0,0,,0,0,0,25.35,2021-01-18
Aroma Pizza,,#8368F,1842172b-e6f8-423c-a8bd-82baf898368f,Delivery - Partner Using Uber App,Android,Completed,2021-01-11,17:11,36.68,2.84,39.52,0,0,0,0,0,0,0,0,39.52,-6.97,0,0,0,0,0,,0,0,0,32.55,2021-01-18
Aroma Pizza,,#40855,9b31b4eb-d0e0-4e20-bade-60b06aa40855,Delivery - Partner Using Uber App,Android,Completed,2021-01-12,16:59,17.99,1.39,19.38,0,0,0,0,0,0,0,0,19.38,-3.42,0,0,0,0,0,,0,0,0,15.96,2021-01-18
Aroma Pizza,,#9D066,69576c2a-3d77-47b7-8c02-47dd0a59d066,Delivery - Partner Using Uber App,iOS,Completed,2021-01-12,17:12,29.47,2.28,31.75,0,0,0,0,0,0,0,0,31.75,-5.6,0,0,0,0,0,,0,0,0,26.15,2021-01-18
Aroma Pizza,,#9D628,fcc8f876-91be-42ef-8bb6-97f06949d628,Pickup,iOS,Completed,2021-01-12,18:04,19.98,1.55,21.53,0,0,0,0,0,0,0,0,21.53,0,0,0,0,0,0,,0,0,0,21.53,2021-01-18
Aroma Pizza,,#6EF0D,c67951b0-64b3-4136-8faa-1fb40016ef0d,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-01-12,18:51,23.57,1.83,25.4,0,0,0,0,0,0,0,0,25.4,-4.48,0,0,0,0,0,,0,0,0,20.92,2021-01-18
Aroma Pizza,,#FF7C9,2b1b67ea-1f12-46cd-a73c-74a162bff7c9,Delivery - Partner Using Uber App,iOS,Completed,2021-01-13,12:55,24.89,1.93,26.82,0,0,0,0,0,0,0,0,26.82,-4.73,0,0,0,0,0,,0,0,0,22.09,2021-01-18
Aroma Pizza,,#D5E6C,88f07c20-8f52-464f-acc9-573a123d5e6c,Pickup,Android,Completed,2021-01-13,17:38,25.48,1.97,27.45,0,0,0,0,0,0,0,0,27.45,0,0,0,0,0,0,,0,0,0,27.45,2021-01-18
Aroma Pizza,,#C04D8,898c572f-0a82-4916-811b-ec20fb5c04d8,Delivery - Partner Using Uber App,iOS,Completed,2021-01-13,20:21,52.93,4.1,57.03,0,0,0,0,0,0,0,0,57.03,-10.06,0,0,0,0,0,,0,0,0,46.97,2021-01-18
Aroma Pizza,,#4B167,c4903220-3a93-495e-bd5d-52defdb4b167,Delivery - Partner Using Uber App,iOS,Completed,2021-01-14,16:51,28.73,2.23,30.96,0,0,0,0,0,0,0,0,30.96,-5.46,0,0,0,0,0,,0,0,0,25.5,2021-01-18
Aroma Pizza,,#DFC8D,c75cc4b3-ddca-4cfe-87f4-9386da4dfc8d,Delivery - Partner Using Uber App,Android,Completed,2021-01-15,11:15,55.56,4.31,59.87,0,0,0,0,0,0,0,0,59.87,-10.56,0,0,0,0,0,,0,0,0,49.31,2021-01-18
Aroma Pizza,,#79BC2,ee11ca8d-3cdf-475f-9e7d-dd33e8e79bc2,Delivery - Partner Using Uber App,Android,Completed,2021-01-15,18:08,26.75,2.07,28.82,0,0,0,0,0,0,0,0,28.82,-5.08,0,0,0,0,0,,0,0,0,23.74,2021-01-18
Aroma Pizza,,#07C24,f375a7b8-1ff0-41b5-b957-1586ec207c24,Delivery - Partner Using Uber App,Android,Completed,2021-01-16,19:02,22.76,1.76,24.52,0,0,0,0,0,0,0,0,24.52,-4.32,0,0,0,0,0,,0,0,0,20.2,2021-01-18
Aroma Pizza,,#B9647,65db871f-a407-4e71-83c9-8d6ea4bb9647,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-01-17,18:06,20.98,1.63,22.61,0,0,0,0,0,0,0,0,22.61,-3.99,0,0,0,0,0,,0,0,0,18.62,2021-01-18
Aroma Pizza,,#65A3F,058ab6d4-c388-44c3-86a4-b4aa62c65a3f,Delivery - Partner Using Uber App,iOS,Completed,2021-01-17,19:01,29.48,2.28,31.76,0,0,0,0,0,0,0,0,31.76,-5.6,0,0,0,0,0,,0,0,0,26.16,2021-01-18
Aroma Pizza,,#E6A41,4b75684f-a19b-454f-9302-15c1806e6a41,Delivery - Partner Using Uber App,iOS,Completed,2021-01-17,20:31,23.33,1.81,25.14,0,0,0,0,0,0,0,0,25.14,-4.43,0,0,0,0,0,,0,0,0,20.71,2021-01-18
Aroma Pizza,,#A93AA,79f4e3d8-e18a-4d89-921c-71f978da93aa,Pickup,iOS,Completed,2021-01-17,20:47,13.97,1.08,15.05,0,0,0,0,0,0,0,0,15.05,0,0,0,0,0,0,,0,0,0,15.05,2021-01-18
Aroma Pizza,,#8857A,0af6e1a0-1bff-4856-86a4-58bff7c8857a,Delivery - Partner Using Uber App,Android,Completed,2021-01-18,11:14,15.74,1.22,16.96,0,0,0,0,0,0,0,0,16.96,-2.99,0,0,0,0,0,,0,0,0,13.97,2021-01-25
Aroma Pizza,,#AC071,a63fa731-b886-440a-bfc5-9fa2b7eac071,Delivery - Partner Using Uber App,Android,Completed,2021-01-18,14:49,10.99,0.85,11.84,0,0,0,0,0,0,0,0,11.84,-2.09,0,0,0,0,0,,0,0,0,9.75,2021-01-25
Aroma Pizza,,#2DA51,24ed8755-3b8e-4bd4-af89-c290aa02da51,Delivery - Partner Using Uber App,iOS,Completed,2021-01-18,14:57,24.96,1.93,26.89,0,0,0,0,0,0,0,0,26.89,-4.74,0,0,0,0,0,,0,0,0,22.15,2021-01-25
Aroma Pizza,,#49A7A,c368dd03-8339-4ec1-9b4d-d88b18449a7a,Delivery - Partner Using Uber App,iOS,Completed,2021-01-18,18:01,26.24,2.03,28.27,0,0,0,0,0,0,0,0,28.27,-4.99,0,0,0,0,0,,0,0,0,23.28,2021-01-25
Aroma Pizza,,#86468,91d0ed23-2da1-47b4-b2a3-0d6670186468,Delivery - Partner Using Uber App,iOS,Completed,2021-01-19,12:54,51.96,4.03,55.99,0,0,0,0,0,0,0,0,55.99,-9.87,0,0,0,0,0,,0,0,0,46.12,2021-01-25
Aroma Pizza,,#17CB7,ec19b241-d1b9-4651-9af2-74e7d0817cb7,Delivery - Partner Using Uber App,Android,Completed,2021-01-19,16:15,18.97,1.47,20.44,0,0,0,0,0,0,0,0,20.44,-3.6,0,0,0,0,0,,0,0,0,16.84,2021-01-25
Aroma Pizza,,#C6659,11e757d6-7d36-48a8-89e1-986485ec6659,Pickup,iOS,Completed,2021-01-19,16:53,41.96,3.25,45.21,0,0,0,0,0,0,0,0,45.21,0,0,0,0,0,0,,0,0,0,45.21,2021-01-25
Aroma Pizza,,#1B76E,0e8b4921-6f9d-4aad-9c67-2127f5f1b76e,Pickup,iOS,Completed,2021-01-20,16:46,17.98,1.39,19.37,0,0,0,0,0,0,0,0,19.37,0,0,0,0,0,0,,0,0,0,19.37,2021-01-25
Aroma Pizza,,#AE4CD,f20bdccb-c57e-4ab9-83df-dc0962dae4cd,Delivery - Partner Using Uber App,iOS,Completed,2021-01-20,19:14,65.29,5.06,70.35,0,0,0,0,0,0,0,0,70.35,-12.41,0,0,0,0,0,,0,0,0,57.94,2021-01-25
Aroma Pizza,,#1B85F,53972f8e-74d2-43fe-9685-3c5061c1b85f,Pickup,Uber Eats Web,Completed,2021-01-21,18:31,19.73,1.53,21.26,0,0,0,0,0,0,0,0,21.26,0,0,0,0,0,0,,0,0,0,21.26,2021-01-25
Aroma Pizza,,#721F3,7930f6af-b1e9-4b92-ad8a-77a3d91721f3,Delivery - Partner Using Uber App,iOS,Completed,2021-01-22,16:25,28.73,2.23,30.96,0,0,0,0,0,0,0,0,30.96,-5.46,0,0,0,0,0,,0,0,0,25.5,2021-01-25
Aroma Pizza,,#34771,a9fec766-633a-41ae-bd33-fa8d01c34771,Pickup,iOS,Completed,2021-01-22,17:30,44.47,3.45,47.92,0,0,0,0,0,0,0,0,47.92,0,0,0,0,0,0,,0,0,0,47.92,2021-01-25
Aroma Pizza,,#B060F,898ca68c-ff53-471c-9b30-d576859b060f,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-01-22,17:49,44.41,3.44,47.85,0,0,0,0,0,0,0,0,47.85,-8.44,0,0,0,0,0,,0,0,0,39.41,2021-01-25
Aroma Pizza,,#54EA0,0d51ace6-7683-4f75-8c73-0d67b0a54ea0,Delivery - Partner Using Uber App,Android,Completed,2021-01-22,17:55,34.33,2.66,36.99,0,0,0,0,0,0,0,0,36.99,-6.52,0,0,0,0,0,,0,0,0,30.47,2021-01-25
Aroma Pizza,,#54EA0,0d51ace6-7683-4f75-8c73-0d67b0a54ea0,,Unknown,Refund,2021-01-22,17:55,-34.33,-2.66,-36.99,0,0,0,0,0,0,0,,0,0,,,0,0,0,,0,0,0,-36.99,2021-02-01
Aroma Pizza,,#CC1D3,5c848c92-2ce5-4aa1-b2c4-bcaa6bacc1d3,Delivery - Partner Using Uber App,iOS,Completed,2021-01-22,20:28,21.74,1.68,23.42,0,0,0,0,0,0,0,0,23.42,-4.13,0,0,0,0,0,,0,0,0,19.29,2021-01-25
Aroma Pizza,,#29156,eabee704-9544-468d-b2c4-3ebdfe629156,Delivery - Partner Using Uber App,Android,Completed,2021-01-22,21:06,16.49,1.28,17.77,0,0,0,0,0,0,0,0,17.77,-3.13,0,0,0,0,0,,0,0,0,14.64,2021-01-25
Aroma Pizza,,#0163E,4a82d579-64e1-4368-bad3-cf05d910163e,Pickup,Uber Eats Web,Completed,2021-01-23,16:12,17.98,1.39,19.37,0,0,0,0,0,0,0,0,19.37,0,0,0,0,0,0,,0,0,0,19.37,2021-01-25
Aroma Pizza,,#50E68,9cd1b82d-8e86-4e2c-9900-6e0885050e68,Delivery - Partner Using Uber App,iOS,Completed,2021-01-23,17:22,18.98,1.47,20.45,0,0,0,0,0,0,0,0,20.45,-3.61,0,0,0,0,0,,0,0,0,16.84,2021-01-25
Aroma Pizza,,#EE8DD,d2f0b97b-e015-40c9-862f-11c6056ee8dd,Delivery - Partner Using Uber App,iOS,Completed,2021-01-23,18:03,30.23,2.34,32.57,0,0,0,0,0,0,0,0,32.57,-5.74,0,0,0,0,0,,0,0,0,26.83,2021-01-25
Aroma Pizza,,#F3DAA,7de0c706-3475-4401-b79a-6b99fe4f3daa,Delivery - Partner Using Uber App,Android,Completed,2021-01-23,18:57,18.49,1.43,19.92,0,0,0,0,0,0,0,0,19.92,-3.51,0,0,0,0,0,,0,0,0,16.41,2021-01-25
Aroma Pizza,,#212FC,5319d314-ab6d-434d-b876-69a72f7212fc,Delivery - Partner Using Uber App,Android,Completed,2021-01-23,19:09,22.76,1.76,24.52,0,0,0,0,0,0,0,0,24.52,-4.32,0,0,0,0,0,,0,0,0,20.2,2021-01-25
Aroma Pizza,,#93129,a56d80a0-6fa3-479d-94af-bc9e0e393129,Delivery - Partner Using Uber App,iOS,Completed,2021-01-23,19:41,22.49,1.74,24.23,0,0,0,0,0,0,0,0,24.23,-4.27,0,0,0,0,0,,0,0,0,19.96,2021-01-25
Aroma Pizza,,#E1DD2,d2bd01e5-4635-4564-a04b-0fa2781e1dd2,Delivery - Partner Using Uber App,iOS,Completed,2021-01-23,21:04,17.73,1.37,19.1,0,0,0,0,0,0,0,0,19.1,-3.37,0,0,0,0,0,,0,0,0,15.73,2021-01-25
Aroma Pizza,,#FAF98,864cb09d-6aad-4cc7-91bc-dad490efaf98,Delivery - Partner Using Uber App,iOS,Completed,2021-01-24,17:30,38.46,2.98,41.44,0,0,0,0,0,0,0,0,41.44,-7.31,0,0,0,0,0,,0,0,0,34.13,2021-01-25
Aroma Pizza,,#42A19,8c8291b1-0f14-45b7-bfd8-9c5d89742a19,Delivery - Partner Using Uber App,iOS,Completed,2021-01-24,18:23,30.98,2.4,33.38,0,0,0,0,0,0,0,0,33.38,-5.89,0,0,0,0,0,,0,0,0,27.49,2021-01-25
Aroma Pizza,,#10630,4575adf8-74ea-4f2d-b36f-d9c728310630,Delivery - Partner Using Uber App,iOS,Completed,2021-01-24,18:39,41.97,3.25,45.22,0,0,0,0,0,0,0,0,45.22,-7.97,0,0,0,0,0,,0,0,0,37.25,2021-01-25
Aroma Pizza,,#B5290,dfcab86b-1950-4eb9-a8cd-fda9ad4b5290,Delivery - Partner Using Uber App,Android,Completed,2021-01-24,18:57,15.48,1.2,16.68,0,0,0,0,0,0,0,0,16.68,-2.94,0,0,0,0,0,,0,0,0,13.74,2021-01-25
Aroma Pizza,,#4D0D8,76abd7b5-53dc-457a-8894-ecd3ac84d0d8,Delivery - Partner Using Uber App,Android,Completed,2021-01-24,19:40,22.58,1.75,24.33,0,0,0,0,0,0,0,0,24.33,-4.29,0,0,0,0,0,,0,0,0,20.04,2021-01-25
Aroma Pizza,,#90439,be1961d2-15f8-48c8-80c0-afd1b1d90439,Delivery - Partner Using Uber App,iOS,Completed,2021-01-25,11:29,36.97,2.87,39.84,0,0,0,0,0,0,0,0,39.84,-7.02,0,0,0,0,0,,0,0,0,32.82,2021-02-01
Aroma Pizza,,#37BE9,0eff9ff3-191d-4116-9f2a-4b9db8d37be9,Delivery - Partner Using Uber App,iOS,Completed,2021-01-25,15:56,18.84,1.46,20.3,0,0,0,0,0,0,0,0,20.3,-3.58,0,0,0,0,0,,0,0,0,16.72,2021-02-01
Aroma Pizza,,#8FE92,d6a12744-ce49-4ebb-a9ad-5d72b7b8fe92,Delivery - Partner Using Uber App,iOS,Completed,2021-01-26,19:08,31.97,2.48,34.45,0,0,0,0,0,0,0,0,34.45,-6.07,0,0,0,0,0,,0,0,0,28.38,2021-02-01
Aroma Pizza,,#9C675,0af50471-8286-4c1b-8957-4b9bc199c675,Delivery - Partner Using Uber App,iOS,Completed,2021-01-28,18:13,35.95,2.79,38.74,0,0,0,0,0,0,0,0,38.74,-6.83,0,0,0,0,0,,0,0,0,31.91,2021-02-01
Aroma Pizza,,#F098E,c7f3a390-8957-43e3-804d-bf3541af098e,Delivery - Partner Using Uber App,iOS,Completed,2021-01-28,19:13,30.98,2.4,33.38,0,0,0,0,0,0,0,0,33.38,-5.89,0,0,0,0,0,,0,0,0,27.49,2021-02-01
Aroma Pizza,,#467E2,a88bacde-e018-4c47-b6fc-65f5e0e467e2,Delivery - Partner Using Uber App,Android,Completed,2021-01-29,12:28,28.57,2.21,30.78,0,0,0,0,0,0,0,0,30.78,-5.43,0,0,0,0,0,,0,0,0,25.35,2021-02-01
Aroma Pizza,,#59B2F,96b6ad09-01df-433c-bfd0-c8e94c759b2f,Delivery - Partner Using Uber App,iOS,Completed,2021-01-29,12:29,20.76,1.61,22.37,0,0,0,0,0,0,0,0,22.37,-3.94,0,0,0,0,0,,0,0,0,18.43,2021-02-01
Aroma Pizza,,#3BAB0,55bc11a8-96e7-4926-8466-4ec8c993bab0,Pickup,iOS,Completed,2021-01-29,15:56,29.72,2.3,32.02,0,0,0,0,0,0,0,0,32.02,0,0,0,0,0,0,,0,0,0,32.02,2021-02-01
Aroma Pizza,,#AA0CB,eb7e962e-6c10-46d3-ac52-02759efaa0cb,Delivery - Partner Using Uber App,iOS,Completed,2021-01-29,17:36,26.38,2.04,28.42,0,0,0,0,0,0,0,0,28.42,-5.01,0,0,0,0,0,,0,0,0,23.41,2021-02-01
Aroma Pizza,,#33B62,c49be21a-8e5c-4dce-a63f-f1e0e3233b62,Delivery - Partner Using Uber App,iOS,Completed,2021-01-29,19:19,38.2,2.96,41.16,0,0,0,0,0,0,0,0,41.16,-7.26,0,0,0,0,0,,0,0,0,33.9,2021-02-01
Aroma Pizza,,#B596A,328b39aa-72d1-426e-a143-d21c019b596a,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-01-30,12:36,44.41,3.44,47.85,0,0,0,0,0,0,0,0,47.85,-8.44,0,0,0,0,0,,0,0,0,39.41,2021-02-01
Aroma Pizza,,#25CB4,b1a4a3cc-f337-468a-9bba-c3cdb2425cb4,Delivery - Partner Using Uber App,iOS,Completed,2021-01-30,18:45,47.81,3.71,51.52,0,0,0,0,0,0,0,0,51.52,-9.08,0,0,0,0,0,,0,0,0,42.44,2021-02-01
Aroma Pizza,,#26E86,bf7dc121-64de-414a-8c03-ecb7f3f26e86,Delivery - Partner Using Uber App,iOS,Completed,2021-01-30,19:37,28.71,2.23,30.94,0,0,0,0,0,0,0,0,30.94,-5.45,0,0,0,0,0,,0,0,0,25.49,2021-02-01
Aroma Pizza,,#A1616,c8f4fce0-b300-4319-bedd-6c4537ca1616,Delivery - Partner Using Uber App,iOS,Completed,2021-01-31,15:06,13.99,1.08,15.07,0,0,0,0,0,0,0,0,15.07,-2.66,0,0,0,0,0,,0,0,0,12.41,2021-02-01
Aroma Pizza,,#6414B,8109e2b6-878f-46f6-8ec5-83b48b56414b,Delivery - Partner Using Uber App,iOS,Completed,2021-01-31,20:17,30.32,2.35,32.67,0,0,0,0,0,0,0,0,32.67,-5.76,0,0,0,0,0,,0,0,0,26.91,2021-02-01
Aroma Pizza,,#29212,3bc2cb9c-fca1-4c8d-97c8-9c9a6d929212,Delivery - Partner Using Uber App,iOS,Completed,2021-01-31,21:23,27.93,2.16,30.09,0,0,0,0,0,0,0,0,30.09,-5.31,0,0,0,0,0,,0,0,0,24.78,2021-02-01
The Wing Stop ,,#6F9F5,d083d46a-d6ba-44e3-8810-14207996f9f5,Delivery - Partner Using Uber App,iOS,Completed,2021-01-02,13:04,15.49,1.2,16.69,0,0,0,0,0,0,0,0,16.69,-3.87,0,0,0,0,0,,0,0,0,12.82,2021-01-04
The Wing Stop ,,#6F55A,44912fa1-9cc0-4556-9f3c-2ba38586f55a,Delivery - Partner Using Uber App,iOS,Completed,2021-01-04,15:48,29.47,2.28,31.75,0,0,0,0,0,0,0,0,31.75,-7.37,0,0,0,0,0,,0,0,0,24.38,2021-01-11
The Wing Stop ,,#81678,91a9c196-c03c-48cc-92b4-a5a2f7881678,Delivery - Partner Using Uber App,iOS,Canceled,2021-01-04,17:12,8.98,0.7,9.68,0,0,0,0,0,0,0,0,9.68,-2.25,0,0,0,0,0,,0,0,0,7.43,2021-01-11
The Wing Stop ,,#48C1A,12729301-2e05-48e6-8570-bf539ff48c1a,Delivery - Partner Using Uber App,iOS,Completed,2021-01-04,17:58,29.99,2.32,32.31,0,0,0,0,0,0,0,0,32.31,-7.5,0,0,0,0,0,,0,0,0,24.81,2021-01-11
The Wing Stop ,,#09867,a4fd7c3d-b5a1-463c-9b9c-13505bc09867,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-01-04,18:12,10.48,0.81,11.29,0,0,0,0,0,0,0,0,11.29,-2.62,0,0,0,0,0,,0,0,0,8.67,2021-01-11
The Wing Stop ,,#EB782,dfec7f29-7180-4721-bf7d-9c0a9f5eb782,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-01-04,19:10,38.95,3.02,41.97,0,0,0,0,0,0,0,0,41.97,-9.74,0,0,0,0,0,,0,0,0,32.23,2021-01-11
The Wing Stop ,,#1263C,744d0fa8-6c3b-4eef-920f-69ea7b21263c,Delivery - Partner Using Uber App,iOS,Completed,2021-01-05,15:22,13.99,1.08,15.07,0,0,0,0,0,0,0,0,15.07,-3.5,0,0,0,0,0,,0,0,0,11.57,2021-01-11
The Wing Stop ,,#5BDB1,b6ddbf8c-bb6c-445b-8f2c-d6941455bdb1,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-01-05,16:05,83.65,6.48,90.13,0,0,0,0,0,0,0,0,90.13,-20.91,0,0,0,0,0,,0,0,0,69.22,2021-01-11
The Wing Stop ,,#21446,62614047-e6fc-43c7-80c2-a33e16521446,Delivery - Partner Using Uber App,iOS,Completed,2021-01-05,19:07,45.45,3.52,48.97,0,0,0,0,0,0,0,0,48.97,-11.36,0,0,0,0,0,,0,0,0,37.61,2021-01-11
The Wing Stop ,,#F5068,3802ae5b-e0a4-498c-8b96-aacdf6df5068,Delivery - Partner Using Uber App,iOS,Completed,2021-01-05,19:22,23.73,1.84,25.57,0,0,0,0,0,0,0,0,25.57,-5.93,0,0,0,0,0,,0,0,0,19.64,2021-01-11
