Store Name,Store ID,Order ID,Dining Mode,Order Channel,Order Status,Order Date / Refund date,Order Accept Time,Food Sales (excluding tax),Tax on Food Sales,Food sales (including tax),Adjustments (excluding tax),Tax on Adjustments,Promo Spend on food,Tax on Promotion on Food,Promo Spend on Delivery,Tax on Promo Spend on Delivery,Bag Fee,Marketing Service Fee Adjustment,Total Sales after Adjustments (including tax),Uber Service Fee,Delivery Network Fee,Order Processing Fee,Dispatch Fee,Tax on Dispatch Fee,Gratuity,Misc Payment Description,Miscellaneous Payments,Marketplace Facilitator Tax,Backup Withholding Tax,Payout,Payout Date
Ameci Pizza & Pasta - Lake Forest,,#8FD42,Delivery - Partner Using Uber App,iOS,Completed,2020-11-02,19:26,36.72,2.85,39.57,0,0,0,0,0,0,0,0,39.57,-6.98,0,0,0,0,0,,0,0,0,32.59,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#807E4,Delivery - Partner Using Uber App,iOS,Completed,2020-11-02,19:48,19.98,1.55,21.53,0,0,0,0,0,0,0,0,21.53,-3.8,0,0,0,0,0,,0,0,0,17.73,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#CB58F,Delivery - Partner Using Uber App,iOS,Completed,2020-11-03,12:40,24.98,1.94,26.92,0,0,0,0,0,0,0,0,26.92,-4.75,0,0,0,0,0,,0,0,0,22.17,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#B0B7C,Delivery - Partner Using Uber App,Android,Completed,2020-11-03,12:49,19.98,1.55,21.53,0,0,0,0,0,0,0,0,21.53,-3.8,0,0,0,0,0,,0,0,0,17.73,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#E0EA3,Delivery - Partner Using Uber App,iOS,Completed,2020-11-03,13:37,20.99,1.63,22.62,0,0,0,0,0,0,0,0,22.62,-3.99,0,0,0,0,0,,0,0,0,18.63,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#FB0C7,Delivery - Partner Using Uber App,iOS,Completed,2020-11-03,17:06,26.96,2.09,29.05,0,0,0,0,0,0,0,0,29.05,-5.12,0,0,0,0,0,,0,0,0,23.93,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#39649,Delivery - Partner Using Uber App,Android,Completed,2020-11-03,17:35,24.99,1.94,26.93,0,0,0,0,0,0,0,0,26.93,-4.75,0,0,0,0,0,,0,0,0,22.18,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#45EBB,Delivery - Partner Using Uber App,iOS,Completed,2020-11-03,18:19,47.93,3.71,51.64,0,0,0,0,0,0,0,0,51.64,-9.11,0,0,0,0,0,,0,0,0,42.53,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#C53E9,Delivery - Partner Using Uber App,iOS,Completed,2020-11-03,18:57,16.98,1.32,18.3,0,0,0,0,0,0,0,0,18.3,-3.23,0,0,0,0,0,,0,0,0,15.07,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#35973,Delivery - Partner Using Uber App,iOS,Completed,2020-11-03,20:44,32.8,2.54,35.34,0,0,0,0,0,0,0,0,35.34,-6.23,0,0,0,0,0,,0,0,0,29.11,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#4595C,Delivery - Partner Using Uber App,iOS,Completed,2020-11-03,20:59,28.22,2.19,30.41,0,0,0,0,0,0,0,0,30.41,-5.36,0,0,0,0,0,,0,0,0,25.05,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#E300F,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-05,14:09,38.71,3,41.71,0,0,0,0,0,0,0,0,41.71,-7.35,0,0,0,0,0,,0,0,0,34.36,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#D364A,Delivery - Partner Using Uber App,iOS,Completed,2020-11-05,15:29,22.99,1.78,24.77,0,0,0,0,0,0,0,0,24.77,-4.37,0,0,0,0,0,,0,0,0,20.4,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#A64A1,Delivery - Partner Using Uber App,iOS,Completed,2020-11-05,17:09,23.97,1.86,25.83,0,0,0,0,0,0,0,0,25.83,-4.55,0,0,0,0,0,,0,0,0,21.28,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#20E14,Delivery - Partner Using Uber App,Android,Completed,2020-11-05,17:27,24.99,1.94,26.93,0,0,0,0,0,0,0,0,26.93,-4.75,0,0,0,0,0,,0,0,0,22.18,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#FD359,Delivery - Partner Using Uber App,iOS,Completed,2020-11-05,17:49,40.83,3.16,43.99,0,0,0,0,0,0,0,0,43.99,-7.76,0,0,0,0,0,,0,0,0,36.23,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#55C1E,Delivery - Partner Using Uber App,iOS,Completed,2020-11-05,18:07,24.47,1.9,26.37,0,0,0,0,0,0,0,0,26.37,-4.65,0,0,0,0,0,,0,0,0,21.72,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#8AEA3,Delivery - Partner Using Uber App,iOS,Completed,2020-11-05,19:01,30.98,2.4,33.38,0,0,0,0,0,0,0,0,33.38,-5.89,0,0,0,0,0,,0,0,0,27.49,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#E2736,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-05,20:20,37.96,2.94,40.9,0,0,0,0,0,0,0,0,40.9,-7.21,0,0,0,0,0,,0,0,0,33.69,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#41364,Delivery - Partner Using Uber App,iOS,Completed,2020-11-06,11:43,94.47,7.32,101.79,0,0,0,0,0,0,0,0,101.79,-17.95,0,0,0,0,0,,0,0,0,83.84,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#742FC,Delivery - Partner Using Uber App,iOS,Completed,2020-11-06,14:11,30.23,2.34,32.57,0,0,0,0,0,0,0,0,32.57,-5.74,0,0,0,0,0,,0,0,0,26.83,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#7FE75,Delivery - Partner Using Uber App,Android,Completed,2020-11-06,14:36,20.98,1.63,22.61,0,0,0,0,0,0,0,0,22.61,-3.99,0,0,0,0,0,,0,0,0,18.62,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#93AF5,Delivery - Partner Using Uber App,Android,Completed,2020-11-06,15:50,23.6,1.83,25.43,0,0,0,0,0,0,0,0,25.43,-4.48,0,0,0,0,0,,0,0,0,20.95,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#BFC5E,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-06,16:33,17.99,1.39,19.38,0,0,0,0,0,0,0,0,19.38,-3.42,0,0,0,0,0,,0,0,0,15.96,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#18BE4,Delivery - Partner Using Uber App,iOS,Completed,2020-11-06,16:41,13.99,1.08,15.07,0,0,0,0,0,0,0,0,15.07,-2.66,0,0,0,0,0,,0,0,0,12.41,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#58B57,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-06,18:04,34.73,2.69,37.42,0,0,0,0,0,0,0,0,37.42,-6.6,0,0,0,0,0,,0,0,0,30.82,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#A6A64,Delivery - Partner Using Uber App,Android,Completed,2020-11-06,18:52,21.57,1.67,23.24,0,0,0,0,0,0,0,0,23.24,-4.1,0,0,0,0,0,,0,0,0,19.14,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#0822D,Delivery - Partner Using Uber App,iOS,Completed,2020-11-06,18:58,20.99,1.63,22.62,0,0,0,0,0,0,0,0,22.62,-3.99,0,0,0,0,0,,0,0,0,18.63,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#B9657,Delivery - Partner Using Uber App,iOS,Completed,2020-11-06,20:19,55.04,4.27,59.31,0,0,0,0,0,0,0,0,59.31,-10.46,0,0,0,0,0,,0,0,0,48.85,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#4E1C5,Delivery - Partner Using Uber App,iOS,Canceled,2020-11-06,22:45,18.97,1.47,20.44,0,0,0,0,0,0,0,0,20.44,-3.6,0,0,0,0,0,,0,0,0,16.84,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#1EBD8,Delivery - Partner Using Uber App,iOS,Completed,2020-11-07,11:52,12.99,1.01,14,0,0,0,0,0,0,0,0,14,-2.47,0,0,0,0,0,,0,0,0,11.53,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#DD181,Delivery - Partner Using Uber App,iOS,Completed,2020-11-07,12:03,29.48,2.28,31.76,0,0,0,0,0,0,0,0,31.76,-5.6,0,0,0,0,0,,0,0,0,26.16,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#F9101,Delivery - Partner Using Uber App,iOS,Completed,2020-11-07,15:28,29.72,2.3,32.02,0,0,0,0,0,0,0,0,32.02,-5.65,0,0,0,0,0,,0,0,0,26.37,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#1F0FF,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-07,18:28,38.26,2.97,41.23,0,0,0,0,0,0,0,0,41.23,-7.27,0,0,0,0,0,,0,0,0,33.96,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#6D1D5,Delivery - Partner Using Uber App,Android,Completed,2020-11-07,18:56,40.95,3.17,44.12,0,0,0,0,0,0,0,0,44.12,-7.78,0,0,0,0,0,,0,0,0,36.34,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#2B7F3,Pickup,iOS,Completed,2020-11-07,19:47,82.14,6.37,88.51,0,0,0,0,0,0,0,0,88.51,0,0,0,0,0,0,,0,0,0,88.51,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#887B5,Delivery - Partner Using Uber App,iOS,Completed,2020-11-07,20:15,26.73,2.07,28.8,0,0,0,0,0,0,0,0,28.8,-5.08,0,0,0,0,0,,0,0,0,23.72,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#1CFBD,Delivery - Partner Using Uber App,iOS,Completed,2020-11-07,20:18,36.95,2.86,39.81,0,0,0,0,0,0,0,0,39.81,-7.02,0,0,0,0,0,,0,0,0,32.79,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#980A8,Delivery - Partner Using Uber App,iOS,Completed,2020-11-07,22:21,34.46,2.67,37.13,0,0,0,0,0,0,0,0,37.13,-6.55,0,0,0,0,0,,0,0,0,30.58,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#A9B38,Delivery - Partner Using Uber App,iOS,Completed,2020-11-08,12:06,30.22,2.34,32.56,0,0,0,0,0,0,0,0,32.56,-5.74,0,0,0,0,0,,0,0,0,26.82,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#1312A,Delivery - Partner Using Uber App,iOS,Completed,2020-11-08,12:58,22.99,1.78,24.77,0,0,0,0,0,0,0,0,24.77,-4.37,0,0,0,0,0,,0,0,0,20.4,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#E875B,Delivery - Partner Using Uber App,Android,Completed,2020-11-08,18:11,26.74,2.07,28.81,0,0,0,0,0,0,0,0,28.81,-5.08,0,0,0,0,0,,0,0,0,23.73,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#9AA56,Delivery - Partner Using Uber App,iOS,Completed,2020-11-08,18:24,40.96,3.17,44.13,0,0,0,0,0,0,0,0,44.13,-7.78,0,0,0,0,0,,0,0,0,36.35,2020-11-09
Ameci Pizza & Pasta - Lake Forest,,#A29D8,Delivery - Partner Using Uber App,iOS,Completed,2020-11-09,12:35,39.73,3.08,42.81,0,0,0,0,0,0,0,0,42.81,-7.55,0,0,0,0,0,,0,0,0,35.26,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#9F857,Delivery - Partner Using Uber App,iOS,Completed,2020-11-09,15:47,29.48,2.28,31.76,0,0,0,0,0,0,0,0,31.76,-5.6,0,0,0,0,0,,0,0,0,26.16,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#49F98,Delivery - Partner Using Uber App,iOS,Completed,2020-11-09,18:00,27.34,2.12,29.46,0,0,0,0,0,0,0,0,29.46,-5.19,0,0,0,0,0,,0,0,0,24.27,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#9CDB9,Delivery - Partner Using Uber App,Android,Completed,2020-11-09,18:16,52.22,4.05,56.27,0,0,0,0,0,0,0,0,56.27,-9.92,0,0,0,0,0,,0,0,0,46.35,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#2BC7B,Delivery - Partner Using Uber App,Android,Completed,2020-11-09,18:38,50.67,3.93,54.6,0,0,0,0,0,0,0,0,54.6,-9.63,0,0,0,0,0,,0,0,0,44.97,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#EB85A,Delivery - Partner Using Uber App,iOS,Completed,2020-11-09,18:39,17.99,1.39,19.38,0,0,0,0,0,0,0,0,19.38,-3.42,0,0,0,0,0,,0,0,0,15.96,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#62E24,Delivery - Partner Using Uber App,iOS,Completed,2020-11-09,18:41,17.97,1.39,19.36,0,0,0,0,0,0,0,0,19.36,-3.41,0,0,0,0,0,,0,0,0,15.95,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#3FAA4,Delivery - Partner Using Uber App,iOS,Completed,2020-11-09,18:53,38.71,3,41.71,0,0,0,0,0,0,0,0,41.71,-7.35,0,0,0,0,0,,0,0,0,34.36,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#3FAA4,,Unknown,Refund,2020-11-09,18:53,-5.2,0,-5.2,0,0,0,0,0,0,0,,0,0,,,0,0,0,,0,0,0,-5.2,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#4C422,Pickup,iOS,Completed,2020-11-09,19:29,9.99,0.77,10.76,0,0,0,0,0,0,0,0,10.76,0,0,0,0,0,0,,0,0,0,10.76,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#AB975,Delivery - Partner Using Uber App,iOS,Completed,2020-11-09,20:05,19.98,1.55,21.53,0,0,0,0,0,0,0,0,21.53,-3.8,0,0,0,0,0,,0,0,0,17.73,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#B466F,Delivery - Partner Using Uber App,iOS,Completed,2020-11-10,12:17,23.97,1.86,25.83,0,0,0,0,0,0,0,0,25.83,-4.55,0,0,0,0,0,,0,0,0,21.28,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#B90FD,Delivery - Partner Using Uber App,iOS,Completed,2020-11-10,16:37,53.45,4.14,57.59,0,0,0,0,0,0,0,0,57.59,-10.16,0,0,0,0,0,,0,0,0,47.43,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#0B5F8,Delivery - Partner Using Uber App,iOS,Completed,2020-11-10,18:33,33.22,2.57,35.79,0,0,0,0,0,0,0,0,35.79,-6.31,0,0,0,0,0,,0,0,0,29.48,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#87E99,Delivery - Partner Using Uber App,iOS,Completed,2020-11-10,19:14,18.22,1.41,19.63,0,0,0,0,0,0,0,0,19.63,-3.46,0,0,0,0,0,,0,0,0,16.17,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#95DFB,Delivery - Partner Using Uber App,iOS,Completed,2020-11-10,20:02,21.73,1.68,23.41,0,0,0,0,0,0,0,0,23.41,-4.13,0,0,0,0,0,,0,0,0,19.28,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#95DFB,,Unknown,Refund,2020-11-10,20:02,-21.73,-1.69,-23.42,0,0,0,0,0,0,0,,0,0,,,0,0,0,,0,0,0,-23.42,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#B0956,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-10,20:58,33.72,2.61,36.33,0,0,0,0,0,0,0,0,36.33,-6.41,0,0,0,0,0,,0,0,0,29.92,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#AF561,Delivery - Partner Using Uber App,Android,Completed,2020-11-10,22:07,21.98,1.7,23.68,0,0,0,0,0,0,0,0,23.68,-4.18,0,0,0,0,0,,0,0,0,19.5,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#A8BD3,Delivery - Partner Using Uber App,Android,Completed,2020-11-11,13:06,22.98,1.78,24.76,0,0,0,0,0,0,0,0,24.76,-4.37,0,0,0,0,0,,0,0,0,20.39,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#C6A50,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-11,15:02,21.98,1.7,23.68,0,0,0,0,0,0,0,0,23.68,-4.18,0,0,0,0,0,,0,0,0,19.5,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#AC360,Delivery - Partner Using Uber App,iOS,Completed,2020-11-11,17:51,23.97,1.86,25.83,0,0,0,0,0,0,0,0,25.83,-4.55,0,0,0,0,0,,0,0,0,21.28,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#AC0A9,Delivery - Partner Using Uber App,iOS,Completed,2020-11-11,19:06,26.98,2.09,29.07,0,0,0,0,0,0,0,0,29.07,-5.13,0,0,0,0,0,,0,0,0,23.94,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#8A77F,Delivery - Partner Using Uber App,Android,Completed,2020-11-11,19:14,22.73,1.76,24.49,0,0,0,0,0,0,0,0,24.49,-4.32,0,0,0,0,0,,0,0,0,20.17,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#B2B0E,Delivery - Partner Using Uber App,Android,Completed,2020-11-11,20:50,16.48,1.28,17.76,0,0,0,0,0,0,0,0,17.76,-3.13,0,0,0,0,0,,0,0,0,14.63,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#B65B6,Delivery - Partner Using Uber App,iOS,Completed,2020-11-11,20:58,29.73,2.3,32.03,0,0,0,0,0,0,0,0,32.03,-5.65,0,0,0,0,0,,0,0,0,26.38,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#A03FF,Delivery - Partner Using Uber App,iOS,Completed,2020-11-11,21:12,9.99,0.77,10.76,0,0,0,0,0,0,0,0,10.76,-1.9,0,0,0,0,0,,0,0,0,8.86,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#1FC21,Delivery - Partner Using Uber App,Android,Completed,2020-11-11,21:56,28.72,2.23,30.95,0,0,0,0,0,0,0,0,30.95,-5.46,0,0,0,0,0,,0,0,0,25.49,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#92FA9,Delivery - Partner Using Uber App,Android,Completed,2020-11-12,14:09,19.74,1.53,21.27,0,0,0,0,0,0,0,0,21.27,-3.75,0,0,0,0,0,,0,0,0,17.52,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#955F0,Delivery - Partner Using Uber App,iOS,Completed,2020-11-12,14:25,24.72,1.92,26.64,0,0,0,0,0,0,0,0,26.64,-4.7,0,0,0,0,0,,0,0,0,21.94,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#C039E,Delivery - Partner Using Uber App,Android,Completed,2020-11-12,17:33,26.74,2.07,28.81,0,0,0,0,0,0,0,0,28.81,-5.08,0,0,0,0,0,,0,0,0,23.73,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#AC827,Delivery - Partner Using Uber App,iOS,Completed,2020-11-12,18:41,27.48,2.13,29.61,0,0,0,0,0,0,0,0,29.61,-5.22,0,0,0,0,0,,0,0,0,24.39,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#F50E5,Delivery - Partner Using Uber App,Android,Completed,2020-11-12,18:46,29.97,2.32,32.29,0,0,0,0,0,0,0,0,32.29,-5.69,0,0,0,0,0,,0,0,0,26.6,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#41270,Delivery - Partner Using Uber App,iOS,Completed,2020-11-12,18:52,16.98,1.32,18.3,0,0,0,0,0,0,0,0,18.3,-3.23,0,0,0,0,0,,0,0,0,15.07,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#9F21A,Delivery - Partner Using Uber App,iOS,Completed,2020-11-12,20:01,19.98,1.55,21.53,0,0,0,0,0,0,0,0,21.53,-3.8,0,0,0,0,0,,0,0,0,17.73,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#11AC9,Delivery - Partner Using Uber App,iOS,Completed,2020-11-12,21:04,42.21,3.27,45.48,0,0,0,0,0,0,0,0,45.48,-8.02,0,0,0,0,0,,0,0,0,37.46,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#7F35E,Delivery - Partner Using Uber App,iOS,Completed,2020-11-12,22:21,18.74,1.45,20.19,0,0,0,0,0,0,0,0,20.19,-3.56,0,0,0,0,0,,0,0,0,16.63,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#F77F2,Delivery - Partner Using Uber App,iOS,Completed,2020-11-13,13:23,20.74,1.61,22.35,0,0,0,0,0,0,0,0,22.35,-3.94,0,0,0,0,0,,0,0,0,18.41,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#BB0AB,Delivery - Partner Using Uber App,iOS,Completed,2020-11-13,15:01,29.95,2.32,32.27,0,0,0,0,0,0,0,0,32.27,-5.69,0,0,0,0,0,,0,0,0,26.58,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#DB927,Delivery - Partner Using Uber App,Android,Completed,2020-11-13,16:36,45.72,3.54,49.26,0,0,0,0,0,0,0,0,49.26,-8.69,0,0,0,0,0,,0,0,0,40.57,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#6AD10,Delivery - Partner Using Uber App,iOS,Completed,2020-11-13,17:06,28.72,2.23,30.95,0,0,0,0,0,0,0,0,30.95,-5.46,0,0,0,0,0,,0,0,0,25.49,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#C9768,Delivery - Partner Using Uber App,iOS,Completed,2020-11-13,17:52,26.21,2.03,28.24,0,0,0,0,0,0,0,0,28.24,-4.98,0,0,0,0,0,,0,0,0,23.26,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#BFDE2,Delivery - Partner Using Uber App,Android,Completed,2020-11-13,18:21,20.99,1.63,22.62,0,0,0,0,0,0,0,0,22.62,-3.99,0,0,0,0,0,,0,0,0,18.63,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#DCCD8,Pickup,iOS,Completed,2020-11-13,18:35,31.95,2.48,34.43,0,0,0,0,0,0,0,0,34.43,0,0,0,0,0,0,,0,0,0,34.43,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#E4230,Delivery - Partner Using Uber App,Android,Completed,2020-11-13,19:15,24.47,1.9,26.37,0,0,0,0,0,0,0,0,26.37,-4.65,0,0,0,0,0,,0,0,0,21.72,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#7DD6C,Delivery - Partner Using Uber App,Android,Completed,2020-11-13,19:35,12.58,0.97,13.55,0,0,0,0,0,0,0,0,13.55,-2.39,0,0,0,0,0,,0,0,0,11.16,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#51F9A,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-13,19:51,21.24,1.65,22.89,0,0,0,0,0,0,0,0,22.89,-4.04,0,0,0,0,0,,0,0,0,18.85,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#F16E0,Delivery - Partner Using Uber App,iOS,Completed,2020-11-13,20:25,40.16,3.11,43.27,0,0,0,0,0,0,0,0,43.27,-7.63,0,0,0,0,0,,0,0,0,35.64,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#7109D,Delivery - Partner Using Uber App,Android,Completed,2020-11-13,21:32,32.71,2.54,35.25,0,0,0,0,0,0,0,0,35.25,-6.21,0,0,0,0,0,,0,0,0,29.04,2020-11-16
Ameci Pizza & Pasta - Lake Forest,,#0CED4,Delivery - Partner Using Uber App,iOS,Completed,2020-11-13,22:01,15.47,1.2,16.67,0,0,0,0,0,0,0,0,16.67,-2.94,0,0,0,0,0,,0,0,0,13.73,2020-11-16
