"ID","Restaurant","Type","Description","Date","Time","Subtotal","Delivery Fee","Service Fee","Tax","Tip","Restaurant Total","Commission","Processing Fee","Withheld Tax"
"O-977317198360937","Ameci Pizza & Pasta - Trabuco Rd","Adjustment of O-977317198360937","Additional charge due to order change delivery fee ","11/28/21","4:12 PM","5.00","0.00","0","0.38","0","5.38","0","0","0"
"O-532216982626945","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/7/21","11:56 AM","44.45","2.99","0","3.67","4.00","55.11","-5.93","-1.98","0"
"W-174617124937776","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/20/21","5:16 PM","58.74","2.99","0","4.78","9.98","76.49","0","-2.63","0"
"O-532216972638261","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/5/21","5:39 PM","32.56","0.00","0","2.52","0","35.08","-4.07","-1.37","0"
"W-527317146438612","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/23/21","3:28 PM","14.99","0.00","0","1.16","0","16.15","0","-0.79","0"
"O-863617187342894","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/27/21","4:00 PM","27.34","2.99","0","2.35","6.54","39.22","-3.79","-1.50","0"
"O-832216967564896","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/4/21","9:20 PM","40.88","0.00","0","3.17","5.95","50.00","-5.11","-1.83","0"
"O-590717166159228","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/24/21","5:05 PM","34.22","0.00","0","2.65","0","36.87","-4.28","-1.42","0"
"O-242816942698960","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/3/21","5:00 PM","34.76","0.00","0","2.69","0","37.45","-4.35","-1.44","0"
"O-212716943471451","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/3/21","5:20 PM","24.28","2.99","0","2.11","4.40","33.78","-3.41","-1.33","0"
"W-901816936820114","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/1/21","6:01 PM","37.98","2.99","0","3.17","6.62","50.76","0","-1.85","0"
"O-186517049766128","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/12/21","6:25 PM","22.58","2.99","0","1.98","3.65","31.20","-3.20","-1.25","0"
"O-866516967102054","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/5/21","4:56 PM","29.98","2.99","0","2.55","5.32","40.84","-4.12","-1.55","0"
"O-560717038902758","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/11/21","7:15 PM","14.23","0.00","0","1.10","0","15.33","-1.78","-0.77","0"
"O-548917141955950","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/23/21","4:58 PM","14.99","0.00","0","1.16","1.00","17.15","-1.87","-0.82","0"
"W-974416957060498","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/3/21","6:04 PM","20.56","0.00","0","1.59","3.32","25.47","0","-1.08","0"
"O-374617042686893","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/12/21","5:31 PM","46.46","2.99","0","3.83","12.60","65.88","-6.18","-2.31","0"
"W-112417094870550","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/17/21","6:02 PM","22.58","0.00","0","1.75","0","24.33","0","-1.04","0"
"O-568217060264903","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/14/21","10:13 PM","19.20","0.00","0","1.49","0","20.69","-2.40","-0.93","0"
"O-131816975934070","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/5/21","8:59 PM","20.74","0.00","0","1.61","0","22.35","-2.59","-0.98","0"
"W-405416996392700","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/7/21","6:58 PM","33.97","2.99","0","2.86","5.97","45.79","0","-1.70","0"
"O-503717122190166","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/20/21","6:00 PM","47.79","2.99","0","3.93","6.00","60.71","-6.35","-2.15","0"
"O-685116999806138","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/7/21","5:51 PM","48.96","2.99","0","4.02","9.28","65.25","-6.49","-2.29","0"
"O-513517200747252","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/29/21","4:50 PM","41.27","0.00","0","3.20","0","44.47","-5.16","-1.66","0"
"O-246317040719353","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/12/21","5:14 PM","43.75","0.00","0","3.39","0","47.14","-5.47","-1.74","0"
"O-280917103917573","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/18/21","4:53 PM","21.98","2.99","0","1.93","8.07","34.97","-3.12","-1.37","0"
"O-548917181933246","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/26/21","5:51 PM","47.95","2.99","0","3.95","5.17","60.06","-6.37","-2.13","0"
"O-101417126135822","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/20/21","8:33 PM","9.99","4.99","0","1.16","4.04","20.18","-1.87","-0.92","0"
"O-628116944891275","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/2/21","9:37 PM","14.99","0.00","0","1.16","0","16.15","-1.87","-0.79","0"
"W-977317198331174","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/27/21","7:23 PM","62.97","2.99","0","5.11","10.66","81.73","0","-2.79","0"
"O-597817089250059","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/17/21","12:25 PM","12.97","0.00","0","1.01","0","13.98","-1.62","-0.73","0"
"W-560717078904376","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/15/21","6:28 PM","58.20","0.00","0","4.51","0","62.71","0","-2.21","0"
"O-503717182151901","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/27/21","12:28 PM","32.94","4.99","0","2.94","5.32","46.19","-4.74","-1.71","0"
"O-680717197202248","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/27/21","5:03 PM","16.32","0.00","0","1.26","0","17.58","-2.04","-0.84","0"
"O-574116950174179","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/4/21","3:43 PM","77.77","0.00","0","6.03","0","83.80","-9.72","-2.86","0"
"O-590717126155650","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/20/21","6:49 PM","35.26","2.99","0","2.96","8.24","49.45","-4.78","-1.81","0"
"O-716117139789894","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/21/21","4:48 PM","38.83","2.99","0","3.24","6.76","51.82","-5.23","-1.88","0"
"O-568217050264793","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/13/21","7:47 PM","41.76","0.00","0","3.24","0","45.00","-5.22","-1.67","0"
"O-466917074170339","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/15/21","5:36 PM","49.44","0.00","0","3.83","0","53.27","-6.18","-1.92","0"
"O-469517214813804","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/29/21","5:05 PM","68.30","0.00","0","5.29","0","73.59","-8.54","-2.54","0"
"W-685217189593778","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/27/21","12:21 PM","26.99","0.00","0","2.09","0","29.08","0","-1.19","0"
"O-527317216499431","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/29/21","7:36 PM","11.99","0.00","0","0.93","0","12.92","-1.50","-0.69","0"
"W-503717182191348","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/26/21","7:21 PM","29.35","2.99","0","2.50","6.97","41.81","0","-1.58","0"
"W-759216996640747","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/7/21","5:18 PM","29.98","0.00","0","2.32","4.85","37.15","0","-1.43","0"
"O-188117112636947","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/19/21","7:35 PM","31.79","2.99","0","2.69","6.85","44.32","-4.35","-1.65","0"
"O-536217199683566","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/27/21","7:07 PM","31.98","0.00","0","2.48","0","34.46","-4.00","-1.35","0"
"O-977317108339672","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/18/21","5:04 PM","43.96","2.99","0","3.64","7.59","58.18","-5.87","-2.07","0"
"O-590717166153480","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/24/21","6:50 PM","20.56","0.00","0","1.59","0","22.15","-2.57","-0.98","0"
"O-680717157201210","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/23/21","5:03 PM","34.73","0.00","0","2.69","0","37.42","-4.34","-1.44","0"
"W-193917046868754","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/12/21","8:19 PM","41.07","0.00","0","3.18","6.64","50.89","0","-1.85","0"
"O-862217044491500","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/12/21","8:24 PM","21.98","0.00","0","1.70","0","23.68","-2.75","-1.02","0"
"O-536217159685579","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/23/21","6:36 PM","33.97","2.99","0","2.86","5.97","45.79","-4.62","-1.70","0"
"O-716117149784046","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/22/21","8:38 PM","42.34","2.99","0","3.51","6.84","55.68","-5.67","-2.00","0"
"O-072516983703159","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/6/21","9:35 PM","21.98","2.99","0","1.93","8.07","34.97","-3.12","-1.37","0"
"W-374617032612307","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/12/21","12:00 PM","65.97","2.99","0","5.34","14.86","89.16","0","-3.02","0"
"W-309516970189932","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/5/21","6:10 PM","44.87","2.99","0","3.71","10.00","61.57","0","-2.18","0"
"O-469517144813270","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/22/21","5:14 PM","82.93","2.99","0","6.66","13.89","106.47","-10.74","-3.55","0"
"O-866516987102300","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/7/21","4:35 PM","36.56","2.99","0","3.06","5.91","48.52","-4.94","-1.78","0"
"O-582817126688084","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/20/21","5:53 PM","52.24","2.99","0","4.28","8.92","68.43","-6.90","-2.39","0"
"W-529317049054317","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/12/21","6:54 PM","28.97","2.99","0","2.48","3.00","37.44","0","-1.44","0"
"O-188117132637324","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/22/21","11:28 AM","23.98","0.00","0","1.86","0","25.84","-3.00","-1.09","0"
"O-977317198360937","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/28/21","11:41 AM","16.98","0.00","0","1.32","5.00","23.30","-2.12","-1.01","0"
"O-568217070256385","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/15/21","8:45 PM","22.98","0.00","0","1.78","3.71","28.47","-2.87","-1.17","0"
"O-529317059056997","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/13/21","5:45 PM","60.01","0.00","0","4.65","0","64.66","-7.50","-2.27","0"
"O-911616941957188","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/3/21","4:54 PM","34.07","0.00","0","2.64","0","36.71","-4.26","-1.42","0"
"O-059717039233433","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/11/21","7:13 PM","21.98","2.99","0","1.93","8.07","34.97","-3.12","-1.37","0"
"O-762816982639945","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/7/21","3:00 PM","62.56","2.99","0","5.08","10.59","81.22","-8.19","-2.78","0"
"O-314517145509669","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/23/21","12:20 PM","174.89","0.00","0","13.55","0","188.44","-21.86","-6.05","0"
"O-059717019238298","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/9/21","4:16 PM","62.75","0.00","0","4.86","0","67.61","-7.84","-2.36","0"
"O-832217007562091","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/8/21","9:26 PM","25.98","2.99","0","2.24","4.20","35.41","-3.62","-1.38","0"
"W-680717227208843","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/30/21","5:49 PM","87.69","4.99","0","7.19","9.99","109.86","0","-3.65","0"
"O-616316920611851","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/1/21","1:31 PM","10.99","0.00","0","0.85","1.50","13.34","-1.37","-0.71","0"
"W-568217080259440","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/16/21","5:46 PM","40.98","2.99","0","3.41","7.11","54.49","0","-1.96","0"
"O-503717112197705","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/19/21","6:20 PM","23.30","4.99","0","2.20","4.57","35.06","-3.54","-1.37","0"
"W-996217048586235","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/12/21","6:56 PM","31.55","2.99","0","2.68","7.44","44.66","0","-1.66","0"
"O-210517064144418","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/14/21","4:57 PM","53.71","0.00","0","4.16","0","57.87","-6.71","-2.07","0"
"W-891917109900774","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/19/21","12:11 PM","21.99","2.99","0","1.93","4.04","30.95","0","-1.24","0"
"O-891917129997936","Ameci Pizza & Pasta - Trabuco Rd","Cash Order",,"11/20/21","4:25 PM","81.93","0.00","0","6.35","0","88.28","-10.24","0","0"
"W-574117000176418","Ameci Pizza & Pasta - Trabuco Rd","Prepaid Order",,"11/8/21","5:57 PM","35.69","2.99","0","3.00","8.34","50.02","0","-1.83","0"
