Store Name,Store ID,Order ID,Workflow ID,Dining Mode,Order Channel,Order Status,Order Date / Refund date,Order Accept Time,Food Sales (excluding tax),Tax on Food Sales,Food sales (including tax),Adjustments (excluding tax),Tax on Adjustments,Promo Spend on food,Tax on Promotion on Food,Special Offer - Delivery,Tax on Special Offer - Delivery,Bag Fee,Marketing Service Fee Adjustment,Total Sales after Adjustments (including tax),Uber Service Fee,Delivery Network Fee,Order Processing Fee,Merchant Fee,Tax on Merchant Fee,Gratuity,Misc Payment Description,Miscellaneous Payments,Marketplace Facilitator Tax,Backup Withholding Tax,Payout,Payout Date,Markup Amount,Markup Tax,Service Fee %
Aroma Pizza,,#CEAA2,d381e600-3046-463e-8362-574edfcceaa2,Delivery - Partner Using Uber App,UberEats iOS,Completed,6/3/21,7:33 PM,27.97,2.17,30.14,0,0,0,0,0,0,0,0,30.14,-5.31,0,0,0,0,0,,0,-2.17,0,22.66,6/7/21,0,0,19
Aroma Pizza,,#54FB3,16f06c8b-51d8-49d9-b47e-e34874e54fb3,Delivery - Partner Using Uber App,UberEats Android,Completed,6/3/21,8:17 PM,42.96,3.33,46.29,0,0,0,0,0,0,0,0,46.29,-8.16,0,0,0,0,0,,0,-3.33,0,34.8,6/7/21,0,0,19
Aroma Pizza,,#8494E,765a2174-08fa-495b-aa53-a6e197a8494e,Delivery - Partner Using Uber App,UberEats Web,Completed,6/3/21,9:15 PM,17.7,1.37,19.07,0,0,0,0,0,0,0,0,19.07,-3.36,0,0,0,0,0,,0,-1.37,0,14.34,6/7/21,0,0,19
Aroma Pizza,,#551F3,8cadb51f-73a4-440d-8996-51f685b551f3,Delivery - Partner Using Uber App,UberEats iOS,Completed,6/4/21,11:06 AM,21.73,1.68,23.41,0,0,0,0,0,0,0,0,23.41,-4.13,0,0,0,0,0,,0,-1.68,0,17.6,6/7/21,0,0,19
Aroma Pizza,,#F9C0C,98cf43fa-e9cf-4291-b779-4caed79f9c0c,Pickup,UberEats Android,Completed,6/4/21,11:54 AM,15.98,1.24,17.22,0,0,0,0,0,0,0,0,17.22,0,0,0,0,0,0,,0,-1.24,0,15.98,6/7/21,0,0,
Aroma Pizza,,#934F5,5a206e87-17b9-4ea7-acf7-4a3c3b6934f5,Delivery - Partner Using Uber App,UberEats Android,Completed,6/4/21,1:21 PM,18.48,1.43,19.91,0,0,0,0,0,0,0,0,19.91,-3.51,0,0,0,0,0,,0,-1.43,0,14.97,6/7/21,0,0,19
Aroma Pizza,,#9AD3D,31494c7f-e7a7-47d9-bfeb-bb1b3b69ad3d,Delivery - Partner Using Uber App,Postmates iOS,Completed,6/4/21,2:05 PM,62.18,4.82,67,0,0,0,0,0,0,0,0,67,-16.79,0,0,0,0,0,,0,-4.82,0,45.39,6/7/21,0,0,27
Aroma Pizza,,#EA5E5,a7c63008-ae42-42cb-87c3-8c90613ea5e5,Delivery - Partner Using Uber App,Postmates iOS,Completed,6/4/21,3:46 PM,35.21,2.73,37.94,0,0,0,0,0,0,0,0,37.94,-9.51,0,0,0,0,0,,0,-2.73,0,25.7,6/7/21,0,0,27
Aroma Pizza,,#92D1B,d9f70d53-fa59-459e-9676-92f7f8f92d1b,Delivery - Partner Using Uber App,Postmates iOS,Completed,6/4/21,4:44 PM,23.96,1.86,25.82,0,0,0,0,0,0,0,0,25.82,-6.47,0,0,0,0,0,,0,-1.86,0,17.49,6/7/21,0,0,27
Aroma Pizza,,#9E725,67947b56-059b-4ce3-8918-b235c029e725,Pickup,UberEats iOS,Completed,6/4/21,5:08 PM,28.97,2.25,31.22,0,0,0,0,0,0,0,0,31.22,0,0,0,0,0,0,,0,-2.25,0,28.97,6/7/21,0,0,
Aroma Pizza,,#ADF55,0cddd5cf-8d23-4c47-a22e-cbe4f16adf55,Delivery - Partner Using Uber App,UberEats iOS,Completed,6/4/21,7:53 PM,16.49,1.28,17.77,0,0,0,0,0,0,0,0,17.77,-3.13,0,0,0,0,0,,0,-1.28,0,13.36,6/7/21,0,0,19
Aroma Pizza,,#CD002,5c3ed63a-4c91-4ea4-916f-889e0ddcd002,Delivery - Partner Using Uber App,UberEats Web,Completed,6/4/21,8:46 PM,14.46,1.12,15.58,0,0,0,0,0,0,0,0,15.58,-2.75,0,0,0,0,0,,0,-1.12,0,11.71,6/7/21,0,0,19
Aroma Pizza,,#F137B,c6bfbb17-5c11-4ab1-8ee0-2b6aa37f137b,Delivery - Partner Using Uber App,UberEats iOS,Completed,6/4/21,8:38 PM,40.47,3.14,43.61,0,0,0,0,0,0,0,0,43.61,-7.69,0,0,0,0,0,,0,-3.14,0,32.78,6/7/21,0,0,19
Aroma Pizza,,#E8F08,71c976a8-5940-4f32-83a4-1a405fce8f08,Pickup,UberEats iOS,Completed,6/4/21,8:54 PM,22.77,1.76,24.53,0,0,0,0,0,0,0,0,24.53,0,0,0,0,0,0,,0,-1.76,0,22.77,6/7/21,0,0,
Aroma Pizza,,#1E2F0,24ab0e24-e497-4e07-8a25-c4dd0561e2f0,Delivery - Partner Using Uber App,UberEats iOS,Completed,6/4/21,9:25 PM,28.45,2.2,30.65,0,0,0,0,0,0,0,0,30.65,-5.41,0,0,0,0,0,,0,-2.2,0,23.04,6/7/21,0,0,19
Aroma Pizza,,#F734A,212def7e-a3ac-41cb-8e33-37b4dddf734a,Delivery - Partner Using Uber App,Postmates iOS,Completed,6/5/21,2:34 PM,30.96,2.17,33.13,0,0,0,0,0,0,0,0,33.13,-8.36,0,0,0,0,0,,0,-2.17,0,22.6,6/7/21,0,0,27
Aroma Pizza,,#07F49,ae3aa4e9-d097-4048-a6fa-516af0907f49,Delivery - Partner Using Uber App,UberEats iOS,Completed,6/5/21,6:02 PM,33.97,2.63,36.6,0,0,0,0,0,0,0,0,36.6,-6.45,0,0,0,0,0,,0,-2.63,0,27.52,6/7/21,0,0,19
Aroma Pizza,,#EFC4D,e99ef132-ab34-4cd9-868d-88c3e91efc4d,Delivery - Partner Using Uber App,UberEats iOS,Completed,6/5/21,5:55 PM,30.45,2.36,32.81,0,0,0,0,0,0,0,0,32.81,-5.79,0,0,0,0,0,,0,-2.36,0,24.66,6/7/21,0,0,19
Aroma Pizza,,#9F3D5,a68204d5-980f-495c-8bd2-dacbcbc9f3d5,Delivery - Partner Using Uber App,Postmates Android,Completed,6/5/21,7:40 PM,11.99,0.93,12.92,0,0,0,0,0,0,0,0,12.92,-3.24,0,0,0,0,0,,0,-0.93,0,8.75,6/7/21,0,0,27
Aroma Pizza,,#2C214,912dfa24-f790-4a08-b38d-2f824922c214,Delivery - Partner Using Uber App,UberEats iOS,Completed,6/6/21,2:59 PM,20.96,1.62,22.58,0,0,0,0,0,0,0,0,22.58,-3.98,0,0,0,0,0,,0,-1.62,0,16.98,6/7/21,0,0,19
Aroma Pizza,,#6C9DD,a59419e8-aec2-4fb2-9a3b-2339a006c9dd,Delivery - Partner Using Uber App,Postmates iOS,Completed,6/6/21,4:38 PM,12.99,1.01,14,0,0,0,0,0,0,0,0,14,-3.51,0,0,0,0,0,,0,-1.01,0,9.48,6/7/21,0,0,27
Aroma Pizza,,#C310E,c154d2a9-d609-4ccc-b98d-2898f19c310e,Delivery - Partner Using Uber App,Postmates Android,Completed,6/6/21,6:12 PM,14.99,1.16,16.15,0,0,0,0,0,0,0,0,16.15,-4.05,0,0,0,0,0,,0,-1.16,0,10.94,6/7/21,0,0,27
Aroma Pizza,,#A3C68,fb4fa4ec-864c-4e3c-8dbf-5b02886a3c68,Delivery - Partner Using Uber App,UberEats iOS,Completed,6/6/21,6:03 PM,16.98,1.32,18.3,0,0,0,0,0,0,0,0,18.3,-3.23,0,0,0,0,0,,0,-1.32,0,13.75,6/7/21,0,0,19
Aroma Pizza,,#ED814,e07314ca-5b3a-4e5f-bb39-4d53bd4ed814,Delivery - Partner Using Uber App,Postmates Android,Completed,6/6/21,8:21 PM,14.99,1.16,16.15,0,0,0,0,0,0,0,0,16.15,-4.05,0,0,0,0,0,,0,-1.16,0,10.94,6/7/21,0,0,27
Aroma Pizza,,#3CE6B,1c71e9e5-2ee3-4e6c-b5f4-6fa64023ce6b,Delivery - Partner Using Uber App,UberEats iOS,Completed,6/7/21,12:55 PM,30.96,2.4,33.36,0,0,0,0,0,0,0,0,33.36,-5.88,0,0,0,0,0,,0,-2.4,0,25.08,6/14/21,0,0,19
Aroma Pizza,,#9033C,ad31ca12-721a-4fb4-a899-e4b33199033c,Delivery - Partner Using Uber App,Postmates iOS,Completed,6/7/21,6:20 PM,20.98,1.63,22.61,0,0,0,0,0,0,0,0,22.61,-5.66,0,0,0,0,0,,0,-1.63,0,15.32,6/14/21,0,0,27
Aroma Pizza,,#6CDCE,bfcb8640-9fd5-4b32-8546-86d05206cdce,Pickup,Postmates iOS,Completed,6/7/21,6:37 PM,13.98,1.08,15.06,0,0,0,0,0,0,0,0,15.06,-2.1,0,0,0,0,0,,0,-1.08,0,11.88,6/14/21,0,0,15
Aroma Pizza,,#A4197,61e4b7c2-e3ee-4112-b9b8-02e08a8a4197,Pickup,UberEats iOS,Completed,6/8/21,6:28 PM,38.96,3.02,41.98,0,0,0,0,0,0,0,0,41.98,0,0,0,0,0,0,,0,-3.02,0,38.96,6/14/21,0,0,
Aroma Pizza,,#52E53,45078df1-1e75-41f6-b0d4-7b2093552e53,Delivery - Partner Using Uber App,UberEats Android,Completed,6/8/21,7:08 PM,48.72,3.78,52.5,0,0,0,0,0,0,0,0,52.5,-9.26,0,0,0,0,0,,0,-3.78,0,39.46,6/14/21,0,0,19
Aroma Pizza,,#1E0CB,f4565e56-3b21-4c1e-98f4-f7168a51e0cb,Delivery - Partner Using Uber App,UberEats iOS,Completed,6/8/21,7:49 PM,24.73,1.92,26.65,0,0,0,0,0,0,0,0,26.65,-4.7,0,0,0,0,0,,0,-1.92,0,20.03,6/14/21,0,0,19
Aroma Pizza,,#74852,2325f3c6-862e-4e65-aca4-8b12eeb74852,Delivery - Partner Using Uber App,Postmates iOS,Completed,6/8/21,8:33 PM,35.96,2.79,38.75,0,0,0,0,0,0,0,0,38.75,-9.71,0,0,0,0,0,,0,-2.79,0,26.25,6/14/21,0,0,27
Aroma Pizza,,#85A40,19697073-9622-4bba-ba1d-72490e285a40,Delivery - Partner Using Uber App,UberEats Android,Completed,6/9/21,1:14 PM,44.05,3.41,47.46,0,0,0,0,0,0,0,0,47.46,-8.37,0,0,0,0,0,,0,-3.41,0,35.68,6/14/21,0,0,19
Aroma Pizza,,#BD078,1b3c4a37-6c97-4705-aa6a-eefa9ccbd078,Delivery - Partner Using Uber App,Postmates iOS,Completed,6/9/21,4:10 PM,25.98,2.01,27.99,0,0,0,0,0,0,0,0,27.99,-7.01,0,0,0,0,0,,0,-2.01,0,18.97,6/14/21,0,0,27
Aroma Pizza,,#3B1FE,961bb40f-df46-40fb-8860-e47463b3b1fe,Delivery - Partner Using Uber App,Postmates Android,Completed,6/9/21,5:50 PM,26.95,2.09,29.04,0,0,0,0,0,0,0,0,29.04,-7.28,0,0,0,0,0,,0,-2.09,0,19.67,6/14/21,0,0,27
Aroma Pizza,,#190EF,b5c420c6-2424-475e-8f03-232c2c2190ef,Delivery - Partner Using Uber App,UberEats iOS,Completed,6/9/21,6:43 PM,31.98,2.48,34.46,0,0,0,0,0,0,0,0,34.46,-6.08,0,0,0,0,0,,0,-2.48,0,25.9,6/14/21,0,0,19
Aroma Pizza,,#10089,5c0aedfb-50a5-4721-bd22-d5c743e10089,Delivery - Partner Using Uber App,Postmates iOS,Completed,6/9/21,9:23 PM,31.97,2.48,34.45,0,0,0,0,0,0,0,0,34.45,-8.63,0,0,0,0,0,,0,-2.48,0,23.34,6/14/21,0,0,27
Aroma Pizza,,#D38D5,911e051e-98dd-43cb-ae42-a90516bd38d5,Delivery - Partner Using Uber App,UberEats iOS,Completed,6/10/21,11:16 AM,18.97,1.47,20.44,0,0,0,0,0,0,0,0,20.44,-3.6,0,0,0,0,0,,0,-1.47,0,15.37,6/14/21,0,0,19
Aroma Pizza,,#768F8,66f14faf-0968-4ea1-9ebc-63b6193768f8,Delivery - Partner Using Uber App,UberEats Android,Completed,6/10/21,11:12 AM,27.95,2.17,30.12,0,0,0,0,0,0,0,0,30.12,-5.31,0,0,0,0,0,,0,-2.17,0,22.64,6/14/21,0,0,19
Aroma Pizza,,#8C8C7,bb41d9fc-5586-45ff-8132-eee39a08c8c7,Delivery - Partner Using Uber App,UberEats Android,Completed,6/10/21,11:14 AM,61.21,4.74,65.95,0,0,0,0,0,0,0,0,65.95,-11.63,0,0,0,0,0,,0,-4.74,0,49.58,6/14/21,0,0,19
Aroma Pizza,,#86446,91e5de88-6e9a-42f8-a1d2-d86454f86446,Delivery - Partner Using Uber App,UberEats iOS,Completed,6/10/21,12:58 PM,48.13,3.73,51.86,0,0,0,0,0,0,0,0,51.86,-9.14,0,0,0,0,0,,0,-3.73,0,38.99,6/14/21,0,0,19
Aroma Pizza,,#950D3,1097084d-bcd0-4fcb-8fdf-7f45804950d3,Delivery - Partner Using Uber App,Postmates Android,Completed,6/10/21,5:49 PM,19.28,1.49,20.77,0,0,0,0,0,0,0,0,20.77,-5.21,0,0,0,0,0,,0,-1.49,0,14.07,6/14/21,0,0,27
Aroma Pizza,,#B3999,d2cdb0c7-d8bd-4e1e-8124-74ad286b3999,Delivery - Partner Using Uber App,UberEats Android,Completed,6/10/21,5:56 PM,30.48,2.36,32.84,0,0,0,0,0,0,0,0,32.84,-5.79,0,0,0,0,0,,0,-2.36,0,24.69,6/14/21,0,0,19
Aroma Pizza,,#7F794,7d51ce65-a824-4547-a9b7-172c24b7f794,Delivery - Partner Using Uber App,UberEats iOS,Completed,6/10/21,6:26 PM,35.47,2.75,38.22,0,0,0,0,0,0,0,0,38.22,-6.74,0,0,0,0,0,,0,-2.75,0,28.73,6/14/21,0,0,19
Aroma Pizza,,#0F66D,d54ece92-8f2e-413a-9c0c-667f1070f66d,Delivery - Partner Using Uber App,Postmates iOS,Completed,6/10/21,6:49 PM,16.98,1.32,18.3,0,0,0,0,0,0,0,0,18.3,-4.58,0,0,0,0,0,,0,-1.32,0,12.4,6/14/21,0,0,27
Aroma Pizza,,#9E428,eec36e2c-7b88-4d53-b98d-68ec14c9e428,Delivery - Partner Using Uber App,Postmates Android,Completed,6/10/21,9:00 PM,22.97,1.78,24.75,0,0,0,0,0,0,0,0,24.75,-6.2,0,0,0,0,0,,0,-1.78,0,16.77,6/14/21,0,0,27
Aroma Pizza,,#0E0D2,8fe280a0-8b5d-4215-9da8-54f71b70e0d2,Delivery - Partner Using Uber App,Postmates iOS,Completed,6/11/21,12:14 PM,30.56,2.37,32.93,0,0,0,0,0,0,0,0,32.93,-8.25,0,0,0,0,0,,0,-2.37,0,22.31,6/14/21,0,0,27
Aroma Pizza,,#4F323,6b16e120-e0b9-4a94-9c93-6b09f8a4f323,Delivery - Partner Using Uber App,Postmates iOS,Completed,6/11/21,12:21 PM,12.99,1.01,14,0,0,0,0,0,0,0,0,14,-3.51,0,0,0,0,0,,0,-1.01,0,9.48,6/14/21,0,0,27
Aroma Pizza,,#EC539,cf24885d-e38b-4fb8-8919-11e8f32ec539,Pickup,UberEats iOS,Completed,6/11/21,12:53 PM,29.96,2.32,32.28,0,0,0,0,0,0,0,0,32.28,0,0,0,0,0,0,,0,-2.32,0,29.96,6/14/21,0,0,
Aroma Pizza,,#E87B5,6a966248-3137-4927-bf1c-4075b1fe87b5,Delivery - Partner Using Uber App,UberEats iOS,Completed,6/11/21,3:51 PM,32.16,2.49,34.65,0,0,0,0,0,0,0,0,34.65,-6.11,0,0,0,0,0,,0,-2.49,0,26.05,6/14/21,0,0,19
Aroma Pizza,,#AB1EE,2e2a60b5-7ea7-4831-acac-c596f5aab1ee,Delivery - Partner Using Uber App,Postmates iOS,Completed,6/11/21,6:58 PM,17.44,1.35,18.79,0,0,0,0,0,0,0,0,18.79,-4.71,0,0,0,0,0,,0,-1.35,0,12.73,6/14/21,0,0,27
Aroma Pizza,,#10B86,1ef531b6-af0f-4d66-8a23-fac00ee10b86,Pickup,UberEats iOS,Completed,6/11/21,6:27 PM,19.99,1.55,21.54,0,0,0,0,0,0,0,0,21.54,0,0,0,0,0,0,,0,-1.55,0,19.99,6/14/21,0,0,
Aroma Pizza,,#E8F13,c1e585c9-653b-4065-9f8c-c9ec2bbe8f13,Delivery - Partner Using Uber App,Postmates iOS,Completed,6/11/21,9:14 PM,38.42,2.98,41.4,0,0,0,0,0,0,0,0,41.4,-10.37,0,0,0,0,0,,0,-2.98,0,28.05,6/14/21,0,0,27
Aroma Pizza,,#68F7F,dbb73005-7848-41c0-9828-e1e53be68f7f,Delivery - Partner Using Uber App,Postmates iOS,Completed,6/11/21,9:07 PM,16.97,1.32,18.29,0,0,0,0,0,0,0,0,18.29,-4.58,0,0,0,0,0,,0,-1.32,0,12.39,6/14/21,0,0,27
Aroma Pizza,,#F8AC1,0e060f53-13ef-4424-b7e7-84452a8f8ac1,Delivery - Partner Using Uber App,UberEats iOS,Completed,6/12/21,12:11 PM,27.96,2.17,30.13,0,0,0,0,0,0,0,0,30.13,-5.31,0,0,0,0,0,,0,-2.17,0,22.65,6/14/21,0,0,19
Aroma Pizza,,#1269A,3b589ce9-b617-49df-afa8-9353a821269a,Pickup,UberEats iOS,Completed,6/12/21,12:27 PM,49.96,3.87,53.83,0,0,0,0,0,0,0,0,53.83,0,0,0,0,0,0,,0,-3.87,0,49.96,6/14/21,0,0,
Aroma Pizza,,#556AC,2424aa99-bc55-459d-b83d-e9bbe59556ac,Delivery - Partner Using Uber App,UberEats iOS,Completed,6/12/21,2:41 PM,21.98,1.7,23.68,0,0,0,0,0,0,0,0,23.68,-4.18,0,0,0,0,0,,0,-1.7,0,17.8,6/14/21,0,0,19
Aroma Pizza,,#EDCD4,c72e303c-07a3-46ec-a793-f8b0fbeedcd4,Delivery - Partner Using Uber App,UberEats iOS,Completed,6/12/21,9:11 PM,32.19,2.49,34.68,0,0,0,0,0,0,0,0,34.68,-6.12,0,0,0,0,0,,0,-2.49,0,26.07,6/14/21,0,0,19
Aroma Pizza,,#42528,a5c2e8b6-d3c6-40bd-bf7e-385a0f442528,Delivery - Partner Using Uber App,Postmates iOS,Completed,6/13/21,1:08 PM,19.72,1.53,21.25,0,0,0,0,0,0,0,0,21.25,-5.32,0,0,0,0,0,,0,-1.53,0,14.4,6/14/21,0,0,27
Aroma Pizza,,#63626,295a63d0-24cf-4477-96b1-83d87e463626,Delivery - Partner Using Uber App,Postmates iOS,Completed,6/13/21,3:16 PM,32.75,2.54,35.29,0,0,0,0,0,0,0,0,35.29,-8.84,0,0,0,0,0,,0,-2.54,0,23.91,6/14/21,0,0,27
Aroma Pizza,,#59DDA,1b9335fa-0de9-4468-aa6a-fd9ae2b59dda,Delivery - Partner Using Uber App,UberEats Android,Completed,6/13/21,5:13 PM,24.94,1.93,26.87,0,0,0,0,0,0,0,0,26.87,-4.74,0,0,0,0,0,,0,-1.93,0,20.2,6/14/21,0,0,19
Aroma Pizza,,#33847,c697a25b-84cc-4b44-a977-cc95a8b33847,Delivery - Partner Using Uber App,UberEats iOS,Completed,6/13/21,8:05 PM,20.98,1.63,22.61,0,0,0,0,0,0,0,0,22.61,-3.99,0,0,0,0,0,,0,-1.63,0,16.99,6/14/21,0,0,19
Aroma Pizza,,#FE54A,1db9e9a1-2f26-4b51-a60f-a3d3b87fe54a,Delivery - Partner Using Uber App,UberEats iOS,Completed,6/14/21,2:56 PM,22.74,1.76,24.5,0,0,0,0,0,0,0,0,24.5,-4.32,0,0,0,0,0,,0,-1.76,0,18.42,6/21/21,0,0,19
Aroma Pizza,,#8E59C,21dd3e84-9231-4512-af97-f125f918e59c,Delivery - Partner Using Uber App,UberEats Web,Completed,6/14/21,8:47 PM,16.49,1.28,17.77,0,0,0,0,0,0,0,0,17.77,-3.13,0,0,0,0,0,,0,-1.28,0,13.36,6/21/21,0,0,19
Aroma Pizza,,#1A0DD,145cc299-3f5e-4df4-8cdc-80774571a0dd,Delivery - Partner Using Uber App,Postmates iOS,Completed,6/15/21,5:38 PM,22.55,1.75,24.3,0,0,0,0,0,0,0,0,24.3,-6.09,0,0,0,0,0,,0,-1.75,0,16.46,6/21/21,0,0,27
Aroma Pizza,,#8FE27,3e94451f-e2ed-438b-a3de-a71beba8fe27,Delivery - Partner Using Uber App,Postmates iOS,Completed,6/15/21,5:46 PM,27.21,2.11,29.32,0,0,0,0,0,0,0,0,29.32,-7.35,0,0,0,0,0,,0,-2.11,0,19.86,6/21/21,0,0,27
Aroma Pizza,,#0E962,10e84a03-ec76-4452-bbbd-93ff1f80e962,Delivery - Partner Using Uber App,UberEats iOS,Completed,6/15/21,6:20 PM,74.47,5.77,80.24,0,0,0,0,0,0,0,0,80.24,-14.15,0,0,0,0,0,,0,-5.77,0,60.32,6/21/21,0,0,19
Aroma Pizza,,#57DA1,ec86d012-b843-46bd-853b-154ed7d57da1,Delivery - Partner Using Uber App,Postmates iOS,Completed,6/15/21,8:34 PM,22.98,1.78,24.76,0,0,0,0,0,0,0,0,24.76,-6.2,0,0,0,0,0,,0,-1.78,0,16.78,6/21/21,0,0,27
Aroma Pizza,,#206A6,4ae55113-c405-420a-a6da-6f3ba87206a6,Delivery - Partner Using Uber App,Postmates Android,Completed,6/16/21,6:52 PM,22.48,1.74,24.22,0,0,0,0,0,0,0,0,24.22,-6.07,0,0,0,0,0,,0,-1.74,0,16.41,6/21/21,0,0,27
