"Facility","Brand","Source","Date","Total Orders","Total Revenue"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","doordash","2021-06-07","3","$38.85"
"Aroma Pizza - Lake Forest","Trattoria Contadina","ubereats","2021-06-07","3","$66.43"
"Aroma Pizza - Lake Forest","Trattoria Contadina","grubhub","2021-06-07","1","$24.98"
"Aroma Pizza - Lake Forest","44bcba91-e563-447b-becc-9f9290b18b63","doordash","2021-06-07","1","$40.97"
"Aroma Pizza - Lake Forest","c8b2e742-0870-4f3e-84e3-71137b4ee7e5","ubereats","2021-06-07","1","$22.98"
"Aroma Pizza - Lake Forest","8456bd71-66df-4022-87fe-6e35388b0712","doordash","2021-06-08","1","$15.99"
"Aroma Pizza - Lake Forest","Aroma Pizza","grubhub","2021-06-08","3","$118.57"
"Aroma Pizza - Lake Forest","44bcba91-e563-447b-becc-9f9290b18b63","doordash","2021-06-08","2","$56.95"
"Aroma Pizza - Lake Forest","Aroma Pizza","doordash","2021-06-08","9","$245.66"
"Aroma Pizza - Lake Forest","Trattoria Contadina","grubhub","2021-06-08","4","$152.57"
"Aroma Pizza - Lake Forest","The Wing Stop","ubereats","2021-06-08","6","$155.37"
"Aroma Pizza - Lake Forest","c6bcb3e5-1c3f-453e-88e8-2a5f70d39791","doordash","2021-06-08","1","$20.40"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","doordash","2021-06-08","1","$20.48"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","ubereats","2021-06-08","2","$40.96"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","doordash","2021-06-08","2","$42.85"
"Aroma Pizza - Lake Forest","44bcba91-e563-447b-becc-9f9290b18b63","grubhub","2021-06-08","1","$14.49"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","grubhub","2021-06-08","2","$61.94"
"Aroma Pizza - Lake Forest","The Wing Stop","grubhub","2021-06-08","6","$180.51"
"Aroma Pizza - Lake Forest","Aroma Pizza","ubereats","2021-06-08","4","$148.37"
"Aroma Pizza - Lake Forest","c8b2e742-0870-4f3e-84e3-71137b4ee7e5","ubereats","2021-06-08","1","$21.00"
"Aroma Pizza - Lake Forest","7be74213-d4c9-4ca3-8dcc-00b6e3107599","ubereats","2021-06-08","1","$20.00"
"Aroma Pizza - Lake Forest","Trattoria Contadina","ubereats","2021-06-08","1","$13.49"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","ubereats","2021-06-08","1","$13.99"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","doordash","2021-06-08","2","$38.97"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","ubereats","2021-06-08","1","$41.96"
"Aroma Pizza - Lake Forest","692ed9a2-d0d7-4a4e-bc47-3e76336f3663","grubhub","2021-06-08","1","$35.98"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","doordash","2021-06-08","3","$112.93"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","doordash","2021-06-09","6","$153.95"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","ubereats","2021-06-09","2","$108.43"
"Aroma Pizza - Lake Forest","44bcba91-e563-447b-becc-9f9290b18b63","doordash","2021-06-09","1","$19.98"
"Aroma Pizza - Lake Forest","4ff519b2-481c-4f12-b894-9e2f8d9a4f1d","doordash","2021-06-09","2","$42.97"
"Aroma Pizza - Lake Forest","8456bd71-66df-4022-87fe-6e35388b0712","doordash","2021-06-09","1","$35.47"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","doordash","2021-06-09","4","$85.91"
"Aroma Pizza - Lake Forest","Trattoria Contadina","ubereats","2021-06-09","3","$76.66"
"Aroma Pizza - Lake Forest","Aroma Pizza","ubereats","2021-06-09","5","$160.93"
"Aroma Pizza - Lake Forest","Trattoria Contadina","grubhub","2021-06-09","1","$21.95"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","doordash","2021-06-09","1","$12.99"
"Aroma Pizza - Lake Forest","ca7590de-e9a1-49eb-8287-9e3ad0832ec9","ubereats","2021-06-09","1","$51.96"
"Aroma Pizza - Lake Forest","44bcba91-e563-447b-becc-9f9290b18b63","grubhub","2021-06-09","1","$11.99"
"Aroma Pizza - Lake Forest","Aroma Pizza","grubhub","2021-06-09","7","$237.94"
"Aroma Pizza - Lake Forest","ca7590de-e9a1-49eb-8287-9e3ad0832ec9","doordash","2021-06-09","1","$28.48"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","ubereats","2021-06-09","2","$53.00"
"Aroma Pizza - Lake Forest","The Wing Stop","ubereats","2021-06-09","4","$93.44"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","ubereats","2021-06-09","3","$105.91"
"Aroma Pizza - Lake Forest","Aroma Pizza","doordash","2021-06-09","13","$356.82"
"Aroma Pizza - Lake Forest","The Wing Stop","grubhub","2021-06-09","7","$237.94"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","doordash","2021-06-10","1","$30.97"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","ubereats","2021-06-10","1","$9.99"
"Aroma Pizza - Lake Forest","4ff519b2-481c-4f12-b894-9e2f8d9a4f1d","ubereats","2021-06-10","1","$29.48"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","grubhub","2021-06-10","1","$28.90"
"Aroma Pizza - Lake Forest","ca7590de-e9a1-49eb-8287-9e3ad0832ec9","doordash","2021-06-10","1","$12.99"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","doordash","2021-06-10","3","$72.75"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","ubereats","2021-06-10","2","$72.96"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","doordash","2021-06-10","3","$100.91"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","ubereats","2021-06-10","3","$84.00"
"Aroma Pizza - Lake Forest","Aroma Pizza","doordash","2021-06-10","5","$127.83"
"Aroma Pizza - Lake Forest","The Wing Stop","grubhub","2021-06-10","6","$152.43"
"Aroma Pizza - Lake Forest","7be74213-d4c9-4ca3-8dcc-00b6e3107599","ubereats","2021-06-10","1","$25.94"
"Aroma Pizza - Lake Forest","The Wing Stop","ubereats","2021-06-10","7","$166.91"
"Aroma Pizza - Lake Forest","692ed9a2-d0d7-4a4e-bc47-3e76336f3663","grubhub","2021-06-10","1","$27.48"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","grubhub","2021-06-10","1","$22.98"
"Aroma Pizza - Lake Forest","Aroma Pizza","grubhub","2021-06-10","4","$99.97"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","doordash","2021-06-10","6","$174.64"
"Aroma Pizza - Lake Forest","Aroma Pizza","ubereats","2021-06-10","9","$281.44"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","grubhub","2021-06-11","1","$12.95"
"Aroma Pizza - Lake Forest","8456bd71-66df-4022-87fe-6e35388b0712","doordash","2021-06-11","1","$21.98"
"Aroma Pizza - Lake Forest","The Wing Stop","ubereats","2021-06-11","8","$180.90"
"Aroma Pizza - Lake Forest","Aroma Pizza","grubhub","2021-06-11","7","$295.24"
"Aroma Pizza - Lake Forest","Aroma Pizza","doordash","2021-06-11","24","$822.72"
"Aroma Pizza - Lake Forest","Trattoria Contadina","grubhub","2021-06-11","1","$35.22"
"Aroma Pizza - Lake Forest","692ed9a2-d0d7-4a4e-bc47-3e76336f3663","doordash","2021-06-11","1","$25.23"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","ubereats","2021-06-11","1","$28.99"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","doordash","2021-06-11","5","$145.87"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","ubereats","2021-06-11","1","$18.98"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","doordash","2021-06-11","1","$22.24"
"Aroma Pizza - Lake Forest","c8b2e742-0870-4f3e-84e3-71137b4ee7e5","doordash","2021-06-11","1","$13.00"
"Aroma Pizza - Lake Forest","692ed9a2-d0d7-4a4e-bc47-3e76336f3663","grubhub","2021-06-11","1","$34.98"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","ubereats","2021-06-11","3","$85.20"
"Aroma Pizza - Lake Forest","The Wing Stop","grubhub","2021-06-11","9","$334.46"
"Aroma Pizza - Lake Forest","Aroma Pizza","ubereats","2021-06-11","8","$198.49"
"Aroma Pizza - Lake Forest","7be74213-d4c9-4ca3-8dcc-00b6e3107599","ubereats","2021-06-11","2","$30.00"
"Aroma Pizza - Lake Forest","Trattoria Contadina","ubereats","2021-06-11","3","$95.41"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","doordash","2021-06-11","2","$48.95"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","doordash","2021-06-11","5","$109.60"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","doordash","2021-06-11","3","$98.99"
"Aroma Pizza - Lake Forest","ca7590de-e9a1-49eb-8287-9e3ad0832ec9","doordash","2021-06-11","2","$97.41"
"Aroma Pizza - Lake Forest","692ed9a2-d0d7-4a4e-bc47-3e76336f3663","doordash","2021-06-12","1","$25.49"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","doordash","2021-06-12","2","$40.46"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","ubereats","2021-06-12","1","$12.99"
"Aroma Pizza - Lake Forest","44bcba91-e563-447b-becc-9f9290b18b63","doordash","2021-06-12","1","$66.85"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","doordash","2021-06-12","1","$38.00"
"Aroma Pizza - Lake Forest","Trattoria Contadina","ubereats","2021-06-12","4","$90.92"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","doordash","2021-06-12","1","$26.90"
"Aroma Pizza - Lake Forest","8456bd71-66df-4022-87fe-6e35388b0712","doordash","2021-06-12","1","$21.48"
"Aroma Pizza - Lake Forest","Aroma Pizza","grubhub","2021-06-12","9","$281.00"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","ubereats","2021-06-12","1","$41.00"
"Aroma Pizza - Lake Forest","The Wing Stop","ubereats","2021-06-12","3","$62.45"
"Aroma Pizza - Lake Forest","The Wing Stop","grubhub","2021-06-12","11","$339.98"
"Aroma Pizza - Lake Forest","Aroma Pizza","doordash","2021-06-12","13","$589.90"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","doordash","2021-06-12","1","$20.48"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","doordash","2021-06-12","1","$20.74"
"Aroma Pizza - Lake Forest","Aroma Pizza","ubereats","2021-06-12","4","$132.09"
"Aroma Pizza - Lake Forest","7be74213-d4c9-4ca3-8dcc-00b6e3107599","ubereats","2021-06-12","1","$59.84"
"Aroma Pizza - Lake Forest","Trattoria Contadina","grubhub","2021-06-12","1","$29.72"
"Aroma Pizza - Lake Forest","c8b2e742-0870-4f3e-84e3-71137b4ee7e5","ubereats","2021-06-12","2","$119.93"
"Aroma Pizza - Lake Forest","692ed9a2-d0d7-4a4e-bc47-3e76336f3663","ubereats","2021-06-12","1","$23.98"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","ubereats","2021-06-12","1","$54.72"
"Aroma Pizza - Lake Forest","7be74213-d4c9-4ca3-8dcc-00b6e3107599","ubereats","2021-06-13","1","$19.00"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","ubereats","2021-06-13","1","$76.98"
"Aroma Pizza - Lake Forest","Trattoria Contadina","ubereats","2021-06-13","1","$24.98"
"Aroma Pizza - Lake Forest","Aroma Pizza","ubereats","2021-06-13","4","$98.39"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","ubereats","2021-06-13","2","$64.05"
"Aroma Pizza - Lake Forest","ca7590de-e9a1-49eb-8287-9e3ad0832ec9","grubhub","2021-06-13","1","$18.98"
"Aroma Pizza - Lake Forest","The Wing Stop","grubhub","2021-06-13","7","$258.75"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","doordash","2021-06-13","5","$118.60"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","ubereats","2021-06-13","2","$58.22"
"Aroma Pizza - Lake Forest","44bcba91-e563-447b-becc-9f9290b18b63","doordash","2021-06-13","1","$13.99"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","doordash","2021-06-13","2","$43.96"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","doordash","2021-06-13","2","$62.97"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","doordash","2021-06-13","1","$47.50"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","ubereats","2021-06-13","1","$14.49"
"Aroma Pizza - Lake Forest","c8b2e742-0870-4f3e-84e3-71137b4ee7e5","doordash","2021-06-13","2","$70.99"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","grubhub","2021-06-13","1","$12.95"
"Aroma Pizza - Lake Forest","Aroma Pizza","doordash","2021-06-13","18","$549.19"
"Aroma Pizza - Lake Forest","The Wing Stop","ubereats","2021-06-13","3","$117.23"
"Aroma Pizza - Lake Forest","ca7590de-e9a1-49eb-8287-9e3ad0832ec9","ubereats","2021-06-13","1","$47.96"
"Aroma Pizza - Lake Forest","Aroma Pizza","grubhub","2021-06-13","6","$257.00"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","doordash","2021-06-13","2","$50.96"
"Aroma Pizza - Lake Forest","The Wing Stop","grubhub","2021-06-14","2","$41.14"
"Aroma Pizza - Lake Forest","Aroma Pizza","grubhub","2021-06-14","1","$26.15"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","doordash","2021-06-14","1","$19.98"
"Aroma Pizza - Lake Forest","Aroma Pizza","ubereats","2021-06-14","2","$39.23"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","grubhub","2021-06-14","1","$31.97"
"Aroma Pizza - Lake Forest","Aroma Pizza","doordash","2021-06-14","7","$179.35"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","doordash","2021-06-14","5","$66.75"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","ubereats","2021-06-14","1","$42.98"
"Aroma Pizza - Lake Forest","The Wing Stop","ubereats","2021-06-14","3","$159.44"
"Aroma Pizza - Lake Forest","Trattoria Contadina","ubereats","2021-06-14","1","$30.97"
"Aroma Pizza - Lake Forest","8456bd71-66df-4022-87fe-6e35388b0712","ubereats","2021-06-14","0","$0.00"
"Aroma Pizza - Lake Forest","Trattoria Contadina","grubhub","2021-06-14","1","$49.40"
"Aroma Pizza - Lake Forest","c8b2e742-0870-4f3e-84e3-71137b4ee7e5","ubereats","2021-06-14","0","$0.00"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","grubhub","2021-06-14","1","$41.85"
"Aroma Pizza - Lake Forest","44bcba91-e563-447b-becc-9f9290b18b63","grubhub","2021-06-14","1","$57.90"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","doordash","2021-06-14","1","$25.00"
"Aroma Pizza - Lake Forest","4ff519b2-481c-4f12-b894-9e2f8d9a4f1d","doordash","2021-06-14","1","$11.99"
"Aroma Pizza - Lake Forest","Trattoria Contadina","grubhub","2021-06-15","2","$50.93"
"Aroma Pizza - Lake Forest","Aroma Pizza","grubhub","2021-06-15","6","$252.93"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","doordash","2021-06-15","2","$57.96"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","ubereats","2021-06-15","1","$12.99"
"Aroma Pizza - Lake Forest","Aroma Pizza","doordash","2021-06-15","9","$320.74"
"Aroma Pizza - Lake Forest","The Wing Stop","ubereats","2021-06-15","8","$194.15"
"Aroma Pizza - Lake Forest","44bcba91-e563-447b-becc-9f9290b18b63","ubereats","2021-06-15","1","$19.98"
"Aroma Pizza - Lake Forest","c6bcb3e5-1c3f-453e-88e8-2a5f70d39791","doordash","2021-06-15","1","$13.95"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","grubhub","2021-06-15","1","$128.00"
"Aroma Pizza - Lake Forest","The Wing Stop","grubhub","2021-06-15","7","$284.67"
"Aroma Pizza - Lake Forest","4ff519b2-481c-4f12-b894-9e2f8d9a4f1d","doordash","2021-06-15","1","$13.99"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","ubereats","2021-06-15","1","$49.98"
"Aroma Pizza - Lake Forest","Aroma Pizza","ubereats","2021-06-15","4","$147.21"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","doordash","2021-06-15","3","$87.20"
"Aroma Pizza - Lake Forest","Trattoria Contadina","ubereats","2021-06-15","1","$11.99"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","doordash","2021-06-15","5","$136.37"
"Aroma Pizza - Lake Forest","c8b2e742-0870-4f3e-84e3-71137b4ee7e5","doordash","2021-06-15","1","$54.98"
"Aroma Pizza - Lake Forest","692ed9a2-d0d7-4a4e-bc47-3e76336f3663","grubhub","2021-06-15","1","$13.99"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","ubereats","2021-06-15","1","$24.98"
"Aroma Pizza - Lake Forest","7be74213-d4c9-4ca3-8dcc-00b6e3107599","ubereats","2021-06-15","2","$40.99"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","doordash","2021-06-16","2","$77.00"
"Aroma Pizza - Lake Forest","The Wing Stop","ubereats","2021-06-16","4","$98.93"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","grubhub","2021-06-16","1","$27.90"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","doordash","2021-06-16","1","$19.74"
"Aroma Pizza - Lake Forest","4ff519b2-481c-4f12-b894-9e2f8d9a4f1d","grubhub","2021-06-16","1","$16.49"
"Aroma Pizza - Lake Forest","7be74213-d4c9-4ca3-8dcc-00b6e3107599","grubhub","2021-06-16","1","$19.00"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","doordash","2021-06-16","4","$74.75"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","ubereats","2021-06-16","1","$33.47"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","grubhub","2021-06-16","1","$35.97"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","doordash","2021-06-16","1","$30.97"
"Aroma Pizza - Lake Forest","c8b2e742-0870-4f3e-84e3-71137b4ee7e5","ubereats","2021-06-16","2","$56.98"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","grubhub","2021-06-16","1","$30.97"
"Aroma Pizza - Lake Forest","Aroma Pizza","ubereats","2021-06-16","6","$239.53"
"Aroma Pizza - Lake Forest","The Wing Stop","grubhub","2021-06-16","4","$114.90"
"Aroma Pizza - Lake Forest","7be74213-d4c9-4ca3-8dcc-00b6e3107599","ubereats","2021-06-16","2","$74.88"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","ubereats","2021-06-16","2","$74.94"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","doordash","2021-06-16","3","$79.93"
"Aroma Pizza - Lake Forest","692ed9a2-d0d7-4a4e-bc47-3e76336f3663","doordash","2021-06-16","1","$29.49"
"Aroma Pizza - Lake Forest","Aroma Pizza","doordash","2021-06-16","14","$442.80"
"Aroma Pizza - Lake Forest","Aroma Pizza","grubhub","2021-06-16","3","$83.19"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","ubereats","2021-06-16","1","$108.97"
