Store Name,Store ID,Order ID,Workflow ID,Dining Mode,Order Channel,Order Status,Order Date / Refund date,Order Accept Time,Food Sales (excluding tax),Tax on Food Sales,Food sales (including tax),Adjustments (excluding tax),Tax on Adjustments,Promo Spend on food,Tax on Promotion on Food,Special Offer - Delivery,Tax on Special Offer - Delivery,Bag Fee,Marketing Service Fee Adjustment,Total Sales after Adjustments (including tax),Uber Service Fee,Delivery Network Fee,Order Processing Fee,Dispatch Fee,Tax on Dispatch Fee,Gratuity,Misc Payment Description,Miscellaneous Payments,Marketplace Facilitator Tax,Backup Withholding Tax,Payout,Payout Date,Markup Amount,Markup Tax,Service Fee %
Aroma Pizza,,#ADBEE,b3ffcdd3-5498-42ad-ba01-0c0beceadbee,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-04-04,18:20,41.91,3.25,45.16,0,0,0,0,0,0,0,0,45.16,-7.96,0,0,0,0,0,,0,-3.25,0,33.95,2021-04-05,0,0,19
Aroma Pizza,,#F73CC,5c11586a-bc18-4bec-80e9-c730774f73cc,Delivery - Partner Using Uber App,Android,Completed,2021-04-05,16:32,14.99,1.16,16.15,0,0,0,0,0,0,0,0,16.15,-2.85,0,0,0,0,0,,0,-1.16,0,12.14,2021-04-12,0,0,19
Aroma Pizza,,#52ABB,d91214fe-8b67-4959-85da-a8c2ae452abb,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-04-06,13:17,27.19,2.11,29.3,0,0,0,0,0,0,0,0,29.3,-5.17,0,0,0,0,0,,0,-2.11,0,22.02,2021-04-12,0,0,19
Aroma Pizza,,#3EFE4,095c0c96-aa99-456e-8a49-36c385e3efe4,Delivery - Partner Using Uber App,Android,Completed,2021-04-06,14:52,22.58,1.75,24.33,0,0,0,0,0,0,0,0,24.33,-4.29,0,0,0,0,0,,0,-1.75,0,18.29,2021-04-12,0,0,19
Aroma Pizza,,#548E7,0433e53b-3459-4b5c-9dd9-96633fd548e7,Delivery - Partner Using Uber App,iOS,Completed,2021-04-06,21:15,27.34,2.12,29.46,0,0,0,0,0,0,0,0,29.46,-5.19,0,0,0,0,0,,0,-2.12,0,22.15,2021-04-12,0,0,19
Aroma Pizza,,#4D07A,3e2f1d01-3d21-4f29-a6a6-d5876ab4d07a,Delivery - Partner Using Uber App,iOS,Completed,2021-04-07,20:04,13.49,1.05,14.54,0,0,0,0,0,0,0,0,14.54,-2.56,0,0,0,0,0,,0,-1.05,0,10.93,2021-04-12,0,0,19
Aroma Pizza,,#8952B,db16e725-d11a-4e0b-a5a4-31fdd438952b,Delivery - Partner Using Uber App,iOS,Completed,2021-04-08,11:37,10.99,0.85,11.84,0,0,0,0,0,0,0,0,11.84,-2.09,0,0,0,0,0,,0,-0.85,0,8.9,2021-04-12,0,0,19
Aroma Pizza,,#A2035,68fe72c0-a8f8-49be-925f-667031fa2035,Delivery - Partner Using Uber App,iOS,Completed,2021-04-08,16:47,55.9,4.33,60.23,0,0,0,0,0,0,0,0,60.23,-10.62,0,0,0,0,0,,0,-4.33,0,45.28,2021-04-12,0,0,19
Aroma Pizza,,#E67EF,8406c9f7-6dd9-4b76-a02c-c043096e67ef,Delivery - Partner Using Uber App,Android,Completed,2021-04-08,20:25,24.94,1.93,26.87,0,0,0,0,0,0,0,0,26.87,-4.74,0,0,0,0,0,,0,-1.93,0,20.2,2021-04-12,0,0,19
Aroma Pizza,,#3665E,ba4c3831-52c5-44a1-bf97-f7b48873665e,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-04-08,20:38,57.96,4.49,62.45,0,0,0,0,0,0,0,0,62.45,-11.01,0,0,0,0,0,,0,-4.49,0,46.95,2021-04-12,0,0,19
Aroma Pizza,,#72F8D,a05f63ca-2d86-4a5e-8cdd-e60494472f8d,Delivery - Partner Using Uber App,iOS,Completed,2021-04-08,21:00,41.94,3.25,45.19,0,0,0,0,0,0,0,0,45.19,-7.97,0,0,0,0,0,,0,-3.25,0,33.97,2021-04-12,0,0,19
Aroma Pizza,,#6FAB7,1b64d52c-71cf-4c45-ac57-df154aa6fab7,Delivery - Partner Using Uber App,iOS,Completed,2021-04-09,12:20,20.03,1.55,21.58,0,0,0,0,0,0,0,0,21.58,-3.81,0,0,0,0,0,,0,-1.55,0,16.22,2021-04-12,0,0,19
Aroma Pizza,,#0F58E,de1e1e5e-c390-4d12-a539-dd8b5240f58e,Delivery - Partner Using Uber App,iOS,Completed,2021-04-09,17:33,32.55,2.52,35.07,0,0,0,0,0,0,0,0,35.07,-6.18,0,0,0,0,0,,0,-2.52,0,26.37,2021-04-12,0,0,19
Aroma Pizza,,#14EE6,477a579f-e1a5-490b-a40b-f2c9fd414ee6,Pickup,iOS,Completed,2021-04-09,17:37,18.99,1.47,20.46,0,0,0,0,0,0,0,0,20.46,0,0,0,0,0,0,,0,-1.47,0,18.99,2021-04-12,0,0,
Aroma Pizza,,#33C76,df10f78e-0bd2-4e95-855c-c90789033c76,Delivery - Partner Using Uber App,iOS,Completed,2021-04-09,19:59,15.74,1.22,16.96,0,0,0,0,0,0,0,0,16.96,-2.99,0,0,0,0,0,,0,-1.22,0,12.75,2021-04-12,0,0,19
Aroma Pizza,,#F45C7,8a73363a-77d2-4427-bb26-f8606b9f45c7,Delivery - Partner Using Uber App,iOS,Completed,2021-04-09,19:46,51.93,4.02,55.95,0,0,0,0,0,0,0,0,55.95,-9.87,0,0,0,0,0,,0,-4.02,0,42.06,2021-04-12,0,0,19
Aroma Pizza,,#E962F,32f8b38d-48f4-445f-9fb0-7f9b596e962f,Pickup,iOS,Completed,2021-04-09,20:37,21.98,1.7,23.68,0,0,0,0,0,0,0,0,23.68,0,0,0,0,0,0,,0,-1.7,0,21.98,2021-04-12,0,0,
Aroma Pizza,,#57ED0,538c1d74-2c0b-4c3d-8a6c-2fc6d2057ed0,Pickup,iOS,Completed,2021-04-09,20:39,25.71,1.99,27.7,0,0,0,0,0,0,0,0,27.7,0,0,0,0,0,0,,0,-1.99,0,25.71,2021-04-12,0,0,
Aroma Pizza,,#78BD5,79e880e6-6fe1-4a1c-9898-c6638fb78bd5,Delivery - Partner Using Uber App,iOS,Completed,2021-04-10,17:25,28.43,2.2,30.63,0,0,0,0,0,0,0,0,30.63,-5.4,0,0,0,0,0,,0,-2.2,0,23.03,2021-04-12,0,0,19
Aroma Pizza,,#5447A,9f4d44ea-e0aa-45c1-9481-afe567f5447a,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-04-10,18:11,24.96,1.93,26.89,0,0,0,0,0,0,0,0,26.89,-4.74,0,0,0,0,0,,0,-1.93,0,20.22,2021-04-12,0,0,19
Aroma Pizza,,#61862,0f2d3584-1f84-47e7-9c25-84e017061862,Pickup,iOS,Completed,2021-04-10,17:43,32.97,2.56,35.53,0,0,0,0,0,0,0,0,35.53,0,0,0,0,0,0,,0,-2.56,0,32.97,2021-04-12,0,0,
Aroma Pizza,,#B5A73,1318de51-2d49-452b-ab82-1499286b5a73,Delivery - Partner Using Uber App,iOS,Completed,2021-04-10,19:10,61.92,4.8,66.72,0,0,0,0,0,0,0,0,66.72,-11.76,0,0,0,0,0,,0,-4.8,0,50.16,2021-04-12,0,0,19
Aroma Pizza,,#7636C,8e1990ef-2f21-470d-8b9c-6764c117636c,Delivery - Partner Using Uber App,iOS,Completed,2021-04-10,20:14,19.98,1.55,21.53,0,0,0,0,0,0,0,0,21.53,-3.8,0,0,0,0,0,,0,-1.55,0,16.18,2021-04-12,0,0,19
Aroma Pizza,,#7FE47,7f23c62c-6442-4ee5-a2a1-c57924d7fe47,Pickup,iOS,Completed,2021-04-11,17:41,30.97,2.4,33.37,0,0,0,0,0,0,0,0,33.37,0,0,0,0,0,0,,0,-2.4,0,30.97,2021-04-12,0,0,
Aroma Pizza,,#5EFB8,5eb5292b-d9eb-4bf1-bc89-f8e41575efb8,Delivery - Partner Using Uber App,Android,Completed,2021-04-11,20:55,19.98,1.55,21.53,0,0,0,0,0,0,0,0,21.53,-3.8,0,0,0,0,0,,0,-1.55,0,16.18,2021-04-12,0,0,19
Aroma Pizza,,#E6144,5f11720d-1458-40ab-8a11-67ed019e6144,Delivery - Partner Using Uber App,iOS,Completed,2021-04-12,20:13,19.98,1.55,21.53,0,0,0,0,0,0,0,0,21.53,-3.8,0,0,0,0,0,,0,-1.55,0,16.18,2021-04-19,0,0,19
Aroma Pizza,,#17BBC,81d62a8b-102f-4193-a5c2-e59142717bbc,Delivery - Partner Using Uber App,Android,Completed,2021-04-12,20:36,24.94,1.93,26.87,0,0,0,0,0,0,0,0,26.87,-4.74,0,0,0,0,0,,0,-1.93,0,20.2,2021-04-19,0,0,19
Aroma Pizza,,#1C6DD,c07d214d-dd90-45c8-84b0-cf0fb261c6dd,Delivery - Partner Using Uber App,Android,Completed,2021-04-14,18:21,26.99,2.09,29.08,0,0,0,0,0,0,0,0,29.08,-5.13,0,0,0,0,0,,0,-2.09,0,21.86,2021-04-19,0,0,19
Aroma Pizza,,#46245,b73e9367-6c20-47cf-b398-47343cb46245,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-04-15,11:28,89.94,6.97,96.91,0,0,0,0,0,0,0,0,96.91,-17.09,0,0,0,0,0,,0,-6.97,0,72.85,2021-04-19,0,0,19
Aroma Pizza,,#79DAB,3cef2d5c-5b86-42ef-b3db-a86cf6579dab,Delivery - Partner Using Uber App,iOS,Completed,2021-04-15,15:15,34.96,2.71,37.67,0,0,0,0,0,0,0,0,37.67,-6.64,0,0,0,0,0,,0,-2.71,0,28.32,2021-04-19,0,0,19
Aroma Pizza,,#DFBE2,ecc7cc36-e67d-4609-8541-16d356adfbe2,Delivery - Partner Using Uber App,Android,Completed,2021-04-15,18:47,29.97,2.32,32.29,0,0,0,0,0,0,0,0,32.29,-5.69,0,0,0,0,0,,0,-2.32,0,24.28,2021-04-19,0,0,19
Aroma Pizza,,#906D9,31790cf6-6e79-4eb7-a947-f23466f906d9,Delivery - Partner Using Uber App,iOS,Completed,2021-04-16,17:54,47.42,3.68,51.1,0,0,0,0,0,0,0,0,51.1,-9.01,0,0,0,0,0,,0,-3.68,0,38.41,2021-04-19,0,0,19
Aroma Pizza,,#AAB8B,137b3faf-0be0-4348-911c-7c71ac5aab8b,Pickup,iOS,Completed,2021-04-16,17:38,40.72,3.16,43.88,0,0,0,0,0,0,0,0,43.88,0,0,0,0,0,0,,0,-3.16,0,40.72,2021-04-19,0,0,
Aroma Pizza,,#3EDA3,795d4b47-c4b5-4149-acea-a1d78e83eda3,Delivery - Partner Using Uber App,Android,Completed,2021-04-16,21:14,12.97,1.01,13.98,0,0,0,0,0,0,0,0,13.98,-2.46,0,0,0,0,0,,0,-1.01,0,10.51,2021-04-19,0,0,19
Aroma Pizza,,#95360,785cba5c-86ee-4fc5-a918-911113795360,Pickup,iOS,Completed,2021-04-17,14:27,28.98,2.25,31.23,0,0,0,0,0,0,0,0,31.23,0,0,0,0,0,0,,0,-2.25,0,28.98,2021-04-19,0,0,
Aroma Pizza,,#B3BA2,58f1c931-1f31-461c-9e93-37f5c0db3ba2,Pickup,iOS,Completed,2021-04-17,17:13,48.96,3.79,52.75,0,0,0,0,0,0,0,0,52.75,0,0,0,0,0,0,,0,-3.79,0,48.96,2021-04-19,0,0,
Aroma Pizza,,#C9A4D,576121f8-a839-4ed1-afc6-95886fdc9a4d,Delivery - Partner Using Uber App,iOS,Completed,2021-04-17,18:44,35.48,2.75,38.23,0,0,0,0,0,0,0,0,38.23,-6.74,0,0,0,0,0,,0,-2.75,0,28.74,2021-04-19,0,0,19
Aroma Pizza,,#CB712,d533233d-cc9e-4d5d-a767-959ff71cb712,Delivery - Partner Using Uber App,iOS,Completed,2021-04-17,19:54,40.14,3.11,43.25,0,0,0,0,0,0,0,0,43.25,-7.63,0,0,0,0,0,,0,-3.11,0,32.51,2021-04-19,0,0,19
Aroma Pizza,,#AE822,14c63f6e-f7fc-4377-8512-88aa388ae822,Delivery - Partner Using Uber App,Android,Completed,2021-04-19,13:31,22.58,1.75,24.33,0,0,0,0,0,0,0,0,24.33,-4.29,0,0,0,0,0,,0,-1.75,0,18.29,2021-04-26,0,0,19
Aroma Pizza,,#0F4C7,1c671c68-4859-4642-92f9-6b46eac0f4c7,Pickup,iOS,Completed,2021-04-21,17:26,16.97,1.32,18.29,0,0,0,0,0,0,0,0,18.29,0,0,0,0,0,0,,0,-1.32,0,16.97,2021-04-26,0,0,
Aroma Pizza,,#3D901,323f1f73-2b3c-4463-9939-17236363d901,Delivery - Partner Using Uber App,iOS,Completed,2021-04-21,19:08,53.66,4.16,57.82,0,0,0,0,0,0,0,0,57.82,-10.2,0,0,0,0,0,,0,-4.16,0,43.46,2021-04-26,0,0,19
Aroma Pizza,,#76C50,26529790-ad34-4236-92a7-01bcb4376c50,Delivery - Partner Using Uber App,Android,Completed,2021-04-22,18:10,24.94,1.93,26.87,0,0,0,0,0,0,0,0,26.87,-4.74,0,0,0,0,0,,0,-1.93,0,20.2,2021-04-26,0,0,19
Aroma Pizza,,#8CC44,24249917-a567-4427-8b31-b9acff98cc44,Delivery - Partner Using Uber App,iOS,Completed,2021-04-23,15:00,10.99,0.85,11.84,0,0,0,0,0,0,0,0,11.84,-2.09,0,0,0,0,0,,0,-0.85,0,8.9,2021-04-26,0,0,19
Aroma Pizza,,#02FE4,c0b3019a-24e6-4622-9541-47d79dd02fe4,Pickup,iOS,Completed,2021-04-23,17:42,39.96,3.1,43.06,0,0,0,0,0,0,0,0,43.06,0,0,0,0,0,0,,0,-3.1,0,39.96,2021-04-26,0,0,
Aroma Pizza,,#90A20,952479bb-8e1a-4259-a749-fd3ddba90a20,Delivery - Partner Using Uber App,Android,Completed,2021-04-23,19:27,28.72,2.23,30.95,0,0,0,0,0,0,0,0,30.95,-5.46,0,0,0,0,0,,0,-2.23,0,23.26,2021-04-26,0,0,19
Aroma Pizza,,#27ADC,486e6e36-65fc-40b7-b377-1bb35f227adc,Delivery - Partner Using Uber App,iOS,Completed,2021-04-24,14:56,32.96,2.55,35.51,0,0,0,0,0,0,0,0,35.51,-6.26,0,0,0,0,0,,0,-2.55,0,26.7,2021-04-26,0,0,19
Aroma Pizza,,#5D265,f5182268-557f-4d4b-a330-2c8a4735d265,Delivery - Partner Using Uber App,iOS,Completed,2021-04-24,21:00,33.3,2.58,35.88,0,0,0,0,0,0,0,0,35.88,-6.33,0,0,0,0,0,,0,-2.58,0,26.97,2021-04-26,0,0,19
Aroma Pizza,,#95894,301f8ffa-0759-4880-992c-f1b8da495894,Delivery - Partner Using Uber App,iOS,Completed,2021-04-25,13:48,30.35,2.35,32.7,0,0,0,0,0,0,0,0,32.7,-5.77,0,0,0,0,0,,0,-2.35,0,24.58,2021-04-26,0,0,19
Aroma Pizza,,#0F396,bb1b6c77-3850-427d-a09b-673cf470f396,Delivery - Partner Using Uber App,Android,Completed,2021-04-25,17:14,22.58,1.75,24.33,0,0,0,0,0,0,0,0,24.33,-4.29,0,0,0,0,0,,0,-1.75,0,18.29,2021-04-26,0,0,19
Aroma Pizza,,#FCAD9,872b5d0c-9aa5-44ad-bf15-3bdab6dfcad9,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-04-25,19:10,21.26,1.65,22.91,0,0,0,0,0,0,0,0,22.91,-4.04,0,0,0,0,0,,0,-1.65,0,17.22,2021-04-26,0,0,19
Aroma Pizza,,#D932B,60775584-77b2-40f5-841d-51f22b6d932b,Delivery - Partner Using Uber App,iOS,Completed,2021-04-25,20:43,34.72,2.46,37.18,0,0,0,0,0,0,0,0,37.18,-6.6,0,0,0,0,0,,0,-2.46,0,28.12,2021-04-26,0,0,19
Aroma Pizza,,#D62C4,cb6d83d4-4c1e-427b-9560-f46d53cd62c4,Delivery - Partner Using Uber App,iOS,Completed,2021-04-26,19:45,36.73,2.85,39.58,0,0,0,0,0,0,0,0,39.58,-6.98,0,0,0,0,0,,0,-2.85,0,29.75,,0,0,19
Aroma Pizza,,#2EE38,449a7cd9-8f54-4a95-b29d-87b26222ee38,Delivery - Partner Using Uber App,iOS,Completed,2021-04-27,18:43,38.97,3.02,41.99,0,0,0,0,0,0,0,0,41.99,-7.4,0,0,0,0,0,,0,-3.02,0,31.57,,0,0,19
Aroma Pizza,,#20EAA,34c70ec6-ec4b-4827-ad58-d2d040d20eaa,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-04-27,18:36,49.42,3.83,53.25,0,0,0,0,0,0,0,0,53.25,-9.39,0,0,0,0,0,,0,-3.83,0,40.03,,0,0,19
Aroma Pizza,,#46F7A,57de154e-a92b-49a5-a636-0a09f3546f7a,Delivery - Partner Using Uber App,iOS,Completed,2021-04-28,17:57,22.95,1.78,24.73,0,0,0,0,0,0,0,0,24.73,-4.36,0,0,0,0,0,,0,-1.78,0,18.59,,0,0,19
Aroma Pizza,,#7C880,d915522a-6022-4992-852f-35ccb237c880,Delivery - Partner Using Uber App,iOS,Completed,2021-04-28,20:48,14.98,1.16,16.14,0,0,0,0,0,0,0,0,16.14,-2.85,0,0,0,0,0,,0,-1.16,0,12.13,,0,0,19
Aroma Pizza,,#4F62D,08c3cf4f-aa47-4bfa-98af-63025e34f62d,Delivery - Partner Using Uber App,iOS,Completed,2021-04-29,14:13,14.99,1.16,16.15,0,0,0,0,0,0,0,0,16.15,-2.85,0,0,0,0,0,,0,-1.16,0,12.14,,0,0,19
Aroma Pizza,,#2B430,6dab6c1b-3b3d-424a-a5fc-a7f86432b430,Delivery - Partner Using Uber App,iOS,Completed,2021-04-29,19:48,29.98,2.32,32.3,0,0,0,0,0,0,0,0,32.3,-5.7,0,0,0,0,0,,0,-2.32,0,24.28,,0,0,19
Aroma Pizza,,#C29D3,b7f0fa8f-586e-4789-8d96-792762bc29d3,Delivery - Partner Using Uber App,Android,Completed,2021-04-29,21:08,20.56,1.59,22.15,0,0,0,0,0,0,0,0,22.15,-3.91,0,0,0,0,0,,0,-1.59,0,16.65,,0,0,19
Aroma Pizza,,#22DF6,9608bf0e-6858-4ae1-a7b7-122e22122df6,Pickup,iOS,Completed,2021-04-30,11:48,13.78,1.07,14.85,0,0,0,0,0,0,0,0,14.85,0,0,0,0,0,0,,0,-1.07,0,13.78,,0,0,
Aroma Pizza,,#21499,ba093de6-84c8-45cc-9ae7-83b5def21499,Delivery - Partner Using Uber App,iOS,Completed,2021-04-30,17:02,25.98,2.01,27.99,0,0,0,0,0,0,0,0,27.99,-4.94,0,0,0,0,0,,0,-2.01,0,21.04,,0,0,19
Aroma Pizza,,#81796,db608ba5-0503-4013-bb9b-dfc5dce81796,Pickup,iOS,Completed,2021-04-30,17:23,45.44,3.52,48.96,0,0,0,0,0,0,0,0,48.96,0,0,0,0,0,0,,0,-3.52,0,45.44,,0,0,
Aroma Pizza,,#D2DC2,b1a0e62a-a85c-49c0-9d77-fb1ab55d2dc2,Delivery - Partner Using Uber App,Android,Completed,2021-04-30,19:54,41.89,3.25,45.14,0,0,0,0,0,0,0,0,45.14,-7.96,0,0,0,0,0,,0,-3.25,0,33.93,,0,0,19
Aroma Pizza,,#62FAA,124f75c6-867c-47ae-85b4-9eaa7fe62faa,Delivery - Partner Using Uber App,Android,Completed,2021-04-30,20:46,31.96,2.48,34.44,0,0,0,0,0,0,0,0,34.44,-8.63,0,0,0,0,0,,0,-2.48,0,23.33,,0,0,27
Trattoria Contadina ,,#70F9A,9e36fc1e-cd47-43fe-bb0b-cb70ff070f9a,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-04-02,17:16,21.7,1.71,23.41,0,0,0,0,0,0,0,0,23.41,-5.43,0,0,0,0,0,,0,-1.71,0,16.27,2021-04-05,0,0,
Trattoria Contadina ,,#24E85,eaffc9ff-4f06-4cf2-a9b6-630f73d24e85,Delivery - Partner Using Uber App,Android,Completed,2021-04-02,19:43,26.21,2.03,28.24,0,0,0,0,0,0,0,0,28.24,-6.55,0,0,0,0,0,,0,-2.03,0,19.66,2021-04-05,0,0,
Trattoria Contadina ,,#C8B59,ed593a02-bb73-479b-9de8-48ea9d8c8b59,Delivery - Partner Using Uber App,iOS,Completed,2021-04-04,16:25,28.97,2.34,31.31,0,0,0,0,0,0,0,0,31.31,-7.24,0,0,0,0,0,,0,-2.34,0,21.73,2021-04-05,0,0,25
Trattoria Contadina ,,#D1B86,8bdf6add-bbf7-49ee-a19a-35d6e16d1b86,Delivery - Partner Using Uber App,iOS,Completed,2021-04-04,20:31,20.72,1.66,22.38,0,0,0,0,0,0,0,0,22.38,-5.18,0,0,0,0,0,,0,-1.66,0,15.54,2021-04-05,0,0,25
Trattoria Contadina ,,#14798,8aa617af-435b-4ca0-ae53-62060e714798,Delivery - Partner Using Uber App,iOS,Completed,2021-04-07,14:08,32.97,2.68,35.65,0,0,0,0,0,0,0,0,35.65,-8.24,0,0,0,0,0,,0,-2.68,0,24.73,2021-04-12,0,0,25
Trattoria Contadina ,,#EAB7D,61ca027e-00f2-4fb0-9a92-035dd85eab7d,Delivery - Partner Using Uber App,Android,Completed,2021-04-07,15:01,38.43,3.03,41.46,0,0,0,0,0,0,0,0,41.46,-9.61,0,0,0,0,0,,0,-3.03,0,28.82,2021-04-12,0,0,25
Trattoria Contadina ,,#18326,4900b51b-696d-4545-bcfa-19f2a0218326,Delivery - Partner Using Uber App,iOS,Completed,2021-04-07,18:07,41.69,3.37,45.06,0,0,0,0,0,0,0,0,45.06,-10.42,0,0,0,0,0,,0,-3.37,0,31.27,2021-04-12,0,0,25
Trattoria Contadina ,,#425FC,264a9860-d2cf-4fb0-9e57-30cb5f2425fc,Delivery - Partner Using Uber App,iOS,Completed,2021-04-07,20:30,41.95,3.39,45.34,0,0,0,0,0,0,0,0,45.34,-10.49,0,0,0,0,0,,0,-3.39,0,31.46,2021-04-12,0,0,25
Trattoria Contadina ,,#00E7B,7b04892b-2585-4321-a823-7fa462000e7b,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-04-08,17:22,20.73,1.68,22.41,0,0,0,0,0,0,0,0,22.41,-5.18,0,0,0,0,0,,0,-1.68,0,15.55,2021-04-12,0,0,25
Trattoria Contadina ,,#593D7,ec82e4a0-b8ce-4697-98cb-2fd9ee7593d7,Delivery - Partner Using Uber App,iOS,Completed,2021-04-09,18:04,42.95,3.45,46.4,0,0,0,0,0,0,0,0,46.4,-10.74,0,0,0,0,0,,0,-3.45,0,32.21,2021-04-12,0,0,25
Trattoria Contadina ,,,,,Unknown,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant refunds,32.97,0,0,32.97,2021-04-12,0,0,
Trattoria Contadina ,,,,,Unknown,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant refunds,10.78,0,0,10.78,2021-04-12,0,0,
Trattoria Contadina ,,,,,Unknown,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant refunds,11.88,0,0,11.88,2021-04-12,0,0,
Trattoria Contadina ,,#8AE06,b965dd9e-65eb-4654-a43d-d5537738ae06,Delivery - Partner Using Uber App,iOS,Completed,2021-04-10,17:56,15.98,1.3,17.28,0,0,0,0,0,0,0,0,17.28,-4,0,0,0,0,0,,0,-1.3,0,11.98,2021-04-12,0,0,25
Trattoria Contadina ,,#563E4,6e1d0013-32e2-4322-93ea-e5af399563e4,Delivery - Partner Using Uber App,iOS,Completed,2021-04-10,18:58,21.98,1.79,23.77,0,0,0,0,0,0,0,0,23.77,-5.5,0,0,0,0,0,,0,-1.79,0,16.48,2021-04-12,0,0,25
Trattoria Contadina ,,#448A5,09227563-76d0-4acb-959b-d23ece1448a5,Delivery - Partner Using Uber App,Android,Completed,2021-04-11,13:15,31.97,2.6,34.57,0,0,0,0,0,0,0,0,34.57,-7.99,0,0,0,0,0,,0,-2.6,0,23.98,2021-04-12,0,0,25
Trattoria Contadina ,,#D7592,8c944433-a235-4397-b84b-6a723edd7592,Delivery - Partner Using Uber App,iOS,Completed,2021-04-11,20:15,26.72,2.15,28.87,0,0,0,0,0,0,0,0,28.87,-6.68,0,0,0,0,0,,0,-2.15,0,20.04,2021-04-12,0,0,25
