"Facility","Brand","Source","Date","Total Orders","Total Revenue"
"Aroma Pizza - Lake Forest","4ff519b2-481c-4f12-b894-9e2f8d9a4f1d","postmates","2021-04-09","1","$34.97"
"Aroma Pizza - Lake Forest","Aroma Pizza","grubhub","2021-04-10","6","$211.80"
"Aroma Pizza - Lake Forest","The Wing Stop","ubereats","2021-04-10","2","$45.97"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","grubhub","2021-04-10","1","$13.95"
"Aroma Pizza - Lake Forest","Trattoria Contadina","grubhub","2021-04-10","4","$131.26"
"Aroma Pizza - Lake Forest","c8b2e742-0870-4f3e-84e3-71137b4ee7e5","doordash","2021-04-10","2","$48.99"
"Aroma Pizza - Lake Forest","4ff519b2-481c-4f12-b894-9e2f8d9a4f1d","postmates","2021-04-10","1","$20.48"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","ubereats","2021-04-10","5","$123.88"
"Aroma Pizza - Lake Forest","Aroma Pizza","doordash","2021-04-10","22","$758.63"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","grubhub","2021-04-10","1","$41.00"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","postmates","2021-04-10","1","$30.97"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","doordash","2021-04-10","1","$18.98"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","ubereats","2021-04-10","2","$47.95"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","doordash","2021-04-10","2","$44.47"
"Aroma Pizza - Lake Forest","Trattoria Contadina","postmates","2021-04-10","1","$27.47"
"Aroma Pizza - Lake Forest","Aroma Pizza","ubereats","2021-04-10","5","$168.26"
"Aroma Pizza - Lake Forest","692ed9a2-d0d7-4a4e-bc47-3e76336f3663","ubereats","2021-04-10","1","$27.75"
"Aroma Pizza - Lake Forest","The Wing Stop","grubhub","2021-04-10","7","$253.53"
"Aroma Pizza - Lake Forest","7be74213-d4c9-4ca3-8dcc-00b6e3107599","postmates","2021-04-10","1","$33.94"
"Aroma Pizza - Lake Forest","692ed9a2-d0d7-4a4e-bc47-3e76336f3663","postmates","2021-04-10","1","$28.98"
"Aroma Pizza - Lake Forest","c6bcb3e5-1c3f-453e-88e8-2a5f70d39791","postmates","2021-04-10","2","$57.80"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","postmates","2021-04-10","1","$12.99"
"Aroma Pizza - Lake Forest","The Wing Stop","postmates","2021-04-10","2","$27.47"
"Aroma Pizza - Lake Forest","c6bcb3e5-1c3f-453e-88e8-2a5f70d39791","doordash","2021-04-10","1","$20.95"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","doordash","2021-04-10","3","$66.94"
"Aroma Pizza - Lake Forest","4ff519b2-481c-4f12-b894-9e2f8d9a4f1d","doordash","2021-04-10","1","$13.99"
"Aroma Pizza - Lake Forest","Trattoria Contadina","ubereats","2021-04-10","2","$37.96"
"Aroma Pizza - Lake Forest","Aroma Pizza","postmates","2021-04-10","7","$178.62"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","doordash","2021-04-10","1","$26.90"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","doordash","2021-04-11","2","$39.85"
"Aroma Pizza - Lake Forest","The Wing Stop","postmates","2021-04-11","1","$7.49"
"Aroma Pizza - Lake Forest","Aroma Pizza","doordash","2021-04-11","30","$1,120.77"
"Aroma Pizza - Lake Forest","236a2bdd-c028-4182-adf2-486cee980fe2","doordash","2021-04-11","1","$17.99"
"Aroma Pizza - Lake Forest","Aroma Pizza","grubhub","2021-04-11","9","$232.05"
"Aroma Pizza - Lake Forest","Trattoria Contadina","ubereats","2021-04-11","2","$58.69"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","ubereats","2021-04-11","2","$53.99"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","grubhub","2021-04-11","1","$20.00"
"Aroma Pizza - Lake Forest","8456bd71-66df-4022-87fe-6e35388b0712","doordash","2021-04-11","1","$14.98"
"Aroma Pizza - Lake Forest","7be74213-d4c9-4ca3-8dcc-00b6e3107599","postmates","2021-04-11","2","$53.98"
"Aroma Pizza - Lake Forest","The Wing Stop","grubhub","2021-04-11","10","$268.99"
"Aroma Pizza - Lake Forest","158c7911-5284-471b-9b52-b6646c78420a","doordash","2021-04-11","1","$13.00"
"Aroma Pizza - Lake Forest","13e2507a-4dcd-461a-af74-465bd3b3877c","ubereats","2021-04-11","2","$43.96"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","grubhub","2021-04-11","1","$57.80"
"Aroma Pizza - Lake Forest","692ed9a2-d0d7-4a4e-bc47-3e76336f3663","postmates","2021-04-11","1","$13.50"
"Aroma Pizza - Lake Forest","Aroma Pizza","postmates","2021-04-11","5","$171.29"
"Aroma Pizza - Lake Forest","42197944-8663-4ed8-96d4-3c8a23c248cb","postmates","2021-04-11","1","$13.95"
"Aroma Pizza - Lake Forest","4c322ce5-61b5-4dd7-ba21-c406bea01726","doordash","2021-04-11","3","$132.42"
"Aroma Pizza - Lake Forest","Trattoria Contadina","grubhub","2021-04-11","1","$35.96"
